RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
83,0,33597,Harry Higgs,4.84%,40,826,+0.175
84,0,51766,Wyndham Clark,4.81%,57,1184,+0.053
85,0,52513,Carson Young,4.79%,50,1044,-0.040
86,0,32139,Danny Willett,4.74%,35,739,E
87,0,31646,Emiliano Grillo,4.73%,58,1226,+0.017
88,0,32102,Rickie Fowler,4.71%,53,1126,+0.170
88,0,52411,Kyle Westmoreland,4.71%,38,806,+0.237
90,0,51997,Andrew Novak,4.64%,44,948,+0.136
91,0,34466,Peter Malnati,4.61%,49,1062,+0.245
92,0,28775,Nate Lashley,4.60%,54,1174,-0.056
93,0,49771,J.T. Poston,4.59%,55,1198,+0.055
94,0,40250,Taylor Pendrith,4.58%,51,1114,+0.020
95,0,52375,Doug Ghim,4.55%,47,1032,+0.234
95,0,49960,Sepp Straka,4.55%,49,1078,-0.020
97,0,50188,S.H. Kim,4.53%,61,1348,+0.164
97,0,40006,Erik van Rooyen,4.53%,35,773,+0.114
97,0,31323,Gary Woodland,4.53%,46,1016,+0.109
100,0,50095,Austin Smotherman,4.52%,51,1129,+0.216
101,0,35532,Tom Hoge,4.46%,53,1188,+0.094
102,0,51491,Brandon Matthews,4.45%,26,584,-0.038
103,0,56630,Akshay Bhatia,4.44%,36,810,+0.083
103,0,31202,William McGirt,4.44%,23,518,+0.043
105,0,33399,Adam Hadwin,4.43%,50,1128,+0.040
106,0,32640,Troy Merritt,4.41%,43,976,+0.279
107,0,37275,Sam Ryder,4.40%,54,1226,+0.296
108,0,31557,Jim Herman,4.38%,38,867,+0.211
108,0,50525,Collin Morikawa,4.38%,38,868,+0.184
108,0,55454,Carl Yuan,4.38%,42,958,+0.214
111,0,51349,Nico Echavarria,4.34%,33,760,+0.212
111,0,29221,Webb Simpson,4.34%,32,738,+0.219
113,0,52955,Ludvig Åberg,4.30%,27,628,+0.148
114,0,52372,Cameron Champ,4.27%,35,820,+0.200
115,0,39067,MJ Daffue,4.26%,44,1032,+0.068
116,0,27349,Alex Noren,4.25%,43,1012,-0.070
117,0,47591,Eric Cole,4.23%,64,1512,E
118,0,39335,Kevin Roy,4.21%,31,736,+0.129
119,0,47983,Chad Ramey,4.17%,52,1246,+0.019
120,0,30692,Scott Stallings,4.16%,39,938,+0.205
121,0,35506,Mackenzie Hughes,4.14%,41,990,+0.073
121,0,26596,Ryan Moore,4.14%,37,894,+0.027
123,0,47079,Harrison Endycott,4.11%,39,948,+0.128
124,0,49453,Trevor Cone,4.10%,36,878,+0.333
125,0,54591,Ben Griffin,4.09%,51,1248,+0.020
125,0,27644,Brian Harman,4.09%,45,1100,+0.067
125,0,51070,Vincent Norrman,4.09%,37,904,+0.054
128,0,35461,Beau Hossler,4.08%,50,1224,+0.220
129,0,36799,Stephan Jaeger,4.04%,60,1486,+0.083
130,0,51890,Greyson Sigg,4.03%,50,1242,E
131,0,39977,Max Homa,4.00%,43,1076,+0.186
132,0,32366,Kevin Chappell,3.98%,20,502,+0.400
132,0,59018,Ryan Gerard,3.98%,27,678,+0.296
134,0,33410,Andrew Landry,3.97%,35,882,+0.171
134,0,36724,Augusto Núñez,3.97%,32,806,+0.281
136,0,47988,Nick Hardy,3.95%,49,1240,+0.122
137,0,25900,Lucas Glover,3.94%,44,1118,+0.136
137,0,34563,Chesson Hadley,3.94%,43,1092,E
139,0,54783,Dylan Wu,3.92%,43,1096,+0.047
140,0,55182,Tom Kim,3.87%,41,1060,-0.122
141,0,33448,Justin Thomas,3.86%,36,932,+0.194
142,0,22056,Cameron Percy,3.83%,24,626,E
142,0,48081,Xander Schauffele,3.83%,33,861,+0.061
142,0,51634,Sahith Theegala,3.83%,46,1202,+0.283
145,0,33948,Byeong Hun An,3.82%,47,1230,+0.106
145,0,57366,Cameron Young,3.82%,36,942,-0.028
147,0,34431,Robert Streb,3.81%,33,866,+0.273
148,0,45609,Tyler Duncan,3.80%,42,1104,+0.095
149,0,25818,Scott Piercy,3.79%,37,976,+0.081
150,0,39975,Michael Kim,3.77%,36,954,+0.028
151,0,55708,Hayden Buckley,3.74%,34,908,+0.118
152,0,46717,Viktor Hovland,3.69%,36,976,+0.111
153,0,51414,Brent Grant,3.65%,29,794,+0.241
154,0,35879,Kelly Kraft,3.63%,37,1018,+0.135
155,0,37338,Zecheng Dou,3.61%,38,1054,+0.132
156,0,28089,Jason Day,3.60%,32,890,-0.031
157,0,32333,Kevin Tway,3.59%,40,1114,+0.050
158,0,45157,Cam Davis,3.58%,40,1116,+0.025
159,0,12716,Charley Hoffman,3.51%,28,798,+0.357
160,0,35310,Lanto Griffin,3.50%,22,628,+0.045
161,0,27214,Kevin Streelman,3.48%,41,1178,-0.073
162,0,46601,Trey Mullinax,3.42%,32,936,+0.031
163,0,55893,Sam Stevens,3.39%,39,1152,+0.256
164,0,20229,Stewart Cink,3.38%,31,916,+0.161
165,0,39324,J.J. Spaun,3.34%,39,1166,+0.077
166,0,36699,Patrick Rodgers,3.28%,38,1158,+0.158
167,0,29725,Tony Finau,3.25%,33,1014,+0.152
168,0,46046,Scottie Scheffler,3.21%,33,1028,-0.121
169,0,32816,Satoshi Kodaira,3.18%,19,598,E
170,0,40098,Matt Fitzpatrick,3.17%,28,882,+0.107
171,0,52374,Brandon Wu,3.05%,36,1182,-0.083
172,0,30926,Chris Kirk,3.01%,32,1062,-0.031
173,0,45242,Kevin Yu,2.99%,20,670,-0.050
174,0,57362,Austin Eckroat,2.92%,29,992,+0.207
175,0,39971,Sungjae Im,2.86%,34,1190,+0.059
175,0,32839,Hideki Matsuyama,2.86%,28,978,+0.143
175,0,23320,Ryan Palmer,2.86%,26,908,+0.269
178,0,37455,Si Woo Kim,2.84%,34,1196,+0.176
179,0,34363,Tyrrell Hatton,2.83%,26,920,-0.154
180,0,55789,Taylor Montgomery,2.79%,33,1182,+0.061
181,0,33141,Keegan Bradley,2.77%,26,940,+0.038
181,0,31577,Tano Goya,2.77%,25,902,+0.080
183,0,39997,Corey Conners,2.76%,29,1052,-0.103
184,0,58168,Davis Thompson,2.64%,32,1212,+0.063
185,0,46970,Jon Rahm,2.63%,22,836,-0.182
186,0,23108,Matt Kuchar,2.62%,29,1108,+0.103
187,0,28237,Rory McIlroy,2.60%,21,808,E
188,0,39058,Lucas Herbert,2.55%,17,666,-0.059
189,0,24502,Adam Scott,2.47%,18,728,+0.056
190,0,52453,Nicolai Hojgaard,2.34%,11,470,+0.091
191,0,35450,Patrick Cantlay,2.31%,20,866,+0.200
192,0,27129,Luke List,2.17%,25,1152,+0.160
193,0,39546,Keith Mitchell,2.14%,22,1028,-0.227
