RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,01226,Fred Couples,2.758,91,33
2,0,10117,Bob Heintz,2.759,149,54
2,0,01945,Kenny Perry,2.759,160,58
4,0,01928,Corey Pavin,2.767,166,60
5,0,12680,Shigeki Maruyama,2.814,197,70
6,0,01810,Phil Mickelson,2.818,124,44
7,0,12602,Dean Wilson,2.831,201,71
8,0,02239,Scott Verplank,2.836,173,61
9,0,23541,Ben Crane,2.839,159,56
10,0,02104,Jeff Sluman,2.842,216,76
11,0,23983,Luke Donald,2.848,94,33
12,0,01473,Todd Hamilton,2.852,174,61
13,0,12660,Jesper Parnevik,2.855,197,69
13,0,23623,Bo Van Pelt,2.855,237,83
15,0,20229,Stewart Cink,2.857,180,63
16,0,24502,Adam Scott,2.861,103,36
17,0,23135,Tim Clark,2.865,149,52
17,0,21209,Sergio Garcia,2.865,106,37
19,0,19824,Craig Barlow,2.867,172,60
19,0,10809,Jim Furyk,2.867,172,60
19,0,20396,Lee Westwood,2.867,86,30
22,0,02214,Kirk Triplett,2.868,109,38
22,0,10423,Mike Weir,2.868,109,38
24,0,10860,Justin Leonard,2.878,141,49
25,0,23409,James Driscoll,2.882,147,51
26,0,23621,Rory Sabbatini,2.883,173,60
27,0,06251,Chris DiMarco,2.885,150,52
27,0,01329,Brad Faxon,2.885,150,52
29,0,01887,Mark O'Meara,2.886,127,44
30,0,21407,Arjun Atwal,2.887,153,53
30,0,19881,Robert Damron,2.887,153,53
30,0,01320,Bob Estes,2.887,205,71
33,0,07223,Brian Bateman,2.888,231,80
34,0,01388,Robert Gamez,2.889,208,72
34,0,20645,John Senden,2.889,208,72
36,0,01157,Tom Byrum,2.891,185,64
37,0,01139,Olin Browne,2.894,191,66
37,0,22621,Ben Curtis,2.894,136,47
39,0,06373,José María Olazábal,2.895,110,38
40,0,01142,Bart Bryant,2.897,197,68
41,0,20382,Stephen Leaney,2.898,171,59
42,0,12645,Brent Geiberger,2.902,148,51
42,0,02010,Loren Roberts,2.902,119,41
44,0,06197,Michael Allen,2.903,209,72
45,0,23063,Scott Hend,2.906,154,53
46,0,08075,Jerry Kelly,2.910,195,67
47,0,12823,Carlos Franco,2.911,163,56
47,0,24781,Hunter Mahan,2.911,230,79
47,0,23325,Vaughn Taylor,2.911,230,79
50,0,25345,Carl Pettersson,2.913,233,80
50,0,06595,Kevin Sutherland,2.913,201,69
52,0,06575,Dudley Hart,2.919,181,62
53,0,06034,Marco Dawson,2.921,184,63
53,0,21805,Harrison Frazar,2.921,260,89
55,0,01577,Lee Janzen,2.922,149,51
56,0,20378,Mathias Grönberg,2.923,152,52
56,0,25847,Rob Rashell,2.923,152,52
56,0,22405,Justin Rose,2.923,228,78
56,0,21951,Joey Snyder III,2.923,228,78
60,0,01685,J.L. Lewis,2.925,196,67
61,0,08725,Tom Gillis,2.927,161,55
62,0,23725,Brendan Jones,2.934,179,61
63,0,06332,Neal Lancaster,2.935,226,77
63,0,02223,Bob Tway,2.935,182,62
65,0,01797,Rocco Mediate,2.937,185,63
66,0,01666,Bernhard Langer,2.938,94,32
66,0,23497,Tag Ridings,2.938,235,80
66,0,02101,Joey Sindelar,2.938,238,81
69,0,20160,Charlie Wi,2.939,144,49
70,0,20498,Briny Baird,2.940,247,84
70,0,01132,Mark Brooks,2.940,147,50
72,0,26420,Richard Johnson,2.941,100,34
72,0,01677,Tom Lehman,2.941,100,34
74,0,20094,Jonathan Kaye,2.943,156,53
75,0,19846,Brian Gay,2.944,262,89
