RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
56,0,35451,Scott Pinckney,62.34,614,985,-0.13
58,0,37455,Si Woo Kim,62.31,858,1377,-0.22
59,0,37454,Whee Kim,62.26,561,901,-0.08
60,0,20104,Ken Duke,62.22,415,667,-0.06
60,0,06527,Steve Stricker,62.22,387,622,-0.19
62,0,29221,Webb Simpson,61.93,501,809,-0.21
63,0,24924,Bill Haas,61.92,548,885,-0.15
64,0,33413,Ben Martin,61.81,691,1118,-0.21
65,0,25892,Steve Wheatcroft,61.73,600,972,-0.13
66,0,23621,Rory Sabbatini,61.60,332,539,-0.04
67,0,29420,Billy Horschel,61.59,489,794,-0.20
68,0,23325,Vaughn Taylor,61.40,571,930,-0.12
69,0,32839,Hideki Matsuyama,61.31,496,809,-0.19
70,0,28679,Fabián Gómez,61.27,628,1025,-0.15
71,0,35879,Kelly Kraft,61.22,382,624,-0.21
72,0,20766,Padraig Harrington,61.18,372,608,-0.15
73,0,25686,Jason Dufner,61.17,671,1097,-0.17
74,0,28092,D.H. Lee,61.12,393,643,-0.09
75,0,34264,Hudson Swafford,61.01,773,1267,-0.18
76,0,26329,Louis Oosthuizen,61.00,355,582,-0.16
77,0,28237,Rory McIlroy,60.93,407,668,-0.25
78,0,23800,Bryce Molder,60.90,567,931,-0.19
79,0,34466,Peter Malnati,60.81,630,1036,-0.12
80,0,33204,Shane Lowry,60.78,313,515,-0.13
81,0,22046,Geoff Ogilvy,60.75,421,693,-0.13
82,0,26951,Johnson Wagner,60.74,642,1057,-0.19
83,0,25240,D.A. Points,60.71,326,537,-0.13
84,0,32448,James Hahn,60.60,586,967,-0.13
85,0,37273,Derek Ernst,60.37,361,598,-0.17
86,0,29518,Brendan Steele,60.35,580,961,-0.20
87,0,24490,George McNeill,60.16,382,635,-0.09
88,0,25349,Tim Wilkinson,60.14,418,695,-0.20
89,0,20645,John Senden,60.09,658,1095,-0.15
90,0,29485,Brett Stegmaier,60.06,621,1034,-0.18
91,0,27963,Chris Stroud,59.92,571,953,-0.17
92,0,32150,Michael Thompson,59.89,448,748,-0.20
93,0,27436,Graham DeLaet,59.85,486,812,-0.16
94,0,24140,Sean O'Hair,59.83,694,1160,-0.18
95,0,32366,Kevin Chappell,59.82,649,1085,-0.18
95,0,23638,Brendon de Jonge,59.82,539,901,-0.15
97,0,35732,Wes Roach,59.67,358,600,-0.18
98,0,25818,Scott Piercy,59.53,537,902,-0.20
99,0,32102,Rickie Fowler,59.44,532,895,-0.27
100,0,39975,Michael Kim,59.43,706,1188,-0.12
101,0,26851,Marc Leishman,59.25,535,903,-0.19
101,0,28158,Steve Marino,59.25,458,773,-0.16
103,0,23353,J.J. Henry,59.18,506,855,-0.14
104,0,28475,Jeff Overton,59.03,474,803,-0.15
105,0,24912,Will MacKenzie,59.02,540,915,-0.13
106,0,33419,Cameron Tringale,58.97,572,970,-0.16
107,0,32640,Troy Merritt,58.91,532,903,-0.17
108,0,37189,Harold Varner III,58.90,652,1107,-0.17
109,0,29223,Sam Saunders,58.83,413,702,-0.16
109,0,33418,Shawn Stefani,58.83,626,1064,-0.14
111,0,27974,Sung Kang,58.73,592,1008,-0.18
112,0,20691,Greg Owen,58.66,559,953,-0.12
113,0,27649,Brandt Snedeker,58.63,615,1049,-0.21
114,0,35891,Cameron Smith,58.58,372,635,-0.13
115,0,21731,Freddie Jacobson,58.57,581,992,-0.15
116,0,33461,Morgan Hoffmann,58.40,476,815,-0.19
117,0,22405,Justin Rose,58.30,397,681,-0.20
118,0,27895,Jonas Blixt,58.22,542,931,-0.18
119,0,34046,Jordan Spieth,58.20,472,811,-0.26
120,0,27747,Hiroshi Iwata,58.18,537,923,-0.09
121,0,34265,Will Wilcox,58.15,460,791,-0.21
122,0,29461,Jamie Lovemark,58.01,663,1143,-0.23
123,0,32876,Martin Piller,57.98,378,652,-0.11
124,0,30692,Scott Stallings,57.88,503,869,-0.16
125,0,36689,Brooks Koepka,57.84,483,835,-0.24
126,0,30944,Jason Kokrak,57.79,597,1033,-0.17
126,0,23320,Ryan Palmer,57.79,623,1078,-0.19
128,0,20157,Retief Goosen,57.69,379,657,-0.21
129,0,25493,Nick Taylor,57.63,529,918,-0.22
130,0,20848,Ángel Cabrera,57.54,393,683,-0.10
131,0,36699,Patrick Rodgers,57.38,564,983,-0.22
132,0,23983,Luke Donald,57.32,466,813,-0.14
133,0,34431,Robert Streb,57.25,525,917,-0.13
134,0,25834,Daniel Summerhays,57.23,629,1099,-0.18
135,0,30925,Dustin Johnson,57.14,500,875,-0.30
136,0,27064,Jhonattan Vegas,57.02,638,1119,-0.22
137,0,31323,Gary Woodland,56.98,608,1067,-0.22
138,0,29745,Tyler Aldridge,56.77,528,930,-0.14
139,0,22371,Aaron Baddeley,56.75,580,1022,-0.21
140,0,26300,Matt Jones,56.65,494,872,-0.13
141,0,06567,Vijay Singh,56.40,507,899,-0.14
142,0,28114,Dawie van der Walt,56.37,438,777,-0.15
143,0,25720,Chad Collins,56.31,500,888,-0.10
144,0,34563,Chesson Hadley,56.28,520,924,-0.17
145,0,32757,Patton Kizzire,56.15,580,1033,-0.18
146,0,30927,Brendon Todd,56.13,421,750,-0.11
147,0,26331,Charl Schwartzel,56.12,431,768,-0.21
148,0,29268,Bronson Burgoon,56.11,505,900,-0.14
149,0,29720,Andres Gonzales,56.02,493,880,-0.20
150,0,40026,Daniel Berger,55.90,559,1000,-0.23
150,0,24502,Adam Scott,55.90,436,780,-0.29
152,0,27936,Martin Laird,55.82,547,980,-0.20
153,0,10885,Robert Allenby,55.65,315,566,-0.10
154,0,20229,Stewart Cink,55.38,376,679,-0.18
155,0,27942,Rob Oppenheim,55.24,385,697,-0.14
156,0,24781,Hunter Mahan,55.20,382,692,-0.16
157,0,24846,Ricky Barnes,55.17,608,1102,-0.21
158,0,12716,Charley Hoffman,54.92,541,985,-0.20
159,0,24358,Robert Garrigus,54.74,416,760,-0.21
160,0,34360,Patrick Reed,54.63,590,1080,-0.24
161,0,24494,Erik Compton,54.61,385,705,-0.14
162,0,35539,Luke Guthrie,54.55,336,616,-0.17
163,0,33448,Justin Thomas,54.36,561,1032,-0.20
164,0,31420,Anirban Lahiri,54.35,362,666,-0.20
165,0,29974,Branden Grace,54.22,315,581,-0.16
166,0,35532,Tom Hoge,54.02,470,870,-0.17
167,0,34099,Harris English,53.88,541,1004,-0.20
168,0,01810,Phil Mickelson,53.83,436,810,-0.21
169,0,28132,Tyrone Van Aswegen,53.73,648,1206,-0.17
170,0,06522,Ernie Els,53.45,411,769,-0.18
171,0,33667,Carlos Ortiz,53.37,444,832,-0.14
172,0,46440,Smylie Kaufman,52.52,521,992,-0.25
173,0,25804,Bubba Watson,52.32,372,711,-0.23
174,0,27141,J.B. Holmes,52.10,435,835,-0.25
175,0,32618,Rhein Gibson,51.65,313,606,-0.17
176,0,27770,Camilo Villegas,51.64,505,978,-0.18
177,0,21961,Charles Howell III,51.61,562,1089,-0.23
178,0,29725,Tony Finau,51.40,551,1072,-0.22
179,0,31416,Derek Fathauer,50.96,532,1044,-0.18
180,0,27129,Luke List,50.51,447,885,-0.17
181,0,29289,S.Y. Noh,50.26,475,945,-0.19
182,0,28089,Jason Day,50.13,377,752,-0.31
183,0,25632,Jimmy Walker,47.84,465,972,-0.30
184,0,35300,Andrew Loupe,46.25,419,906,-0.25
185,0,25274,Steven Bowditch,43.24,320,740,-0.14
