RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,29222,Billy Hurley III,33.1,92,278,+0.87
2,0,29221,Webb Simpson,36.2,109,301,+1.28
3,0,27466,Spencer Levin,38.3,141,368,+1.49
4,0,01810,Phil Mickelson,40.3,149,370,+0.74
5,0,24494,Erik Compton,41.5,130,313,+1.69
6,0,34262,Jon Curran,42.0,173,412,+2.31
7,0,08075,Jerry Kelly,42.3,104,246,+1.25
8,0,33141,Keegan Bradley,42.4,131,309,+1.98
9,0,34563,Chesson Hadley,42.7,170,398,+2.94
10,0,32876,Martin Piller,42.9,115,268,+1.04
11,0,29420,Billy Horschel,43.0,128,298,+0.78
11,0,31560,Brian Stuard,43.0,104,242,+2.31
13,0,31420,Anirban Lahiri,43.6,129,296,+1.86
14,0,20229,Stewart Cink,43.9,130,296,+1.23
15,0,23983,Luke Donald,44.0,149,339,+0.27
16,0,33667,Carlos Ortiz,44.1,167,379,+1.44
17,0,29926,Danny Lee,44.4,148,333,+1.35
17,0,32150,Michael Thompson,44.4,131,295,+1.76
19,0,10885,Robert Allenby,44.7,110,246,+4.00
20,0,29478,Kevin Kisner,45.5,161,354,+1.74
21,0,20766,Padraig Harrington,45.6,103,226,+0.58
22,0,25240,D.A. Points,45.7,95,208,+2.00
23,0,33419,Cameron Tringale,45.8,180,393,+2.06
23,0,26951,Johnson Wagner,45.8,185,404,+1.68
25,0,23638,Brendon de Jonge,46.0,163,354,+2.21
25,0,31557,Jim Herman,46.0,159,346,+2.64
25,0,30944,Jason Kokrak,46.0,194,422,+1.49
25,0,20572,Rod Pampling,46.0,80,174,+1.13
29,0,27974,Sung Kang,46.1,185,401,+1.35
30,0,12510,Chad Campbell,46.2,177,383,+1.75
31,0,45526,Abraham Ancer,46.3,82,177,+2.44
32,0,24912,Will MacKenzie,47.0,173,368,+1.68
32,0,24502,Adam Scott,47.0,155,330,+0.84
34,0,34431,Robert Streb,47.3,183,387,+1.58
35,0,06567,Vijay Singh,47.4,182,384,+1.37
36,0,24024,Zach Johnson,47.5,162,341,+1.98
37,0,31646,Emiliano Grillo,47.8,162,339,+2.28
37,0,33418,Shawn Stefani,47.8,204,427,+1.23
39,0,31323,Gary Woodland,47.9,213,445,+0.94
40,0,20157,Retief Goosen,48.2,132,274,+2.12
40,0,29223,Sam Saunders,48.2,136,282,+0.96
40,0,34264,Hudson Swafford,48.2,230,477,+0.87
43,0,23325,Vaughn Taylor,48.3,171,354,+1.23
44,0,25834,Daniel Summerhays,48.5,221,456,+1.67
45,0,26329,Louis Oosthuizen,48.6,107,220,+1.68
46,0,35545,Blayne Barber,48.7,185,380,+1.73
46,0,36689,Brooks Koepka,48.7,165,339,+1.33
46,0,34409,David Lingmerth,48.7,128,263,+1.41
46,0,23621,Rory Sabbatini,48.7,97,199,+2.68
50,0,29720,Andres Gonzales,48.8,183,375,+2.19
50,0,24781,Hunter Mahan,48.8,148,303,+1.96
52,0,25900,Lucas Glover,49.1,161,328,+0.93
52,0,25804,Bubba Watson,49.1,157,320,+0.57
52,0,34265,Will Wilcox,49.1,159,324,+2.70
55,0,34099,Harris English,49.3,224,454,+0.04
55,0,22892,Jason Gore,49.3,150,304,+1.80
55,0,27963,Chris Stroud,49.3,182,369,+0.99
58,0,24507,Jason Bohn,49.4,131,265,+1.60
58,0,23541,Ben Crane,49.4,161,326,+1.18
58,0,25396,Kevin Na,49.4,166,336,+0.90
58,0,35451,Scott Pinckney,49.4,179,362,+1.45
62,0,33122,Russell Knox,49.5,141,285,+2.27
63,0,35539,Luke Guthrie,49.6,136,274,+1.84
63,0,23353,J.J. Henry,49.6,168,339,+3.39
65,0,32102,Rickie Fowler,49.7,174,350,+0.69
66,0,25274,Steven Bowditch,49.8,201,404,+3.88
66,0,29461,Jamie Lovemark,49.8,231,464,+0.65
68,0,29485,Brett Stegmaier,49.9,204,409,+1.03
69,0,21209,Sergio Garcia,50.0,74,148,+2.43
69,0,33413,Ben Martin,50.0,209,418,+1.96
69,0,30163,Henrik Norlander,50.0,134,268,+1.57
69,0,33448,Justin Thomas,50.0,229,458,+1.70
69,0,28132,Tyrone Van Aswegen,50.0,273,546,+1.47
69,0,28114,Dawie van der Walt,50.0,165,330,+2.06
69,0,25349,Tim Wilkinson,50.0,137,274,+1.02
76,0,27649,Brandt Snedeker,50.1,210,419,+0.29
77,0,20848,Ángel Cabrera,50.2,143,285,+1.75
78,0,25364,Paul Casey,50.4,140,278,+1.00
78,0,32448,James Hahn,50.4,188,373,+1.76
80,0,29479,Scott Brown,50.6,170,336,+2.24
80,0,30927,Brendon Todd,50.6,165,326,+2.24
