RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
34,0,37455,Si Woo Kim,26.58,366,1377,+1.26
35,0,36801,Mark Hubbard,26.65,307,1152,+0.62
36,0,29479,Scott Brown,26.68,258,967,+0.93
37,0,30163,Henrik Norlander,26.77,197,736,+1.68
38,0,22046,Geoff Ogilvy,26.84,186,693,+0.43
39,0,25198,Francesco Molinari,26.89,213,792,+0.70
40,0,23621,Rory Sabbatini,26.90,145,539,+0.90
41,0,33141,Keegan Bradley,26.97,236,875,+1.44
42,0,21209,Sergio Garcia,26.98,116,430,+0.52
43,0,31202,William McGirt,27.00,331,1226,+0.39
44,0,34098,Russell Henley,27.01,259,959,+0.42
45,0,12510,Chad Campbell,27.22,303,1113,+0.73
46,0,33399,Adam Hadwin,27.25,333,1222,+1.44
47,0,27214,Kevin Streelman,27.31,242,886,+0.21
48,0,33204,Shane Lowry,27.38,141,515,+1.21
49,0,25364,Paul Casey,27.42,218,795,+0.73
50,0,29478,Kevin Kisner,27.62,282,1021,+1.52
51,0,23325,Vaughn Taylor,27.63,257,930,+0.39
52,0,23541,Ben Crane,27.68,253,914,+0.24
53,0,27644,Brian Harman,27.87,357,1281,+0.64
54,0,25686,Jason Dufner,27.89,306,1097,-0.07
55,0,29221,Webb Simpson,27.94,226,809,+0.09
56,0,34264,Hudson Swafford,28.18,357,1267,+0.31
57,0,25396,Kevin Na,28.23,271,960,+0.89
58,0,45526,Abraham Ancer,28.25,150,531,+1.47
59,0,22892,Jason Gore,28.31,235,830,+0.81
60,0,31557,Jim Herman,28.36,281,991,+1.14
61,0,28092,D.H. Lee,28.46,183,643,+1.37
62,0,25892,Steve Wheatcroft,28.50,277,972,+0.90
63,0,34261,Scott Langley,28.55,211,739,+0.62
64,0,29420,Billy Horschel,28.59,227,794,+0.88
65,0,20766,Padraig Harrington,28.62,174,608,+0.46
66,0,39975,Michael Kim,28.70,341,1188,+1.14
67,0,28237,Rory McIlroy,28.74,192,668,-0.68
68,0,25240,D.A. Points,28.86,155,537,+0.90
69,0,28679,Fabián Gómez,28.88,296,1025,+1.32
69,0,24140,Sean O'Hair,28.88,335,1160,+0.30
71,0,28475,Jeff Overton,28.89,232,803,+1.08
72,0,20098,Stuart Appleby,28.93,265,916,+1.02
73,0,26951,Johnson Wagner,28.95,306,1057,+0.33
74,0,29518,Brendan Steele,29.03,279,961,+0.90
75,0,35451,Scott Pinckney,29.04,286,985,+0.66
76,0,33413,Ben Martin,29.07,325,1118,+1.45
77,0,20104,Ken Duke,29.09,194,667,+0.93
78,0,35545,Blayne Barber,29.15,300,1029,+1.30
79,0,30926,Chris Kirk,29.26,302,1032,+0.07
80,0,24924,Bill Haas,29.27,259,885,+0.39
81,0,32876,Martin Piller,29.29,191,652,+0.58
81,0,35891,Cameron Smith,29.29,186,635,+1.02
83,0,34046,Jordan Spieth,29.35,238,811,-0.08
84,0,24490,George McNeill,29.45,187,635,+1.39
85,0,34265,Will Wilcox,29.46,233,791,+1.16
86,0,23320,Ryan Palmer,29.50,318,1078,+0.38
86,0,35732,Wes Roach,29.50,177,600,+1.07
88,0,36689,Brooks Koepka,29.58,247,835,-0.08
88,0,06527,Steve Stricker,29.58,184,622,+0.49
90,0,32448,James Hahn,29.68,287,967,+0.94
91,0,34466,Peter Malnati,29.73,308,1036,+1.33
91,0,26329,Louis Oosthuizen,29.73,173,582,+0.69
93,0,23800,Bryce Molder,29.75,277,931,+1.01
94,0,32640,Troy Merritt,29.79,269,903,+1.15
95,0,32366,Kevin Chappell,29.86,324,1085,+0.37
95,0,37454,Whee Kim,29.86,269,901,+1.19
97,0,33418,Shawn Stefani,29.98,319,1064,+0.19
98,0,27963,Chris Stroud,30.01,286,953,+0.63
99,0,32102,Rickie Fowler,30.06,269,895,-0.59
100,0,37273,Derek Ernst,30.10,180,598,+1.17
101,0,35879,Kelly Kraft,30.13,188,624,+1.65
102,0,27436,Graham DeLaet,30.17,245,812,+0.65
103,0,33461,Morgan Hoffmann,30.18,246,815,+0.65
104,0,32150,Michael Thompson,30.21,226,748,+1.68
105,0,33419,Cameron Tringale,30.31,294,970,+1.02
106,0,34431,Robert Streb,30.32,278,917,+0.68
107,0,29223,Sam Saunders,30.34,213,702,+1.08
108,0,25349,Tim Wilkinson,30.36,211,695,+0.28
109,0,27649,Brandt Snedeker,30.41,319,1049,-0.19
110,0,23638,Brendon de Jonge,30.52,275,901,+1.02
111,0,31323,Gary Woodland,30.55,326,1067,-0.21
112,0,26851,Marc Leishman,30.56,276,903,+0.54
113,0,20157,Retief Goosen,30.59,201,657,+0.75
113,0,20645,John Senden,30.59,335,1095,+0.48
115,0,20691,Greg Owen,30.64,292,953,+0.89
116,0,32839,Hideki Matsuyama,30.66,248,809,+0.52
117,0,30944,Jason Kokrak,30.69,317,1033,+0.32
118,0,23353,J.J. Henry,30.76,263,855,+1.37
119,0,24912,Will MacKenzie,30.82,282,915,+1.13
119,0,36699,Patrick Rodgers,30.82,303,983,+0.20
121,0,25834,Daniel Summerhays,31.03,341,1099,+0.82
122,0,34563,Chesson Hadley,31.06,287,924,+1.39
123,0,37189,Harold Varner III,31.07,344,1107,+1.25
124,0,27974,Sung Kang,31.15,314,1008,+0.61
124,0,25493,Nick Taylor,31.15,286,918,+1.61
126,0,27895,Jonas Blixt,31.26,291,931,+0.45
127,0,27747,Hiroshi Iwata,31.31,289,923,+0.87
128,0,25818,Scott Piercy,31.49,284,902,+1.06
129,0,21731,Freddie Jacobson,31.75,315,992,+0.63
130,0,29461,Jamie Lovemark,31.76,363,1143,+0.08
131,0,20848,Ángel Cabrera,31.77,217,683,+1.01
132,0,12716,Charley Hoffman,31.78,313,985,+1.02
133,0,30927,Brendon Todd,31.87,239,750,+1.00
134,0,28158,Steve Marino,31.95,247,773,+1.38
135,0,22371,Aaron Baddeley,32.00,327,1022,+0.37
136,0,27936,Martin Laird,32.04,314,980,+0.61
137,0,27064,Jhonattan Vegas,32.17,360,1119,+0.58
138,0,24781,Hunter Mahan,32.37,224,692,+0.85
139,0,24846,Ricky Barnes,32.40,357,1102,+0.50
140,0,30925,Dustin Johnson,32.46,284,875,-0.56
140,0,33448,Justin Thomas,32.46,335,1032,+0.87
142,0,29485,Brett Stegmaier,32.50,336,1034,+1.10
143,0,06567,Vijay Singh,32.59,293,899,+0.55
144,0,29268,Bronson Burgoon,32.67,294,900,+1.12
145,0,29745,Tyler Aldridge,32.69,304,930,+0.59
146,0,23983,Luke Donald,32.72,266,813,+0.41
147,0,26331,Charl Schwartzel,32.81,252,768,+0.36
148,0,28114,Dawie van der Walt,32.82,255,777,+1.61
149,0,24502,Adam Scott,32.95,257,780,+0.27
150,0,01810,Phil Mickelson,32.96,267,810,-0.07
151,0,34360,Patrick Reed,33.15,358,1080,+0.20
152,0,24494,Erik Compton,33.19,234,705,+0.90
153,0,32757,Patton Kizzire,33.20,343,1033,+0.79
154,0,20229,Stewart Cink,33.28,226,679,+0.62
155,0,29720,Andres Gonzales,33.30,293,880,+0.61
156,0,26300,Matt Jones,33.49,292,872,+0.92
157,0,25720,Chad Collins,33.56,298,888,+1.04
157,0,29974,Branden Grace,33.56,195,581,-0.10
159,0,30692,Scott Stallings,33.60,292,869,+0.38
160,0,10885,Robert Allenby,33.75,191,566,+2.36
161,0,31420,Anirban Lahiri,33.78,225,666,+1.16
162,0,40026,Daniel Berger,34.20,342,1000,+0.44
162,0,06522,Ernie Els,34.20,263,769,+0.99
164,0,34099,Harris English,34.26,344,1004,E
165,0,28132,Tyrone Van Aswegen,34.33,414,1206,+0.65
166,0,22405,Justin Rose,34.36,234,681,+0.30
167,0,35539,Luke Guthrie,34.42,212,616,+0.09
168,0,24358,Robert Garrigus,34.61,263,760,+0.38
169,0,35532,Tom Hoge,34.94,304,870,+0.95
170,0,27942,Rob Oppenheim,35.01,244,697,+0.82
171,0,33667,Carlos Ortiz,35.10,292,832,+0.72
172,0,27770,Camilo Villegas,35.38,346,978,+1.30
173,0,29289,S.Y. Noh,35.66,337,945,-0.06
174,0,28089,Jason Day,35.77,269,752,-0.30
175,0,27141,J.B. Holmes,36.17,302,835,+0.50
176,0,25804,Bubba Watson,36.29,258,711,E
177,0,46440,Smylie Kaufman,36.39,361,992,+0.14
178,0,29725,Tony Finau,36.47,391,1072,+0.41
179,0,21961,Charles Howell III,36.73,400,1089,-0.13
180,0,32618,Rhein Gibson,36.96,224,606,+0.76
181,0,31416,Derek Fathauer,37.16,388,1044,+0.82
182,0,27129,Luke List,37.51,332,885,-0.78
183,0,35300,Andrew Loupe,39.40,357,906,+0.59
184,0,25632,Jimmy Walker,39.81,387,972,-0.13
185,0,25274,Steven Bowditch,40.95,303,740,+1.82
