RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
39,0,12510,Chad Campbell,254.5,897824.000,98
40,0,34099,Harris English,254.6,1429973.000,156
41,0,47959,Bryson DeChambeau,254.7,1788152.000,195
41,0,28500,Martin Flores,254.7,1274333.000,139
41,0,50526,Tom Lovelady,254.7,1751135.000,191
41,0,30692,Scott Stallings,254.7,1512852.000,165
41,0,29485,Brett Stegmaier,254.7,825216.000,90
46,0,29725,Tony Finau,254.9,1972673.000,215
46,0,47287,Ethan Tracy,254.9,990923.000,108
46,0,35544,Andrew Yun,254.9,578164.000,63
49,0,29420,Billy Horschel,255.0,1578664.000,172
49,0,34409,David Lingmerth,255.0,1092508.000,119
51,0,20229,Stewart Cink,255.4,1140094.000,124
51,0,37338,Zecheng Dou,255.4,616113.000,67
51,0,30926,Chris Kirk,255.4,1563214.000,170
51,0,46501,Ollie Schniederjans,255.4,1250389.000,136
55,0,27942,Rob Oppenheim,255.5,754371.000,82
56,0,33948,Byeong Hun An,255.6,1554817.000,169
56,0,39546,Keith Mitchell,255.6,2024167.000,220
58,0,27649,Brandt Snedeker,255.9,1077897.000,117
59,0,27974,Sung Kang,256.0,1179609.000,128
60,0,32876,Martin Piller,256.2,1116048.000,121
60,0,34264,Hudson Swafford,256.2,1088146.000,118
62,0,39997,Corey Conners,256.4,1449065.000,157
63,0,35532,Tom Hoge,256.5,1514099.000,164
64,0,36689,Brooks Koepka,256.6,1311553.000,142
65,0,22371,Aaron Baddeley,256.8,1321800.000,143
65,0,25686,Jason Dufner,256.8,1017054.000,110
65,0,37278,Nicholas Lindheim,256.8,813599.000,88
68,0,24140,Sean O'Hair,256.9,1211738.000,131
68,0,22582,Kyle Thompson,256.9,517944.000,56
70,0,23621,Rory Sabbatini,257.1,1443970.000,156
70,0,27095,Nick Watney,257.1,1564221.000,169
72,0,29479,Scott Brown,257.2,1379369.000,149
72,0,26499,Rafa Cabrera Bello,257.2,833200.000,90
72,0,24781,Hunter Mahan,257.2,1073917.000,116
75,0,19846,Brian Gay,257.3,1093050.000,118
76,0,46402,Talor Gooch,257.4,1204802.000,130
76,0,28252,Seamus Power,257.4,1297285.000,140
78,0,20472,Alex Cejka,257.5,982765.000,106
78,0,35421,Brandon Harkins,257.5,1835638.000,198
78,0,24138,Ian Poulter,257.5,797150.000,86
81,0,25900,Lucas Glover,257.6,973641.000,105
81,0,29461,Jamie Lovemark,257.6,1706524.000,184
83,0,39954,Cody Gribble,257.7,1150404.000,124
83,0,36699,Patrick Rodgers,257.7,1382156.000,149
85,0,27895,Jonas Blixt,257.9,984335.000,106
85,0,34021,Bud Cauley,257.9,817181.000,88
85,0,29478,Kevin Kisner,257.9,975027.000,105
85,0,37275,Sam Ryder,257.9,1475935.000,159
89,0,34046,Jordan Spieth,258.0,1485970.000,160
90,0,29974,Branden Grace,258.1,947838.000,102
90,0,25572,Graeme McDowell,258.1,919902.000,99
90,0,24502,Adam Scott,258.1,1180147.000,127
93,0,33141,Keegan Bradley,258.2,1775225.000,191
93,0,45609,Tyler Duncan,258.2,1589555.000,171
95,0,34563,Chesson Hadley,258.3,1655190.000,178
96,0,21961,Charles Howell III,258.4,1395514.000,150
96,0,34431,Robert Streb,258.4,976774.000,105
98,0,45526,Abraham Ancer,258.6,1731346.000,186
98,0,47125,Matt Atkins,258.6,856326.000,92
98,0,27129,Luke List,258.6,2169454.000,233
98,0,25493,Nick Taylor,258.6,1442801.000,155
102,0,20572,Rod Pampling,258.7,949869.000,102
103,0,30911,Tommy Fleetwood,259.0,1267861.000,136
103,0,35879,Kelly Kraft,259.0,1109458.000,119
103,0,34213,Grayson Murray,259.0,1556872.000,167
103,0,39327,Ben Silverman,259.0,1230936.000,132
103,0,29484,Peter Uihlein,259.0,1323945.000,142
108,0,25804,Bubba Watson,259.2,1688893.000,181
109,0,27958,Ryan Blaum,259.3,1269317.000,136
110,0,40058,Zac Blair,259.4,690980.000,74
110,0,25396,Kevin Na,259.4,1083074.000,116
110,0,21528,Henrik Stenson,259.4,943185.000,101
113,0,29926,Danny Lee,259.6,1476779.000,158
113,0,34466,Peter Malnati,259.6,1233726.000,132
113,0,22405,Justin Rose,259.6,1121443.000,120
113,0,08793,Tiger Woods,259.6,1084272.000,116
117,0,28775,Nate Lashley,259.7,635838.000,68
118,0,29268,Bronson Burgoon,259.8,1253489.000,134
118,0,32333,Kevin Tway,259.8,2282067.000,244
120,0,24925,Jonathan Byrd,259.9,926268.000,99
120,0,49771,J.T. Poston,259.9,1094717.000,117
120,0,31323,Gary Woodland,259.9,1740362.000,186
123,0,25834,Daniel Summerhays,260.2,693085.000,74
123,0,27064,Jhonattan Vegas,260.2,1554880.000,166
125,0,46601,Trey Mullinax,260.3,1349580.000,144
125,0,34358,Jonathan Randolph,260.3,983948.000,105
125,0,39324,J.J. Spaun,260.3,1321110.000,141
125,0,27963,Chris Stroud,260.3,1265160.000,135
125,0,47128,Richy Werenski,260.3,1311819.000,140
130,0,31416,Derek Fathauer,260.4,1265394.000,135
131,0,29222,Billy Hurley III,260.5,759718.000,81
131,0,32640,Troy Merritt,260.5,1444085.000,154
133,0,28679,Fabián Gómez,260.6,1238574.000,132
133,0,24924,Bill Haas,260.6,1144416.000,122
133,0,33122,Russell Knox,260.6,1097608.000,117
133,0,32839,Hideki Matsuyama,260.6,1304230.000,139
137,0,35461,Beau Hossler,260.9,1869385.000,199
138,0,46970,Jon Rahm,261.0,1277746.000,136
139,0,31646,Emiliano Grillo,261.3,1382643.000,147
139,0,24024,Zach Johnson,261.3,1072356.000,114
139,0,33448,Justin Thomas,261.3,1618223.000,172
142,0,34076,Joel Dahmen,261.4,1449205.000,154
142,0,32757,Patton Kizzire,261.4,1467857.000,156
142,0,26596,Ryan Moore,261.4,1298678.000,138
145,0,37455,Si Woo Kim,261.6,1666879.000,177
145,0,27556,Ted Potter Jr.,261.6,1129943.000,120
145,0,29518,Brendan Steele,261.6,1384304.000,147
148,0,26476,Chez Reavie,261.8,942410.000,100
148,0,23325,Vaughn Taylor,261.8,1093069.000,116
148,0,26951,Johnson Wagner,261.8,810432.000,86
151,0,24361,Pat Perez,262.0,858155.000,91
152,0,34174,John Huh,262.2,1434614.000,152
153,0,46435,Austin Cook,262.3,1737628.000,184
154,0,33410,Andrew Landry,262.4,1162037.000,123
154,0,25818,Scott Piercy,262.4,1162075.000,123
156,0,35376,Roberto Díaz,262.6,879182.000,93
157,0,32102,Rickie Fowler,262.7,1248187.000,132
157,0,12716,Charley Hoffman,262.7,1550832.000,164
159,0,31420,Anirban Lahiri,263.1,1288068.000,136
160,0,25364,Paul Casey,263.2,947441.000,100
161,0,29908,C.T. Pan,263.3,1516642.000,160
161,0,29221,Webb Simpson,263.3,1346090.000,142
163,0,20593,Greg Chalmers,263.4,625925.000,66
163,0,39975,Michael Kim,263.4,777515.000,82
163,0,01810,Phil Mickelson,263.4,1450549.000,153
163,0,49964,Aaron Wise,263.4,1649945.000,174
167,0,33419,Cameron Tringale,263.6,806518.000,85
168,0,40026,Daniel Berger,263.7,1376684.000,145
169,0,28307,Matt Every,263.8,1358133.000,143
169,0,34256,Andrew Putnam,263.8,1396136.000,147
171,0,35450,Patrick Cantlay,263.9,1738539.000,183
171,0,26851,Marc Leishman,263.9,1548295.000,163
171,0,31560,Brian Stuard,263.9,902531.000,95
174,0,34360,Patrick Reed,264.0,1434854.000,151
175,0,20157,Retief Goosen,264.1,732046.000,77
175,0,34363,Tyrrell Hatton,264.1,713203.000,75
177,0,30110,Kyle Stanley,264.3,1351162.000,142
178,0,27349,Alex Noren,264.5,1133291.000,119
179,0,27214,Kevin Streelman,264.6,1695617.000,178
180,0,32816,Satoshi Kodaira,265.8,621857.000,65
181,0,33413,Ben Martin,266.9,1162402.000,121
182,0,27644,Brian Harman,267.4,1280121.000,133
183,0,48081,Xander Schauffele,267.7,1782906.000,185
184,0,23541,Ben Crane,267.9,646057.000,67
184,0,33399,Adam Hadwin,267.9,1465959.000,152
186,0,30978,Kiradech Aphibarnrat,268.0,704283.000,73
186,0,34098,Russell Henley,268.0,1157699.000,120
186,0,47993,Denny McCarthy,268.0,1003297.000,104
189,0,32366,Kevin Chappell,268.7,1586498.000,164
190,0,23108,Matt Kuchar,269.0,1113865.000,115
191,0,26329,Louis Oosthuizen,269.3,727237.000,75
192,0,26331,Charl Schwartzel,271.4,967384.000,99
193,0,25198,Francesco Molinari,274.2,1342539.000,136
