RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,24980,Scott Gutschewski,83,11,72
2,0,02106,Chris Smith,84,24,60
3,0,28780,Nicholas Thompson,89,48,41
4,0,24781,Hunter Mahan,91,57,34
5,0,10885,Robert Allenby,93,64,29
6,0,06621,Joe Durant,94,93,1
7,0,20691,Greg Owen,101,54,47
8,0,01945,Kenny Perry,102,69,33
9,0,23349,Charles Warren,104,20,84
10,0,25900,Lucas Glover,114,23,91
11,0,24925,Jonathan Byrd,115,33,82
12,0,20645,John Senden,117,44,73
13,0,20766,Padraig Harrington,119,60,59
14,0,24138,Ian Poulter,120,100,20
15,0,26596,Ryan Moore,124,74,50
16,0,23322,Brett Wetterich,126,4,122
17,0,20094,Jonathan Kaye,128,61,67
18,0,22913,John Rollins,129,50,79
19,0,26360,Bubba Dickerson,132,27,105
20,0,24502,Adam Scott,133,16,117
21,0,01313,Steve Elkington,134,127,7
22,0,21646,David Branshaw,137,102,35
22,0,21753,Brian Davis,137,115,22
24,0,27095,Nick Watney,139,18,121
25,0,20574,Mathew Goggin,140,45,95
26,0,24912,Will MacKenzie,143,40,103
26,0,06595,Kevin Sutherland,143,67,76
28,0,21805,Harrison Frazar,145,9,136
28,0,08793,Tiger Woods,145,6,139
30,0,23614,Rich Beem,146,48,98
30,0,22946,Henrik Bjornstad,146,39,107
32,0,10733,Kent Jones,147,110,37
33,0,24507,Jason Bohn,148,95,53
34,0,20498,Briny Baird,151,135,16
35,0,20105,Jeff Gove,152,88,64
36,0,23048,Eric Axley,153,61,92
36,0,20472,Alex Cejka,153,96,57
36,0,02246,Duffy Waldorf,153,115,38
39,0,21470,Daisuke Maruyama,154,139,15
40,0,11123,Chris Couch,155,21,134
41,0,20127,Chris Riley,157,139,18
42,0,01706,Davis Love III,158,14,144
43,0,08537,J.P. Hayes,159,108,51
44,0,12645,Brent Geiberger,161,113,48
44,0,24140,Sean O'Hair,161,71,90
46,0,21959,Ted Purdy,162,101,61
47,0,23320,Ryan Palmer,163,47,116
47,0,02206,David Toms,163,133,30
49,0,20378,Mathias Grönberg,164,54,110
49,0,27943,Matt Hansen,164,19,145
51,0,22892,Jason Gore,165,22,143
51,0,06573,Brandt Jobe,165,37,128
53,0,01142,Bart Bryant,167,156,11
53,0,10809,Jim Furyk,167,159,8
53,0,23788,D.J. Trahan,167,81,86
56,0,22293,Heath Slocum,169,165,4
57,0,24024,Zach Johnson,171,145,26
57,0,22405,Justin Rose,171,82,89
59,0,22046,Geoff Ogilvy,172,53,119
60,0,22378,Trevor Immelman,173,58,115
60,0,23623,Bo Van Pelt,173,35,138
62,0,20812,Tjaart van der Walt,174,150,24
63,0,01766,Billy Mayfair,175,154,21
64,0,22548,Patrick Sheehan,176,105,71
64,0,08375,Paul Stankowski,176,51,125
66,0,12716,Charley Hoffman,177,10,167
66,0,01810,Phil Mickelson,177,17,160
66,0,08385,Omar Uresti,177,171,6
69,0,01619,Skip Kendall,178,165,13
69,0,01724,Jeff Maggert,178,164,14
69,0,27770,Camilo Villegas,178,13,165
72,0,27120,Troy Matteson,179,28,151
72,0,02214,Kirk Triplett,179,168,11
74,0,24358,Robert Garrigus,180,3,177
74,0,11032,Frank Lickliter II,180,125,55
76,0,24357,K.J. Choi,182,112,70
77,0,08123,Jeff Brehaut,183,125,58
77,0,01823,Larry Mize,183,178,5
77,0,06527,Steve Stricker,183,134,49
80,0,08835,Kris Cox,184,30,154
80,0,26420,Richard Johnson,184,148,36
80,0,20631,David McKenzie,184,142,42
80,0,24361,Pat Perez,184,30,154
84,0,07223,Brian Bateman,186,40,146
85,0,28475,Jeff Overton,187,26,161
86,0,23353,J.J. Henry,188,46,142
87,0,06004,Stephen Ames,189,88,101
87,0,07457,Steve Flesch,189,124,65
87,0,27141,J.B. Holmes,189,2,187
87,0,06350,Bob May,189,71,118
87,0,02239,Scott Verplank,189,186,3
92,0,21949,Joe Ogilvie,192,107,85
92,0,25804,Bubba Watson,192,1,191
94,0,01139,Olin Browne,193,184,9
94,0,19913,Ron Whittaker,193,161,32
96,0,01249,John Daly,195,5,190
96,0,21731,Freddie Jacobson,195,84,111
98,0,01381,Fred Funk,196,194,2
98,0,23497,Tag Ridings,196,8,188
100,0,23983,Luke Donald,197,145,52
101,0,08075,Jerry Kelly,198,179,19
101,0,23307,Roger Tambellini,198,24,174
103,0,01219,John Cook,199,182,17
103,0,10860,Justin Leonard,199,154,45
105,0,21407,Arjun Atwal,200,102,98
105,0,21209,Sergio Garcia,200,71,129
105,0,12662,Thomas Levet,200,113,87
108,0,01226,Fred Couples,201,15,186
108,0,01388,Robert Gamez,201,174,27
108,0,23616,Ryan Hietala,201,7,194
108,0,11011,Mike Sposa,201,138,63
112,0,06643,Paul Goydos,202,192,10
113,0,06034,Marco Dawson,203,77,126
113,0,21878,Mark Wilson,203,157,46
115,0,25936,Alex Aragon,204,12,192
116,0,02110,Jerry Smith,205,180,25
117,0,01035,Tommy Armour III,206,152,54
117,0,12760,Danny Ellis,206,66,140
117,0,20608,David Howell,206,93,113
117,0,25240,D.A. Points,206,92,114
121,0,01320,Bob Estes,207,120,87
122,0,20850,Daniel Chopra,208,29,179
122,0,10565,Ian Leggatt,208,77,131
124,0,12660,Jesper Parnevik,209,86,123
124,0,02101,Joey Sindelar,209,143,66
126,0,20157,Retief Goosen,210,34,176
126,0,24924,Bill Haas,210,40,170
126,0,06012,Greg Kraft,210,187,23
126,0,25842,Jon Mills,210,32,178
130,0,23325,Vaughn Taylor,212,115,97
131,0,01941,Tom Pernice Jr.,213,144,69
132,0,06515,Shaun Micheel,217,97,120
133,0,06567,Vijay Singh,218,65,153
134,0,10505,Shane Bertsch,219,176,43
134,0,01707,Steve Lowery,219,110,109
136,0,01132,Mark Brooks,220,192,28
136,0,01161,Mark Calcavecchia,220,152,68
136,0,19846,Brian Gay,220,189,31
136,0,12782,Tim Herron,220,59,161
140,0,23541,Ben Crane,221,127,94
140,0,21660,Jason Schultz,221,69,152
142,0,20229,Stewart Cink,223,75,148
143,0,06522,Ernie Els,225,54,171
144,0,23135,Tim Clark,227,183,44
145,0,20099,Doug Barron,228,188,40
145,0,09011,David Duval,228,35,193
147,0,19824,Craig Barlow,229,63,166
148,0,12510,Chad Campbell,230,83,147
149,0,07867,Woody Austin,231,102,129
150,0,01042,Paul Azinger,233,127,106
150,0,22621,Ben Curtis,233,177,56
150,0,21961,Charles Howell III,233,51,182
150,0,01553,John Huston,233,75,158
154,0,25632,Jimmy Walker,234,38,196
155,0,22371,Aaron Baddeley,235,98,137
155,0,01928,Corey Pavin,235,196,39
157,0,01024,Billy Andrade,236,132,104
158,0,23409,James Driscoll,238,43,195
159,0,01666,Bernhard Langer,239,127,112
160,0,20098,Stuart Appleby,240,90,150
160,0,20572,Rod Pampling,240,99,141
162,0,20628,Arron Oberholser,244,136,108
163,0,12680,Shigeki Maruyama,245,122,123
163,0,12602,Dean Wilson,245,149,96
165,0,06197,Michael Allen,246,79,167
166,0,20382,Stephen Leaney,247,185,62
166,0,25345,Carl Pettersson,247,115,132
166,0,02104,Jeff Sluman,247,172,75
169,0,07749,Brett Quigley,248,91,157
169,0,10423,Mike Weir,248,165,83
171,0,07013,Wes Short Jr.,249,80,169
172,0,01677,Tom Lehman,250,115,135
173,0,20634,Peter Lonard,251,170,81
174,0,06251,Chris DiMarco,253,175,78
174,0,12823,Carlos Franco,253,68,185
174,0,01685,J.L. Lewis,253,173,80
177,0,23718,Nathan Green,257,157,100
177,0,06373,José María Olazábal,257,108,149
179,0,01599,Steve Jones,258,181,77
180,0,01948,Tim Petrovic,261,168,93
181,0,19881,Robert Damron,264,162,102
181,0,20121,Todd Fischer,264,190,74
183,0,01761,Len Mattiace,265,85,180
184,0,02223,Bob Tway,266,139,127
185,0,23621,Rory Sabbatini,268,87,181
186,0,25935,John Engler Jr.,270,106,164
187,0,06575,Dudley Hart,285,122,163
188,0,23673,Michael Connell,292,159,133
189,0,21350,Ryuji Imada,296,137,159
190,0,12755,Vance Veazey,299,127,172
191,0,20593,Greg Chalmers,309,120,189
192,0,20548,Hidemichi Tanaka,318,162,156
193,0,01473,Todd Hamilton,331,147,184
194,0,01577,Lee Janzen,332,150,182
195,0,01887,Mark O'Meara,366,191,175
196,0,01329,Brad Faxon,368,195,173
