RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
53,0,26329,Louis Oosthuizen,75' 6",36227,40,423,4104001595
53,16,48081,Xander Schauffele,75' 6",55241,61,421,4854001638
56,0,24502,Adam Scott,75' 4",27108,30,423,0301001801
56,0,32254,Xinjun Zhang,75' 4",53356,59,426,4654001732
58,1,32102,Rickie Fowler,75' 2",36966,41,423,1802001594
58,1,29518,Brendan Steele,75' 2",50515,56,422,4854001746
60,1,27095,Nick Watney,75' 1",32420,36,423,1101001670
61,1,10809,Jim Furyk,75' 0",32414,36,423,0304001423
61,14,48822,Sebastián Muñoz,75' 0",70217,78,424,0302002039
63,0,40058,Zac Blair,74' 10",44924,50,421,3952001422
63,0,28679,Fabián Gómez,74' 10",35012,39,422,1102001661
63,0,56762,Will Gordon,74' 10",19746,22,426,4102001901
63,4,29420,Billy Horschel,74' 10",52958,59,423,1801002349
67,-1,12716,Charley Hoffman,74' 9",43060,48,419,4453002067
68,1,35450,Patrick Cantlay,74' 7",39371,44,419,5104001674
68,1,36801,Mark Hubbard,74' 7",65339,73,418,4903001697
70,3,24024,Zach Johnson,74' 6",48274,54,419,2403002000
71,3,25572,Graeme McDowell,74' 4",32997,37,420,2401001687
72,3,33490,Bo Hoag,74' 3",43667,49,415,4704001634
73,5,27963,Chris Stroud,74' 2",32036,36,416,0402001577
74,6,46550,Brandon Hagy,74' 0",31978,36,419,1802001532
74,6,33597,Harry Higgs,74' 0",61257,69,416,5001001696
76,-1,46717,Viktor Hovland,73' 11",51434,58,416,5104001878
76,6,29484,Peter Uihlein,73' 11",29275,33,418,0202001781
78,5,46970,Jon Rahm,73' 8",50391,57,415,5004001642
79,7,29535,Brice Garnett,73' 6",39701,45,412,0201001345
80,7,23325,Vaughn Taylor,73' 5",38760,44,415,3951001495
80,7,32139,Danny Willett,73' 5",28207,32,412,4652001651
82,16,35891,Cameron Smith,73' 4",48424,55,412,0402001710
82,7,49960,Sepp Straka,73' 4",54567,62,413,0501001771
84,8,28775,Nate Lashley,73' 2",39508,45,411,1503001852
85,8,47504,Sam Burns,73' 1",48222,55,411,0202001667
85,6,26851,Marc Leishman,73' 1",45605,52,413,1704001816
85,8,30692,Scott Stallings,73' 1",46470,53,412,0404001435
88,-3,52372,Cameron Champ,72' 11",53377,61,410,4854001405
88,7,36689,Brooks Koepka,72' 11",33265,38,411,3952001360
88,7,36871,Matthew NeSmith,72' 11",47243,54,409,4702001426
88,7,25493,Nick Taylor,72' 11",43766,50,409,0202001461
92,6,37275,Sam Ryder,72' 10",48919,56,411,1802001705
93,7,22056,Cameron Percy,72' 9",28822,33,408,1102001439
93,7,33486,Roger Sloan,72' 9",33183,38,412,4901002239
95,24,29725,Tony Finau,72' 8",51455,59,410,5203001622
95,7,19846,Brian Gay,72' 8",43592,50,408,0502001457
95,7,49766,Hank Lebioda,72' 8",35734,41,408,0201001563
95,7,22405,Justin Rose,72' 8",28786,33,409,4851001425
99,7,28089,Jason Day,72' 7",34851,40,409,1902001651
99,9,39971,Sungjae Im,72' 7",68770,79,408,0103001852
101,6,46441,Robby Shelton,72' 6",49583,57,408,1703001634
102,7,21961,Charles Howell III,72' 4",43397,50,406,0302001701
103,7,22371,Aaron Baddeley,72' 3",32094,37,405,4704001696
103,7,28307,Matt Every,72' 3",35557,41,407,2401001545
103,7,27330,Josh Teater,72' 3",23415,27,405,1702001393
106,7,30163,Henrik Norlander,72' 2",48501,56,404,4452002132
107,7,26300,Matt Jones,72' 1",55357,64,405,1701001488
107,7,27936,Martin Laird,72' 1",25095,29,407,1703001801
107,12,50525,Collin Morikawa,72' 1",61418,71,406,1704001569
110,6,34076,Joel Dahmen,72' 0",54452,63,407,1502002036
110,6,23108,Matt Kuchar,72' 0",42351,49,405,4652001563
110,6,56278,Matthew Wolff,72' 0",54430,63,403,4833001443
113,9,45526,Abraham Ancer,71' 10",48297,56,402,4833001592
113,8,33667,Carlos Ortiz,71' 10",56051,65,406,0201002073
115,7,26499,Rafa Cabrera Bello,71' 9",33581,39,401,2001001397
115,7,35732,Wes Roach,71' 9",18947,22,407,0502001691
117,8,27942,Rob Oppenheim,71' 8",38682,45,410,1101002172
118,8,34098,Russell Henley,71' 7",49844,58,404,4903001595
119,8,29479,Scott Brown,71' 6",42912,50,404,1104001729
119,8,39324,J.J. Spaun,71' 6",41206,48,402,1704001467
121,8,33399,Adam Hadwin,71' 5",46251,54,402,3954001343
121,8,35230,Nelson Ledesma,71' 5",20557,24,399,0201001446
121,8,34046,Jordan Spieth,71' 5",40296,47,404,3954001694
121,8,31560,Brian Stuard,71' 5",54868,64,403,2402001447
125,8,35532,Tom Hoge,71' 4",56493,66,402,4702001774
126,8,21407,Arjun Atwal,71' 3",17097,20,406,4702001252
126,8,27129,Luke List,71' 3",50472,59,401,4652001553
128,8,52375,Doug Ghim,71' 2",23919,28,399,1501001453
128,8,47347,Adam Schenk,71' 2",46960,55,400,0202001527
128,8,32150,Michael Thompson,71' 2",47804,56,399,2301001323
131,8,25632,Jimmy Walker,71' 1",34991,41,399,1702001366
132,8,29970,Dylan Frittelli,71' 0",57909,68,401,3952001488
133,8,48887,Matt Wallace,70' 11",34059,40,400,4653001913
134,8,31420,Anirban Lahiri,70' 9",19526,23,403,0204001435
135,8,26596,Ryan Moore,70' 8",28815,34,396,4653001218
136,8,27644,Brian Harman,70' 7",60165,71,399,3951001511
136,8,25349,Tim Wilkinson,70' 7",27088,32,397,4102001419
138,8,45609,Tyler Duncan,70' 6",59240,70,396,4902001465
138,16,45486,Joaquin Niemann,70' 6",54958,65,395,0102001722
140,8,33120,Mark Anderson,70' 5",31258,37,393,1104001367
141,8,30944,Jason Kokrak,70' 4",43054,51,395,3954001431
142,4,28237,Rory McIlroy,70' 3",42973,51,395,2001001288
143,7,34314,Sebastian Cappelen,70' 2",29477,35,396,1701001678
143,26,33448,Justin Thomas,70' 2",48809,58,395,5203001671
145,6,32448,James Hahn,70' 1",22713,27,396,1802001612
146,7,32662,Michael Gligic,69' 11",28539,34,392,0501001481
147,7,25900,Lucas Glover,69' 10",41920,50,391,3951001575
147,7,31557,Jim Herman,69' 10",43600,52,394,4904001877
147,7,27974,Sung Kang,69' 10",51971,62,395,2402001588
150,8,19803,Ryan Armour,69' 9",37680,45,393,4104001901
150,2,23320,Ryan Palmer,69' 9",49383,59,393,1504001335
152,7,20229,Stewart Cink,69' 8",37640,45,391,4453001416
152,19,32839,Hideki Matsuyama,69' 8",51006,61,395,5101001764
152,7,27349,Alex Noren,69' 8",37614,45,395,4703001569
152,7,25804,Bubba Watson,69' 8",47632,57,393,1802001501
156,6,30110,Kyle Stanley,69' 4",35790,43,389,0504001696
157,6,33404,Chris Baker,69' 2",27378,33,388,1902001484
157,6,27214,Kevin Streelman,69' 2",47331,57,389,4103001694
159,6,40042,Tyler McCumber,69' 1",31514,38,390,1702001821
159,6,35617,Martin Trainer,69' 1",32317,39,389,4151001534
161,6,33419,Cameron Tringale,69' 0",43904,53,388,2301001438
162,6,39977,Max Homa,68' 10",47058,57,388,4852001347
163,6,23621,Rory Sabbatini,68' 9",41230,50,390,1701001256
164,7,33449,Zack Sucher,68' 7",19751,24,388,0101002017
165,8,32791,K.H. Lee,68' 5",44327,54,385,5001001325
166,8,33413,Ben Martin,68' 4",18029,22,383,1602001187
167,8,28420,Ryan Brehm,68' 0",26126,32,383,4901001402
168,8,48119,Ben Taylor,67' 10",22792,28,379,1701001420
169,8,33410,Andrew Landry,67' 9",45522,56,382,4652001497
170,8,29974,Branden Grace,67' 7",26777,33,378,3953001486
170,8,34213,Grayson Murray,67' 7",25139,31,382,0101001283
172,8,25818,Scott Piercy,67' 4",40419,50,380,1902001707
173,8,27064,Jhonattan Vegas,67' 3",29876,37,378,4102001636
174,8,34021,Bud Cauley,67' 2",46734,58,378,0303001547
174,8,33204,Shane Lowry,67' 2",29032,36,378,5002001563
176,8,33948,Byeong Hun An,66' 9",48066,60,377,4854001310
177,8,33122,Russell Knox,66' 8",39197,49,375,4452001309
178,8,25364,Paul Casey,66' 6",35106,44,373,4103001689
179,8,39997,Corey Conners,66' 4",49343,62,372,4452001534
179,8,01810,Phil Mickelson,66' 4",30259,38,375,4831001480
181,8,31646,Emiliano Grillo,65' 11",37959,48,370,4703001317
181,8,24924,Bill Haas,65' 11",26895,34,370,0501001618
183,8,37189,Harold Varner III,65' 9",44999,57,370,3951001500
184,8,33141,Keegan Bradley,65' 7",44882,57,371,3954001476
185,8,49298,Kramer Hickok,65' 6",28279,36,369,0501001225
186,8,26476,Chez Reavie,64' 3",43944,57,365,4854001506
187,8,23788,D.J. Trahan,64' 1",25393,33,361,4702001306
188,8,21209,Sergio Garcia,64' 0",24570,32,361,4104001384
189,8,23623,Bo Van Pelt,63' 11",23783,31,360,1802001303
190,8,25686,Jason Dufner,63' 9",42858,56,359,1701001491
191,8,34431,Robert Streb,62' 9",24108,32,351,0102001548
192,8,29908,C.T. Pan,61' 9",31874,43,348,1802001670
193,8,32333,Kevin Tway,58' 8",24646,35,329,1502001361
