RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,32333,Kevin Tway,1' 10",394,734.000
2,0,19803,Ryan Armour,1' 11",497,954.000
2,0,34021,Bud Cauley,1' 11",618,1207.417
2,0,29725,Tony Finau,1' 11",613,1198.000
5,0,10809,Jim Furyk,2' 0",427,861.083
5,0,19846,Brian Gay,2' 0",533,1084.417
5,0,24024,Zach Johnson,2' 0",577,1174.000
5,0,33410,Andrew Landry,2' 0",600,1195.750
5,0,01810,Phil Mickelson,2' 0",386,782.833
5,0,34360,Patrick Reed,2' 0",633,1288.667
5,0,33448,Justin Thomas,2' 0",595,1168.833
5,0,29484,Peter Uihlein,2' 0",373,738.167
5,0,25804,Bubba Watson,2' 0",618,1238.750
5,0,47128,Richy Werenski,2' 0",516,1041.083
15,1,33141,Keegan Bradley,2' 1",638,1306.333
15,1,47504,Sam Burns,2' 1",597,1235.417
15,1,35450,Patrick Cantlay,2' 1",455,948.167
15,1,20229,Stewart Cink,2' 1",501,1064.000
15,1,34076,Joel Dahmen,2' 1",643,1357.000
15,1,28089,Jason Day,2' 1",411,864.667
15,1,29974,Branden Grace,2' 1",356,731.833
15,1,32448,James Hahn,2' 1",308,649.750
15,1,34363,Tyrrell Hatton,2' 1",347,734.917
15,1,29420,Billy Horschel,2' 1",612,1277.000
15,1,21961,Charles Howell III,2' 1",549,1135.667
15,1,36801,Mark Hubbard,2' 1",766,1611.500
15,1,26300,Matt Jones,2' 1",696,1454.167
15,1,23108,Matt Kuchar,2' 1",513,1055.917
15,1,26596,Ryan Moore,2' 1",358,757.917
15,1,27349,Alex Noren,2' 1",466,979.417
15,1,29908,C.T. Pan,2' 1",501,1062.167
15,1,25818,Scott Piercy,2' 1",530,1109.000
15,1,26476,Chez Reavie,2' 1",620,1292.250
15,1,29221,Webb Simpson,2' 1",518,1062.333
15,1,39324,J.J. Spaun,2' 1",512,1079.417
15,1,34431,Robert Streb,2' 1",371,774.583
15,1,31560,Brian Stuard,2' 1",658,1390.833
15,1,33449,Zack Sucher,2' 1",269,563.833
15,1,23325,Vaughn Taylor,2' 1",443,938.333
15,1,37189,Harold Varner III,2' 1",622,1292.833
15,1,25349,Tim Wilkinson,2' 1",356,747.083
15,1,32254,Xinjun Zhang,2' 1",617,1289.667
43,-27,45526,Abraham Ancer,2' 2",579,1235.083
43,3,33120,Mark Anderson,2' 2",407,897.917
43,3,22371,Aaron Baddeley,2' 2",383,836.583
43,3,40009,Dominic Bozzelli,2' 2",246,543.000
43,3,29479,Scott Brown,2' 2",537,1162.667
43,3,26499,Rafa Cabrera Bello,2' 2",401,857.417
43,3,25364,Paul Casey,2' 2",498,1084.167
43,3,39997,Corey Conners,2' 2",724,1545.833
43,3,25686,Jason Dufner,2' 2",629,1361.500
43,3,45609,Tyler Duncan,2' 2",751,1617.917
43,3,30911,Tommy Fleetwood,2' 2",289,635.500
43,3,32102,Rickie Fowler,2' 2",425,935.833
43,3,29535,Brice Garnett,2' 2",512,1106.750
43,3,28679,Fabián Gómez,2' 2",417,916.750
43,3,33399,Adam Hadwin,2' 2",584,1244.333
43,3,27644,Brian Harman,2' 2",711,1518.750
43,3,33597,Harry Higgs,2' 2",741,1605.000
43,3,46717,Viktor Hovland,2' 2",620,1338.250
43,3,35506,Mackenzie Hughes,2' 2",630,1355.000
43,3,39971,Sungjae Im,2' 2",811,1755.333
43,3,30925,Dustin Johnson,2' 2",487,1055.833
43,3,33122,Russell Knox,2' 2",549,1200.417
43,3,27129,Luke List,2' 2",673,1481.417
43,3,34213,Grayson Murray,2' 2",329,711.167
43,3,36871,Matthew NeSmith,2' 2",599,1285.750
43,3,30163,Henrik Norlander,2' 2",627,1346.000
43,3,22056,Cameron Percy,2' 2",363,781.417
43,3,24361,Pat Perez,2' 2",447,964.250
43,3,49771,J.T. Poston,2' 2",645,1374.083
43,3,46970,Jon Rahm,2' 2",592,1289.417
43,3,53165,Doc Redman,2' 2",780,1716.250
43,3,24502,Adam Scott,2' 2",315,672.583
43,3,46441,Robby Shelton,2' 2",633,1392.917
43,3,35891,Cameron Smith,2' 2",557,1211.083
43,3,27649,Brandt Snedeker,2' 2",521,1149.917
43,3,34046,Jordan Spieth,2' 2",469,1005.083
43,3,30692,Scott Stallings,2' 2",582,1281.083
43,3,27214,Kevin Streelman,2' 2",621,1363.833
43,3,23788,D.J. Trahan,2' 2",378,819.583
43,3,27064,Jhonattan Vegas,2' 2",415,905.833
43,3,27095,Nick Watney,2' 2",397,868.083
43,3,31323,Gary Woodland,2' 2",565,1244.167
