RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,2,10809,Jim Furyk,12' 2",1409.250,116,57,4"
2,2,30911,Tommy Fleetwood,11' 8",1168.167,100,60,3"
3,2,26758,David Hearn,11' 7",1322.917,114,42,3"
4,2,32618,Rhein Gibson,11' 6",1309.583,114,55,8"
5,3,51894,Vince Whaley,11' 5",1097.500,96,60,4"
6,3,40098,Matt Fitzpatrick,11' 4",1829.250,161,48,2"
6,0,30927,Brendon Todd,11' 4",2892.000,255,52,2"
6,3,49964,Aaron Wise,11' 4",1374.667,121,70,5"
9,7,35506,Mackenzie Hughes,11' 3",2402.833,213,67,2"
10,1,21407,Arjun Atwal,11' 2",601.417,54,34,5"
10,1,48045,Michael Gellerman,11' 2",1182.417,106,46,2"
10,1,46442,Maverick McNealy,11' 2",2404.167,215,58,2"
10,1,32640,Troy Merritt,11' 2",2070.833,185,49,9"
10,1,47128,Richy Werenski,11' 2",2020.667,181,56,5"
15,1,35732,Wes Roach,11' 1",731.750,66,68,1
16,2,33490,Bo Hoag,11' 0",1770.000,161,66,5"
17,2,24361,Pat Perez,10' 11",1486.417,136,44,6"
17,2,27556,Ted Potter Jr.,10' 11",1283.833,118,63,3"
17,2,34256,Andrew Putnam,10' 11",1039.167,95,49,11"
20,2,40058,Zac Blair,10' 10",1750.917,162,62,5"
20,2,29478,Kevin Kisner,10' 10",2206.917,204,50,10"
20,2,47993,Denny McCarthy,10' 10",2852.250,264,62,5"
23,2,29479,Scott Brown,10' 8",1722.917,162,56,1"
24,3,28679,Fabián Gómez,10' 7",1362.583,129,44,3"
24,3,35461,Beau Hossler,10' 7",1661.917,157,57,7"
24,3,34466,Peter Malnati,10' 7",1709.750,162,57,3"
24,3,24138,Ian Poulter,10' 7",1508.000,142,54,7"
24,3,35658,Kris Ventura,10' 7",1284.917,121,39,4"
29,-4,26851,Marc Leishman,10' 6",1716.583,163,61,3"
29,3,27942,Rob Oppenheim,10' 6",1369.333,130,50,2"
29,3,27649,Brandt Snedeker,10' 6",1799.083,172,70,3"
29,3,23325,Vaughn Taylor,10' 6",1558.417,149,53,7"
33,3,29535,Brice Garnett,10' 5",1548.667,149,42,5"
33,7,25396,Kevin Na,10' 5",2247.500,215,58,6"
33,3,26329,Louis Oosthuizen,10' 5",1394.917,134,35,3"
33,3,27963,Chris Stroud,10' 5",1308.667,126,59,9"
37,3,33120,Mark Anderson,10' 4",1077.500,104,43,6"
37,3,34314,Sebastian Cappelen,10' 4",1119.250,108,38,6"
37,3,25349,Tim Wilkinson,10' 4",1030.750,100,46,7"
40,5,46435,Austin Cook,10' 3",1748.500,170,44,1"
40,5,33410,Andrew Landry,10' 3",1843.083,180,78,3"
40,5,49771,J.T. Poston,10' 3",2293.500,224,54,6"
43,5,56762,Will Gordon,10' 2",813.250,80,45,3"
43,5,28775,Nate Lashley,10' 2",1490.750,147,61,5"
45,5,19803,Ryan Armour,10' 1",1591.333,158,46,2"
45,5,32366,Kevin Chappell,10' 1",1085.500,108,52,9"
45,5,52375,Doug Ghim,10' 1",864.583,86,46,2"
45,5,24024,Zach Johnson,10' 1",1948.167,193,52,3"
45,5,25572,Graeme McDowell,10' 1",1180.833,117,66,7"
45,-5,46046,Scottie Scheffler,10' 1",2841.083,281,65,3"
51,4,34255,Joseph Bramlett,10' 0",1297.417,130,64,1"
51,4,29268,Bronson Burgoon,10' 0",1633.250,164,63,2"
51,4,19846,Brian Gay,10' 0",1717.083,171,52,3"
51,4,34098,Russell Henley,10' 0",1979.000,198,44,3"
51,4,33597,Harry Higgs,10' 0",2271.417,227,57,2"
51,16,30925,Dustin Johnson,10' 0",1917.333,191,54,4"
51,4,49766,Hank Lebioda,10' 0",1378.250,138,45,4"
51,4,36699,Patrick Rodgers,10' 0",2666.583,267,43,1"
51,4,46441,Robby Shelton,10' 0",1999.333,200,59,5"
51,4,27095,Nick Watney,10' 0",1393.000,139,34,3"
61,6,21961,Charles Howell III,9' 11",1678.833,169,57,2"
61,6,32757,Patton Kizzire,9' 11",1690.083,171,52,3"
61,6,22056,Cameron Percy,9' 11",1103.833,111,38,2"
61,12,34360,Patrick Reed,9' 11",2637.750,266,54,4"
61,6,33486,Roger Sloan,9' 11",1153.667,116,37,4"
66,-11,47959,Bryson DeChambeau,9' 10",2604.833,265,95,1"
66,15,34099,Harris English,9' 10",2476.167,252,51,1"
66,7,24924,Bill Haas,9' 10",1129.917,115,44,1"
66,7,37455,Si Woo Kim,9' 10",2280.917,231,61,5"
66,7,31420,Anirban Lahiri,9' 10",807.000,82,47,8"
66,7,33667,Carlos Ortiz,9' 10",2137.583,218,47,6"
66,1,29221,Webb Simpson,9' 10",2264.000,230,40,5"
66,7,29518,Brendan Steele,9' 10",2037.083,207,43,3"
66,7,27330,Josh Teater,9' 10",950.000,97,55,7"
66,7,31323,Gary Woodland,9' 10",2032.167,206,58,5"
76,5,40009,Dominic Bozzelli,9' 9",939.083,96,55,10"
76,25,29725,Tony Finau,9' 9",2337.333,239,50,3"
76,15,35310,Lanto Griffin,9' 9",2799.083,288,48,1"
76,15,29420,Billy Horschel,9' 9",2065.333,212,41,2"
76,5,30163,Henrik Norlander,9' 9",2007.167,206,67,2"
76,5,28252,Seamus Power,9' 9",831.667,85,46,4"
76,5,53165,Doc Redman,9' 9",2618.167,268,40,2"
76,5,24502,Adam Scott,9' 9",1051.000,108,38,4"
76,5,39953,Chase Seiffert,9' 9",1218.417,125,48,1"
76,5,30692,Scott Stallings,9' 9",1857.917,191,42,2"
76,5,33449,Zack Sucher,9' 9",798.250,82,44,5"
76,5,32254,Xinjun Zhang,9' 9",2155.750,222,42,3"
88,3,35450,Patrick Cantlay,9' 8",1649.333,171,46,4"
88,3,28089,Jason Day,9' 8",1345.583,139,51,4"
88,3,27936,Martin Laird,9' 8",973.333,101,54,6"
88,3,35449,Adam Long,9' 8",2431.583,251,47,1"
88,3,39546,Keith Mitchell,9' 8",1747.833,181,82,3"
88,3,36871,Matthew NeSmith,9' 8",1766.250,182,44,3"
88,3,31560,Brian Stuard,9' 8",2133.500,220,44,2"
88,3,25493,Nick Taylor,9' 8",1570.917,163,51,1"
96,5,45609,Tyler Duncan,9' 7",2348.000,246,53,3"
96,5,32102,Rickie Fowler,9' 7",1440.500,150,70,1"
96,5,46402,Talor Gooch,9' 7",2631.750,275,63,2"
96,5,27554,Scott Harrington,9' 7",1711.833,178,69,3"
96,5,34363,Tyrrell Hatton,9' 7",1394.917,145,41,3"
96,5,31557,Jim Herman,9' 7",1540.250,161,37,6"
96,5,29926,Danny Lee,9' 7",2009.500,209,46,2"
96,5,27129,Luke List,9' 7",1943.417,202,54,4"
104,6,51766,Wyndham Clark,9' 6",1536.167,162,64,2"
104,6,32448,James Hahn,9' 6",941.583,99,69,1"
104,6,36801,Mark Hubbard,9' 6",2515.000,264,44,1"
104,30,32839,Hideki Matsuyama,9' 6",2111.833,222,67,2"
104,6,32150,Michael Thompson,9' 6",1736.250,182,48,2"
104,6,25632,Jimmy Walker,9' 6",1268.917,133,42,10"
104,6,32139,Danny Willett,9' 6",1072.917,113,41,5"
111,5,34021,Bud Cauley,9' 5",1720.250,183,41,2"
111,5,34076,Joel Dahmen,9' 5",2044.000,218,55,5"
111,5,29974,Branden Grace,9' 5",1179.750,125,45,4"
111,5,33399,Adam Hadwin,9' 5",1813.667,193,52,11"
111,5,35532,Tom Hoge,9' 5",2241.250,237,46,3"
111,5,27974,Sung Kang,9' 5",1971.500,209,63,1"
