RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
111,5,36689,Brooks Koepka,9' 5",1334.917,142,47,3"
111,5,39324,J.J. Spaun,9' 5",1632.250,173,49,2"
119,5,20229,Stewart Cink,9' 4",1403.250,151,42,7"
119,5,25686,Jason Dufner,9' 4",1571.667,169,50,3"
119,5,33122,Russell Knox,9' 4",1480.750,158,40,2"
119,10,50525,Collin Morikawa,9' 4",2602.417,280,49,1"
119,5,34046,Jordan Spieth,9' 4",1558.500,167,40,5"
119,5,34431,Robert Streb,9' 4",914.583,98,45,4"
125,4,45157,Cam Davis,9' 3",1693.917,183,56,2"
125,4,23108,Matt Kuchar,9' 3",1569.583,169,33,3"
125,4,27349,Alex Noren,9' 3",1436.833,156,44,2"
125,4,29484,Peter Uihlein,9' 3",1110.000,120,46,3"
129,5,47504,Sam Burns,9' 2",1872.167,205,55,3"
129,5,26499,Rafa Cabrera Bello,9' 2",1232.000,135,35,2"
129,5,28307,Matt Every,9' 2",1343.417,147,47,2"
129,5,25900,Lucas Glover,9' 2",1757.333,191,49,4"
129,5,26300,Matt Jones,9' 2",2055.667,224,61,2"
129,5,30944,Jason Kokrak,9' 2",1610.250,175,52,4"
129,24,48822,Sebastián Muñoz,9' 2",2699.000,295,51,4"
129,5,49960,Sepp Straka,9' 2",2029.167,221,61,1"
129,5,25804,Bubba Watson,9' 2",1884.917,205,45,2"
138,8,33404,Chris Baker,9' 1",962.667,106,56,1
138,8,29970,Dylan Frittelli,9' 1",2089.917,230,56,2"
138,8,39971,Sungjae Im,9' 1",2756.667,304,56,2"
138,8,26596,Ryan Moore,9' 1",1165.083,128,32,5"
138,8,46970,Jon Rahm,9' 1",2114.917,233,48,1"
138,8,37275,Sam Ryder,9' 1",1918.833,212,44,2"
138,-4,48081,Xander Schauffele,9' 1",2224.667,244,59,1"
138,15,35891,Cameron Smith,9' 1",1844.667,203,47,3"
138,8,30110,Kyle Stanley,9' 1",1421.083,157,68,3"
147,-13,45526,Abraham Ancer,9' 0",1862.000,207,55,5"
147,6,22371,Aaron Baddeley,9' 0",1205.917,134,52,7"
147,6,46550,Brandon Hagy,9' 0",1102.417,123,61,2"
147,20,46717,Viktor Hovland,9' 0",1980.750,221,45,3"
147,6,33204,Shane Lowry,9' 0",1120.750,125,31,2"
147,6,40042,Tyler McCumber,9' 0",1118.333,124,52,10"
147,6,27214,Kevin Streelman,9' 0",1902.333,211,36,4"
147,6,23623,Bo Van Pelt,9' 0",783.167,87,31,5"
147,6,27064,Jhonattan Vegas,9' 0",1288.500,143,47,2"
156,6,12716,Charley Hoffman,8' 11",1711.583,192,56,4"
156,6,35617,Martin Trainer,8' 11",926.583,104,55,9"
156,6,48887,Matt Wallace,8' 11",1200.083,135,41,2"
159,8,34563,Chesson Hadley,8' 10",1683.417,190,50,3"
159,16,45486,Joaquin Niemann,8' 10",2170.333,246,39,3"
161,1,40026,Daniel Berger,8' 9",2057.500,235,52,3"
161,8,33141,Keegan Bradley,8' 9",1570.833,179,50,2"
161,1,52372,Cameron Champ,8' 9",1995.083,228,57,3"
161,8,39997,Corey Conners,8' 9",1897.250,217,63,4"
161,8,32662,Michael Gligic,8' 9",1054.083,120,41,4"
161,8,27644,Brian Harman,8' 9",2321.833,266,52,1"
161,8,23320,Ryan Palmer,8' 9",1907.833,218,43,2"
161,8,22405,Justin Rose,8' 9",1089.250,124,29,5"
169,6,33948,Byeong Hun An,8' 8",1737.167,201,32,2"
169,6,31646,Emiliano Grillo,8' 8",1451.333,167,44,6"
169,6,35230,Nelson Ledesma,8' 8",657.500,76,39,6"
169,6,34213,Grayson Murray,8' 8",992.000,114,43,2"
169,6,26476,Chez Reavie,8' 8",1573.083,182,76,2"
169,6,47347,Adam Schenk,8' 8",1787.167,207,34,1"
169,6,48119,Ben Taylor,8' 8",774.000,89,42,5"
176,7,29908,C.T. Pan,8' 7",1108.083,129,40,8"
176,7,25818,Scott Piercy,8' 7",1429.083,166,37,3"
176,7,23621,Rory Sabbatini,8' 7",1344.917,157,30,3"
179,8,39977,Max Homa,8' 6",1608.750,190,39,4"
179,8,32791,K.H. Lee,8' 6",1502.083,177,37,3"
179,8,56278,Matthew Wolff,8' 6",2030.167,239,54,2"
182,8,33413,Ben Martin,8' 5",600.417,71,32,4"
182,8,01810,Phil Mickelson,8' 5",1106.917,131,38,5"
182,16,33448,Justin Thomas,8' 5",2079.417,248,40,2"
182,8,23788,D.J. Trahan,8' 5",904.083,107,34,1"
186,7,28420,Ryan Brehm,8' 4",932.167,112,43,5"
187,7,25364,Paul Casey,8' 3",1242.000,150,60,1"
187,7,49298,Kramer Hickok,8' 3",859.667,104,40,5"
187,7,37189,Harold Varner III,8' 3",1775.083,215,47,1"
190,7,28237,Rory McIlroy,8' 1",1590.167,197,29,5"
191,8,21209,Sergio Garcia,8' 0",950.750,119,38,2"
191,8,33419,Cameron Tringale,8' 0",1561.083,196,29,4"
193,8,32333,Kevin Tway,7' 11",819.583,103,35,3"
