RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,35658,Kris Ventura,59
2,0,48045,Michael Gellerman,57
2,0,47993,Denny McCarthy,57
4,0,40098,Matt Fitzpatrick,56
4,0,46442,Maverick McNealy,56
4,0,24138,Ian Poulter,56
7,-3,47959,Bryson DeChambeau,55
7,12,35506,Mackenzie Hughes,55
7,-3,30927,Brendon Todd,55
10,0,29268,Bronson Burgoon,54
10,0,45157,Cam Davis,54
10,0,30911,Tommy Fleetwood,54
10,0,30925,Dustin Johnson,54
10,0,29478,Kevin Kisner,54
10,0,32640,Troy Merritt,54
10,9,25396,Kevin Na,54
10,0,34256,Andrew Putnam,54
10,-1,29221,Webb Simpson,54
10,0,51894,Vince Whaley,54
10,0,31323,Gary Woodland,54
21,-2,51766,Wyndham Clark,53
21,-2,35461,Beau Hossler,53
21,-2,39546,Keith Mitchell,53
21,-2,28252,Seamus Power,53
25,2,40009,Dominic Bozzelli,52
25,2,32366,Kevin Chappell,52
25,14,35310,Lanto Griffin,52
25,2,27554,Scott Harrington,52
25,2,32757,Patton Kizzire,52
25,2,35449,Adam Long,52
25,2,34466,Peter Malnati,52
25,2,49771,J.T. Poston,52
25,2,34360,Patrick Reed,52
25,2,36699,Patrick Rodgers,52
25,-6,46046,Scottie Scheffler,52
25,2,39953,Chase Seiffert,52
25,2,47128,Richy Werenski,52
38,-11,40026,Daniel Berger,51
38,1,40058,Zac Blair,51
38,1,34255,Joseph Bramlett,51
38,1,46435,Austin Cook,51
38,1,34099,Harris English,51
38,1,32102,Rickie Fowler,51
38,1,10809,Jim Furyk,51
38,1,32618,Rhein Gibson,51
38,1,28679,Fabián Gómez,51
38,1,46402,Talor Gooch,51
38,1,56762,Will Gordon,51
38,1,34563,Chesson Hadley,51
38,1,34363,Tyrrell Hatton,51
38,1,26758,David Hearn,51
38,1,29420,Billy Horschel,51
38,1,37455,Si Woo Kim,51
38,1,29926,Danny Lee,51
38,31,48822,Sebastián Muñoz,51
38,1,26329,Louis Oosthuizen,51
38,1,24361,Pat Perez,51
38,1,27556,Ted Potter Jr.,51
38,1,53165,Doc Redman,51
38,31,48081,Xander Schauffele,51
38,1,24502,Adam Scott,51
38,1,27649,Brandt Snedeker,51
38,1,29518,Brendan Steele,51
38,1,27095,Nick Watney,51
38,1,49964,Aaron Wise,51
38,1,32254,Xinjun Zhang,51
67,2,35450,Patrick Cantlay,50
67,2,46550,Brandon Hagy,50
67,2,33597,Harry Higgs,50
67,2,33490,Bo Hoag,50
67,2,12716,Charley Hoffman,50
67,2,46717,Viktor Hovland,50
67,2,36801,Mark Hubbard,50
67,2,24024,Zach Johnson,50
67,2,26851,Marc Leishman,50
67,2,25572,Graeme McDowell,50
67,2,46970,Jon Rahm,50
67,2,49960,Sepp Straka,50
67,2,27963,Chris Stroud,50
67,2,23325,Vaughn Taylor,50
67,2,29484,Peter Uihlein,50
82,8,21407,Arjun Atwal,49
82,8,22371,Aaron Baddeley,49
82,8,47504,Sam Burns,49
82,-13,52372,Cameron Champ,49
82,8,34076,Joel Dahmen,49
82,8,28089,Jason Day,49
82,8,28307,Matt Every,49
82,8,29725,Tony Finau,49
82,8,29535,Brice Garnett,49
82,8,19846,Brian Gay,49
82,8,21961,Charles Howell III,49
82,8,39971,Sungjae Im,49
82,8,26300,Matt Jones,49
82,8,36689,Brooks Koepka,49
82,8,23108,Matt Kuchar,49
82,8,27936,Martin Laird,49
82,8,28775,Nate Lashley,49
82,8,49766,Hank Lebioda,49
82,8,50525,Collin Morikawa,49
82,8,36871,Matthew NeSmith,49
82,8,27942,Rob Oppenheim,49
82,8,33667,Carlos Ortiz,49
82,8,22056,Cameron Percy,49
82,8,35732,Wes Roach,49
82,8,22405,Justin Rose,49
82,8,37275,Sam Ryder,49
82,8,46441,Robby Shelton,49
82,8,33486,Roger Sloan,49
82,8,35891,Cameron Smith,49
82,8,30692,Scott Stallings,49
82,8,25493,Nick Taylor,49
82,8,27330,Josh Teater,49
82,8,32139,Danny Willett,49
115,8,45526,Abraham Ancer,48
115,8,29479,Scott Brown,48
115,8,26499,Rafa Cabrera Bello,48
115,8,34314,Sebastian Cappelen,48
115,8,45609,Tyler Duncan,48
115,8,29970,Dylan Frittelli,48
115,8,52375,Doug Ghim,48
115,8,33399,Adam Hadwin,48
115,8,32448,James Hahn,48
115,8,27644,Brian Harman,48
115,8,34098,Russell Henley,48
115,8,35532,Tom Hoge,48
115,8,31420,Anirban Lahiri,48
115,8,35230,Nelson Ledesma,48
115,8,27129,Luke List,48
115,8,30163,Henrik Norlander,48
115,8,47347,Adam Schenk,48
115,8,39324,J.J. Spaun,48
115,8,34046,Jordan Spieth,48
115,8,31560,Brian Stuard,48
115,8,32150,Michael Thompson,48
115,8,25632,Jimmy Walker,48
115,8,48887,Matt Wallace,48
115,8,25349,Tim Wilkinson,48
115,8,56278,Matthew Wolff,48
140,9,33120,Mark Anderson,47
140,9,19803,Ryan Armour,47
140,9,33404,Chris Baker,47
140,9,20229,Stewart Cink,47
140,9,32662,Michael Gligic,47
140,9,25900,Lucas Glover,47
140,9,31557,Jim Herman,47
140,9,39977,Max Homa,47
140,9,27974,Sung Kang,47
140,9,30944,Jason Kokrak,47
140,9,32839,Hideki Matsuyama,47
140,9,40042,Tyler McCumber,47
140,-17,28237,Rory McIlroy,47
140,9,26596,Ryan Moore,47
140,9,45486,Joaquin Niemann,47
140,9,27349,Alex Noren,47
140,9,23320,Ryan Palmer,47
140,9,23621,Rory Sabbatini,47
140,9,30110,Kyle Stanley,47
140,9,27214,Kevin Streelman,47
140,9,33449,Zack Sucher,47
140,32,33448,Justin Thomas,47
140,9,35617,Martin Trainer,47
140,9,33419,Cameron Tringale,47
140,9,25804,Bubba Watson,47
165,7,28420,Ryan Brehm,46
165,7,33410,Andrew Landry,46
165,7,32791,K.H. Lee,46
165,7,33413,Ben Martin,46
165,7,34213,Grayson Murray,46
165,7,25818,Scott Piercy,46
171,8,33948,Byeong Hun An,45
171,8,33141,Keegan Bradley,45
171,8,25364,Paul Casey,45
171,8,34021,Bud Cauley,45
171,8,39997,Corey Conners,45
171,8,29974,Branden Grace,45
171,8,33122,Russell Knox,45
171,8,33204,Shane Lowry,45
171,8,01810,Phil Mickelson,45
171,8,48119,Ben Taylor,45
171,8,27064,Jhonattan Vegas,45
182,8,31646,Emiliano Grillo,44
182,8,24924,Bill Haas,44
182,8,49298,Kramer Hickok,44
182,8,26476,Chez Reavie,44
182,8,37189,Harold Varner III,44
187,8,25686,Jason Dufner,43
187,8,21209,Sergio Garcia,43
187,8,23788,D.J. Trahan,43
187,8,23623,Bo Van Pelt,43
191,8,29908,C.T. Pan,42
191,8,34431,Robert Streb,42
193,8,32333,Kevin Tway,39
