RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,20127,Chris Riley,1.03,5,486
2,0,02223,Bob Tway,1.23,6,486
3,0,23108,Matt Kuchar,1.44,7,486
4,0,22913,John Rollins,1.52,9,594
5,0,02010,Loren Roberts,1.56,7,450
6,0,06573,Brandt Jobe,1.59,8,504
6,0,01920,Craig Parry,1.59,6,378
8,0,01320,Bob Estes,1.62,7,432
9,0,06251,Chris DiMarco,1.65,8,486
10,0,01677,Tom Lehman,1.67,6,360
11,0,01185,Brandel Chamblee,1.72,9,522
12,0,12663,Phil Tataurangi,1.85,8,432
13,0,01707,Steve Lowery,1.92,9,468
13,0,06350,Bob May,1.92,10,522
13,0,06567,Vijay Singh,1.92,9,468
13,0,02206,David Toms,1.92,9,468
17,0,01928,Corey Pavin,1.93,8,414
18,0,01475,Donnie Hammond,1.96,6,306
18,0,08793,Tiger Woods,1.96,6,306
20,0,02104,Jeff Sluman,1.97,11,558
21,0,20157,Retief Goosen,1.98,5,252
22,0,02239,Scott Verplank,2.00,9,450
23,0,01457,Jay Haas,2.02,8,396
24,0,01042,Paul Azinger,2.05,7,342
25,0,20634,Peter Lonard,2.08,9,432
25,0,12680,Shigeki Maruyama,2.08,9,432
25,0,02110,Jerry Smith,2.08,12,576
28,0,01024,Billy Andrade,2.11,11,522
28,0,01766,Billy Mayfair,2.11,11,522
30,0,01569,Peter Jacobsen,2.12,8,378
31,0,01132,Mark Brooks,2.15,12,558
31,0,06078,Esteban Toledo,2.15,12,558
33,0,06373,José María Olazábal,2.16,7,324
34,0,01307,Joel Edwards,2.18,11,504
35,0,01527,Scott Hoch,2.22,8,360
35,0,06012,Greg Kraft,2.22,12,540
35,0,01938,David Peoples,2.22,12,540
35,0,01941,Tom Pernice Jr.,2.22,12,540
35,0,02245,Grant Waite,2.22,12,540
35,0,02257,Brian Watts,2.22,8,360
41,0,23135,Tim Clark,2.27,9,396
42,0,21633,Steve Allan,2.30,12,522
42,0,01378,David Frost,2.30,12,522
44,0,01219,John Cook,2.31,10,432
44,0,08993,Franklin Langham,2.31,10,432
44,0,10860,Justin Leonard,2.31,10,432
47,0,24925,Jonathan Byrd,2.33,13,558
48,0,01142,Bart Bryant,2.34,8,342
49,0,21805,Harrison Frazar,2.38,12,504
49,0,01388,Robert Gamez,2.38,9,378
49,0,10117,Bob Heintz,2.38,12,504
49,0,01797,Rocco Mediate,2.38,9,378
53,0,01948,Tim Petrovic,2.41,13,540
54,0,01329,Brad Faxon,2.42,10,414
55,0,06522,Ernie Els,2.43,7,288
56,0,20229,Stewart Cink,2.44,11,450
56,0,01553,John Huston,2.44,11,450
58,0,06004,Stephen Ames,2.47,12,486
58,0,01577,Lee Janzen,2.47,12,486
58,0,01724,Jeff Maggert,2.47,12,486
61,0,23614,Rich Beem,2.49,13,522
61,0,06809,Bob Burns,2.49,13,522
61,0,12826,Paul Claxton,2.49,13,522
61,0,01381,Fred Funk,2.49,13,522
61,0,06515,Shaun Micheel,2.49,13,522
66,0,06643,Paul Goydos,2.50,9,360
67,0,01098,Jay Don Blake,2.53,15,594
67,0,09011,David Duval,2.53,10,396
67,0,01313,Steve Elkington,2.53,10,396
67,0,19846,Brian Gay,2.53,15,594
67,0,23353,J.J. Henry,2.53,15,594
72,0,10809,Jim Furyk,2.55,11,432
73,0,10885,Robert Allenby,2.56,12,468
73,0,20094,Jonathan Kaye,2.56,12,468
73,0,10585,Scott McCarron,2.56,12,468
76,0,06197,Michael Allen,2.58,13,504
76,0,23541,Ben Crane,2.58,13,504
78,0,20105,Jeff Gove,2.59,14,540
78,0,01619,Skip Kendall,2.59,14,540
78,0,10457,Frank Nobilo,2.59,14,540
78,0,10425,Jay Williamson,2.59,14,540
82,0,21209,Sergio Garcia,2.63,9,342
83,0,08633,Per-Ulrik Johansson,2.67,13,486
83,0,06498,Matt Peterson,2.67,13,486
85,0,19958,Miguel Angel Jiménez,2.78,9,324
85,0,10565,Ian Leggatt,2.78,14,504
85,0,08339,Spike McRoy,2.78,12,432
85,0,10213,Dicky Pride,2.78,8,288
85,0,02002,John Riegger,2.78,14,504
90,0,06332,Neal Lancaster,2.87,16,558
90,0,02101,Joey Sindelar,2.87,16,558
92,0,07003,David Berganio Jr.,2.88,14,486
92,0,06621,Joe Durant,2.88,14,486
92,0,01723,Andrew Magee,2.88,14,486
92,0,01771,Blaine McCallister,2.88,14,486
92,0,20095,Carl Paulson,2.88,14,486
97,0,06575,Dudley Hart,2.89,13,450
98,0,23800,Bryce Molder,2.91,11,378
98,0,12753,David Morland IV,2.91,11,378
100,0,01968,Nick Price,2.94,9,306
101,0,01139,Olin Browne,2.95,17,576
101,0,10649,Tom Scherrer,2.95,17,576
103,0,20098,Stuart Appleby,2.99,14,468
103,0,22046,Geoff Ogilvy,2.99,14,468
105,0,01810,Phil Mickelson,3.01,13,432
106,0,10107,Deane Pappas,3.03,18,594
107,0,06527,Steve Stricker,3.06,11,360
108,0,24937,Jess Daley,3.09,15,486
109,0,23125,Brad Elder,3.11,14,450
110,0,19972,José Coceres,3.13,9,288
111,0,01887,Mark O'Meara,3.14,13,414
111,0,02214,Kirk Triplett,3.14,13,414
113,0,08075,Jerry Kelly,3.17,16,504
114,0,20043,Edward Fryatt,3.20,19,594
115,0,20502,Michael Long,3.21,15,468
116,0,12652,Cameron Beckman,3.24,14,432
117,0,01175,Jim Carter,3.26,17,522
117,0,12782,Tim Herron,3.26,17,522
119,0,01203,Russ Cochran,3.28,13,396
120,0,23903,Stephen Gangluff,3.29,16,486
120,0,06595,Kevin Sutherland,3.29,16,486
122,0,10733,Kent Jones,3.30,19,576
123,0,07457,Steve Flesch,3.33,18,540
123,0,12823,Carlos Franco,3.33,18,540
123,0,20574,Mathew Goggin,3.33,12,360
123,0,20548,Hidemichi Tanaka,3.33,18,540
127,0,24357,K.J. Choi,3.42,16,468
127,0,02246,Duffy Waldorf,3.42,16,468
129,0,21806,Paul Gow,3.43,21,612
130,0,19824,Craig Barlow,3.44,13,378
