RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,23322,Brett Wetterich,30,32
2,0,07223,Brian Bateman,20,21
2,0,01320,Bob Estes,20,20
2,0,10912,Craig Perks,20,22
2,0,02245,Grant Waite,20,24
6,0,21805,Harrison Frazar,19,23
6,0,01685,J.L. Lewis,19,27
8,0,20029,Notah Begay III,18,22
8,0,06036,Scott Dunlap,18,21
8,0,12823,Carlos Franco,18,21
8,0,06575,Dudley Hart,18,20
8,0,06515,Shaun Micheel,18,21
8,0,07749,Brett Quigley,18,21
8,0,20548,Hidemichi Tanaka,18,20
15,0,20498,Briny Baird,17,19
15,0,23983,Luke Donald,17,19
15,0,23353,J.J. Henry,17,19
15,0,21961,Charles Howell III,17,17
19,0,23903,Stephen Gangluff,16,18
19,0,23338,David Gossett,16,26
19,0,10457,Frank Nobilo,16,23
19,0,08375,Paul Stankowski,16,19
19,0,23177,Kenneth Staton,16,21
19,0,02246,Duffy Waldorf,16,18
25,0,12652,Cameron Beckman,15,18
25,0,08123,Jeff Brehaut,15,16
25,0,20043,Edward Fryatt,15,18
25,0,12645,Brent Geiberger,15,16
25,0,21806,Paul Gow,15,20
25,0,10962,Bradley Hughes,15,20
25,0,08633,Per-Ulrik Johansson,15,20
25,0,01707,Steve Lowery,15,19
25,0,01761,Len Mattiace,15,21
25,0,06498,Matt Peterson,15,19
25,0,08553,Lee Porter,15,19
25,0,20645,John Senden,15,18
37,0,21633,Steve Allan,14,16
37,0,01139,Olin Browne,14,17
37,0,01307,Joel Edwards,14,19
37,0,12782,Tim Herron,14,15
37,0,08545,Glen Hnatiuk,14,16
37,0,10733,Kent Jones,14,16
37,0,06315,Pete Jordan,14,16
37,0,01927,Dennis Paulson,14,15
37,0,22913,John Rollins,14,17
37,0,11011,Mike Sposa,14,18
37,0,02170,Hal Sutton,14,15
48,0,10885,Robert Allenby,13,15
48,0,01035,Tommy Armour III,13,17
48,0,07867,Woody Austin,13,18
48,0,01157,Tom Byrum,13,17
48,0,12510,Chad Campbell,13,16
48,0,20593,Greg Chalmers,13,17
48,0,20229,Stewart Cink,13,15
48,0,08931,Glen Day,13,14
48,0,19846,Brian Gay,13,17
48,0,01514,Eduardo Herrera,13,16
48,0,08881,Tripp Isenhour,13,19
48,0,08075,Jerry Kelly,13,14
48,0,20634,Peter Lonard,13,16
48,0,01766,Billy Mayfair,13,13
48,0,01948,Tim Petrovic,13,15
48,0,02106,Chris Smith,13,18
48,0,06078,Esteban Toledo,13,14
48,0,23623,Bo Van Pelt,13,15
66,0,20098,Stuart Appleby,12,18
66,0,24357,K.J. Choi,12,14
66,0,23135,Tim Clark,12,15
66,0,06251,Chris DiMarco,12,13
66,0,06621,Joe Durant,12,14
66,0,01374,Robin Freeman,12,15
66,0,01381,Fred Funk,12,18
66,0,01599,Steve Jones,12,17
66,0,01619,Skip Kendall,12,17
66,0,01724,Jeff Maggert,12,16
66,0,10585,Scott McCarron,12,15
66,0,08535,Gary Nicklaus,12,12
66,0,01945,Kenny Perry,12,15
66,0,06613,Tommy Tolles,12,13
66,0,26289,Boo Weekley,12,17
81,0,01014,Fulton Allem,11,16
81,0,06004,Stephen Ames,11,16
81,0,23614,Rich Beem,11,19
81,0,01142,Bart Bryant,11,14
81,0,12388,Michael Clark II,11,15
81,0,01361,Dan Forsman,11,11
81,0,21259,Jason Hill,11,14
81,0,08993,Franklin Langham,11,15
81,0,20502,Michael Long,11,16
81,0,24361,Pat Perez,11,16
81,0,02002,John Riegger,11,12
81,0,06567,Vijay Singh,11,13
81,0,22293,Heath Slocum,11,12
81,0,20436,Garrett Willis,11,19
95,0,19824,Craig Barlow,10,11
95,0,01098,Jay Don Blake,10,10
95,0,12826,Paul Claxton,10,12
