RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,07867,Woody Austin,2.000,2,1
1,0,23541,Ben Crane,2.000,2,1
1,0,01313,Steve Elkington,2.000,2,1
1,0,12716,Charley Hoffman,2.000,2,1
1,0,23548,Bill Lunde,2.000,2,1
6,0,29910,Blake Adams,3.000,3,1
6,0,06004,Stephen Ames,3.000,3,1
6,0,21407,Arjun Atwal,3.000,3,1
6,0,20498,Briny Baird,3.000,3,1
6,0,24846,Ricky Barnes,3.000,3,1
6,0,24507,Jason Bohn,3.000,3,1
6,0,25274,Steven Bowditch,3.000,3,1
6,0,01116,Michael Bradley,3.000,3,1
6,0,34255,Joseph Bramlett,3.000,3,1
6,0,24290,D.J. Brigman,3.000,3,1
6,0,12510,Chad Campbell,3.000,3,1
6,0,20593,Greg Chalmers,3.000,3,1
6,0,32366,Kevin Chappell,3.000,3,1
6,0,22621,Ben Curtis,3.000,3,1
6,0,09011,David Duval,3.000,3,1
6,0,07457,Steve Flesch,3.000,3,1
6,0,21805,Harrison Frazar,3.000,3,1
6,0,30750,Tommy Gainey,3.000,3,1
6,0,24358,Robert Garrigus,3.000,3,1
6,0,19846,Brian Gay,3.000,3,1
6,0,06643,Paul Goydos,3.000,3,1
6,0,23718,Nathan Green,3.000,3,1
6,0,24604,Hunter Haas,3.000,3,1
6,0,26758,David Hearn,3.000,3,1
6,0,29420,Billy Horschel,3.000,3,1
6,0,22378,Trevor Immelman,3.000,3,1
6,0,29478,Kevin Kisner,3.000,3,1
6,0,27936,Martin Laird,3.000,3,1
6,0,27466,Spencer Levin,3.000,3,1
6,0,01766,Billy Mayfair,3.000,3,1
6,0,31202,William McGirt,3.000,3,1
6,0,01797,Rocco Mediate,3.000,3,1
6,0,27933,John Merrick,3.000,3,1
6,0,23800,Bryce Molder,3.000,3,1
6,0,25396,Kevin Na,3.000,3,1
6,0,01948,Tim Petrovic,3.000,3,1
6,0,25345,Carl Pettersson,3.000,3,1
6,0,25818,Scott Piercy,3.000,3,1
6,0,28620,Aron Price,3.000,3,1
6,0,30946,Alex Prugh,3.000,3,1
6,0,23497,Tag Ridings,3.000,3,1
6,0,33911,Nate Smith,3.000,3,1
6,0,26679,Kevin Stadler,3.000,3,1
6,0,08375,Paul Stankowski,3.000,3,1
6,0,30110,Kyle Stanley,3.000,3,1
6,0,29518,Brendan Steele,3.000,3,1
6,0,27214,Kevin Streelman,3.000,3,1
6,0,34072,Will Strickler,3.000,3,1
6,0,27330,Josh Teater,3.000,3,1
6,0,26287,Roland Thatcher,3.000,3,1
6,0,33419,Cameron Tringale,3.000,3,1
6,0,27064,Jhonattan Vegas,3.000,3,1
6,0,27095,Nick Watney,3.000,3,1
6,0,26289,Boo Weekley,3.000,3,1
6,0,20436,Garrett Willis,3.000,3,1
61,0,28087,Kris Blanks,4.000,4,1
61,0,24925,Jonathan Byrd,4.000,4,1
61,0,32698,Bobby Gates,4.000,4,1
61,0,12782,Tim Herron,4.000,4,1
61,0,27797,Derek Lamely,4.000,4,1
61,0,10585,Scott McCarron,4.000,4,1
61,0,22348,Nick O'Hern,4.000,4,1
61,0,21949,Joe Ogilvie,4.000,4,1
61,0,20572,Rod Pampling,4.000,4,1
70,0,12652,Cameron Beckman,5.000,5,1
70,0,23325,Vaughn Taylor,5.000,5,1
70,0,20160,Charlie Wi,5.000,5,1
