RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,22405,Justin Rose,67,34,33
2,0,30911,Tommy Fleetwood,72,23,49
3,0,31323,Gary Woodland,73,7,66
4,0,33141,Keegan Bradley,80,65,15
5,0,25198,Francesco Molinari,98,52,46
5,0,34264,Hudson Swafford,98,41,57
7,0,29268,Bronson Burgoon,99,41,58
8,0,32102,Rickie Fowler,101,61,40
9,0,30110,Kyle Stanley,105,98,7
10,0,25364,Paul Casey,109,31,78
10,0,37275,Sam Ryder,109,87,22
12,0,26329,Louis Oosthuizen,112,61,51
13,0,49964,Aaron Wise,113,40,73
14,0,31646,Emiliano Grillo,114,106,8
14,0,39324,J.J. Spaun,114,82,32
16,0,39997,Corey Conners,115,36,79
17,0,47959,Bryson DeChambeau,117,25,92
17,0,29420,Billy Horschel,117,100,17
17,0,24502,Adam Scott,117,29,88
17,0,32254,Xinjun Zhang,117,77,40
21,0,32366,Kevin Chappell,118,17,101
22,0,27214,Kevin Streelman,119,107,12
23,0,29518,Brendan Steele,121,12,109
24,0,26499,Rafa Cabrera Bello,123,107,16
25,0,34076,Joel Dahmen,126,97,29
26,0,25818,Scott Piercy,128,92,36
27,0,25900,Lucas Glover,129,85,44
28,0,30925,Dustin Johnson,131,6,125
29,0,32839,Hideki Matsuyama,132,49,83
30,0,34098,Russell Henley,134,125,9
31,0,33948,Byeong Hun An,135,19,116
32,0,35450,Patrick Cantlay,136,38,98
32,0,24781,Hunter Mahan,136,90,46
34,0,45609,Tyler Duncan,137,112,25
34,0,36699,Patrick Rodgers,137,34,103
36,0,29908,C.T. Pan,139,126,13
37,0,21528,Henrik Stenson,140,139,1
38,0,40026,Daniel Berger,141,85,56
38,0,21961,Charles Howell III,141,54,87
40,0,32448,James Hahn,142,77,65
41,0,29974,Branden Grace,145,74,71
41,0,39546,Keith Mitchell,145,10,135
41,0,46970,Jon Rahm,145,16,129
44,0,24138,Ian Poulter,146,118,28
45,0,27936,Martin Laird,147,71,76
45,0,32150,Michael Thompson,147,93,54
47,0,33448,Justin Thomas,149,11,138
47,0,37189,Harold Varner III,149,18,131
49,0,29535,Brice Garnett,150,91,59
50,0,25804,Bubba Watson,151,9,142
51,0,30978,Kiradech Aphibarnrat,152,110,42
51,0,48081,Xander Schauffele,152,28,124
53,0,46435,Austin Cook,154,130,24
53,0,27644,Brian Harman,154,133,21
55,0,28089,Jason Day,155,14,141
55,0,33122,Russell Knox,155,137,18
55,0,49771,J.T. Poston,155,55,100
58,0,26300,Matt Jones,156,30,126
59,0,32816,Satoshi Kodaira,157,118,39
59,0,33204,Shane Lowry,157,55,102
59,0,23320,Ryan Palmer,157,27,130
62,0,30944,Jason Kokrak,158,15,143
63,0,29223,Sam Saunders,159,41,118
63,0,08793,Tiger Woods,159,32,127
65,0,34046,Jordan Spieth,160,61,99
66,0,25686,Jason Dufner,162,88,74
67,0,35545,Blayne Barber,163,110,53
67,0,36689,Brooks Koepka,163,8,155
67,0,24140,Sean O'Hair,163,44,119
70,0,28237,Rory McIlroy,164,1,163
71,0,45526,Abraham Ancer,165,96,69
