RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,28252,Seamus Power,43.84,32,73
2,1,34563,Chesson Hadley,42.94,70,163
3,2,48887,Matt Wallace,41.25,66,160
4,4,33448,Justin Thomas,41.20,96,233
5,1,30925,Dustin Johnson,40.53,77,190
6,1,46970,Jon Rahm,40.38,105,260
7,4,27064,Jhonattan Vegas,38.89,56,144
8,4,22405,Justin Rose,38.76,50,129
9,4,29268,Bronson Burgoon,38.64,68,176
10,-1,47959,Bryson DeChambeau,38.31,113,295
11,4,34046,Jordan Spieth,38.25,70,183
12,5,28089,Jason Day,37.89,61,161
13,6,12716,Charley Hoffman,37.76,74,196
14,6,31323,Gary Woodland,37.50,87,232
15,6,33449,Zack Sucher,37.37,37,99
16,9,39971,Sungjae Im,37.35,121,324
17,5,47504,Sam Burns,37.33,84,225
18,5,56278,Matthew Wolff,37.32,103,276
19,5,50525,Collin Morikawa,37.00,111,300
20,-4,29725,Tony Finau,36.89,90,244
21,-7,46717,Viktor Hovland,36.65,92,251
22,4,32757,Patton Kizzire,36.53,61,167
23,5,49964,Aaron Wise,36.43,51,140
24,5,26300,Matt Jones,36.36,92,253
25,6,29484,Peter Uihlein,36.22,46,127
26,6,47347,Adam Schenk,36.15,77,213
27,6,35450,Patrick Cantlay,36.08,70,194
28,6,46442,Maverick McNealy,35.96,82,228
29,7,34213,Grayson Murray,35.82,48,134
30,-12,32839,Hideki Matsuyama,35.74,99,277
31,3,48822,Sebastián Muñoz,35.67,122,342
32,6,32448,James Hahn,35.64,36,101
33,6,28420,Ryan Brehm,35.48,44,124
34,6,47128,Richy Werenski,35.47,72,203
35,2,40026,Daniel Berger,35.44,84,237
36,5,47993,Denny McCarthy,35.42,102,288
37,5,46402,Talor Gooch,35.37,110,311
38,5,33667,Carlos Ortiz,35.34,94,266
39,-12,52372,Cameron Champ,35.27,97,275
40,4,48081,Xander Schauffele,35.25,98,278
41,4,27936,Martin Laird,35.19,38,108
42,-13,29221,Webb Simpson,35.16,77,219
43,3,27129,Luke List,35.14,91,259
44,3,49960,Sepp Straka,35.12,85,242
45,3,27330,Josh Teater,35.05,34,97
45,3,51894,Vince Whaley,35.05,34,97
47,3,32102,Rickie Fowler,35.00,63,180
48,3,45157,Cam Davis,34.87,68,195
49,3,33490,Bo Hoag,34.81,63,181
50,3,51766,Wyndham Clark,34.78,72,207
51,3,32618,Rhein Gibson,34.75,41,118
52,3,21209,Sergio Garcia,34.53,48,139
53,12,35506,Mackenzie Hughes,34.47,81,235
54,3,30692,Scott Stallings,34.39,76,221
55,4,23788,D.J. Trahan,34.38,44,128
56,5,25900,Lucas Glover,34.23,76,222
57,0,34099,Harris English,34.21,104,304
58,5,56762,Will Gordon,34.12,29,85
59,-4,28237,Rory McIlroy,34.02,82,241
60,6,46550,Brandon Hagy,33.81,47,139
61,3,35891,Cameron Smith,33.78,75,222
62,0,46046,Scottie Scheffler,33.77,103,305
63,10,23320,Ryan Palmer,33.76,80,237
64,3,40098,Matt Fitzpatrick,33.72,58,172
65,3,31420,Anirban Lahiri,33.68,32,95
66,3,23623,Bo Van Pelt,33.67,33,98
67,3,33204,Shane Lowry,33.58,45,134
68,3,26329,Louis Oosthuizen,33.57,47,140
69,3,31646,Emiliano Grillo,33.51,65,194
70,4,37189,Harold Varner III,33.47,79,236
71,4,30911,Tommy Fleetwood,33.33,46,138
72,5,36699,Patrick Rodgers,33.22,99,298
73,5,25804,Bubba Watson,33.20,83,250
73,5,32254,Xinjun Zhang,33.20,81,244
75,5,27554,Scott Harrington,33.18,74,223
76,-16,34360,Patrick Reed,33.11,99,299
77,4,35658,Kris Ventura,33.04,38,115
78,5,23621,Rory Sabbatini,32.97,60,182
79,5,28307,Matt Every,32.93,55,167
80,6,37275,Sam Ryder,32.89,74,225
81,6,27095,Nick Watney,32.88,48,146
82,6,34255,Joseph Bramlett,32.87,47,143
83,6,26476,Chez Reavie,32.86,70,213
84,6,21961,Charles Howell III,32.81,63,192
85,6,25818,Scott Piercy,32.70,69,211
86,6,25364,Paul Casey,32.68,67,205
87,6,29970,Dylan Frittelli,32.65,95,291
88,6,23108,Matt Kuchar,32.50,65,200
89,-7,45526,Abraham Ancer,32.48,76,234
90,5,39324,J.J. Spaun,32.43,60,185
91,5,29479,Scott Brown,32.37,67,207
92,-8,35310,Lanto Griffin,32.30,115,356
93,4,27644,Brian Harman,32.22,87,270
94,4,39977,Max Homa,32.05,75,234
95,4,32662,Michael Gligic,32.00,40,125
95,4,33399,Adam Hadwin,32.00,64,200
97,4,49771,J.T. Poston,31.91,82,257
97,4,27214,Kevin Streelman,31.91,75,235
99,4,36801,Mark Hubbard,31.80,97,305
100,4,32366,Kevin Chappell,31.78,41,129
101,4,30110,Kyle Stanley,31.68,51,161
102,4,33404,Chris Baker,31.65,44,139
103,4,39546,Keith Mitchell,31.60,67,212
103,4,33419,Cameron Tringale,31.60,73,231
105,4,37455,Si Woo Kim,31.56,83,263
106,4,32150,Michael Thompson,31.46,67,213
107,4,33597,Harry Higgs,31.35,79,252
108,4,24024,Zach Johnson,31.28,66,211
109,5,01810,Phil Mickelson,31.18,53,170
110,5,22371,Aaron Baddeley,31.17,48,154
111,6,46441,Robby Shelton,31.10,79,254
112,6,32139,Danny Willett,31.08,46,148
113,6,40042,Tyler McCumber,30.99,44,142
114,6,35617,Martin Trainer,30.92,47,152
115,6,36871,Matthew NeSmith,30.77,64,208
116,7,32640,Troy Merritt,30.67,69,225
116,7,24138,Ian Poulter,30.67,46,150
118,8,30944,Jason Kokrak,30.54,62,203
119,8,29926,Danny Lee,30.49,75,246
120,8,29535,Brice Garnett,30.43,49,161
121,8,27974,Sung Kang,30.32,84,277
122,-6,29420,Billy Horschel,30.12,75,249
123,7,39953,Chase Seiffert,30.08,40,133
