RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,33399,Adam Hadwin,19.25,72,374
2,0,08075,Jerry Kelly,17.80,55,309
3,0,01810,Phil Mickelson,17.65,51,289
4,0,24358,Robert Garrigus,17.62,46,261
5,0,21731,Freddie Jacobson,17.58,61,347
6,0,26329,Louis Oosthuizen,17.11,39,228
7,0,24846,Ricky Barnes,17.07,64,375
8,0,26596,Ryan Moore,17.02,56,329
9,0,26331,Charl Schwartzel,16.90,48,284
10,0,02206,David Toms,16.73,42,251
11,0,33204,Shane Lowry,16.59,36,217
12,0,34174,John Huh,16.57,57,344
13,0,26758,David Hearn,16.45,63,383
14,0,30110,Kyle Stanley,16.34,59,361
15,0,32640,Troy Merritt,16.29,50,307
16,0,21209,Sergio Garcia,16.18,33,204
17,0,28114,Dawie van der Walt,16.01,45,281
18,0,30925,Dustin Johnson,16.00,52,325
19,0,30163,Henrik Norlander,15.99,43,269
20,0,32366,Kevin Chappell,15.92,60,377
21,0,24024,Zach Johnson,15.88,54,340
22,0,25349,Tim Wilkinson,15.75,43,273
23,0,28679,Fabián Gómez,15.71,49,312
23,0,27214,Kevin Streelman,15.71,52,331
25,0,33122,Russell Knox,15.69,56,357
26,0,29268,Bronson Burgoon,15.67,50,319
26,0,25493,Nick Taylor,15.67,50,319
28,0,22405,Justin Rose,15.66,39,249
29,0,34098,Russell Henley,15.64,48,307
30,0,20157,Retief Goosen,15.63,35,224
31,0,27936,Martin Laird,15.61,49,314
32,0,33667,Carlos Ortiz,15.46,47,304
32,0,24502,Adam Scott,15.46,47,304
34,0,10809,Jim Furyk,15.38,32,208
35,0,39975,Michael Kim,15.28,59,386
36,0,20472,Alex Cejka,15.09,40,265
37,0,21878,Mark Wilson,15.08,38,252
38,0,34466,Peter Malnati,15.04,51,339
39,0,28089,Jason Day,15.02,41,273
39,0,27141,J.B. Holmes,15.02,44,293
41,0,25720,Chad Collins,14.92,44,295
42,0,25396,Kevin Na,14.85,56,377
43,0,26951,Johnson Wagner,14.83,51,344
44,0,36689,Brooks Koepka,14.80,41,277
45,0,31560,Brian Stuard,14.72,39,265
46,0,28158,Steve Marino,14.65,40,273
47,0,34563,Chesson Hadley,14.64,47,321
48,0,25240,D.A. Points,14.63,30,205
49,0,35451,Scott Pinckney,14.62,50,342
50,0,23320,Ryan Palmer,14.61,51,349
51,0,34431,Robert Streb,14.58,49,336
52,0,22371,Aaron Baddeley,14.57,52,357
53,0,34262,Jon Curran,14.54,58,399
54,0,20848,Ángel Cabrera,14.52,36,248
54,0,35300,Andrew Loupe,14.52,44,303
54,0,33419,Cameron Tringale,14.52,45,310
57,0,34046,Jordan Spieth,14.43,44,305
58,0,27466,Spencer Levin,14.39,58,403
59,0,32839,Hideki Matsuyama,14.38,42,292
59,0,27770,Camilo Villegas,14.38,46,320
61,0,33448,Justin Thomas,14.32,55,384
62,0,06522,Ernie Els,14.29,38,266
62,0,32150,Michael Thompson,14.29,39,273
64,0,29478,Kevin Kisner,14.25,53,372
65,0,25900,Lucas Glover,14.19,43,303
66,0,32757,Patton Kizzire,14.17,51,360
67,0,30926,Chris Kirk,14.12,48,340
68,0,28132,Tyrone Van Aswegen,14.11,58,411
69,0,10213,Dicky Pride,14.08,30,213
70,0,26289,Boo Weekley,14.07,47,334
71,0,12716,Charley Hoffman,14.04,50,356
