RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,30925,Dustin Johnson,4.45,365,82
2,0,28237,Rory McIlroy,4.42,274,62
3,0,34046,Jordan Spieth,4.26,324,76
4,0,32839,Hideki Matsuyama,4.19,306,73
5,0,28089,Jason Day,4.16,287,69
6,0,36689,Brooks Koepka,4.11,288,70
7,0,01810,Phil Mickelson,4.06,292,72
8,0,27141,J.B. Holmes,4.05,300,74
9,0,24358,Robert Garrigus,4.00,260,65
9,0,23320,Ryan Palmer,4.00,344,86
11,0,35300,Andrew Loupe,3.97,298,75
12,0,24502,Adam Scott,3.95,300,76
13,0,23108,Matt Kuchar,3.92,376,96
14,0,20472,Alex Cejka,3.87,259,67
14,0,24140,Sean O'Hair,3.87,344,89
16,0,32150,Michael Thompson,3.85,262,68
17,0,40026,Daniel Berger,3.84,342,89
17,0,33399,Adam Hadwin,3.84,357,93
17,0,25632,Jimmy Walker,3.84,315,82
20,0,21209,Sergio Garcia,3.82,195,51
21,0,24846,Ricky Barnes,3.81,354,93
21,0,21961,Charles Howell III,3.81,347,91
21,0,34360,Patrick Reed,3.81,385,101
21,0,22405,Justin Rose,3.81,236,62
21,0,27649,Brandt Snedeker,3.81,339,89
26,0,31646,Emiliano Grillo,3.80,342,90
26,0,46440,Smylie Kaufman,3.80,334,88
26,0,26331,Charl Schwartzel,3.80,266,70
26,0,34264,Hudson Swafford,3.80,395,104
30,0,25900,Lucas Glover,3.79,284,75
30,0,29461,Jamie Lovemark,3.79,345,91
32,0,25396,Kevin Na,3.78,352,93
33,0,27436,Graham DeLaet,3.77,249,66
33,0,25686,Jason Dufner,3.77,385,102
35,0,27129,Luke List,3.75,289,77
35,0,26596,Ryan Moore,3.75,304,81
35,0,33448,Justin Thomas,3.75,360,96
38,0,21731,Freddie Jacobson,3.74,322,86
39,0,24507,Jason Bohn,3.73,250,67
39,0,29478,Kevin Kisner,3.73,351,94
41,0,27895,Jonas Blixt,3.71,282,76
41,0,32102,Rickie Fowler,3.71,286,77
41,0,29420,Billy Horschel,3.71,260,70
41,0,27936,Martin Laird,3.71,289,78
45,0,25364,Paul Casey,3.69,273,74
45,0,33413,Ben Martin,3.69,325,88
45,0,26289,Boo Weekley,3.69,306,83
48,0,32200,Roberto Castro,3.68,357,97
48,0,25804,Bubba Watson,3.68,254,69
50,0,37455,Si Woo Kim,3.67,400,109
50,0,25834,Daniel Summerhays,3.67,363,99
52,0,27644,Brian Harman,3.65,380,104
52,0,24024,Zach Johnson,3.65,314,86
52,0,30944,Jason Kokrak,3.65,325,89
52,0,31323,Gary Woodland,3.65,332,91
56,0,35539,Luke Guthrie,3.64,200,55
56,0,36699,Patrick Rodgers,3.64,309,85
58,0,22371,Aaron Baddeley,3.63,323,89
58,0,33122,Russell Knox,3.63,323,89
58,0,25240,D.A. Points,3.63,185,51
58,0,29221,Webb Simpson,3.63,254,70
62,0,34563,Chesson Hadley,3.62,286,79
62,0,32757,Patton Kizzire,3.62,322,89
62,0,34409,David Lingmerth,3.62,293,81
62,0,33419,Cameron Tringale,3.62,279,77
66,0,29725,Tony Finau,3.61,343,95
67,0,27064,Jhonattan Vegas,3.60,335,93
67,0,25349,Tim Wilkinson,3.60,245,68
69,0,26951,Johnson Wagner,3.59,309,86
70,0,35879,Kelly Kraft,3.58,211,59
70,0,23325,Vaughn Taylor,3.58,258,72
72,0,32366,Kevin Chappell,3.57,332,93
