RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,30925,Dustin Johnson,1.79,381,213
2,0,28089,Jason Day,1.69,301,178
3,0,20472,Alex Cejka,1.67,264,158
4,0,01810,Phil Mickelson,1.65,298,181
5,0,34046,Jordan Spieth,1.64,331,202
6,0,28237,Rory McIlroy,1.63,282,173
7,0,32102,Rickie Fowler,1.60,293,183
8,0,24502,Adam Scott,1.57,313,200
9,0,32839,Hideki Matsuyama,1.55,309,199
10,0,21961,Charles Howell III,1.52,357,235
11,0,25900,Lucas Glover,1.51,289,191
12,0,34360,Patrick Reed,1.50,397,265
13,0,25364,Paul Casey,1.49,278,187
13,0,23108,Matt Kuchar,1.49,381,255
15,0,31323,Gary Woodland,1.47,343,234
16,0,32200,Roberto Castro,1.46,366,250
17,0,06527,Steve Stricker,1.45,193,133
18,0,27649,Brandt Snedeker,1.44,343,239
19,0,24846,Ricky Barnes,1.41,356,253
19,0,40026,Daniel Berger,1.41,347,246
19,0,26758,David Hearn,1.41,341,242
19,0,33122,Russell Knox,1.41,328,232
23,0,21209,Sergio Garcia,1.40,201,144
23,0,34098,Russell Henley,1.40,275,197
25,0,26596,Ryan Moore,1.39,308,222
26,0,33399,Adam Hadwin,1.38,364,263
26,0,37455,Si Woo Kim,1.38,412,299
26,0,26476,Chez Reavie,1.38,312,226
26,0,27064,Jhonattan Vegas,1.38,347,252
30,0,12510,Chad Campbell,1.37,317,231
30,0,36689,Brooks Koepka,1.37,299,219
30,0,30944,Jason Kokrak,1.37,331,241
30,0,26331,Charl Schwartzel,1.37,272,199
34,0,22371,Aaron Baddeley,1.36,332,245
34,0,25396,Kevin Na,1.36,360,264
34,0,23320,Ryan Palmer,1.36,356,262
37,0,29461,Jamie Lovemark,1.35,353,262
37,0,31202,William McGirt,1.35,357,265
39,0,24358,Robert Garrigus,1.34,267,200
39,0,34264,Hudson Swafford,1.34,408,305
41,0,22405,Justin Rose,1.33,242,182
41,0,20645,John Senden,1.33,309,232
41,0,26951,Johnson Wagner,1.33,318,239
41,0,25349,Tim Wilkinson,1.33,248,187
45,0,21731,Freddie Jacobson,1.32,327,247
45,0,27936,Martin Laird,1.32,292,222
45,0,24140,Sean O'Hair,1.32,349,264
48,0,25686,Jason Dufner,1.31,393,299
48,0,08075,Jerry Kelly,1.31,253,193
48,0,26851,Marc Leishman,1.31,308,236
48,0,27129,Luke List,1.31,295,225
48,0,30163,Henrik Norlander,1.31,237,181
48,0,36699,Patrick Rodgers,1.31,322,246
54,0,27644,Brian Harman,1.30,387,297
54,0,24024,Zach Johnson,1.30,318,244
54,0,29478,Kevin Kisner,1.30,361,277
54,0,23800,Bryce Molder,1.30,269,207
58,0,24507,Jason Bohn,1.29,252,196
58,0,27466,Spencer Levin,1.29,356,276
60,0,35539,Luke Guthrie,1.28,207,162
60,0,25804,Bubba Watson,1.28,265,207
62,0,32366,Kevin Chappell,1.27,348,274
62,0,31646,Emiliano Grillo,1.27,346,273
62,0,29221,Webb Simpson,1.27,262,206
62,0,26289,Boo Weekley,1.27,312,245
66,0,24357,K.J. Choi,1.26,256,203
66,0,34262,Jon Curran,1.26,342,271
66,0,27141,J.B. Holmes,1.26,304,242
66,0,34174,John Huh,1.26,292,232
66,0,29476,Kyle Reifers,1.26,401,319
66,0,32150,Michael Thompson,1.26,269,213
72,0,20229,Stewart Cink,1.25,222,178
72,0,46440,Smylie Kaufman,1.25,343,274
74,0,29725,Tony Finau,1.24,352,283
74,0,29974,Branden Grace,1.24,212,171
74,0,24924,Bill Haas,1.24,264,213
74,0,35879,Kelly Kraft,1.24,217,175
74,0,29518,Brendan Steele,1.24,305,246
74,0,25493,Nick Taylor,1.24,282,228
74,0,25632,Jimmy Walker,1.24,325,262
81,0,27895,Jonas Blixt,1.23,290,235
81,0,23983,Luke Donald,1.23,261,213
81,0,30926,Chris Kirk,1.23,296,240
81,0,27963,Chris Stroud,1.23,288,234
85,0,27436,Graham DeLaet,1.22,256,209
85,0,30711,Colt Knost,1.22,287,236
85,0,33413,Ben Martin,1.22,341,280
85,0,33448,Justin Thomas,1.22,371,303
89,0,33141,Keegan Bradley,1.21,292,241
89,0,29420,Billy Horschel,1.21,264,219
89,0,34409,David Lingmerth,1.21,299,247
92,0,20098,Stuart Appleby,1.20,237,197
92,0,29479,Scott Brown,1.20,313,260
92,0,20157,Retief Goosen,1.20,189,158
92,0,27974,Sung Kang,1.20,306,256
92,0,25818,Scott Piercy,1.20,309,257
92,0,29485,Brett Stegmaier,1.20,298,249
98,0,34099,Harris English,1.19,344,288
98,0,29222,Billy Hurley III,1.19,227,190
98,0,33410,Andrew Landry,1.19,163,137
101,0,35545,Blayne Barber,1.18,289,244
101,0,23541,Ben Crane,1.18,263,223
101,0,22892,Jason Gore,1.18,264,224
101,0,25198,Francesco Molinari,1.18,219,186
101,0,27214,Kevin Streelman,1.18,297,252
101,0,25834,Daniel Summerhays,1.18,376,318
107,0,33461,Morgan Hoffmann,1.17,250,214
107,0,33419,Cameron Tringale,1.17,286,244
109,0,20766,Padraig Harrington,1.16,193,166
109,0,36801,Mark Hubbard,1.16,342,294
109,0,39975,Michael Kim,1.16,337,290
109,0,32757,Patton Kizzire,1.16,327,282
109,0,32640,Troy Merritt,1.16,277,238
109,0,29289,S.Y. Noh,1.16,294,254
109,0,30692,Scott Stallings,1.16,246,212
109,0,34265,Will Wilcox,1.16,235,202
117,0,35451,Scott Pinckney,1.15,313,273
117,0,30110,Kyle Stanley,1.15,315,273
117,0,28132,Tyrone Van Aswegen,1.15,341,297
120,0,29268,Bronson Burgoon,1.14,265,232
120,0,10809,Jim Furyk,1.14,165,145
120,0,35300,Andrew Loupe,1.14,307,269
120,0,28158,Steve Marino,1.14,241,211
120,0,26329,Louis Oosthuizen,1.14,199,174
120,0,33418,Shawn Stefani,1.14,280,245
120,0,31560,Brian Stuard,1.14,225,198
120,0,37189,Harold Varner III,1.14,336,296
128,0,24461,Thomas Aiken,1.13,223,197
128,0,26300,Matt Jones,1.13,287,254
