RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,33413,Ben Martin,15,284,4
2,0,28089,Jason Day,14,234,3
2,0,30925,Dustin Johnson,14,268,3
4,0,32366,Kevin Chappell,13,304,6
4,0,34264,Hudson Swafford,13,334,1
6,0,33461,Morgan Hoffmann,12,214,2
6,0,27747,Hiroshi Iwata,12,270,2
8,0,27974,Sung Kang,11,268,1
8,0,34360,Patrick Reed,11,332,1
8,0,29476,Kyle Reifers,11,363,2
8,0,36699,Patrick Rodgers,11,276,1
8,0,24502,Adam Scott,11,232,0
8,0,33448,Justin Thomas,11,298,2
8,0,27064,Jhonattan Vegas,11,316,1
15,0,12716,Charley Hoffman,10,278,2
15,0,37455,Si Woo Kim,10,348,1
15,0,36689,Brooks Koepka,10,218,1
15,0,23320,Ryan Palmer,10,274,3
15,0,25834,Daniel Summerhays,10,320,2
15,0,37189,Harold Varner III,10,302,3
15,0,25804,Bubba Watson,10,218,2
22,0,26758,David Hearn,9,314,2
22,0,08075,Jerry Kelly,9,246,2
22,0,35300,Andrew Loupe,9,250,3
22,0,25818,Scott Piercy,9,266,4
22,0,35451,Scott Pinckney,9,274,3
22,0,31323,Gary Woodland,9,290,0
28,0,25686,Jason Dufner,8,302,1
28,0,29725,Tony Finau,8,308,2
28,0,35532,Tom Hoge,8,236,4
28,0,21961,Charles Howell III,8,300,2
28,0,36801,Mark Hubbard,8,320,0
28,0,29478,Kevin Kisner,8,284,1
28,0,29926,Danny Lee,8,294,1
28,0,25396,Kevin Na,8,292,0
28,0,26476,Chez Reavie,8,278,2
28,0,30110,Kyle Stanley,8,276,0
28,0,34431,Robert Streb,8,274,1
28,0,27963,Chris Stroud,8,259,1
28,0,25493,Nick Taylor,8,265,3
28,0,26951,Johnson Wagner,8,270,1
28,0,25632,Jimmy Walker,8,250,0
43,0,27895,Jonas Blixt,7,252,0
43,0,29268,Bronson Burgoon,7,250,2
43,0,20104,Ken Duke,7,174,1
43,0,28679,Fabián Gómez,7,252,1
43,0,22892,Jason Gore,7,250,1
43,0,24924,Bill Haas,7,262,0
43,0,27644,Brian Harman,7,346,2
43,0,31557,Jim Herman,7,304,3
43,0,46440,Smylie Kaufman,7,290,2
43,0,30711,Colt Knost,7,273,3
43,0,28092,D.H. Lee,7,190,1
43,0,28237,Rory McIlroy,7,212,3
43,0,29221,Webb Simpson,7,210,3
43,0,34046,Jordan Spieth,7,242,3
43,0,29518,Brendan Steele,7,280,1
43,0,27214,Kevin Streelman,7,284,3
43,0,32150,Michael Thompson,7,218,4
43,0,33419,Cameron Tringale,7,262,1
43,0,25892,Steve Wheatcroft,7,262,3
62,0,22371,Aaron Baddeley,6,294,2
62,0,35545,Blayne Barber,6,248,2
62,0,33141,Keegan Bradley,6,256,0
62,0,29479,Scott Brown,6,289,1
62,0,32200,Roberto Castro,6,320,1
62,0,20229,Stewart Cink,6,186,1
62,0,27436,Graham DeLaet,6,222,0
62,0,06522,Ernie Els,6,210,2
62,0,34099,Harris English,6,295,1
62,0,32102,Rickie Fowler,6,248,1
62,0,24358,Robert Garrigus,6,203,3
62,0,33399,Adam Hadwin,6,302,2
62,0,34098,Russell Henley,6,234,0
62,0,35879,Kelly Kraft,6,196,1
62,0,31420,Anirban Lahiri,6,224,0
62,0,26851,Marc Leishman,6,270,1
62,0,27466,Spencer Levin,6,322,1
62,0,27129,Luke List,6,250,3
62,0,31202,William McGirt,6,312,1
62,0,23800,Bryce Molder,6,260,3
62,0,22046,Geoff Ogilvy,6,196,0
62,0,20691,Greg Owen,6,257,1
62,0,33418,Shawn Stefani,6,270,1
62,0,29485,Brett Stegmaier,6,264,1
62,0,28132,Tyrone Van Aswegen,6,321,0
62,0,28114,Dawie van der Walt,6,224,1
62,0,27770,Camilo Villegas,6,255,1
62,0,26289,Boo Weekley,6,262,0
90,0,25364,Paul Casey,5,236,0
90,0,24357,K.J. Choi,5,248,0
90,0,37273,Derek Ernst,5,189,0
90,0,21209,Sergio Garcia,5,166,2
90,0,25900,Lucas Glover,5,246,1
90,0,35539,Luke Guthrie,5,178,1
90,0,32448,James Hahn,5,274,0
90,0,34174,John Huh,5,272,3
90,0,37454,Whee Kim,5,253,2
90,0,30926,Chris Kirk,5,272,2
90,0,32757,Patton Kizzire,5,286,1
90,0,30944,Jason Kokrak,5,284,1
90,0,29461,Jamie Lovemark,5,306,1
90,0,01810,Phil Mickelson,5,230,1
90,0,29289,S.Y. Noh,5,249,1
90,0,24140,Sean O'Hair,5,278,0
90,0,26329,Louis Oosthuizen,5,174,1
90,0,35732,Wes Roach,5,177,0
90,0,22405,Justin Rose,5,212,0
90,0,29223,Sam Saunders,5,205,0
90,0,20645,John Senden,5,274,1
90,0,23325,Vaughn Taylor,5,230,0
112,0,20098,Stuart Appleby,4,210,1
112,0,25274,Steven Bowditch,4,225,2
112,0,25720,Chad Collins,4,232,1
112,0,31646,Emiliano Grillo,4,286,0
112,0,23353,J.J. Henry,4,214,2
112,0,29420,Billy Horschel,4,228,0
112,0,29222,Billy Hurley III,4,206,1
112,0,21731,Freddie Jacobson,4,276,1
112,0,39975,Michael Kim,4,303,0
112,0,33122,Russell Knox,4,280,0
112,0,23108,Matt Kuchar,4,294,0
112,0,34261,Scott Langley,4,212,1
112,0,34409,David Lingmerth,4,264,1
112,0,24781,Hunter Mahan,4,218,2
112,0,32640,Troy Merritt,4,252,1
112,0,25198,Francesco Molinari,4,198,0
112,0,30163,Henrik Norlander,4,220,1
112,0,33667,Carlos Ortiz,4,246,0
112,0,32876,Martin Piller,4,188,2
112,0,10213,Dicky Pride,4,170,3
112,0,26331,Charl Schwartzel,4,216,0
112,0,34265,Will Wilcox,4,212,0
134,0,24461,Thomas Aiken,3,216,2
134,0,29745,Tyler Aldridge,3,254,0
134,0,10885,Robert Allenby,3,164,0
134,0,40026,Daniel Berger,3,290,0
134,0,40058,Zac Blair,3,303,1
134,0,20848,Ángel Cabrera,3,203,0
134,0,12510,Chad Campbell,3,280,0
134,0,20472,Alex Cejka,3,228,0
134,0,23638,Brendon de Jonge,3,266,0
134,0,10809,Jim Furyk,3,148,0
134,0,32618,Rhein Gibson,3,178,0
134,0,20157,Retief Goosen,3,178,1
134,0,27141,J.B. Holmes,3,244,0
134,0,24024,Zach Johnson,3,256,1
134,0,27936,Martin Laird,3,254,0
134,0,33410,Andrew Landry,3,152,0
134,0,33204,Shane Lowry,3,170,1
134,0,34466,Peter Malnati,3,272,1
134,0,27942,Rob Oppenheim,3,204,2
134,0,06567,Vijay Singh,3,224,0
134,0,27649,Brandt Snedeker,3,278,1
134,0,25349,Tim Wilkinson,3,208,1
134,0,21878,Mark Wilson,3,188,1
157,0,24507,Jason Bohn,2,214,1
157,0,23541,Ben Crane,2,240,1
157,0,34262,Jon Curran,2,318,2
157,0,31416,Derek Fathauer,2,293,1
157,0,29974,Branden Grace,2,194,0
157,0,34563,Chesson Hadley,2,262,1
157,0,20766,Padraig Harrington,2,170,1
157,0,26300,Matt Jones,2,254,0
157,0,28158,Steve Marino,2,216,0
157,0,32839,Hideki Matsuyama,2,238,0
157,0,26596,Ryan Moore,2,256,0
157,0,28475,Jeff Overton,2,203,0
157,0,20572,Rod Pampling,2,164,0
157,0,23621,Rory Sabbatini,2,182,0
157,0,35891,Cameron Smith,2,226,0
157,0,30692,Scott Stallings,2,220,0
157,0,06527,Steve Stricker,2,158,0
157,0,30927,Brendon Todd,2,204,0
175,0,24494,Erik Compton,1,205,0
175,0,23983,Luke Donald,1,268,0
175,0,29720,Andres Gonzales,1,249,0
175,0,24912,Will MacKenzie,1,256,0
175,0,25572,Graeme McDowell,1,184,0
175,0,24490,George McNeill,1,169,0
175,0,25240,D.A. Points,1,167,1
