RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
1,0,30925,Dustin Johnson,-13,2.96,8.73
2,0,31646,Emiliano Grillo,-9,2.98,10.98
3,0,24846,Ricky Barnes,-6,2.97,7.11
4,0,29485,Brett Stegmaier,-5,2.98,7.35
5,0,29268,Bronson Burgoon,-1,3.00,8.25
6,0,28775,Nate Lashley,E,3.00,5.67
6,0,25198,Francesco Molinari,E,3.00,8.28
6,0,26951,Johnson Wagner,E,3.00,8.31
9,0,34563,Chesson Hadley,+1,3.00,11.91
9,0,26851,Marc Leishman,+1,3.00,10.56
9,0,26476,Chez Reavie,+1,3.00,10.35
9,0,37275,Sam Ryder,+1,3.00,9.75
13,0,40058,Zac Blair,+2,3.01,6.99
13,0,46435,Austin Cook,+2,3.00,12.75
13,0,29974,Branden Grace,+2,3.01,7.77
13,0,26758,David Hearn,+2,3.01,7.23
13,0,27942,Rob Oppenheim,+2,3.01,8.19
13,0,34256,Andrew Putnam,+2,3.01,10.77
19,0,25364,Paul Casey,+3,3.01,8.55
19,0,32102,Rickie Fowler,+3,3.01,8.64
19,0,24024,Zach Johnson,+3,3.01,10.44
19,0,29926,Danny Lee,+3,3.01,10.38
19,0,32839,Hideki Matsuyama,+3,3.01,8.46
24,0,47993,Denny McCarthy,+4,3.02,7.59
24,0,49771,J.T. Poston,+4,3.01,8.55
26,0,20472,Alex Cejka,+5,3.02,8.43
26,0,19846,Brian Gay,+5,3.01,12.21
26,0,35421,Brandon Harkins,+5,3.01,11.49
26,0,30944,Jason Kokrak,+5,3.01,11.97
26,0,33204,Shane Lowry,+5,3.02,6.81
26,0,39328,Conrad Shindler,+5,3.02,6.75
32,0,26499,Rafa Cabrera Bello,+6,3.02,8.31
32,0,23541,Ben Crane,+6,3.03,7.11
32,0,32757,Patton Kizzire,+6,3.02,10.50
32,0,36689,Brooks Koepka,+6,3.03,7.20
32,0,31202,William McGirt,+6,3.02,9.51
32,0,25396,Kevin Na,+6,3.02,10.23
32,0,22405,Justin Rose,+6,3.02,7.92
39,0,34021,Bud Cauley,+7,3.03,6.42
39,0,34174,John Huh,+7,3.02,10.86
39,0,27974,Sung Kang,+7,3.02,10.20
39,0,29223,Sam Saunders,+7,3.02,9.03
43,0,10809,Jim Furyk,+8,3.04,5.88
43,0,46402,Talor Gooch,+8,3.03,8.73
43,0,29420,Billy Horschel,+8,3.02,9.81
43,0,35461,Beau Hossler,+8,3.02,12.45
43,0,27936,Martin Laird,+8,3.03,7.86
43,0,23325,Vaughn Taylor,+8,3.03,9.51
43,0,32254,Xinjun Zhang,+8,3.03,9.09
50,0,24925,Jonathan Byrd,+9,3.04,7.47
50,0,37278,Nicholas Lindheim,+9,3.03,8.37
50,0,46970,Jon Rahm,+9,3.03,7.77
50,0,36699,Patrick Rodgers,+9,3.02,11.31
50,0,28132,Tyrone Van Aswegen,+9,3.02,11.31
55,0,34098,Russell Henley,+10,3.03,8.73
56,0,35545,Blayne Barber,+11,3.04,8.16
56,0,28089,Jason Day,+11,3.04,8.07
56,0,31416,Derek Fathauer,+11,3.03,9.69
56,0,30911,Tommy Fleetwood,+11,3.04,7.80
60,0,33948,Byeong Hun An,+12,3.04,10.02
60,0,35450,Patrick Cantlay,+12,3.04,9.39
60,0,47959,Bryson DeChambeau,+12,3.03,10.98
60,0,26329,Louis Oosthuizen,+12,3.06,6.48
60,0,48081,Xander Schauffele,+12,3.03,10.92
60,0,25493,Nick Taylor,+12,3.03,10.89
60,0,33448,Justin Thomas,+12,3.04,9.66
67,0,33141,Keegan Bradley,+13,3.03,11.16
67,0,34076,Joel Dahmen,+13,3.04,10.23
67,0,21961,Charles Howell III,+13,3.03,12.06
67,0,25572,Graeme McDowell,+13,3.05,7.23
67,0,28237,Rory McIlroy,+13,3.05,7.29
67,0,32150,Michael Thompson,+13,3.06,6.96
73,0,23353,J.J. Henry,+14,3.05,9.15
73,0,31420,Anirban Lahiri,+14,3.04,9.78
73,0,22056,Cameron Percy,+14,3.07,6.03
73,0,37189,Harold Varner III,+14,3.04,10.80
77,0,28500,Martin Flores,+15,3.04,10.44
77,0,24361,Pat Perez,+15,3.05,8.79
77,0,21528,Henrik Stenson,+15,3.07,6.66
80,0,33410,Andrew Landry,+16,3.05,9.54
80,0,34466,Peter Malnati,+16,3.05,10.05
80,0,28252,Seamus Power,+16,3.05,9.45
80,0,24502,Adam Scott,+16,3.05,9.39
80,0,29221,Webb Simpson,+16,3.04,11.04
80,0,34046,Jordan Spieth,+16,3.05,8.97
80,0,35544,Andrew Yun,+16,3.09,5.43
87,0,20157,Retief Goosen,+17,3.08,6.24
87,0,30926,Chris Kirk,+17,3.04,12.87
87,0,24781,Hunter Mahan,+17,3.07,7.59
87,0,29908,C.T. Pan,+17,3.04,11.82
91,0,29725,Tony Finau,+18,3.05,11.70
91,0,24358,Robert Garrigus,+18,3.06,9.27
91,0,24924,Bill Haas,+18,3.06,9.00
94,0,27958,Ryan Blaum,+19,3.06,9.51
94,0,48084,Wesley Bryan,+19,3.07,7.92
94,0,20593,Greg Chalmers,+19,3.09,6.33
94,0,37338,Zecheng Dou,+19,3.10,5.97
94,0,32448,James Hahn,+19,3.06,9.87
94,0,33418,Shawn Stefani,+19,3.06,8.91
94,0,25632,Jimmy Walker,+19,3.06,9.33
94,0,08793,Tiger Woods,+19,3.07,8.16
102,0,40026,Daniel Berger,+20,3.07,8.94
102,0,39997,Corey Conners,+20,3.05,11.31
102,0,37454,Whee Kim,+20,3.06,10.80
102,0,26596,Ryan Moore,+20,3.06,9.30
102,0,24138,Ian Poulter,+20,3.08,7.68
102,0,47347,Adam Schenk,+20,3.06,9.75
102,0,30692,Scott Stallings,+20,3.05,10.95
109,0,28679,Fabián Gómez,+21,3.06,10.23
109,0,29478,Kevin Kisner,+21,3.07,9.15
109,0,33413,Ben Martin,+21,3.08,7.83
109,0,46601,Trey Mullinax,+21,3.07,8.43
109,0,32333,Kevin Tway,+21,3.05,12.54
109,0,25892,Steve Wheatcroft,+21,3.09,6.99
109,0,49964,Aaron Wise,+21,3.06,10.71
116,0,47125,Matt Atkins,+22,3.11,6.27
116,0,45609,Tyler Duncan,+22,3.06,11.25
116,0,27649,Brandt Snedeker,+22,3.07,9.93
116,0,39324,J.J. Spaun,+22,3.07,9.48
116,0,34431,Robert Streb,+22,3.07,8.97
121,0,20229,Stewart Cink,+23,3.07,10.47
121,0,35310,Lanto Griffin,+23,3.08,8.91
121,0,33122,Russell Knox,+23,3.06,10.89
121,0,01810,Phil Mickelson,+23,3.07,10.35
121,0,20572,Rod Pampling,+23,3.10,7.11
121,0,27214,Kevin Streelman,+23,3.06,11.13
121,0,27095,Nick Watney,+23,3.06,10.95
128,0,45526,Abraham Ancer,+24,3.06,11.58
128,0,19803,Ryan Armour,+24,3.06,12.81
128,0,33399,Adam Hadwin,+24,3.07,10.56
128,0,37455,Si Woo Kim,+24,3.06,12.36
128,0,27129,Luke List,+24,3.06,11.40
128,0,39327,Ben Silverman,+24,3.07,10.17
128,0,33419,Cameron Tringale,+24,3.09,7.59
135,0,29479,Scott Brown,+25,3.06,11.91
135,0,34363,Tyrrell Hatton,+25,3.12,6.36
135,0,34409,David Lingmerth,+25,3.08,9.48
135,0,27349,Alex Noren,+25,3.11,7.08
139,0,34099,Harris English,+26,3.08,9.42
139,0,35506,Mackenzie Hughes,+26,3.08,9.21
139,0,30110,Kyle Stanley,+26,3.08,10.32
142,0,23108,Matt Kuchar,+27,3.08,9.63
143,0,40009,Dominic Bozzelli,+28,3.11,7.95
143,0,29222,Billy Hurley III,+28,3.11,7.77
143,0,34358,Jonathan Randolph,+28,3.11,7.89
146,0,32816,Satoshi Kodaira,+29,3.15,5.64
146,0,32876,Martin Piller,+29,3.09,9.33
146,0,31560,Brian Stuard,+29,3.07,11.73
146,0,22582,Kyle Thompson,+29,3.16,5.55
150,0,35376,Roberto Díaz,+30,3.11,8.19
150,0,29535,Brice Garnett,+30,3.08,11.55
150,0,29518,Brendan Steele,+30,3.12,7.80
150,0,47287,Ethan Tracy,+30,3.11,8.19
154,0,28307,Matt Every,+31,3.10,9.15
154,0,12716,Charley Hoffman,+31,3.10,9.57
154,0,34360,Patrick Reed,+31,3.09,10.35
154,0,27064,Jhonattan Vegas,+31,3.09,10.50
158,0,25818,Scott Piercy,+32,3.10,9.63
158,0,23621,Rory Sabbatini,+32,3.09,10.83
158,0,46501,Ollie Schniederjans,+32,3.09,10.56
158,0,26331,Charl Schwartzel,+32,3.14,7.02
162,0,22371,Aaron Baddeley,+33,3.10,9.51
162,0,27895,Jonas Blixt,+33,3.14,7.17
162,0,32366,Kevin Chappell,+33,3.11,8.67
162,0,35532,Tom Hoge,+33,3.09,11.25
162,0,26300,Matt Jones,+33,3.13,7.41
162,0,25240,D.A. Points,+33,3.14,7.29
162,0,35891,Cameron Smith,+33,3.11,9.24
162,0,29484,Peter Uihlein,+33,3.11,9.30
170,0,27644,Brian Harman,+34,3.10,10.62
170,0,50526,Tom Lovelady,+34,3.10,9.81
170,0,34213,Grayson Murray,+34,3.12,8.61
170,0,24140,Sean O'Hair,+34,3.13,7.71
