RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,25834,Daniel Summerhays,1.48,12,810
2,0,20593,Greg Chalmers,1.50,14,936
3,0,29478,Kevin Kisner,1.78,25,1404
4,0,34466,Peter Malnati,1.81,27,1494
4,0,29221,Webb Simpson,1.81,30,1656
6,0,35891,Cameron Smith,1.92,27,1404
7,0,31560,Brian Stuard,2.00,35,1746
8,0,26951,Johnson Wagner,2.01,25,1242
9,0,30925,Dustin Johnson,2.03,27,1332
10,0,48084,Wesley Bryan,2.07,25,1206
11,0,27095,Nick Watney,2.10,34,1620
12,0,40058,Zac Blair,2.11,22,1044
13,0,33410,Andrew Landry,2.15,31,1440
14,0,24138,Ian Poulter,2.17,25,1152
14,0,27214,Kevin Streelman,2.17,36,1656
16,0,24924,Bill Haas,2.18,29,1332
17,0,24781,Hunter Mahan,2.20,25,1134
18,0,28089,Jason Day,2.21,27,1224
19,0,24024,Zach Johnson,2.23,35,1566
20,0,27649,Brandt Snedeker,2.24,33,1476
20,0,25632,Jimmy Walker,2.24,31,1386
22,0,32102,Rickie Fowler,2.25,30,1332
22,0,29223,Sam Saunders,2.25,30,1332
24,0,23541,Ben Crane,2.26,24,1062
25,0,29479,Scott Brown,2.27,40,1764
25,0,49771,J.T. Poston,2.27,29,1278
27,0,21528,Henrik Stenson,2.28,23,1008
28,0,19846,Brian Gay,2.31,42,1818
29,0,29725,Tony Finau,2.32,41,1764
30,0,20472,Alex Cejka,2.33,29,1242
31,0,33413,Ben Martin,2.34,27,1152
32,0,34099,Harris English,2.35,33,1404
32,0,32640,Troy Merritt,2.35,36,1530
34,0,28775,Nate Lashley,2.36,20,846
35,0,47993,Denny McCarthy,2.38,27,1134
36,0,40009,Dominic Bozzelli,2.39,28,1170
36,0,21961,Charles Howell III,2.39,43,1800
36,0,25396,Kevin Na,2.39,37,1548
36,0,34360,Patrick Reed,2.39,37,1548
36,0,28132,Tyrone Van Aswegen,2.39,40,1674
41,0,32333,Kevin Tway,2.40,45,1872
42,0,34563,Chesson Hadley,2.41,43,1782
42,0,27349,Alex Noren,2.41,26,1080
44,0,31202,William McGirt,2.42,34,1404
45,0,10809,Jim Furyk,2.43,21,864
46,0,22056,Cameron Percy,2.44,22,900
47,0,24846,Ricky Barnes,2.45,26,1062
47,0,39327,Ben Silverman,2.45,37,1512
49,0,28237,Rory McIlroy,2.46,27,1098
50,0,34174,John Huh,2.47,40,1620
51,0,35461,Beau Hossler,2.51,47,1872
51,0,37455,Si Woo Kim,2.51,47,1872
53,0,30926,Chris Kirk,2.52,48,1908
54,0,39975,Michael Kim,2.54,32,1260
55,0,01810,Phil Mickelson,2.55,40,1566
55,0,46501,Ollie Schniederjans,2.55,40,1566
