RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,22056,Cameron Percy,.79,2,252
2,0,40009,Dominic Bozzelli,1.11,4,360
3,0,20593,Greg Chalmers,1.17,4,342
4,0,40058,Zac Blair,1.23,4,324
5,0,29221,Webb Simpson,1.33,6,450
6,0,19846,Brian Gay,1.34,7,522
6,0,34563,Chesson Hadley,1.34,7,522
8,0,33399,Adam Hadwin,1.39,6,432
9,0,24024,Zach Johnson,1.45,6,414
9,0,29478,Kevin Kisner,1.45,6,414
11,0,34363,Tyrrell Hatton,1.48,4,270
11,0,21528,Henrik Stenson,1.48,4,270
13,0,32333,Kevin Tway,1.53,8,522
14,0,47993,Denny McCarthy,1.67,6,360
15,0,36689,Brooks Koepka,1.74,5,288
16,0,30925,Dustin Johnson,1.75,6,342
17,0,35891,Cameron Smith,1.77,7,396
18,0,29461,Jamie Lovemark,1.78,8,450
19,0,34021,Bud Cauley,1.85,5,270
19,0,28089,Jason Day,1.85,6,324
19,0,24924,Bill Haas,1.85,8,432
19,0,21961,Charles Howell III,1.85,9,486
19,0,24138,Ian Poulter,1.85,6,324
24,0,12716,Charley Hoffman,1.93,8,414
25,0,32102,Rickie Fowler,1.94,7,360
25,0,33413,Ben Martin,1.94,7,360
27,0,10809,Jim Furyk,1.98,5,252
27,0,35461,Beau Hossler,1.98,10,504
29,0,20229,Stewart Cink,2.00,9,450
29,0,27095,Nick Watney,2.00,9,450
31,0,25632,Jimmy Walker,2.02,8,396
32,0,25364,Paul Casey,2.05,7,342
32,0,25892,Steve Wheatcroft,2.05,7,342
34,0,46402,Talor Gooch,2.08,9,432
34,0,29223,Sam Saunders,2.08,9,432
36,0,27895,Jonas Blixt,2.12,8,378
37,0,34466,Peter Malnati,2.14,10,468
37,0,32640,Troy Merritt,2.14,10,468
37,0,46501,Ollie Schniederjans,2.14,10,468
37,0,27214,Kevin Streelman,2.14,10,468
41,0,29479,Scott Brown,2.15,12,558
42,0,26499,Rafa Cabrera Bello,2.16,7,324
43,0,27129,Luke List,2.18,11,504
43,0,34431,Robert Streb,2.18,11,504
45,0,22371,Aaron Baddeley,2.22,10,450
45,0,27958,Ryan Blaum,2.22,10,450
45,0,31560,Brian Stuard,2.22,12,540
48,0,27349,Alex Noren,2.29,7,306
49,0,29420,Billy Horschel,2.31,10,432
49,0,31202,William McGirt,2.31,10,432
51,0,19803,Ryan Armour,2.33,13,558
52,0,29485,Brett Stegmaier,2.34,8,342
53,0,29725,Tony Finau,2.35,11,468
53,0,28679,Fabián Gómez,2.35,11,468
53,0,39327,Ben Silverman,2.35,11,468
56,0,34099,Harris English,2.49,13,522
56,0,29535,Brice Garnett,2.49,13,522
56,0,28132,Tyrone Van Aswegen,2.49,13,522
59,0,24140,Sean O'Hair,2.50,9,360
60,0,25804,Bubba Watson,2.53,10,396
61,0,47959,Bryson DeChambeau,2.55,11,432
61,0,33410,Andrew Landry,2.55,11,432
63,0,28307,Matt Every,2.56,12,468
63,0,37189,Harold Varner III,2.56,12,468
65,0,30911,Tommy Fleetwood,2.61,8,306
65,0,29974,Branden Grace,2.61,8,306
65,0,33204,Shane Lowry,2.61,8,306
65,0,22405,Justin Rose,2.61,8,306
65,0,25834,Daniel Summerhays,2.61,8,306
70,0,23541,Ben Crane,2.63,9,342
70,0,39328,Conrad Shindler,2.63,9,342
