RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
113,0,28132,Tyrone Van Aswegen,4.41,49,1111,+0.61
115,0,32150,Michael Thompson,4.42,27,611,+0.81
116,0,46550,Brandon Hagy,4.43,42,948,+0.38
117,0,27141,J.B. Holmes,4.44,37,834,+0.59
117,0,29518,Brendan Steele,4.44,44,992,+0.70
119,0,46970,Jon Rahm,4.47,41,917,+0.07
120,0,32839,Hideki Matsuyama,4.48,37,825,+0.32
121,0,26331,Charl Schwartzel,4.54,30,661,+0.57
122,0,46501,Ollie Schniederjans,4.56,51,1118,+0.65
123,0,29725,Tony Finau,4.59,58,1263,+0.43
124,0,34021,Bud Cauley,4.61,52,1129,+0.46
125,0,25191,Gonzalo Fernandez-Castaño,4.62,28,606,+0.29
125,0,30926,Chris Kirk,4.62,45,973,+0.67
127,0,30925,Dustin Johnson,4.65,38,818,+0.16
128,0,28500,Martin Flores,4.67,43,920,+0.49
129,0,37455,Si Woo Kim,4.68,39,834,+0.59
130,0,06522,Ernie Els,4.70,24,511,+0.67
131,0,27095,Nick Watney,4.76,42,882,+0.83
132,0,37189,Harold Varner III,4.80,57,1188,+0.63
133,0,33948,Byeong Hun An,4.82,38,788,+0.34
134,0,01810,Phil Mickelson,4.83,46,952,+0.35
135,0,33461,Morgan Hoffmann,4.85,55,1135,+0.51
136,0,24138,Ian Poulter,4.86,37,762,+0.19
137,0,35450,Patrick Cantlay,4.87,31,637,E
138,0,30191,Julián Etulain,4.92,35,711,+0.69
138,0,34409,David Lingmerth,4.92,47,956,+0.77
140,0,33120,Mark Anderson,4.96,29,585,+0.41
141,0,24846,Ricky Barnes,4.97,53,1067,+0.62
141,0,46601,Trey Mullinax,4.97,48,965,+0.60
143,0,20157,Retief Goosen,4.98,28,562,+0.54
144,0,28252,Seamus Power,4.99,47,941,+0.43
145,0,40009,Dominic Bozzelli,5.03,38,755,+0.50
146,0,39975,Michael Kim,5.07,59,1164,+0.64
146,0,25632,Jimmy Walker,5.07,35,691,+0.54
148,0,24358,Robert Garrigus,5.10,42,824,+0.55
149,0,33448,Justin Thomas,5.13,46,896,+0.37
150,0,28089,Jason Day,5.15,39,757,+0.62
151,0,46440,Smylie Kaufman,5.16,45,872,+0.67
151,0,22405,Justin Rose,5.16,38,736,+0.21
153,0,31416,Derek Fathauer,5.17,46,889,+0.72
154,0,29222,Billy Hurley III,5.21,50,960,+0.62
155,0,34431,Robert Streb,5.26,61,1160,+0.61
156,0,31420,Anirban Lahiri,5.37,44,819,+0.52
156,0,33419,Cameron Tringale,5.37,48,894,+0.60
158,0,37454,Whee Kim,5.39,46,853,+0.63
159,0,29974,Branden Grace,5.51,36,653,+0.33
159,0,26300,Matt Jones,5.51,39,708,+0.64
159,0,33418,Shawn Stefani,5.51,46,835,+0.50
162,0,32366,Kevin Chappell,5.52,55,997,+0.42
163,0,26499,Rafa Cabrera Bello,5.61,36,642,+0.39
164,0,30944,Jason Kokrak,5.67,65,1146,+0.46
165,0,48084,Wesley Bryan,5.74,61,1063,+0.54
166,0,21961,Charles Howell III,5.86,55,939,+0.40
167,0,27974,Sung Kang,5.98,68,1138,+0.44
168,0,36699,Patrick Rodgers,6.03,55,912,+0.45
169,0,25345,Carl Pettersson,6.04,43,712,+0.67
170,0,28420,Ryan Brehm,6.05,54,893,+0.41
171,0,29461,Jamie Lovemark,6.07,67,1104,+0.25
172,0,28237,Rory McIlroy,6.21,31,499,+0.19
173,0,32333,Kevin Tway,6.40,65,1016,+0.51
174,0,30852,Ryo Ishikawa,6.48,38,586,+0.55
175,0,23320,Ryan Palmer,6.50,44,677,+0.50
176,0,34099,Harris English,6.51,64,983,+0.64
177,0,35891,Cameron Smith,6.61,65,983,+0.48
178,0,27895,Jonas Blixt,6.64,54,813,+0.74
179,0,34213,Grayson Murray,6.69,79,1180,+0.67
180,0,22371,Aaron Baddeley,6.72,43,640,+0.72
180,0,29289,S.Y. Noh,6.72,69,1027,+0.62
182,0,23983,Luke Donald,6.94,41,591,+0.49
183,0,28307,Matt Every,6.95,57,820,+0.68
183,0,36689,Brooks Koepka,6.95,64,921,+0.31
185,0,23800,Bryce Molder,7.11,63,886,+0.60
186,0,27129,Luke List,7.17,85,1185,+0.31
187,0,32757,Patton Kizzire,7.38,73,989,+0.48
188,0,39954,Cody Gribble,8.47,82,968,+0.39
189,0,35300,Andrew Loupe,9.64,61,633,+0.52
190,0,25274,Steven Bowditch,11.37,68,598,+0.60
