RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
126,0,46501,Ollie Schniederjans,16.37,183,1118,+0.02
126,0,31323,Gary Woodland,16.37,154,941,+0.05
128,0,33448,Justin Thomas,16.41,147,896,-0.09
129,0,47959,Bryson DeChambeau,16.45,165,1003,+0.09
130,0,34466,Peter Malnati,16.49,167,1013,+0.08
131,0,32366,Kevin Chappell,16.55,165,997,+0.05
132,0,32757,Patton Kizzire,16.58,164,989,+0.10
133,0,06522,Ernie Els,16.63,85,511,+0.16
133,0,29725,Tony Finau,16.63,210,1263,-0.01
135,0,26300,Matt Jones,16.67,118,708,+0.03
135,0,37455,Si Woo Kim,16.67,139,834,+0.27
135,0,24361,Pat Perez,16.67,170,1020,+0.01
138,0,35891,Cameron Smith,16.68,164,983,+0.10
139,0,23621,Rory Sabbatini,16.71,123,736,+0.02
140,0,25720,Chad Collins,16.73,125,747,+0.17
141,0,29420,Billy Horschel,16.74,186,1111,+0.08
141,0,35506,Mackenzie Hughes,16.74,224,1338,+0.08
143,0,37454,Whee Kim,16.76,143,853,+0.03
144,0,27770,Camilo Villegas,16.88,144,853,+0.04
145,0,35532,Tom Hoge,16.95,91,537,+0.19
145,0,27064,Jhonattan Vegas,16.95,168,991,+0.03
147,0,36801,Mark Hubbard,16.98,143,842,+0.15
148,0,23497,Tag Ridings,17.10,119,696,+0.08
149,0,29461,Jamie Lovemark,17.12,189,1104,+0.03
150,0,33461,Morgan Hoffmann,17.18,195,1135,+0.14
151,0,36699,Patrick Rodgers,17.21,157,912,+0.11
152,0,28237,Rory McIlroy,17.23,86,499,+0.05
153,0,32333,Kevin Tway,17.32,176,1016,+0.01
154,0,34099,Harris English,17.40,171,983,+0.01
155,0,31420,Anirban Lahiri,17.58,144,819,+0.20
156,0,46440,Smylie Kaufman,17.66,154,872,+0.17
157,0,32640,Troy Merritt,17.70,172,972,+0.09
158,0,49771,J.T. Poston,17.71,179,1011,+0.08
159,0,46601,Trey Mullinax,17.72,171,965,+0.03
160,0,28093,Miguel Angel Carballo,17.76,106,597,+0.09
161,0,21961,Charles Howell III,17.78,167,939,+0.11
162,0,28089,Jason Day,17.83,135,757,-0.02
163,0,35879,Kelly Kraft,17.88,160,895,+0.16
164,0,29974,Branden Grace,17.92,117,653,+0.03
165,0,27141,J.B. Holmes,17.99,150,834,+0.07
166,0,28679,Fabián Gómez,18.07,129,714,+0.10
167,0,31416,Derek Fathauer,18.11,161,889,+0.11
168,0,48081,Xander Schauffele,18.14,187,1031,+0.01
169,0,28252,Seamus Power,18.17,171,941,-0.01
170,0,32839,Hideki Matsuyama,18.18,150,825,+0.06
171,0,23320,Ryan Palmer,18.32,124,677,+0.10
172,0,25632,Jimmy Walker,18.38,127,691,+0.10
173,0,35110,Brett Drewitt,18.46,110,596,+0.09
174,0,40026,Daniel Berger,18.48,178,963,+0.06
175,0,46550,Brandon Hagy,18.57,176,948,-0.01
176,0,22371,Aaron Baddeley,18.59,119,640,+0.07
177,0,12716,Charley Hoffman,18.70,242,1294,+0.07
178,0,29720,Andres Gonzales,18.73,148,790,+0.03
179,0,20572,Rod Pampling,19.13,176,920,+0.18
180,0,40009,Dominic Bozzelli,19.74,149,755,+0.03
181,0,23800,Bryce Molder,19.75,175,886,+0.07
182,0,28500,Martin Flores,20.11,185,920,+0.10
183,0,25818,Scott Piercy,20.26,138,681,+0.14
184,0,25191,Gonzalo Fernandez-Castaño,20.30,123,606,+0.07
185,0,35300,Andrew Loupe,20.38,129,633,+0.05
186,0,24502,Adam Scott,21.01,121,576,+0.07
187,0,26851,Marc Leishman,21.30,216,1014,+0.06
188,0,30852,Ryo Ishikawa,21.50,126,586,+0.22
189,0,37278,Nicholas Lindheim,22.41,136,607,+0.15
190,0,29740,Brad Fritsch,23.06,134,581,+0.17
