RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,26289,Boo Weekley,18' 1",4124.583,228
2,0,26476,Chez Reavie,18' 5",5683.167,308
3,0,31557,Jim Herman,18' 10",5030.167,267
4,0,26596,Ryan Moore,19' 5",5193.500,268
5,0,22986,Søren Kjeldsen,19' 6",2871.667,147
6,0,20472,Alex Cejka,19' 8",5366.250,273
7,0,20104,Ken Duke,19' 10",5233.667,264
8,0,40058,Zac Blair,20' 0",6892.500,345
9,0,25572,Graeme McDowell,20' 3",4007.667,198
10,0,31646,Emiliano Grillo,20' 9",6105.000,294
11,0,29478,Kevin Kisner,20' 11",6694.583,320
12,0,25198,Francesco Molinari,21' 0",4832.167,230
12,0,31560,Brian Stuard,21' 0",5815.750,277
14,0,19803,Ryan Armour,21' 1",3839.250,182
15,0,10809,Jim Furyk,21' 4",3471.417,163
15,0,25900,Lucas Glover,21' 4",8051.750,377
17,0,23325,Vaughn Taylor,21' 7",6919.083,321
18,0,24357,K.J. Choi,21' 8",5340.000,246
18,0,25349,Tim Wilkinson,21' 8",4480.000,207
20,0,24024,Zach Johnson,22' 1",6209.417,281
21,0,30110,Kyle Stanley,22' 2",8494.083,383
22,0,29221,Webb Simpson,22' 3",8024.083,360
23,0,23541,Ben Crane,22' 6",6924.000,308
24,0,27644,Brian Harman,22' 8",9607.417,424
24,0,29908,C.T. Pan,22' 8",8046.083,355
24,0,27649,Brandt Snedeker,22' 8",4077.333,180
27,0,23108,Matt Kuchar,22' 10",7402.250,324
27,0,27466,Spencer Levin,22' 10",6510.917,285
29,0,33122,Russell Knox,23' 0",5296.167,230
29,0,27214,Kevin Streelman,23' 0",7990.000,347
31,0,12510,Chad Campbell,23' 1",8963.250,388
31,0,32200,Roberto Castro,23' 1",5589.333,242
31,0,31202,William McGirt,23' 1",6285.500,272
31,0,20572,Rod Pampling,23' 1",8159.083,353
31,0,29476,Kyle Reifers,23' 1",7847.750,340
36,0,27436,Graham DeLaet,23' 2",7820.417,337
36,0,25892,Steve Wheatcroft,23' 2",4071.917,176
38,0,34466,Peter Malnati,23' 3",8377.167,360
39,0,25240,D.A. Points,23' 4",6200.750,266
39,0,34358,Jonathan Randolph,23' 4",5508.167,236
41,0,29479,Scott Brown,23' 5",8816.500,376
42,0,34098,Russell Henley,23' 9",9371.000,394
43,0,24138,Ian Poulter,23' 10",6638.250,279
44,0,28679,Fabián Gómez,24' 1",6338.667,263
44,0,26758,David Hearn,24' 1",7978.167,331
46,0,21209,Sergio Garcia,24' 2",5126.417,212
46,0,34046,Jordan Spieth,24' 2",7865.333,326
48,0,25686,Jason Dufner,24' 3",8160.583,336
48,0,26329,Louis Oosthuizen,24' 3",5818.500,240
50,0,25364,Paul Casey,24' 5",7802.083,320
51,0,31420,Anirban Lahiri,24' 7",7786.583,317
51,0,33413,Ben Martin,24' 7",8396.250,342
51,0,24361,Pat Perez,24' 7",8983.500,365
51,0,29518,Brendan Steele,24' 7",7870.333,320
51,0,26951,Johnson Wagner,24' 7",6671.417,271
56,0,19846,Brian Gay,24' 8",7884.000,320
56,0,34174,John Huh,24' 8",9182.333,372
58,0,24507,Jason Bohn,24' 10",7685.083,309
58,0,33399,Adam Hadwin,24' 10",9102.083,366
60,0,46732,Rick Lamb,24' 11",4564.250,183
60,0,28237,Rory McIlroy,24' 11",4382.917,176
60,0,25834,Daniel Summerhays,24' 11",9735.833,391
63,0,20771,Steven Alker,25' 1",5872.583,234
64,0,33948,Byeong Hun An,25' 2",7197.500,286
64,0,33141,Keegan Bradley,25' 2",9737.167,387
64,0,20593,Greg Chalmers,25' 2",9292.833,369
64,0,34409,David Lingmerth,25' 2",7900.250,314
68,0,32102,Rickie Fowler,25' 3",6481.833,257
69,0,40026,Daniel Berger,25' 5",8796.750,346
69,0,46970,Jon Rahm,25' 5",8448.667,332
71,0,27963,Chris Stroud,25' 7",5781.750,226
72,0,47128,Richy Werenski,25' 9",7178.000,279
73,0,35506,Mackenzie Hughes,25' 10",13169.583,509
73,0,33204,Shane Lowry,25' 10",3849.083,149
75,0,29974,Branden Grace,25' 11",5956.083,230
75,0,24781,Hunter Mahan,25' 11",7613.583,294
77,0,25493,Nick Taylor,26' 0",11056.667,425
78,0,30926,Chris Kirk,26' 1",9221.833,353
78,0,39324,J.J. Spaun,26' 1",8861.833,340
80,0,35545,Blayne Barber,26' 2",8980.250,343
81,0,22405,Justin Rose,26' 3",6807.500,259
82,0,22056,Cameron Percy,26' 4",7767.167,295
83,0,25396,Kevin Na,26' 6",8262.917,312
83,0,29485,Brett Stegmaier,26' 6",7897.667,298
85,0,23497,Tag Ridings,26' 7",7445.500,280
86,0,32839,Hideki Matsuyama,26' 9",8136.917,304
86,0,37189,Harold Varner III,26' 9",12482.167,466
86,0,27064,Jhonattan Vegas,26' 9",10425.750,390
89,0,28093,Miguel Angel Carballo,26' 10",6073.500,226
89,0,29222,Billy Hurley III,26' 10",9601.250,358
91,0,35110,Brett Drewitt,26' 11",6354.750,236
91,0,12716,Charley Hoffman,26' 11",13488.167,501
93,0,32448,James Hahn,27' 0",10676.333,395
93,0,27936,Martin Laird,27' 0",8660.167,321
95,0,34264,Hudson Swafford,27' 1",10677.000,394
96,0,29420,Billy Horschel,27' 2",11173.750,411
96,0,27974,Sung Kang,27' 2",12261.917,451
98,0,27958,Ryan Blaum,27' 3",12075.500,443
99,0,21961,Charles Howell III,27' 5",11376.333,415
99,0,29223,Sam Saunders,27' 5",7983.417,291
101,0,35532,Tom Hoge,27' 7",6200.667,225
101,0,39975,Michael Kim,27' 7",12063.500,438
101,0,29926,Danny Lee,27' 7",10264.750,372
101,0,24140,Sean O'Hair,27' 7",9706.833,352
101,0,22046,Geoff Ogilvy,27' 7",9274.750,336
106,0,36801,Mark Hubbard,27' 8",8863.750,320
106,0,49771,J.T. Poston,27' 8",11270.250,407
108,0,32640,Troy Merritt,27' 9",9773.833,352
108,0,23621,Rory Sabbatini,27' 9",7152.500,258
110,0,24924,Bill Haas,27' 10",10187.500,366
111,0,48081,Xander Schauffele,27' 11",10339.500,370
112,0,26499,Rafa Cabrera Bello,28' 0",6071.917,217
112,0,34021,Bud Cauley,28' 0",11550.083,412
114,0,25720,Chad Collins,28' 1",8109.000,289
114,0,37455,Si Woo Kim,28' 1",9089.750,324
114,0,26851,Marc Leishman,28' 1",10860.417,387
114,0,23800,Bryce Molder,28' 1",10382.917,370
