RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,19803,Ryan Armour,72.73,600,825
2,0,10809,Jim Furyk,72.07,511,709
3,0,26289,Boo Weekley,71.67,731,1020
4,0,26476,Chez Reavie,71.40,946,1325
5,0,31560,Brian Stuard,71.32,868,1217
6,0,25198,Francesco Molinari,70.14,707,1008
7,0,31202,William McGirt,69.96,815,1165
8,0,25572,Graeme McDowell,69.87,545,780
9,0,40058,Zac Blair,69.70,964,1383
10,0,22986,Søren Kjeldsen,69.21,472,682
11,0,31557,Jim Herman,69.02,724,1049
12,0,20104,Ken Duke,68.62,680,991
13,0,30110,Kyle Stanley,68.55,957,1396
14,0,23325,Vaughn Taylor,68.28,805,1179
15,0,25892,Steve Wheatcroft,68.24,447,655
16,0,23541,Ben Crane,67.97,749,1102
17,0,26596,Ryan Moore,67.90,751,1106
18,0,27466,Spencer Levin,67.82,805,1187
19,0,29478,Kevin Kisner,67.76,929,1371
20,0,33122,Russell Knox,67.62,664,982
21,0,20771,Steven Alker,67.54,595,881
22,0,24024,Zach Johnson,67.53,728,1078
23,0,12510,Chad Campbell,67.21,910,1354
24,0,20472,Alex Cejka,67.19,721,1073
25,0,33141,Keegan Bradley,66.78,951,1424
26,0,26758,David Hearn,66.75,791,1185
27,0,32200,Roberto Castro,66.35,631,951
28,0,29221,Webb Simpson,66.26,915,1381
29,0,24357,K.J. Choi,66.23,610,921
30,0,27214,Kevin Streelman,66.01,810,1227
31,0,23108,Matt Kuchar,65.94,846,1283
32,0,47128,Richy Werenski,65.92,681,1033
33,0,33204,Shane Lowry,65.84,451,685
34,0,25240,D.A. Points,65.83,626,951
35,0,27963,Chris Stroud,65.70,542,825
36,0,25349,Tim Wilkinson,65.68,530,807
37,0,27936,Martin Laird,65.66,761,1159
38,0,19846,Brian Gay,65.47,713,1089
39,0,31646,Emiliano Grillo,65.44,797,1218
40,0,25900,Lucas Glover,65.37,821,1256
41,0,29476,Kyle Reifers,65.15,800,1228
42,0,39324,J.J. Spaun,65.11,782,1201
43,0,23621,Rory Sabbatini,64.91,590,909
44,0,46732,Rick Lamb,64.81,453,699
45,0,29223,Sam Saunders,64.69,632,977
46,0,29485,Brett Stegmaier,64.66,686,1061
47,0,34358,Jonathan Randolph,64.25,566,881
48,0,29908,C.T. Pan,64.20,771,1201
49,0,25364,Paul Casey,64.13,808,1260
50,0,34174,John Huh,64.09,787,1228
51,0,30926,Chris Kirk,63.93,741,1159
52,0,32102,Rickie Fowler,63.91,680,1064
53,0,29479,Scott Brown,63.89,812,1271
54,0,25686,Jason Dufner,63.76,732,1148
55,0,27436,Graham DeLaet,63.68,675,1060
56,0,24507,Jason Bohn,63.67,631,991
56,0,34409,David Lingmerth,63.67,666,1046
56,0,33413,Ben Martin,63.67,701,1101
56,0,25834,Daniel Summerhays,63.67,836,1313
60,0,34098,Russell Henley,63.66,862,1354
61,0,28093,Miguel Angel Carballo,63.61,507,797
62,0,27649,Brandt Snedeker,63.58,447,703
63,0,24781,Hunter Mahan,63.40,627,989
64,0,30191,Julián Etulain,63.34,558,881
65,0,33399,Adam Hadwin,63.20,864,1367
66,0,26951,Johnson Wagner,63.18,556,880
67,0,32448,James Hahn,63.14,848,1343
68,0,34466,Peter Malnati,63.10,749,1187
69,0,29518,Brendan Steele,62.88,742,1180
70,0,27644,Brian Harman,62.80,878,1398
71,0,29926,Danny Lee,62.72,779,1242
72,0,22046,Geoff Ogilvy,62.59,629,1005
73,0,23353,J.J. Henry,62.58,751,1200
74,0,24138,Ian Poulter,62.55,593,948
75,0,21209,Sergio Garcia,62.33,541,868
76,0,24361,Pat Perez,62.00,783,1263
77,0,28679,Fabián Gómez,61.81,513,830
78,0,32150,Michael Thompson,61.72,482,781
79,0,25493,Nick Taylor,61.66,817,1325
80,0,35545,Blayne Barber,61.62,610,990
81,0,35450,Patrick Cantlay,61.47,410,667
82,0,26499,Rafa Cabrera Bello,61.43,516,840
83,0,26329,Louis Oosthuizen,61.29,532,868
84,0,25396,Kevin Na,61.26,702,1146
85,0,32640,Troy Merritt,60.98,647,1061
86,0,27958,Ryan Blaum,60.94,816,1339
87,0,20572,Rod Pampling,60.83,604,993
88,0,35110,Brett Drewitt,60.73,450,741
89,0,24140,Sean O'Hair,60.61,711,1173
90,0,29222,Billy Hurley III,60.57,679,1121
91,0,33418,Shawn Stefani,60.53,575,950
92,0,36801,Mark Hubbard,60.41,624,1033
93,0,33461,Morgan Hoffmann,60.39,741,1227
94,0,34264,Hudson Swafford,60.27,757,1256
95,0,22056,Cameron Percy,60.18,547,909
96,0,27895,Jonas Blixt,60.10,586,975
96,0,34021,Bud Cauley,60.10,738,1228
98,0,29420,Billy Horschel,60.07,722,1202
99,0,35879,Kelly Kraft,60.06,594,989
100,0,40026,Daniel Berger,60.03,724,1206
101,0,34046,Jordan Spieth,60.00,657,1095
102,0,33120,Mark Anderson,59.97,436,727
103,0,31420,Anirban Lahiri,59.82,603,1008
104,0,20593,Greg Chalmers,59.80,595,995
105,0,28132,Tyrone Van Aswegen,59.79,809,1353
106,0,39975,Michael Kim,59.71,750,1256
107,0,25818,Scott Piercy,59.68,558,935
108,0,27974,Sung Kang,59.65,850,1425
109,0,35506,Mackenzie Hughes,59.63,870,1459
110,0,37189,Harold Varner III,59.61,825,1384
111,0,24358,Robert Garrigus,59.52,597,1003
112,0,25804,Bubba Watson,59.50,526,884
113,0,49771,J.T. Poston,59.44,721,1213
114,0,30944,Jason Kokrak,59.32,786,1325
115,0,25720,Chad Collins,59.31,513,865
115,0,31323,Gary Woodland,59.31,736,1241
117,0,24924,Bill Haas,59.27,703,1186
118,0,48081,Xander Schauffele,58.82,757,1287
119,0,32366,Kevin Chappell,58.78,740,1259
120,0,46970,Jon Rahm,58.66,681,1161
121,0,32839,Hideki Matsuyama,58.61,626,1068
122,0,12716,Charley Hoffman,58.56,886,1513
123,0,29974,Branden Grace,58.47,518,886
124,0,47959,Bryson DeChambeau,58.34,724,1241
125,0,22405,Justin Rose,58.32,522,895
126,0,46443,Brian Campbell,58.20,415,713
127,0,23497,Tag Ridings,58.18,480,825
128,0,33419,Cameron Tringale,58.15,674,1159
129,0,26851,Marc Leishman,57.94,730,1260
130,0,48084,Wesley Bryan,57.87,735,1270
131,0,20157,Retief Goosen,57.79,371,642
132,0,23320,Ryan Palmer,57.76,428,741
133,0,27064,Jhonattan Vegas,57.67,729,1264
134,0,23800,Bryce Molder,57.60,595,1033
135,0,34431,Robert Streb,57.58,756,1313
136,0,29725,Tony Finau,57.53,837,1455
137,0,29461,Jamie Lovemark,57.39,769,1340
138,0,34360,Patrick Reed,57.18,800,1399
139,0,33948,Byeong Hun An,57.17,574,1004
140,0,26300,Matt Jones,57.09,447,783
141,0,30692,Scott Stallings,57.04,612,1073
142,0,37455,Si Woo Kim,57.03,600,1052
143,0,30925,Dustin Johnson,56.97,560,983
144,0,24502,Adam Scott,56.65,460,812
145,0,25632,Jimmy Walker,56.59,485,857
146,0,40009,Dominic Bozzelli,56.57,512,905
147,0,23983,Luke Donald,56.50,378,669
148,0,29740,Brad Fritsch,56.40,410,727
149,0,35891,Cameron Smith,56.26,643,1143
150,0,06522,Ernie Els,56.20,408,726
151,0,37278,Nicholas Lindheim,56.19,440,783
152,0,34213,Grayson Murray,56.01,704,1257
153,0,35532,Tom Hoge,55.99,360,643
154,0,36689,Brooks Koepka,55.80,625,1120
155,0,29720,Andres Gonzales,55.75,538,965
156,0,27095,Nick Watney,55.67,535,961
157,0,27129,Luke List,55.63,761,1368
158,0,31416,Derek Fathauer,55.49,581,1047
159,0,37454,Whee Kim,55.37,557,1006
160,0,20229,Stewart Cink,55.13,715,1297
161,0,28237,Rory McIlroy,55.06,370,672
162,0,01810,Phil Mickelson,55.05,616,1119
162,0,33448,Justin Thomas,55.05,610,1108
164,0,46440,Smylie Kaufman,54.79,543,991
165,0,39954,Cody Gribble,54.77,591,1079
166,0,21961,Charles Howell III,54.72,626,1144
167,0,46601,Trey Mullinax,54.59,625,1145
168,0,48822,Sebastián Muñoz,54.45,373,685
169,0,27770,Camilo Villegas,54.37,548,1008
170,0,24846,Ricky Barnes,54.32,698,1285
171,0,26331,Charl Schwartzel,54.31,454,836
172,0,28089,Jason Day,53.94,500,927
173,0,28252,Seamus Power,53.27,594,1115
174,0,25191,Gonzalo Fernandez-Castaño,53.26,417,783
175,0,29289,S.Y. Noh,53.09,645,1215
176,0,36699,Patrick Rodgers,52.90,547,1034
177,0,28500,Martin Flores,52.79,597,1131
178,0,32757,Patton Kizzire,52.54,558,1062
179,0,32333,Kevin Tway,52.48,646,1231
180,0,46550,Brandon Hagy,52.46,565,1077
181,0,22371,Aaron Baddeley,52.25,418,800
182,0,25345,Carl Pettersson,51.94,428,824
183,0,30852,Ryo Ishikawa,51.92,405,780
184,0,28420,Ryan Brehm,51.90,559,1077
185,0,46501,Ollie Schniederjans,51.89,631,1216
186,0,34099,Harris English,51.42,545,1060
187,0,27141,J.B. Holmes,51.27,545,1063
188,0,28307,Matt Every,48.41,473,977
189,0,35300,Andrew Loupe,45.93,333,725
190,0,25274,Steven Bowditch,45.37,348,767
