RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,19803,Ryan Armour,88.48,730,825
2,0,26289,Boo Weekley,87.75,895,1020
3,0,31557,Jim Herman,86.75,910,1049
4,0,26476,Chez Reavie,86.19,1142,1325
5,0,30110,Kyle Stanley,86.10,1202,1396
6,0,31560,Brian Stuard,85.95,1046,1217
7,0,31202,William McGirt,85.84,1000,1165
8,0,25900,Lucas Glover,85.43,1073,1256
9,0,23325,Vaughn Taylor,85.41,1007,1179
10,0,20771,Steven Alker,85.36,752,881
11,0,26596,Ryan Moore,85.35,944,1106
12,0,29908,C.T. Pan,85.26,1024,1201
13,0,33141,Keegan Bradley,85.25,1214,1424
14,0,25198,Francesco Molinari,85.22,859,1008
15,0,27436,Graham DeLaet,85.09,902,1060
16,0,20104,Ken Duke,85.07,843,991
17,0,25364,Paul Casey,84.76,1068,1260
18,0,23541,Ben Crane,84.75,934,1102
19,0,12510,Chad Campbell,84.71,1147,1354
20,0,40058,Zac Blair,84.67,1171,1383
20,0,33204,Shane Lowry,84.67,580,685
22,0,25240,D.A. Points,84.65,805,951
23,0,27963,Chris Stroud,84.48,697,825
24,0,23621,Rory Sabbatini,84.27,766,909
25,0,46732,Rick Lamb,84.26,589,699
26,0,10809,Jim Furyk,84.20,597,709
27,0,29221,Webb Simpson,84.14,1162,1381
28,0,47128,Richy Werenski,84.12,869,1033
29,0,21209,Sergio Garcia,84.10,730,868
30,0,34409,David Lingmerth,84.03,879,1046
30,0,29223,Sam Saunders,84.03,821,977
32,0,32200,Roberto Castro,84.02,799,951
33,0,27466,Spencer Levin,83.99,997,1187
34,0,20472,Alex Cejka,83.97,901,1073
35,0,27936,Martin Laird,83.95,973,1159
36,0,30925,Dustin Johnson,83.93,825,983
36,0,39324,J.J. Spaun,83.93,1008,1201
36,0,34046,Jordan Spieth,83.93,919,1095
39,0,22056,Cameron Percy,83.83,762,909
40,0,25892,Steve Wheatcroft,83.82,549,655
41,0,27214,Kevin Streelman,83.78,1028,1227
42,0,29476,Kyle Reifers,83.71,1028,1228
43,0,25493,Nick Taylor,83.70,1109,1325
44,0,32448,James Hahn,83.69,1124,1343
45,0,35450,Patrick Cantlay,83.66,558,667
45,0,29478,Kevin Kisner,83.66,1147,1371
47,0,24358,Robert Garrigus,83.65,839,1003
48,0,23353,J.J. Henry,83.50,1002,1200
49,0,22405,Justin Rose,83.46,747,895
50,0,22986,Søren Kjeldsen,83.43,569,682
51,0,26951,Johnson Wagner,83.41,734,880
52,0,33122,Russell Knox,83.40,819,982
53,0,19846,Brian Gay,83.38,908,1089
53,0,34098,Russell Henley,83.38,1129,1354
55,0,34264,Hudson Swafford,83.36,1047,1256
56,0,27129,Luke List,83.33,1140,1368
57,0,29518,Brendan Steele,83.31,983,1180
58,0,24357,K.J. Choi,83.28,767,921
58,0,22046,Geoff Ogilvy,83.28,837,1005
60,0,32102,Rickie Fowler,83.27,886,1064
61,0,35545,Blayne Barber,83.23,824,990
62,0,25572,Graeme McDowell,83.21,649,780
63,0,25686,Jason Dufner,83.19,955,1148
64,0,46970,Jon Rahm,83.12,965,1161
65,0,24781,Hunter Mahan,83.11,822,989
66,0,30926,Chris Kirk,83.09,963,1159
67,0,29974,Branden Grace,83.07,736,886
67,0,27649,Brandt Snedeker,83.07,584,703
69,0,31646,Emiliano Grillo,83.00,1011,1218
70,0,34174,John Huh,82.98,1019,1228
71,0,30191,Julián Etulain,82.97,731,881
72,0,24140,Sean O'Hair,82.95,973,1173
72,0,26329,Louis Oosthuizen,82.95,720,868
74,0,29479,Scott Brown,82.93,1054,1271
74,0,24024,Zach Johnson,82.93,894,1078
74,0,23108,Matt Kuchar,82.93,1064,1283
77,0,28679,Fabián Gómez,82.89,688,830
78,0,34021,Bud Cauley,82.82,1017,1228
79,0,29420,Billy Horschel,82.78,995,1202
79,0,25349,Tim Wilkinson,82.78,668,807
81,0,29725,Tony Finau,82.75,1204,1455
82,0,28093,Miguel Angel Carballo,82.69,659,797
83,0,33399,Adam Hadwin,82.66,1130,1367
84,0,33418,Shawn Stefani,82.63,785,950
85,0,34466,Peter Malnati,82.56,980,1187
86,0,24924,Bill Haas,82.55,979,1186
86,0,12716,Charley Hoffman,82.55,1249,1513
86,0,25396,Kevin Na,82.55,946,1146
89,0,24138,Ian Poulter,82.49,782,948
90,0,29926,Danny Lee,82.37,1023,1242
91,0,49771,J.T. Poston,82.36,999,1213
92,0,32150,Michael Thompson,82.33,643,781
93,0,33413,Ben Martin,82.29,906,1101
94,0,25834,Daniel Summerhays,82.25,1080,1313
95,0,33461,Morgan Hoffmann,82.23,1009,1227
96,0,24361,Pat Perez,82.19,1038,1263
97,0,34358,Jonathan Randolph,82.18,724,881
98,0,31323,Gary Woodland,82.11,1019,1241
99,0,26758,David Hearn,82.03,972,1185
100,0,40026,Daniel Berger,82.01,989,1206
101,0,32640,Troy Merritt,82.00,870,1061
102,0,37189,Harold Varner III,81.94,1134,1384
103,0,25818,Scott Piercy,81.93,766,935
104,0,33448,Justin Thomas,81.86,907,1108
105,0,32839,Hideki Matsuyama,81.84,874,1068
106,0,28500,Martin Flores,81.79,925,1131
107,0,27958,Ryan Blaum,81.78,1095,1339
108,0,29461,Jamie Lovemark,81.72,1095,1340
109,0,20229,Stewart Cink,81.65,1059,1297
110,0,48081,Xander Schauffele,81.59,1050,1287
111,0,36801,Mark Hubbard,81.51,842,1033
112,0,27095,Nick Watney,81.48,783,961
113,0,29720,Andres Gonzales,81.45,786,965
114,0,29485,Brett Stegmaier,81.43,864,1061
115,0,35110,Brett Drewitt,81.38,603,741
116,0,30944,Jason Kokrak,81.28,1077,1325
117,0,30692,Scott Stallings,81.27,872,1073
118,0,27974,Sung Kang,81.19,1157,1425
119,0,20157,Retief Goosen,81.15,521,642
120,0,31420,Anirban Lahiri,81.05,817,1008
121,0,47959,Bryson DeChambeau,80.98,1005,1241
122,0,33120,Mark Anderson,80.88,588,727
123,0,28132,Tyrone Van Aswegen,80.86,1094,1353
124,0,23497,Tag Ridings,80.85,667,825
125,0,28237,Rory McIlroy,80.80,543,672
126,0,46601,Trey Mullinax,80.79,925,1145
127,0,32366,Kevin Chappell,80.70,1016,1259
128,0,26499,Rafa Cabrera Bello,80.60,677,840
129,0,21961,Charles Howell III,80.59,922,1144
129,0,26300,Matt Jones,80.59,631,783
131,0,39975,Michael Kim,80.57,1012,1256
131,0,23320,Ryan Palmer,80.57,597,741
133,0,28420,Ryan Brehm,80.50,867,1077
133,0,46443,Brian Campbell,80.50,574,713
135,0,20572,Rod Pampling,80.46,799,993
135,0,27064,Jhonattan Vegas,80.46,1017,1264
137,0,35506,Mackenzie Hughes,80.40,1173,1459
138,0,33419,Cameron Tringale,80.33,931,1159
139,0,24507,Jason Bohn,80.22,795,991
140,0,24502,Adam Scott,80.17,651,812
141,0,34431,Robert Streb,80.12,1052,1313
142,0,29222,Billy Hurley III,80.11,898,1121
143,0,27895,Jonas Blixt,80.10,781,975
144,0,27644,Brian Harman,80.04,1119,1398
145,0,46440,Smylie Kaufman,79.82,791,991
146,0,20593,Greg Chalmers,79.80,794,995
147,0,25804,Bubba Watson,79.75,705,884
148,0,46501,Ollie Schniederjans,79.69,969,1216
149,0,25720,Chad Collins,79.65,689,865
150,0,28252,Seamus Power,79.64,888,1115
151,0,35532,Tom Hoge,79.47,511,643
152,0,26851,Marc Leishman,79.44,1001,1260
153,0,33948,Byeong Hun An,79.28,796,1004
154,0,35879,Kelly Kraft,79.27,784,989
154,0,35891,Cameron Smith,79.27,906,1143
156,0,46550,Brandon Hagy,79.11,852,1077
157,0,36699,Patrick Rodgers,79.01,817,1034
158,0,37278,Nicholas Lindheim,78.93,618,783
159,0,34213,Grayson Murray,78.84,991,1257
160,0,23800,Bryce Molder,78.80,814,1033
161,0,34099,Harris English,78.77,835,1060
162,0,26331,Charl Schwartzel,78.71,658,836
163,0,37454,Whee Kim,78.63,791,1006
164,0,29289,S.Y. Noh,78.60,955,1215
165,0,24846,Ricky Barnes,78.52,1009,1285
166,0,34360,Patrick Reed,78.48,1098,1399
167,0,29740,Brad Fritsch,78.40,570,727
