RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
168,0,36689,Brooks Koepka,78.30,877,1120
169,0,39954,Cody Gribble,78.13,843,1079
170,0,28089,Jason Day,78.10,724,927
171,0,32333,Kevin Tway,78.07,961,1231
172,0,37455,Si Woo Kim,77.95,820,1052
173,0,48084,Wesley Bryan,77.80,988,1270
174,0,40009,Dominic Bozzelli,77.79,704,905
175,0,30852,Ryo Ishikawa,77.69,606,780
176,0,48822,Sebastián Muñoz,77.66,532,685
177,0,22371,Aaron Baddeley,77.63,621,800
178,0,25191,Gonzalo Fernandez-Castaño,77.52,607,783
179,0,32757,Patton Kizzire,77.31,821,1062
180,0,01810,Phil Mickelson,77.21,864,1119
181,0,31416,Derek Fathauer,77.08,807,1047
182,0,23983,Luke Donald,76.98,515,669
182,0,27770,Camilo Villegas,76.98,776,1008
184,0,06522,Ernie Els,76.45,555,726
185,0,27141,J.B. Holmes,75.45,802,1063
186,0,28307,Matt Every,74.41,727,977
187,0,25632,Jimmy Walker,74.26,678,913
188,0,25345,Carl Pettersson,73.79,608,824
189,0,35300,Andrew Loupe,73.24,531,725
190,0,25274,Steven Bowditch,68.84,528,767
