RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,19803,Ryan Armour,72.70,498,685,-0.11
2,0,26476,Chez Reavie,71.86,830,1155,-0.13
3,0,26289,Boo Weekley,71.71,611,852,-0.11
4,0,10809,Jim Furyk,71.48,436,610,-0.16
5,0,25572,Graeme McDowell,70.22,488,695,-0.12
6,0,31202,William McGirt,69.83,706,1011,-0.14
7,0,30110,Kyle Stanley,69.31,908,1310,-0.18
8,0,25198,Francesco Molinari,69.17,570,824,-0.22
9,0,31560,Brian Stuard,68.91,665,965,-0.09
10,0,26596,Ryan Moore,68.72,624,908,-0.14
11,0,40058,Zac Blair,68.70,777,1131,-0.08
12,0,29478,Kevin Kisner,68.49,737,1076,-0.16
13,0,23325,Vaughn Taylor,68.20,727,1066,-0.12
14,0,24024,Zach Johnson,68.18,647,949,-0.15
15,0,25892,Steve Wheatcroft,68.11,378,555,-0.11
16,0,33204,Shane Lowry,68.05,360,529,-0.16
17,0,31557,Jim Herman,68.04,628,923,-0.12
18,0,20104,Ken Duke,67.98,569,837,-0.08
19,0,33122,Russell Knox,67.81,512,755,-0.13
20,0,27466,Spencer Levin,67.59,632,935,-0.11
21,0,29221,Webb Simpson,67.35,788,1170,-0.17
22,0,22986,Søren Kjeldsen,67.16,317,472,-0.12
23,0,23108,Matt Kuchar,67.13,717,1068,-0.18
24,0,23541,Ben Crane,66.81,640,958,-0.13
25,0,33141,Keegan Bradley,66.54,843,1267,-0.19
26,0,20472,Alex Cejka,66.47,573,862,-0.09
27,0,20771,Steven Alker,66.29,472,712,-0.12
28,0,32102,Rickie Fowler,66.10,579,876,-0.24
29,0,12510,Chad Campbell,66.07,781,1182,-0.16
30,0,26758,David Hearn,65.69,649,988,-0.13
31,0,24357,K.J. Choi,65.56,493,752,-0.07
31,0,27214,Kevin Streelman,65.56,712,1086,-0.12
33,0,47128,Richy Werenski,65.53,557,850,-0.16
34,0,31646,Emiliano Grillo,65.51,604,922,-0.13
35,0,32200,Roberto Castro,65.47,493,753,-0.07
