RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,33448,Justin Thomas,-.088
2,0,46970,Jon Rahm,-.063
3,0,35450,Patrick Cantlay,-.041
4,0,27129,Luke List,-.037
4,0,26289,Boo Weekley,-.037
6,0,33204,Shane Lowry,-.036
7,0,28089,Jason Day,-.022
8,0,29725,Tony Finau,-.014
9,0,28252,Seamus Power,-.012
10,0,26476,Chez Reavie,-.008
11,0,46550,Brandon Hagy,-.006
12,0,24361,Pat Perez,+.006
13,0,27436,Graham DeLaet,+.008
14,0,26329,Louis Oosthuizen,+.010
15,0,48081,Xander Schauffele,+.011
15,0,32333,Kevin Tway,+.011
17,0,34099,Harris English,+.012
18,0,30925,Dustin Johnson,+.016
18,0,23621,Rory Sabbatini,+.016
20,0,25892,Steve Wheatcroft,+.017
21,0,29289,S.Y. Noh,+.019
22,0,46501,Ollie Schniederjans,+.022
23,0,40058,Zac Blair,+.025
23,0,32448,James Hahn,+.025
25,0,29974,Branden Grace,+.026
25,0,29461,Jamie Lovemark,+.026
27,0,29720,Andres Gonzales,+.027
28,0,37454,Whee Kim,+.028
29,0,46601,Trey Mullinax,+.029
30,0,27064,Jhonattan Vegas,+.030
31,0,24140,Sean O'Hair,+.033
32,0,40009,Dominic Bozzelli,+.034
32,0,26300,Matt Jones,+.034
32,0,34046,Jordan Spieth,+.034
35,0,34213,Grayson Murray,+.037
36,0,39975,Michael Kim,+.038
37,0,30926,Chris Kirk,+.039
38,0,26499,Rafa Cabrera Bello,+.040
38,0,29221,Webb Simpson,+.040
40,0,33399,Adam Hadwin,+.041
40,0,27214,Kevin Streelman,+.041
42,0,27770,Camilo Villegas,+.042
43,0,25493,Nick Taylor,+.045
43,0,31323,Gary Woodland,+.045
45,0,28237,Rory McIlroy,+.047
46,0,25349,Tim Wilkinson,+.048
47,0,32102,Rickie Fowler,+.053
48,0,35300,Andrew Loupe,+.054
49,0,46443,Brian Campbell,+.055
49,0,32366,Kevin Chappell,+.055
51,0,40026,Daniel Berger,+.056
51,0,25686,Jason Dufner,+.056
51,0,26851,Marc Leishman,+.056
54,0,34409,David Lingmerth,+.057
55,0,34431,Robert Streb,+.058
55,0,27095,Nick Watney,+.058
57,0,32839,Hideki Matsuyama,+.060
58,0,29476,Kyle Reifers,+.061
59,0,29223,Sam Saunders,+.062
60,0,33418,Shawn Stefani,+.065
61,0,24924,Bill Haas,+.066
61,0,12716,Charley Hoffman,+.066
63,0,22371,Aaron Baddeley,+.067
63,0,22405,Justin Rose,+.067
65,0,23800,Bryce Molder,+.069
66,0,23983,Luke Donald,+.071
66,0,24024,Zach Johnson,+.071
66,0,48822,Sebastián Muñoz,+.071
66,0,22056,Cameron Percy,+.071
70,0,27936,Martin Laird,+.072
71,0,25191,Gonzalo Fernandez-Castaño,+.073
71,0,27141,J.B. Holmes,+.073
73,0,29479,Scott Brown,+.074
73,0,24502,Adam Scott,+.074
75,0,24358,Robert Garrigus,+.076
75,0,35506,Mackenzie Hughes,+.076
77,0,24846,Ricky Barnes,+.077
77,0,26331,Charl Schwartzel,+.077
77,0,34264,Hudson Swafford,+.077
80,0,49771,J.T. Poston,+.078
81,0,25240,D.A. Points,+.079
82,0,29420,Billy Horschel,+.081
83,0,01810,Phil Mickelson,+.083
83,0,23325,Vaughn Taylor,+.083
83,0,25804,Bubba Watson,+.083
86,0,34466,Peter Malnati,+.084
86,0,23497,Tag Ridings,+.084
88,0,20472,Alex Cejka,+.085
89,0,34360,Patrick Reed,+.086
90,0,37189,Harold Varner III,+.087
91,0,20229,Stewart Cink,+.088
92,0,47959,Bryson DeChambeau,+.091
92,0,35110,Brett Drewitt,+.091
94,0,19803,Ryan Armour,+.092
95,0,27644,Brian Harman,+.093
95,0,32640,Troy Merritt,+.093
97,0,28093,Miguel Angel Carballo,+.094
97,0,30692,Scott Stallings,+.094
99,0,29926,Danny Lee,+.095
100,0,34021,Bud Cauley,+.096
100,0,24781,Hunter Mahan,+.096
102,0,28500,Martin Flores,+.097
103,0,28679,Fabián Gómez,+.101
104,0,25632,Jimmy Walker,+.102
105,0,25900,Lucas Glover,+.103
105,0,25396,Kevin Na,+.103
107,0,32757,Patton Kizzire,+.104
107,0,35891,Cameron Smith,+.104
109,0,34098,Russell Henley,+.105
109,0,23320,Ryan Palmer,+.105
111,0,31416,Derek Fathauer,+.106
112,0,28420,Ryan Brehm,+.107
112,0,30191,Julián Etulain,+.107
112,0,29478,Kevin Kisner,+.107
112,0,24138,Ian Poulter,+.107
112,0,29518,Brendan Steele,+.107
117,0,21961,Charles Howell III,+.108
118,0,24507,Jason Bohn,+.109
119,0,29222,Billy Hurley III,+.111
120,0,27466,Spencer Levin,+.112
121,0,32150,Michael Thompson,+.113
122,0,36699,Patrick Rodgers,+.115
123,0,32200,Roberto Castro,+.116
123,0,19846,Brian Gay,+.116
125,0,34358,Jonathan Randolph,+.118
126,0,20104,Ken Duke,+.119
126,0,22046,Geoff Ogilvy,+.119
128,0,27895,Jonas Blixt,+.122
129,0,31557,Jim Herman,+.124
129,0,47128,Richy Werenski,+.124
131,0,31560,Brian Stuard,+.125
132,0,33120,Mark Anderson,+.128
133,0,23108,Matt Kuchar,+.131
133,0,29908,C.T. Pan,+.131
135,0,25834,Daniel Summerhays,+.132
136,0,28307,Matt Every,+.133
136,0,21209,Sergio Garcia,+.133
138,0,30110,Kyle Stanley,+.136
139,0,25364,Paul Casey,+.138
139,0,25818,Scott Piercy,+.138
141,0,36689,Brooks Koepka,+.139
142,0,25198,Francesco Molinari,+.140
143,0,35545,Blayne Barber,+.143
143,0,33413,Ben Martin,+.143
145,0,33461,Morgan Hoffmann,+.144
146,0,27974,Sung Kang,+.146
147,0,24357,K.J. Choi,+.147
147,0,30944,Jason Kokrak,+.147
149,0,12510,Chad Campbell,+.151
150,0,26596,Ryan Moore,+.152
151,0,36801,Mark Hubbard,+.154
151,0,37278,Nicholas Lindheim,+.154
153,0,35879,Kelly Kraft,+.156
153,0,27649,Brandt Snedeker,+.156
155,0,20593,Greg Chalmers,+.160
156,0,25572,Graeme McDowell,+.162
157,0,27958,Ryan Blaum,+.163
157,0,39324,J.J. Spaun,+.163
159,0,06522,Ernie Els,+.165
159,0,20157,Retief Goosen,+.165
161,0,20771,Steven Alker,+.168
161,0,25720,Chad Collins,+.168
163,0,46440,Smylie Kaufman,+.169
164,0,48084,Wesley Bryan,+.170
165,0,10809,Jim Furyk,+.171
166,0,29740,Brad Fritsch,+.172
167,0,33419,Cameron Tringale,+.173
167,0,28132,Tyrone Van Aswegen,+.173
169,0,34174,John Huh,+.177
170,0,25274,Steven Bowditch,+.181
171,0,20572,Rod Pampling,+.182
172,0,33122,Russell Knox,+.186
173,0,35532,Tom Hoge,+.187
174,0,33141,Keegan Bradley,+.189
175,0,25345,Carl Pettersson,+.194
176,0,31420,Anirban Lahiri,+.201
177,0,26951,Johnson Wagner,+.202
178,0,27963,Chris Stroud,+.206
179,0,33948,Byeong Hun An,+.210
180,0,39954,Cody Gribble,+.217
181,0,31646,Emiliano Grillo,+.218
182,0,30852,Ryo Ishikawa,+.222
183,0,23541,Ben Crane,+.224
184,0,26758,David Hearn,+.226
185,0,23353,J.J. Henry,+.234
186,0,31202,William McGirt,+.270
187,0,37455,Si Woo Kim,+.273
188,0,29485,Brett Stegmaier,+.279
189,0,22986,Søren Kjeldsen,+.302
190,0,46732,Rick Lamb,+.307
