RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
128,0,33486,Roger Sloan,1.772,1799,1015,29.94
131,0,33120,Mark Anderson,1.773,1218,687,27.66
131,0,21209,Sergio Garcia,1.773,1654,933,31.32
131,0,24781,Hunter Mahan,1.773,1046,590,31.01
131,0,32640,Troy Merritt,1.773,2021,1140,29.04
131,0,32150,Michael Thompson,1.773,1548,873,28.74
131,0,49964,Aaron Wise,1.773,1796,1013,31.95
137,0,29926,Danny Lee,1.775,1221,688,30.07
137,0,20396,Lee Westwood,1.775,1283,723,29.09
139,0,32333,Kevin Tway,1.776,1330,749,29.62
140,0,29908,C.T. Pan,1.777,1685,948,28.25
140,0,47483,Will Zalatoris,1.777,1935,1089,29.98
142,0,26499,Rafa Cabrera Bello,1.778,1485,835,28.28
142,0,19846,Brian Gay,1.778,1360,765,28.48
144,0,29518,Brendan Steele,1.779,1592,895,29.10
144,0,32254,Xinjun Zhang,1.779,1357,763,28.33
146,0,28679,Fabián Gómez,1.780,1077,605,27.15
146,0,33122,Russell Knox,1.780,2076,1166,28.09
148,0,52372,Cameron Champ,1.781,1587,891,32.43
148,0,27554,Scott Harrington,1.781,1589,892,28.59
150,0,29268,Bronson Burgoon,1.782,1579,886,27.91
150,0,33413,Ben Martin,1.782,1069,600,28.93
150,0,53165,Doc Redman,1.782,1606,901,27.78
153,0,33141,Keegan Bradley,1.783,1931,1083,29.31
153,0,28089,Jason Day,1.783,1391,780,28.88
155,0,27129,Luke List,1.784,1955,1096,31.96
155,0,26476,Chez Reavie,1.784,1811,1015,26.88
155,0,35617,Martin Trainer,1.784,1051,589,28.84
155,0,23623,Bo Van Pelt,1.784,1504,843,28.86
159,0,33490,Bo Hoag,1.785,1947,1091,27.53
159,0,47347,Adam Schenk,1.785,2208,1237,30.74
161,0,30692,Scott Stallings,1.786,1666,933,28.22
162,0,32070,Rafael Campos,1.787,1226,686,32.22
162,0,25686,Jason Dufner,1.787,1825,1021,28.01
162,0,30911,Tommy Fleetwood,1.787,1244,696,29.58
162,0,28775,Nate Lashley,1.787,1601,896,27.85
162,0,01810,Phil Mickelson,1.787,1499,839,31.98
167,0,33948,Byeong Hun An,1.788,1711,957,28.75
167,0,27974,Sung Kang,1.788,1716,960,28.23
167,0,36871,Matthew NeSmith,1.788,2013,1126,28.83
170,0,32662,Michael Gligic,1.789,1714,958,28.48
171,0,26331,Charl Schwartzel,1.790,1853,1035,30.07
171,0,30110,Kyle Stanley,1.790,2026,1132,26.26
173,0,34174,John Huh,1.791,1225,684,28.13
174,0,24357,K.J. Choi,1.793,1054,588,26.75
175,0,23983,Luke Donald,1.794,1213,676,25.19
175,0,49298,Kramer Hickok,1.794,1516,845,28.62
177,0,24924,Bill Haas,1.795,935,521,28.32
177,0,40042,Tyler McCumber,1.795,1422,792,29.84
179,0,28420,Ryan Brehm,1.796,1270,707,28.69
180,0,39324,J.J. Spaun,1.798,1570,873,27.26
181,0,31557,Jim Herman,1.801,1426,792,28.61
181,0,34213,Grayson Murray,1.801,994,552,28.52
181,0,23788,D.J. Trahan,1.801,1403,779,27.80
184,0,27936,Martin Laird,1.803,1803,1000,28.59
185,0,21961,Charles Howell III,1.804,1528,847,26.80
186,0,45609,Tyler Duncan,1.805,1879,1041,27.62
187,0,35104,Tom Lewis,1.806,1705,944,27.36
188,0,29970,Dylan Frittelli,1.807,1500,830,28.31
189,0,25804,Bubba Watson,1.808,1526,844,28.67
190,0,34255,Joseph Bramlett,1.810,1750,967,28.90
191,0,24140,Sean O'Hair,1.813,1131,624,26.76
192,0,33404,Chris Baker,1.814,1159,639,24.92
193,0,48045,Michael Gellerman,1.816,1088,599,25.96
194,0,30163,Henrik Norlander,1.817,1901,1046,26.20
195,0,27095,Nick Watney,1.824,1158,635,24.37
196,0,39975,Michael Kim,1.829,1388,759,27.02
