RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,35891,Cameron Smith,1.689,1638,970,37.47
2,0,32757,Patton Kizzire,1.707,2123,1244,34.11
3,0,34046,Jordan Spieth,1.708,1747,1023,36.06
4,0,33597,Harry Higgs,1.709,1567,917,35.27
5,0,47504,Sam Burns,1.710,1753,1025,35.59
5,0,34360,Patrick Reed,1.710,1491,872,35.56
7,0,33448,Justin Thomas,1.711,1754,1025,36.00
8,0,31420,Anirban Lahiri,1.716,1357,791,34.05
9,0,34099,Harris English,1.718,1871,1089,35.64
10,0,46046,Scottie Scheffler,1.719,2065,1201,35.09
11,0,30925,Dustin Johnson,1.720,1486,864,35.23
12,0,29725,Tony Finau,1.722,1872,1087,33.30
12,0,34466,Peter Malnati,1.722,1557,904,33.00
14,0,28237,Rory McIlroy,1.727,1513,876,37.10
15,0,39977,Max Homa,1.728,1709,989,33.60
15,0,48081,Xander Schauffele,1.728,1623,939,35.04
17,0,27644,Brian Harman,1.729,2002,1158,32.67
17,0,33419,Cameron Tringale,1.729,1936,1120,32.83
19,0,34363,Tyrrell Hatton,1.730,1114,644,33.02
19,0,35532,Tom Hoge,1.730,1872,1082,33.70
19,0,50525,Collin Morikawa,1.730,1720,994,32.66
22,0,36689,Brooks Koepka,1.731,1399,808,34.86
23,0,45526,Abraham Ancer,1.732,2117,1222,32.87
23,0,27649,Brandt Snedeker,1.732,1689,975,31.64
25,0,46970,Jon Rahm,1.733,1728,997,35.04
26,0,27349,Alex Noren,1.734,1618,933,32.08
26,0,24138,Ian Poulter,1.734,1368,789,31.93
26,0,29221,Webb Simpson,1.734,1602,924,34.27
29,0,12716,Charley Hoffman,1.736,2099,1209,33.97
30,0,22371,Aaron Baddeley,1.738,1081,622,30.05
30,0,45157,Cam Davis,1.738,1921,1105,35.36
30,0,22405,Justin Rose,1.738,1114,641,32.81
30,0,30927,Brendon Todd,1.738,1745,1004,30.60
34,0,25396,Kevin Na,1.739,1746,1004,32.63
34,0,33667,Carlos Ortiz,1.739,1930,1110,32.07
34,0,23621,Rory Sabbatini,1.739,1522,875,32.99
37,0,47959,Bryson DeChambeau,1.740,1683,967,37.27
37,0,45486,Joaquin Niemann,1.740,2191,1259,33.04
37,0,23320,Ryan Palmer,1.740,1519,873,34.37
40,0,40026,Daniel Berger,1.741,1856,1066,32.86
40,0,24502,Adam Scott,1.741,1475,847,34.00
42,0,49960,Sepp Straka,1.742,2012,1155,32.67
43,0,46717,Viktor Hovland,1.743,1787,1025,33.69
43,0,40006,Erik van Rooyen,1.743,1475,846,32.70
45,0,34076,Joel Dahmen,1.745,1680,963,32.12
45,0,36801,Mark Hubbard,1.745,1960,1123,30.05
45,0,30944,Jason Kokrak,1.745,1913,1096,33.91
45,0,32839,Hideki Matsuyama,1.745,1958,1122,32.89
49,0,19803,Ryan Armour,1.746,1643,941,30.74
49,0,35450,Patrick Cantlay,1.746,1720,985,33.10
49,0,39997,Corey Conners,1.746,2285,1309,31.83
49,0,39971,Sungjae Im,1.746,2649,1517,32.54
49,0,23108,Matt Kuchar,1.746,1358,778,29.81
49,0,46442,Maverick McNealy,1.746,1631,934,31.72
55,0,29478,Kevin Kisner,1.747,1593,912,31.10
55,0,48822,Sebastián Muñoz,1.747,2138,1224,33.50
55,0,26329,Louis Oosthuizen,1.747,1574,901,31.81
55,0,27214,Kevin Streelman,1.747,2090,1196,31.18
59,0,29974,Branden Grace,1.748,1643,940,31.27
59,0,49771,J.T. Poston,1.748,1645,941,32.27
59,0,25493,Nick Taylor,1.748,1858,1063,31.16
62,0,40098,Matt Fitzpatrick,1.749,1338,765,32.50
63,0,28252,Seamus Power,1.750,1246,712,31.59
64,0,32618,Rhein Gibson,1.751,1103,630,29.84
64,0,24361,Pat Perez,1.751,2005,1145,31.12
66,0,35506,Mackenzie Hughes,1.752,1829,1044,30.49
66,0,31560,Brian Stuard,1.752,2188,1249,30.07
66,0,32139,Danny Willett,1.752,899,513,32.03
69,0,23325,Vaughn Taylor,1.753,1592,908,28.68
70,0,30926,Chris Kirk,1.754,1856,1058,29.19
70,0,27942,Rob Oppenheim,1.754,1491,850,32.08
70,0,51894,Vince Whaley,1.754,1645,938,29.76
70,0,56278,Matthew Wolff,1.754,1128,643,32.76
74,0,37455,Si Woo Kim,1.755,1953,1113,32.16
74,0,33410,Andrew Landry,1.755,1332,759,30.37
76,0,31646,Emiliano Grillo,1.756,2169,1235,31.31
76,0,32791,K.H. Lee,1.756,2153,1226,30.66
78,0,32102,Rickie Fowler,1.757,1578,898,30.80
78,0,29420,Billy Horschel,1.757,1808,1029,30.51
78,0,35449,Adam Long,1.757,1674,953,30.42
78,0,31323,Gary Woodland,1.757,1393,793,31.86
82,0,27141,J.B. Holmes,1.758,916,521,32.12
82,0,34431,Robert Streb,1.758,1675,953,28.84
82,0,27330,Josh Teater,1.758,1016,578,30.90
85,0,52375,Doug Ghim,1.759,1896,1078,31.72
85,0,26758,David Hearn,1.759,1344,764,28.33
85,0,26300,Matt Jones,1.759,2123,1207,30.53
85,0,39546,Keith Mitchell,1.759,1719,977,32.07
89,0,20229,Stewart Cink,1.760,1980,1125,30.63
89,0,51766,Wyndham Clark,1.760,1566,890,30.67
89,0,47993,Denny McCarthy,1.760,1906,1083,29.91
92,0,35310,Lanto Griffin,1.761,1858,1055,30.93
92,0,34563,Chesson Hadley,1.761,1474,837,31.34
92,0,32448,James Hahn,1.761,1527,867,31.21
92,0,49766,Hank Lebioda,1.761,1578,896,30.24
92,0,35230,Nelson Ledesma,1.761,995,565,30.32
92,0,47128,Richy Werenski,1.761,1740,988,29.75
98,0,25818,Scott Piercy,1.762,1644,933,30.89
99,0,34256,Andrew Putnam,1.763,1867,1059,29.36
99,0,48119,Ben Taylor,1.763,1051,596,28.62
99,0,35658,Kris Ventura,1.763,1377,781,30.85
102,0,33399,Adam Hadwin,1.764,1745,989,30.06
102,0,34098,Russell Henley,1.764,1852,1050,29.29
102,0,46441,Robby Shelton,1.764,1554,881,29.81
102,0,25632,Jimmy Walker,1.764,1362,772,28.42
102,0,48887,Matt Wallace,1.764,1076,610,30.00
107,0,46402,Talor Gooch,1.765,1881,1066,30.98
107,0,35461,Beau Hossler,1.765,1827,1035,30.95
107,0,27770,Camilo Villegas,1.765,1604,909,30.29
110,0,25900,Lucas Glover,1.766,2036,1153,30.90
110,0,33204,Shane Lowry,1.766,1651,935,30.62
110,0,27556,Ted Potter Jr.,1.766,1351,765,31.93
110,0,37189,Harold Varner III,1.766,1939,1098,30.08
114,0,29479,Scott Brown,1.767,1645,931,31.51
114,0,34314,Sebastian Cappelen,1.767,1046,592,30.46
114,0,37275,Sam Ryder,1.767,1862,1054,29.40
117,0,46435,Austin Cook,1.768,1478,836,27.90
117,0,56762,Will Gordon,1.768,1886,1067,31.73
117,0,27064,Jhonattan Vegas,1.768,1927,1090,32.32
120,0,24024,Zach Johnson,1.769,1788,1011,29.50
120,0,32816,Satoshi Kodaira,1.769,1578,892,30.60
120,0,36699,Patrick Rodgers,1.769,2179,1232,30.54
120,0,34264,Hudson Swafford,1.769,1773,1002,31.46
124,0,29535,Brice Garnett,1.770,1996,1128,28.84
125,0,25364,Paul Casey,1.771,1580,892,31.09
125,0,46550,Brandon Hagy,1.771,1486,839,30.79
125,0,26851,Marc Leishman,1.771,1592,899,30.07
128,0,22056,Cameron Percy,1.772,1783,1006,27.84
128,0,39953,Chase Seiffert,1.772,1660,937,29.27
