RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,06522,Ernie Els,11.65,617.33,-319.00,452.33
2,0,06567,Vijay Singh,7.17,444.33,-334.00,293.33
3,0,01968,Nick Price,6.29,308.44,-253.00,194.44
4,0,12823,Carlos Franco,4.67,233.46,-151.00,135.46
5,0,20098,Stuart Appleby,4.11,234.18,-148.00,163.18
6,0,20400,Michael Campbell,5.87,305.26,-50.00,262.26
7,0,10423,Mike Weir,4.96,287.93,-83.00,213.93
8,0,12680,Shigeki Maruyama,3.09,176.18,-108.00,120.18
9,0,01876,Greg Norman,3.37,134.71,-82.00,78.71
10,0,20157,Retief Goosen,3.73,231.41,-131.00,129.41
11,0,10885,Robert Allenby,3.91,242.60,-57.00,222.60
12,0,01906,Masashi Jumbo Ozaki,2.55,119.66,-137.00,83.66
13,0,01905,Joe Ozaki,2.87,169.52,-133.00,87.52
14,0,20848,Ángel Cabrera,3.17,152.35,-67.00,100.35
15,0,01920,Craig Parry,2.32,127.72,-118.00,51.72
16,0,10821,Toshi Izawa,2.91,154.41,-84.00,103.41
17,0,01313,Steve Elkington,1.79,73.23,-123.00,20.23
18,0,19972,José Coceres,3.35,147.57,-27.00,129.57
19,0,20548,Hidemichi Tanaka,2.63,126.36,-88.00,98.36
20,0,02020,Eduardo Romero,3.43,147.44,-59.00,117.44
21,0,06004,Stephen Ames,1.86,93.24,-56.00,67.24
22,0,01886,Peter O'Malley,1.72,96.17,-86.00,58.17
23,0,07269,Greg Turner,1.43,62.89,-70.00,29.89
24,0,20218,Shingo Katayama,2.98,158.16,-50.00,130.16
25,0,20992,Kazuhiko Hosokawa,1.52,98.87,-91.00,43.87
26,0,20593,Greg Chalmers,1.79,121.47,-67.00,104.47
27,0,20382,Stephen Leaney,1.70,88.43,-84.00,59.43
28,0,22348,Nick O'Hern,1.60,89.67,-31.00,61.67
29,0,12682,Hirofumi Miyase,1.96,123.36,-39.00,89.36
30,0,23621,Rory Sabbatini,2.11,111.90,-18.00,93.90
31,0,20944,Tsuyoshi Yoneyama,1.36,78.83,-69.00,27.83
32,0,22064,Craig Spence,1.18,64.85,-39.00,32.85
33,0,20566,Kaname Yokoo,1.58,101.09,-76.00,63.09
34,0,21489,Nobuhito Sato,2.19,131.29,-33.00,125.29
35,0,01796,Mark McNulty,1.83,82.16,-41.00,65.16
36,0,02076,Peter Senior,1.42,65.34,-46.00,47.34
37,0,20935,Toru Taniguchi,2.83,158.25,-51.00,130.25
38,0,20773,Taichi Teshima,1.07,67.38,-47.00,31.38
41,0,21806,Paul Gow,1.30,70.18,-19.00,59.18
42,0,20929,Katsunori Kuwabara,1.06,58.46,-45.00,36.46
43,0,01803,Hajime Meshiai,.97,55.19,-64.00,30.19
44,0,22046,Geoff Ogilvy,1.24,63.32,-26.00,38.32
45,0,20939,Keiichiro Fukabori,1.26,76.96,-47.00,60.96
46,0,23797,Brett Rumford,1.29,51.57,-9.00,42.57
47,0,22075,Ricardo Gonzalez,1.14,55.73,-14.00,44.73
48,0,20650,Jarrod Moseley,1.10,67.13,-43.00,24.13
49,0,01378,David Frost,1.27,75.14,-66.00,29.14
52,0,22034,Yasuharu Imano,1.31,74.94,-37.00,52.94
53,0,20505,Lucas Parsons,1.05,49.23,-10.00,43.23
57,0,10962,Bradley Hughes,.98,67.89,-62.00,44.89
59,0,22371,Aaron Baddeley,1.41,56.59,-19.00,37.59
