RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,20098,Stuart Appleby,100.00,5,5
1,0,20850,Daniel Chopra,100.00,2,2
1,0,28500,Martin Flores,100.00,5,5
1,0,20574,Mathew Goggin,100.00,1,1
1,0,23718,Nathan Green,100.00,3,3
1,0,27797,Derek Lamely,100.00,2,2
1,0,24940,Edward Loar,100.00,3,3
1,0,25572,Graeme McDowell,100.00,2,2
1,0,28237,Rory McIlroy,100.00,1,1
1,0,01797,Rocco Mediate,100.00,6,6
1,0,26679,Kevin Stadler,100.00,3,3
1,0,22582,Kyle Thompson,100.00,1,1
1,0,32150,Michael Thompson,100.00,6,6
1,0,27064,Jhonattan Vegas,100.00,3,3
1,0,21878,Mark Wilson,100.00,1,1
16,0,27770,Camilo Villegas,90.00,9,10
17,0,30925,Dustin Johnson,87.50,7,8
17,0,26851,Marc Leishman,87.50,7,8
17,0,22961,David Mathis,87.50,7,8
20,0,25396,Kevin Na,85.71,6,7
20,0,24140,Sean O'Hair,85.71,6,7
20,0,01941,Tom Pernice Jr.,85.71,6,7
20,0,23621,Rory Sabbatini,85.71,6,7
20,0,06527,Steve Stricker,85.71,6,7
25,0,32200,Roberto Castro,83.33,5,6
25,0,20623,Gavin Coles,83.33,5,6
25,0,01320,Bob Estes,83.33,5,6
25,0,28307,Matt Every,83.33,5,6
25,0,32698,Bobby Gates,83.33,5,6
25,0,30110,Kyle Stanley,83.33,5,6
25,0,25834,Daniel Summerhays,83.33,10,12
25,0,23623,Bo Van Pelt,83.33,5,6
25,0,08793,Tiger Woods,83.33,5,6
34,0,24925,Jonathan Byrd,80.00,4,5
34,0,23135,Tim Clark,80.00,4,5
34,0,21753,Brian Davis,80.00,8,10
34,0,29222,Billy Hurley III,80.00,8,10
34,0,01706,Davis Love III,80.00,8,10
34,0,22405,Justin Rose,80.00,4,5
34,0,33419,Cameron Tringale,80.00,4,5
41,0,34021,Bud Cauley,77.78,7,9
41,0,23108,Matt Kuchar,77.78,7,9
41,0,22046,Geoff Ogilvy,77.78,7,9
41,0,20691,Greg Owen,77.78,7,9
45,0,28259,Sangmoon Bae,75.00,3,4
45,0,10809,Jim Furyk,75.00,6,8
45,0,24358,Robert Garrigus,75.00,3,4
45,0,27466,Spencer Levin,75.00,3,4
45,0,01810,Phil Mickelson,75.00,6,8
45,0,29289,S.Y. Noh,75.00,9,12
45,0,28475,Jeff Overton,75.00,6,8
45,0,23325,Vaughn Taylor,75.00,3,4
45,0,26951,Johnson Wagner,75.00,3,4
54,0,34174,John Huh,72.73,8,11
54,0,31558,J.J. Killeen,72.73,8,11
54,0,26596,Ryan Moore,72.73,8,11
57,0,20229,Stewart Cink,71.43,5,7
58,0,28087,Kris Blanks,66.67,6,9
58,0,01116,Michael Bradley,66.67,4,6
58,0,29479,Scott Brown,66.67,2,3
58,0,06034,Marco Dawson,66.67,2,3
58,0,23983,Luke Donald,66.67,4,6
58,0,06522,Ernie Els,66.67,2,3
58,0,21209,Sergio Garcia,66.67,4,6
58,0,19846,Brian Gay,66.67,2,3
58,0,21350,Ryuji Imada,66.67,4,6
58,0,06573,Brandt Jobe,66.67,2,3
58,0,24024,Zach Johnson,66.67,4,6
58,0,19970,Robert Karlsson,66.67,2,3
58,0,35139,Richard Lee,66.67,2,3
58,0,27120,Troy Matteson,66.67,4,6
58,0,27933,John Merrick,66.67,2,3
58,0,23800,Bryce Molder,66.67,2,3
58,0,26287,Roland Thatcher,66.67,2,3
58,0,23788,D.J. Trahan,66.67,2,3
58,0,25632,Jimmy Walker,66.67,4,6
77,0,06251,Chris DiMarco,63.64,7,11
77,0,27644,Brian Harman,63.64,7,11
79,0,29910,Blake Adams,62.50,5,8
79,0,20593,Greg Chalmers,62.50,5,8
79,0,24781,Hunter Mahan,62.50,5,8
79,0,20572,Rod Pampling,62.50,5,8
79,0,25345,Carl Pettersson,62.50,5,8
84,0,24490,George McNeill,61.54,8,13
85,0,23542,Tommy Biershenk,60.00,3,5
85,0,20848,Ángel Cabrera,60.00,3,5
85,0,34099,Harris English,60.00,3,5
85,0,24604,Hunter Haas,60.00,6,10
85,0,30852,Ryo Ishikawa,60.00,3,5
85,0,21731,Freddie Jacobson,60.00,3,5
85,0,29478,Kevin Kisner,60.00,3,5
85,0,30927,Brendon Todd,60.00,3,5
93,0,33120,Mark Anderson,57.14,4,7
93,0,22371,Aaron Baddeley,57.14,4,7
93,0,12652,Cameron Beckman,57.14,4,7
93,0,33141,Keegan Bradley,57.14,4,7
93,0,28093,Miguel Angel Carballo,57.14,4,7
93,0,32366,Kevin Chappell,57.14,4,7
93,0,11123,Chris Couch,57.14,4,7
93,0,21805,Harrison Frazar,57.14,4,7
93,0,25240,D.A. Points,57.14,4,7
93,0,06567,Vijay Singh,57.14,4,7
93,0,30692,Scott Stallings,57.14,4,7
93,0,29518,Brendan Steele,57.14,4,7
93,0,27214,Kevin Streelman,57.14,8,14
106,0,10885,Robert Allenby,55.56,5,9
106,0,24846,Ricky Barnes,55.56,5,9
106,0,24507,Jason Bohn,55.56,5,9
106,0,24494,Erik Compton,55.56,5,9
106,0,27141,J.B. Holmes,55.56,5,9
106,0,30926,Chris Kirk,55.56,5,9
112,0,30750,Tommy Gainey,54.55,6,11
112,0,24361,Pat Perez,54.55,6,11
112,0,27649,Brandt Snedeker,54.55,6,11
115,0,21407,Arjun Atwal,50.00,3,6
115,0,24357,K.J. Choi,50.00,3,6
115,0,28089,Jason Day,50.00,1,2
115,0,25686,Jason Dufner,50.00,2,4
115,0,20104,Ken Duke,50.00,3,6
115,0,23903,Stephen Gangluff,50.00,1,2
115,0,08725,Tom Gillis,50.00,4,8
115,0,21961,Charles Howell III,50.00,2,4
115,0,33122,Russell Knox,50.00,1,2
115,0,01766,Billy Mayfair,50.00,2,4
115,0,27302,Garth Mulroy,50.00,2,4
115,0,27556,Ted Potter Jr.,50.00,2,4
115,0,10213,Dicky Pride,50.00,2,4
115,0,29476,Kyle Reifers,50.00,1,2
115,0,20645,John Senden,50.00,5,10
115,0,29221,Webb Simpson,50.00,2,4
115,0,27330,Josh Teater,50.00,3,6
115,0,02206,David Toms,50.00,1,2
115,0,26289,Boo Weekley,50.00,4,8
134,0,30711,Colt Knost,44.44,4,9
134,0,22913,John Rollins,44.44,4,9
136,0,23409,James Driscoll,42.86,3,7
136,0,24924,Bill Haas,42.86,3,7
136,0,22378,Trevor Immelman,42.86,3,7
136,0,22348,Nick O'Hern,42.86,3,7
136,0,20160,Charlie Wi,42.86,3,7
136,0,24663,Y.E. Yang,42.86,3,7
142,0,20070,Matt Bettencourt,40.00,2,5
142,0,27895,Jonas Blixt,40.00,2,5
142,0,23541,Ben Crane,40.00,2,5
142,0,20766,Padraig Harrington,40.00,2,5
142,0,08075,Jerry Kelly,40.00,4,10
142,0,29926,Danny Lee,40.00,2,5
142,0,26476,Chez Reavie,40.00,4,10
142,0,25892,Steve Wheatcroft,40.00,2,5
150,0,26758,David Hearn,38.46,5,13
151,0,12510,Chad Campbell,37.50,3,8
151,0,23638,Brendon de Jonge,37.50,3,8
151,0,31202,William McGirt,37.50,3,8
151,0,25562,Andres Romero,37.50,3,8
151,0,22548,Patrick Sheehan,37.50,3,8
151,0,27963,Chris Stroud,37.50,3,8
157,0,32102,Rickie Fowler,36.36,4,11
158,0,06004,Stephen Ames,33.33,1,3
158,0,32334,Charlie Beljan,33.33,1,3
158,0,22621,Ben Curtis,33.33,1,3
158,0,06036,Scott Dunlap,33.33,1,3
158,0,26300,Matt Jones,33.33,1,3
158,0,01724,Jeff Maggert,33.33,2,6
158,0,27060,John Mallinger,33.33,1,3
158,0,23320,Ryan Palmer,33.33,3,9
158,0,25818,Scott Piercy,33.33,1,3
158,0,25457,Alexandre Rocha,33.33,1,3
158,0,24502,Adam Scott,33.33,1,3
158,0,21528,Henrik Stenson,33.33,1,3
158,0,27095,Nick Watney,33.33,3,9
158,0,25804,Bubba Watson,33.33,1,3
158,0,20396,Lee Westwood,33.33,1,3
173,0,12716,Charley Hoffman,30.00,3,10
174,0,10860,Justin Leonard,27.27,3,11
175,0,28455,Will Claxton,25.00,1,4
175,0,27936,Martin Laird,25.00,1,4
175,0,22293,Heath Slocum,25.00,1,4
178,0,27436,Graham DeLaet,20.00,1,5
178,0,12782,Tim Herron,20.00,1,5
178,0,27974,Sung Kang,20.00,1,5
181,0,23204,Gary Christian,14.29,1,7
182,0,23353,J.J. Henry,.00,0,2
182,0,29420,Billy Horschel,.00,0,2
182,0,28308,Troy Kelly,.00,0,5
182,0,30944,Jason Kokrak,.00,0,3
182,0,23548,Bill Lunde,.00,0,1
182,0,26329,Louis Oosthuizen,.00,0,5
182,0,24138,Ian Poulter,.00,0,1
182,0,26331,Charl Schwartzel,.00,0,2
182,0,31323,Gary Woodland,.00,0,7
