RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
53,0,47420,Jake Knapp,66.41%,172,87,-94,-2
54,0,60067,Joe Highsmith,66.23%,153,78,-92,-11
55,0,50525,Collin Morikawa,66.04%,175,90,-98,-8
56,0,30163,Henrik Norlander,65.99%,130,67,-80,-9
57,0,35506,Mackenzie Hughes,65.85%,214,111,-135,-15
58,0,48887,Matt Wallace,65.60%,143,75,-97,-18
59,0,59866,Nick Dunlap,65.57%,160,84,-107,-19
60,0,48699,Callum Tarren,65.45%,144,76,-91,-3
61,0,39324,J.J. Spaun,65.26%,186,99,-105,-14
62,0,29420,Billy Horschel,65.22%,150,80,-93,-17
63,0,47347,Adam Schenk,65.12%,211,113,-115,+3
63,0,47483,Will Zalatoris,65.12%,140,75,-73,-6
65,0,47988,Nick Hardy,65.10%,194,104,-118,-2
66,0,32333,Kevin Tway,65.09%,110,59,-68,-9
67,0,40098,Matt Fitzpatrick,65.02%,158,85,-97,-13
68,0,40115,Adam Svensson,64.99%,245,132,-138,-4
69,0,56630,Akshay Bhatia,64.95%,189,102,-102,-11
70,0,22405,Justin Rose,64.77%,125,68,-71,-9
71,0,30926,Chris Kirk,64.48%,167,92,-80,-20
72,0,39977,Max Homa,64.47%,176,97,-95,-8
73,0,51070,Vincent Norrman,64.37%,112,62,-56,+6
74,0,55182,Tom Kim,64.16%,179,100,-116,E
75,0,37275,Sam Ryder,64.10%,150,84,-77,-4
76,0,36699,Patrick Rodgers,64.09%,216,121,-140,-5
77,0,50095,Austin Smotherman,63.95%,94,53,-62,-12
78,0,35310,Lanto Griffin,63.91%,147,83,-80,-19
79,0,27349,Alex Noren,63.76%,146,83,-94,-5
80,0,33141,Keegan Bradley,63.71%,165,94,-101,-11
81,0,59836,Pierceson Coody,63.68%,149,85,-91,+5
82,0,32070,Rafael Campos,63.64%,112,64,-62,+2
83,0,35461,Beau Hossler,63.61%,194,111,-132,-27
84,0,45609,Tyler Duncan,63.59%,138,79,-74,-4
85,0,52453,Nicolai HÃ¸jgaard,63.53%,108,62,-51,+9
86,0,48153,Matthieu Pavon,63.16%,120,70,-62,-5
87,0,49960,Sepp Straka,62.99%,160,94,-70,-10
88,0,33408,Tyson Alexander,62.98%,148,87,-83,-4
89,0,32839,Hideki Matsuyama,62.86%,154,91,-102,-11
90,0,34587,Chan Kim,62.82%,174,103,-114,-10
91,0,47995,Davis Riley,62.73%,170,101,-110,+2
92,0,47591,Eric Cole,62.64%,228,136,-157,-6
93,0,46414,Aaron Rai,62.50%,170,102,-115,-7
94,0,55893,Sam Stevens,62.42%,191,115,-130,-9
95,0,12716,Charley Hoffman,62.39%,141,85,-90,-7
96,0,60767,Blaine Hale Jr.,62.34%,96,58,-50,E
96,0,33968,ThorbjÃ¸rn Olesen,62.34%,96,58,-65,-1
98,0,55454,Carl Yuan,62.04%,134,82,-75,+3
99,0,57975,Harry Hall,61.82%,170,105,-122,-13
100,0,33653,Thomas Detry,61.60%,146,91,-76,-12
101,0,33399,Adam Hadwin,61.57%,165,103,-92,-9
102,0,54591,Ben Griffin,61.13%,206,131,-129,-18
103,0,58168,Davis Thompson,60.82%,177,114,-129,-8
104,0,46442,Maverick McNealy,60.62%,177,115,-124,-9
105,0,52514,Trace Crowe,60.38%,128,84,-73,E
106,0,51349,Nico Echavarria,60.37%,163,107,-91,+3
107,0,51997,Andrew Novak,60.34%,175,115,-115,-11
108,0,32791,K.H. Lee,60.31%,155,102,-96,-12
109,0,52375,Doug Ghim,60.13%,181,120,-116,-23
110,0,49771,J.T. Poston,60.00%,174,116,-105,-18
111,0,35532,Tom Hoge,59.94%,211,141,-125,-24
112,0,33204,Shane Lowry,59.73%,132,89,-80,-15
113,0,54628,Lee Hodges,59.65%,207,140,-105,-7
114,0,34563,Chesson Hadley,59.49%,141,96,-82,-18
115,0,23320,Ryan Palmer,59.29%,83,57,-47,-3
116,0,39975,Michael Kim,59.24%,141,97,-89,-6
116,0,29221,Webb Simpson,59.24%,109,75,-70,E
118,0,28252,Seamus Power,59.14%,207,143,-135,-12
119,0,31646,Emiliano Grillo,58.64%,173,122,-88,-15
120,0,54421,Garrick Higgo,58.51%,141,100,-93,+8
121,0,32102,Rickie Fowler,58.42%,163,116,-83,-10
122,0,32757,Patton Kizzire,58.17%,121,87,-77,-19
123,0,48084,Wesley Bryan,58.09%,79,57,-55,+2
124,0,47679,Victor Perez,57.97%,120,87,-66,-9
125,0,56149,Wilson Furr,57.89%,110,80,-61,+15
126,0,32367,Jorge Campillo,57.79%,89,65,-65,-7
127,0,54783,Dylan Wu,57.71%,161,118,-90,-28
128,0,25493,Nick Taylor,57.62%,174,128,-89,-8
129,0,60004,Jacob Bridgeman,57.51%,134,99,-90,-9
130,0,27644,Brian Harman,57.43%,170,126,-106,-9
131,0,55708,Hayden Buckley,57.39%,132,98,-74,-12
132,0,48319,Tom Whitney,57.00%,114,86,-79,-14
133,0,46113,Ryan McCormick,56.63%,111,85,-59,-3
134,0,52374,Brandon Wu,56.60%,133,102,-72,-13
135,0,51894,Vince Whaley,56.42%,123,95,-74,-3
136,0,36326,David Lipsky,56.39%,128,99,-76,-6
137,0,32366,Kevin Chappell,56.25%,90,70,-63,-7
138,0,59143,Mac Meissner,56.12%,133,104,-96,-16
139,0,34021,Bud Cauley,55.94%,113,89,-62,-16
140,0,52666,Sami Valimaki,55.70%,127,101,-77,-3
141,0,26596,Ryan Moore,55.06%,136,111,-73,-9
142,0,27139,David Skinns,54.96%,144,118,-77,-8
143,0,27330,Josh Teater,54.73%,81,67,-40,+3
144,0,52513,Carson Young,54.61%,154,128,-88,-25
145,0,51287,Ryo Hisatsune,54.37%,143,120,-93,+3
146,0,48119,Ben Taylor,54.11%,112,95,-77,+6
147,0,32640,Troy Merritt,54.02%,121,103,-77,-2
148,0,50497,Adrien Dumont de Chassart,53.78%,121,104,-61,-12
149,0,57900,Chandler Phillips,53.41%,149,130,-100,-12
150,0,36871,Matt NeSmith,53.16%,126,111,-72,-11
151,0,59442,Parker Coody,53.11%,94,83,-55,-10
152,0,35617,Martin Trainer,53.06%,78,69,-50,E
153,0,34076,Joel Dahmen,52.99%,142,126,-76,-9
154,0,50493,Justin Suh,52.72%,126,113,-83,-21
155,0,46441,Robby Shelton,52.36%,133,121,-76,-9
156,0,34466,Peter Malnati,51.79%,130,121,-70,+6
157,0,55789,Taylor Montgomery,51.37%,94,89,-55,+9
158,0,47993,Denny McCarthy,51.19%,150,143,-92,-26
159,0,40058,Zac Blair,50.91%,140,135,-64,-12
160,0,29908,C.T. Pan,50.45%,113,111,-81,-5
160,0,27214,Kevin Streelman,50.45%,111,109,-79,-8
162,0,34098,Russell Henley,50.41%,124,122,-79,-20
163,0,25900,Lucas Glover,50.33%,153,151,-97,-18
164,0,29535,Brice Garnett,50.30%,85,84,-59,-13
165,0,51890,Greyson Sigg,50.20%,127,126,-74,-19
166,0,28775,Nate Lashley,49.79%,121,122,-81,-13
167,0,34374,Erik Barnes,49.71%,87,88,-46,+1
168,0,36884,Ben Kohles,48.60%,139,147,-66,-20
169,0,34256,Andrew Putnam,48.51%,147,156,-79,-19
170,0,47983,Chad Ramey,48.46%,126,134,-84,+4
171,0,27770,Camilo Villegas,48.33%,87,93,-44,E
172,0,26476,Chez Reavie,48.18%,106,114,-58,-12
173,0,27936,Martin Laird,47.51%,105,116,-68,-11
174,0,40162,Justin Lower,46.52%,147,169,-80,-31
175,0,29478,Kevin Kisner,46.24%,80,93,-39,-7
176,0,24024,Zach Johnson,46.05%,70,82,-41,-13
177,0,39327,Ben Silverman,45.86%,122,144,-79,-25
178,0,45522,Christiaan Bezuidenhout,45.63%,120,143,-67,-32
179,0,33486,Roger Sloan,45.37%,98,118,-40,-19
180,0,30927,Brendon Todd,44.44%,148,185,-85,-38
181,0,47806,Raul Pereda,42.96%,61,81,-35,+1
182,0,27649,Brandt Snedeker,42.08%,85,117,-48,-4
183,0,23108,Matt Kuchar,41.20%,103,147,-61,-15
184,0,22371,Aaron Baddeley,38.75%,93,147,-47,-21
