RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
1,0,28237,Rory McIlroy,80.00%,188,47,-112,-1
2,0,48081,Xander Schauffele,78.52%,212,58,-142,+2
3,0,46046,Scottie Scheffler,77.02%,181,54,-118,-13
4,0,27064,Jhonattan Vegas,76.42%,175,54,-104,-12
5,0,57366,Cameron Young,75.36%,208,68,-115,+2
6,0,51634,Sahith Theegala,74.15%,241,84,-146,-11
7,0,33448,Justin Thomas,73.89%,167,59,-96,-6
8,0,33948,Byeong Hun An,73.28%,192,70,-122,E
9,0,52955,Ludvig Ãberg,73.02%,184,68,-115,-6
10,0,34255,Joseph Bramlett,72.99%,200,74,-132,+7
10,0,37378,Min Woo Lee,72.99%,154,57,-107,+6
12,0,36799,Stephan Jaeger,72.92%,210,78,-120,-9
13,0,52372,Cameron Champ,72.87%,137,51,-87,+5
14,0,38991,Alejandro Tosti,72.57%,172,65,-103,+15
15,0,51766,Wyndham Clark,72.54%,177,67,-106,-8
16,0,24502,Adam Scott,72.29%,167,64,-109,-4
17,0,30911,Tommy Fleetwood,72.22%,182,70,-96,-6
18,0,47663,Kevin Dougherty,72.14%,145,56,-95,+9
19,0,40250,Taylor Pendrith,71.91%,192,75,-118,-12
20,0,39546,Keith Mitchell,71.23%,208,84,-141,-5
21,0,54576,Patrick Fishburn,70.97%,154,63,-89,-10
22,0,34046,Jordan Spieth,70.90%,173,71,-104,+9
23,0,46717,Viktor Hovland,70.81%,148,61,-77,-19
24,0,37212,Paul Barjon,70.52%,122,51,-83,+4
25,0,39997,Corey Conners,70.30%,213,90,-134,E
26,0,35450,Patrick Cantlay,70.18%,153,65,-96,-13
27,0,48117,Kurt Kitayama,70.00%,196,84,-117,-2
28,0,29725,Tony Finau,69.96%,191,82,-118,-15
28,0,45242,Kevin Yu,69.96%,170,73,-105,-5
30,0,28420,Ryan Brehm,69.83%,125,54,-56,+2
31,0,37455,Si Woo Kim,69.59%,206,90,-121,-10
32,0,27129,Luke List,69.55%,185,81,-108,+2
32,0,31323,Gary Woodland,69.55%,185,81,-113,+1
34,0,34099,Harris English,69.45%,216,95,-122,+1
35,0,49947,Taylor Moore,69.32%,235,104,-134,-9
36,0,40006,Erik van Rooyen,69.23%,189,84,-120,-6
37,0,51696,Rico Hoey,68.99%,178,80,-108,-15
38,0,40026,Daniel Berger,68.75%,154,70,-87,-8
39,0,28089,Jason Day,68.46%,165,76,-100,-9
40,0,50484,Hayden Springer,68.33%,151,70,-99,-10
41,0,45157,Cam Davis,68.13%,186,87,-106,+6
42,0,29936,Ryan Fox,68.06%,179,84,-102,-8
42,0,50188,S.H. Kim,68.06%,228,107,-158,+2
44,0,52215,Robert MacIntyre,67.89%,148,70,-99,-7
45,0,47504,Sam Burns,67.84%,173,82,-119,+7
46,0,48867,Matti Schmid,67.73%,170,81,-114,+7
47,0,57362,Austin Eckroat,67.47%,195,94,-99,-12
48,0,36801,Mark Hubbard,66.87%,220,109,-140,-7
49,0,59095,Chris Gotterup,66.67%,166,83,-97,-8
49,0,51977,Max Greyserman,66.67%,144,72,-88,-4
49,0,46340,Alex Smalley,66.67%,158,79,-94,+5
52,0,39971,Sungjae Im,66.55%,197,99,-132,-7
