RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,24502,Adam Scott,54' 1",1459.750,27,-11
2,0,23135,Tim Clark,55' 1",1431.250,26,-5
3,0,24663,Y.E. Yang,55' 6",2163.167,39,-6
4,0,06251,Chris DiMarco,59' 1",2480.417,42,-4
5,0,26289,Boo Weekley,59' 7",1668.667,28,-1
6,0,24490,George McNeill,60' 2",2888.583,48,-2
7,0,29718,Anthony Kim,60' 7",2423.167,40,-9
8,0,27683,Leif Olson,60' 10",1643.250,27,E
9,0,25562,Andres Romero,61' 0",1890.583,31,-8
10,0,23353,J.J. Henry,61' 6",2336.833,38,-6
11,0,21209,Sergio Garcia,61' 7",1538.583,25,-4
12,0,25632,Jimmy Walker,61' 9",3892.250,63,-12
13,0,06643,Paul Goydos,61' 10",2039.917,33,+10
14,0,27095,Nick Watney,62' 0",2726.750,44,-13
15,0,20645,John Senden,62' 2",3234.750,52,-2
16,0,27060,John Mallinger,62' 5",2433.333,39,+5
17,0,08931,Glen Day,62' 10",1948.750,31,+4
18,0,22293,Heath Slocum,63' 10",1148.250,18,+1
19,0,23108,Matt Kuchar,63' 11",3004.000,47,-10
19,0,25345,Carl Pettersson,63' 11",2364.917,37,-1
21,0,01945,Kenny Perry,64' 0",1600.833,25,-2
21,0,22295,Darron Stiles,64' 0",832.500,13,+4
23,0,01142,Bart Bryant,64' 2",1861.167,29,+11
24,0,20593,Greg Chalmers,64' 3",2442.833,38,-2
24,0,26497,Casey Wittenberg,64' 3",1349.583,21,+4
26,0,10860,Justin Leonard,64' 4",2123.583,33,+3
27,0,24358,Robert Garrigus,64' 6",3355.083,52,-15
28,0,01226,Fred Couples,64' 7",1420.917,22,-4
29,0,01810,Phil Mickelson,64' 8",2650.333,41,E
29,0,24140,Sean O'Hair,64' 8",2004.167,31,-7
31,0,01677,Tom Lehman,64' 10",1231.083,19,+3
31,0,10425,Jay Williamson,64' 10",1296.583,20,E
31,0,08793,Tiger Woods,64' 10",2397.667,37,-17
34,0,19846,Brian Gay,65' 0",2535.667,39,+3
34,0,27933,John Merrick,65' 0",2860.083,44,-4
36,0,01161,Mark Calcavecchia,65' 2",2605.000,40,-6
37,0,26851,Marc Leishman,65' 3",3391.000,52,-4
37,0,24912,Will MacKenzie,65' 3",1631.667,25,-5
39,0,22621,Ben Curtis,65' 4",2155.250,33,-3
40,0,20498,Briny Baird,65' 5",2550.500,39,E
40,0,26300,Matt Jones,65' 5",2028.333,31,-3
40,0,26881,Jarrod Lyle,65' 5",1897.583,29,+1
40,0,01928,Corey Pavin,65' 5",2289.667,35,+10
44,0,23614,Rich Beem,65' 8",1247.917,19,-5
45,0,21350,Ryuji Imada,65' 11",2901.667,44,+3
45,0,24024,Zach Johnson,65' 11",2437.667,37,-7
47,0,26695,Michael Letzig,66' 1",3238.417,49,-12
48,0,20848,Ángel Cabrera,66' 4",1791.417,27,-5
48,0,06595,Kevin Sutherland,66' 4",2720.750,41,-11
50,0,24503,Jeff Klauk,66' 5",2457.417,37,+4
51,0,07867,Woody Austin,66' 7",2464.250,37,+5
51,0,23541,Ben Crane,66' 7",2129.917,32,-6
53,0,21961,Charles Howell III,66' 8",3868.083,58,-10
54,0,21959,Ted Purdy,66' 10",3275.917,49,-10
55,0,06197,Michael Allen,66' 11",2341.000,35,+2
56,0,01766,Billy Mayfair,67' 1",2349.000,35,E
57,0,20691,Greg Owen,67' 4",2961.500,44,-2
57,0,28118,Peter Tomasulo,67' 4",1615.500,24,-6
59,0,07457,Steve Flesch,67' 5",2089.750,31,E
59,0,20572,Rod Pampling,67' 5",2563.083,38,+3
61,0,12510,Chad Campbell,67' 6",2563.500,38,-3
62,0,23788,D.J. Trahan,67' 7",2365.583,35,-7
63,0,25686,Jason Dufner,67' 8",2909.583,43,-3
64,0,21805,Harrison Frazar,68' 0",2855.750,42,-14
65,0,08845,Scott Sterling,68' 1",1633.500,24,+2
65,0,02239,Scott Verplank,68' 1",3062.417,45,E
67,0,01313,Steve Elkington,68' 2",2043.917,30,+3
68,0,02206,David Toms,68' 6",1506.583,22,+3
68,0,27770,Camilo Villegas,68' 6",3012.167,44,-15
70,0,10423,Mike Weir,68' 7",3153.917,46,+5
71,0,06567,Vijay Singh,68' 8",1029.417,15,-1
72,0,22046,Geoff Ogilvy,68' 9",1719.667,25,-4
73,0,20157,Retief Goosen,69' 0",1862.417,27,-8
73,0,23325,Vaughn Taylor,69' 0",3103.750,45,+4
75,0,20070,Matt Bettencourt,69' 1",4561.667,66,+8
76,0,06527,Steve Stricker,69' 2",3320.833,48,-9
77,0,20098,Stuart Appleby,69' 5",2914.250,42,-5
78,0,20766,Padraig Harrington,69' 6",2362.333,34,+2
79,0,20574,Mathew Goggin,69' 7",2434.167,35,-6
80,0,23621,Rory Sabbatini,69' 8",3763.833,54,-6
81,0,01035,Tommy Armour III,69' 9",1534.250,22,-5
81,0,01706,Davis Love III,69' 9",2788.500,40,-8
83,0,20229,Stewart Cink,69' 10",2722.000,39,+3
83,0,25804,Bubba Watson,69' 10",2374.167,34,-4
85,0,10809,Jim Furyk,70' 1",2173.000,31,-4
86,0,25818,Scott Piercy,70' 2",4000.667,57,-12
87,0,06539,Rick Price,70' 3",1897.167,27,E
88,0,24449,Parker McLachlin,70' 4",4078.167,58,-1
88,0,24361,Pat Perez,70' 4",2111.167,30,-6
90,0,27214,Kevin Streelman,70' 5",2675.083,38,-2
91,0,01724,Jeff Maggert,70' 8",1342.000,19,-6
