RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,01891,David Ogrin,35
2,0,02133,Craig Stadler,29
3,0,12660,Jesper Parnevik,28
4,0,01320,Bob Estes,25
5,0,01098,Jay Don Blake,21
6,0,01042,Paul Azinger,20
6,0,01334,Keith Fergus,20
6,0,01577,Lee Janzen,20
6,0,10585,Scott McCarron,20
6,0,02245,Grant Waite,20
11,0,02010,Loren Roberts,19
12,0,01677,Tom Lehman,18
12,0,01887,Mark O'Meara,18
12,0,06567,Vijay Singh,18
15,0,01006,John Adams,17
15,0,01093,Ronnie Black,17
15,0,02033,Dave Rummells,17
18,0,01157,Tom Byrum,16
18,0,01219,John Cook,16
18,0,09011,David Duval,16
18,0,01527,Scott Hoch,16
22,0,20099,Doug Barron,15
22,0,01161,Mark Calcavecchia,15
22,0,01226,Fred Couples,15
22,0,06621,Joe Durant,15
22,0,01374,Robin Freeman,15
22,0,01418,Bill Glasson,15
22,0,02246,Duffy Waldorf,15
29,0,01331,Rick Fehr,14
29,0,02106,Chris Smith,14
29,0,06595,Kevin Sutherland,14
29,0,02321,Fuzzy Zoeller,14
33,0,01035,Tommy Armour III,13
33,0,12387,Michael Christie,13
33,0,08931,Glen Day,13
33,0,01599,Steve Jones,13
33,0,06012,Greg Kraft,13
33,0,01761,Len Mattiace,13
33,0,07749,Brett Quigley,13
33,0,02218,Ted Tryba,13
41,0,20229,Stewart Cink,12
41,0,01306,David Edwards,12
41,0,01353,Bruce Fleisher,12
41,0,10809,Jim Furyk,12
41,0,01457,Jay Haas,12
41,0,12782,Tim Herron,12
41,0,01619,Skip Kendall,12
41,0,06332,Neal Lancaster,12
41,0,01748,Doug Martin,12
41,0,01797,Rocco Mediate,12
41,0,01823,Larry Mize,12
41,0,01960,Don Pooley,12
41,0,06581,David Sutherland,12
41,0,02223,Bob Tway,12
55,0,06214,Guy Boros,11
55,0,01143,Brad Bryant,11
55,0,01175,Jim Carter,11
55,0,01203,Russ Cochran,11
55,0,01323,Brad Fabel,11
55,0,01329,Brad Faxon,11
55,0,01381,Fred Funk,11
55,0,12645,Brent Geiberger,11
55,0,06617,Brian Henninger,11
55,0,08075,Jerry Kelly,11
55,0,10860,Justin Leonard,11
55,0,11032,Frank Lickliter II,11
55,0,01707,Steve Lowery,11
55,0,01810,Phil Mickelson,11
55,0,01926,Steve Pate,11
55,0,01943,Chris Perry,11
55,0,01945,Kenny Perry,11
