RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
112,2,32791,K.H. Lee,286.7,216727,756
112,2,49771,J.T. Poston,286.7,254038,886
114,2,29268,Bronson Burgoon,286.5,180513,630
114,2,46435,Austin Cook,286.5,192530,672
114,2,22056,Cameron Percy,286.5,132358,462
117,2,20229,Stewart Cink,286.4,180416,630
117,2,28307,Matt Every,286.4,164411,574
119,2,48119,Ben Taylor,286.3,112237,392
120,2,34099,Harris English,286.2,272469,952
121,1,30692,Scott Stallings,286.0,212192,742
122,2,40098,Matt Fitzpatrick,285.9,176090,616
122,2,35449,Adam Long,285.9,285343,998
122,2,34431,Robert Streb,285.9,128104,448
125,2,40009,Dominic Bozzelli,285.8,96028,336
126,2,24924,Bill Haas,285.7,135987,476
126,2,27349,Alex Noren,285.7,179978,630
128,2,32757,Patton Kizzire,285.6,187928,658
128,2,23788,D.J. Trahan,285.6,131951,462
130,2,27095,Nick Watney,285.4,143825,504
131,2,27330,Josh Teater,285.1,107753,378
132,2,46402,Talor Gooch,284.9,299160,1050
132,2,53165,Doc Redman,284.9,279203,980
134,2,34466,Peter Malnati,284.7,187324,658
135,2,34563,Chesson Hadley,284.6,183302,644
136,2,33120,Mark Anderson,284.5,147378,518
136,2,32618,Rhein Gibson,284.5,135399,476
136,2,33410,Andrew Landry,284.5,223023,784
139,2,35532,Tom Hoge,284.4,262818,924
140,2,39953,Chase Seiffert,284.2,143219,504
140,2,23623,Bo Van Pelt,284.2,123357,434
142,3,33490,Bo Hoag,284.0,194838,686
142,3,27556,Ted Potter Jr.,284.0,135181,476
142,3,27649,Brandt Snedeker,284.0,198808,700
145,4,48045,Michael Gellerman,283.8,119207,420
146,4,49766,Hank Lebioda,283.7,162865,574
147,4,19846,Brian Gay,283.6,198555,700
147,4,28775,Nate Lashley,283.6,179794,634
147,1,25396,Kevin Na,283.6,235420,830
147,4,24361,Pat Perez,283.6,158801,560
151,4,34021,Bud Cauley,283.3,230034,812
151,4,23108,Matt Kuchar,283.3,195495,690
153,4,47993,Denny McCarthy,283.2,257756,910
154,4,29535,Brice Garnett,283.1,178333,630
154,5,29478,Kevin Kisner,283.1,223106,788
156,4,26499,Rafa Cabrera Bello,282.5,154219,546
156,4,34098,Russell Henley,282.5,229361,812
158,4,32640,Troy Merritt,282.4,217440,770
159,4,26596,Ryan Moore,282.2,134333,476
159,4,35732,Wes Roach,282.2,86922,308
161,4,29908,C.T. Pan,282.0,169766,602
162,4,27963,Chris Stroud,281.9,142101,504
163,4,52375,Doug Ghim,281.8,110481,392
164,4,23621,Rory Sabbatini,281.7,197192,700
165,4,33404,Chris Baker,281.6,130106,462
166,4,25686,Jason Dufner,281.3,220571,784
166,4,30110,Kyle Stanley,281.3,169335,602
168,4,28679,Fabián Gómez,281.2,153540,546
168,4,36871,Matthew NeSmith,281.2,212596,756
170,4,29479,Scott Brown,281.1,196743,700
171,4,26476,Chez Reavie,280.9,225298,802
172,4,45609,Tyler Duncan,280.7,276237,984
173,4,30163,Henrik Norlander,280.6,220022,784
174,4,49298,Kramer Hickok,280.5,141388,504
175,5,24024,Zach Johnson,280.2,211837,756
176,5,21407,Arjun Atwal,280.0,78400,280
177,5,32150,Michael Thompson,279.9,219422,784
178,5,22371,Aaron Baddeley,279.8,144941,518
179,5,31557,Jim Herman,279.7,204736,732
180,5,36801,Mark Hubbard,279.5,285637,1022
180,5,24138,Ian Poulter,279.5,148719,532
182,5,33413,Ben Martin,278.9,85902,308
182,5,25572,Graeme McDowell,278.9,145590,522
184,5,40058,Zac Blair,278.3,194825,700
185,5,25349,Tim Wilkinson,278.1,124573,448
186,5,30927,Brendon Todd,277.5,292494,1054
187,4,27942,Rob Oppenheim,277.1,174549,630
188,5,19803,Ryan Armour,276.9,174460,630
189,5,23325,Vaughn Taylor,276.6,170378,616
190,7,10809,Jim Furyk,275.0,138585,504
191,7,26758,David Hearn,274.6,138374,504
191,7,31560,Brian Stuard,274.6,246009,896
193,7,34256,Andrew Putnam,274.0,122743,448
