RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,52372,Cameron Champ,67.37,578,858,-0.142
2,0,47959,Bryson DeChambeau,64.86,563,868,-0.201
3,0,28420,Ryan Brehm,61.61,276,448,-0.116
4,2,28237,Rory McIlroy,59.10,422,714,-0.185
5,-1,25804,Bubba Watson,59.02,471,798,-0.185
6,-1,56278,Matthew Wolff,58.13,515,886,-0.140
7,0,34213,Grayson Murray,57.14,248,434,-0.101
8,0,47504,Sam Burns,56.88,438,770,-0.199
9,0,56762,Will Gordon,55.52,171,308,-0.152
10,2,46970,Jon Rahm,55.24,443,802,-0.178
11,-1,40042,Tyler McCumber,54.89,292,532,-0.092
12,2,30925,Dustin Johnson,54.38,360,662,-0.183
13,-2,36699,Patrick Rodgers,54.29,570,1050,-0.140
14,-1,35450,Patrick Cantlay,53.87,334,620,-0.174
15,0,30944,Jason Kokrak,52.94,378,714,-0.098
16,0,30911,Tommy Fleetwood,52.55,206,392,-0.146
17,0,21209,Sergio Garcia,52.46,235,448,-0.157
18,0,27129,Luke List,52.42,433,826,-0.185
19,0,35617,Martin Trainer,52.18,287,550,+0.028
20,0,48081,Xander Schauffele,52.10,447,858,-0.221
21,0,24502,Adam Scott,51.90,218,420,-0.234
22,0,36689,Brooks Koepka,51.88,276,532,-0.178
23,0,46550,Brandon Hagy,51.79,261,504,-0.172
24,1,51766,Wyndham Clark,51.24,330,644,-0.133
25,-1,33448,Justin Thomas,51.23,418,816,-0.242
26,0,29725,Tony Finau,50.97,421,826,-0.268
27,0,39546,Keith Mitchell,50.28,354,704,-0.136
28,0,32333,Kevin Tway,49.80,244,490,-0.160
29,2,46046,Scottie Scheffler,49.49,485,980,-0.192
30,-1,27064,Jhonattan Vegas,49.23,255,518,-0.169
31,-1,01810,Phil Mickelson,49.06,261,532,-0.195
32,0,34314,Sebastian Cappelen,48.78,239,490,-0.092
33,0,45157,Cam Davis,48.29,311,644,-0.193
34,0,33449,Zack Sucher,47.92,161,336,-0.155
35,0,27554,Scott Harrington,47.88,362,756,-0.110
36,0,33948,Byeong Hun An,47.62,400,840,-0.138
37,0,35461,Beau Hossler,47.52,326,686,-0.113
38,1,27974,Sung Kang,47.02,410,872,-0.144
39,-1,32839,Hideki Matsuyama,46.96,401,854,-0.202
40,1,25364,Paul Casey,46.13,286,620,-0.161
41,5,45486,Joaquin Niemann,46.06,421,914,-0.183
42,0,33667,Carlos Ortiz,45.71,416,910,-0.173
43,0,35658,Kris Ventura,45.66,179,392,-0.274
44,0,21961,Charles Howell III,45.43,318,700,-0.201
45,0,48887,Matt Wallace,45.36,254,560,-0.173
46,1,29518,Brendan Steele,45.28,355,784,-0.158
47,1,33419,Cameron Tringale,44.47,330,742,-0.197
48,1,29926,Danny Lee,44.29,341,770,-0.167
49,1,31323,Gary Woodland,44.10,329,746,-0.125
50,1,37189,Harold Varner III,43.61,348,798,-0.213
51,1,49960,Sepp Straka,43.32,376,868,-0.191
52,1,47347,Adam Schenk,42.73,329,770,-0.198
53,11,34363,Tyrrell Hatton,42.65,203,476,-0.182
54,0,32366,Kevin Chappell,42.63,191,448,-0.147
55,0,29484,Peter Uihlein,42.42,196,462,-0.276
56,0,27936,Martin Laird,42.36,172,406,-0.198
57,0,33597,Harry Higgs,42.34,409,966,-0.166
58,0,48822,Sebastián Muñoz,41.97,460,1096,-0.180
59,0,39977,Max Homa,41.90,336,802,-0.134
60,0,28089,Jason Day,41.79,234,560,-0.115
61,2,39971,Sungjae Im,41.77,462,1106,-0.177
62,-1,28252,Seamus Power,41.50,122,294,-0.295
63,-1,37455,Si Woo Kim,41.43,348,840,-0.213
64,1,25632,Jimmy Walker,41.11,236,574,-0.081
65,6,23320,Ryan Palmer,40.84,339,830,-0.136
66,1,33141,Keegan Bradley,40.73,325,798,-0.145
67,1,39997,Corey Conners,40.60,354,872,-0.136
68,1,34046,Jordan Spieth,40.43,266,658,-0.120
69,3,46717,Viktor Hovland,40.39,328,812,-0.204
70,0,29974,Branden Grace,40.26,186,462,-0.075
71,3,35310,Lanto Griffin,40.04,450,1124,-0.218
72,1,32139,Danny Willett,39.73,178,448,-0.135
73,2,12716,Charley Hoffman,39.58,266,672,-0.173
74,5,40026,Daniel Berger,38.78,304,784,-0.276
74,2,51894,Vince Whaley,38.78,152,392,-0.151
76,1,49964,Aaron Wise,38.66,184,476,-0.103
77,1,25818,Scott Piercy,38.57,270,700,-0.163
78,3,34360,Patrick Reed,38.18,349,914,-0.238
79,1,46442,Maverick McNealy,37.93,308,812,-0.198
80,2,35891,Cameron Smith,37.66,290,770,-0.159
81,3,26300,Matt Jones,36.83,330,896,-0.203
82,1,26851,Marc Leishman,36.81,268,728,-0.104
83,2,22405,Justin Rose,36.80,170,462,-0.206
84,2,26329,Louis Oosthuizen,36.25,203,560,-0.005
85,2,32662,Michael Gligic,36.13,172,476,-0.151
86,2,27095,Nick Watney,36.11,182,504,-0.181
87,2,25900,Lucas Glover,36.00,252,700,-0.187
88,2,50525,Collin Morikawa,35.97,359,998,-0.173
89,3,29420,Billy Horschel,35.96,297,826,-0.138
90,1,27349,Alex Noren,35.56,224,630,-0.201
91,7,35506,Mackenzie Hughes,35.48,308,868,-0.159
92,2,31646,Emiliano Grillo,35.27,237,672,-0.152
93,2,34076,Joel Dahmen,35.26,311,882,-0.190
94,2,25493,Nick Taylor,35.14,246,700,-0.146
95,2,37275,Sam Ryder,34.95,274,784,-0.153
96,-3,45526,Abraham Ancer,34.69,272,784,-0.191
97,2,39324,J.J. Spaun,34.67,233,672,-0.146
98,2,33204,Shane Lowry,34.52,174,504,-0.178
99,2,32254,Xinjun Zhang,34.26,283,826,-0.187
100,2,34255,Joseph Bramlett,34.25,187,546,-0.128
101,2,33486,Roger Sloan,34.21,182,532,-0.115
102,5,29221,Webb Simpson,33.89,242,714,-0.260
103,1,32448,James Hahn,33.86,128,378,-0.297
104,1,33122,Russell Knox,33.82,232,686,-0.267
105,1,29268,Bronson Burgoon,33.81,213,630,-0.211
106,1,32102,Rickie Fowler,33.74,195,578,-0.262
107,2,34099,Harris English,33.72,321,952,-0.246
108,2,35230,Nelson Ledesma,33.63,113,336,-0.062
109,2,30692,Scott Stallings,33.29,247,742,-0.239
110,2,46402,Talor Gooch,32.95,346,1050,-0.237
111,2,29970,Dylan Frittelli,32.74,313,956,-0.112
112,2,46435,Austin Cook,32.44,218,672,-0.147
113,2,46441,Robby Shelton,32.21,257,798,-0.218
114,2,32791,K.H. Lee,31.88,241,756,-0.162
115,3,48119,Ben Taylor,31.12,122,392,-0.082
116,3,49771,J.T. Poston,30.93,274,886,-0.172
117,3,40098,Matt Fitzpatrick,30.68,189,616,-0.148
118,3,33399,Adam Hadwin,30.56,231,756,-0.126
119,3,35449,Adam Long,30.36,303,998,-0.139
120,3,47128,Richy Werenski,30.32,208,686,-0.236
121,3,28307,Matt Every,30.31,174,574,-0.161
122,3,31420,Anirban Lahiri,30.12,97,322,-0.258
123,3,23788,D.J. Trahan,29.65,137,462,-0.153
124,3,27214,Kevin Streelman,29.20,233,798,-0.215
125,3,27330,Josh Teater,28.84,109,378,-0.239
