RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
34,7,45609,Tyler Duncan,6.50,64,984,+0.094
35,7,25632,Jimmy Walker,6.45,37,574,+0.378
36,7,30911,Tommy Fleetwood,6.38,25,392,+0.040
37,7,34563,Chesson Hadley,6.37,41,644,-0.049
38,7,47347,Adam Schenk,6.36,49,770,+0.061
38,7,31560,Brian Stuard,6.36,57,896,+0.193
40,7,53165,Doc Redman,6.33,62,980,+0.177
41,7,21961,Charles Howell III,6.29,44,700,+0.068
42,-3,30927,Brendon Todd,6.26,66,1054,+0.015
43,6,26329,Louis Oosthuizen,6.25,35,560,+0.114
44,6,26476,Chez Reavie,6.23,50,802,E
45,6,20229,Stewart Cink,6.19,39,630,+0.128
46,6,23325,Vaughn Taylor,6.17,38,616,+0.053
47,6,52375,Doug Ghim,6.12,24,392,+0.417
48,6,49766,Hank Lebioda,6.10,35,574,+0.086
49,-16,34363,Tyrrell Hatton,6.09,29,476,E
49,6,49771,J.T. Poston,6.09,54,886,+0.259
51,5,32791,K.H. Lee,6.08,46,756,+0.196
52,5,30692,Scott Stallings,6.06,45,742,+0.089
53,5,19803,Ryan Armour,6.03,38,630,+0.158
54,5,28775,Nate Lashley,5.99,38,634,+0.237
55,5,48045,Michael Gellerman,5.95,25,420,+0.240
55,5,24502,Adam Scott,5.95,25,420,+0.040
57,5,31323,Gary Woodland,5.90,44,746,-0.114
58,5,49964,Aaron Wise,5.88,28,476,+0.357
59,5,48119,Ben Taylor,5.87,23,392,+0.217
60,5,33490,Bo Hoag,5.83,40,686,+0.100
60,5,40042,Tyler McCumber,5.83,31,532,+0.032
62,5,24024,Zach Johnson,5.82,44,756,+0.182
63,5,32254,Xinjun Zhang,5.81,48,826,+0.104
64,5,33120,Mark Anderson,5.79,30,518,+0.167
65,5,28307,Matt Every,5.75,33,574,+0.333
65,5,29970,Dylan Frittelli,5.75,55,956,E
67,5,29518,Brendan Steele,5.74,45,784,-0.089
68,5,34255,Joseph Bramlett,5.68,31,546,+0.097
69,5,34021,Bud Cauley,5.67,46,812,+0.022
69,5,32618,Rhein Gibson,5.67,27,476,+0.259
69,5,26596,Ryan Moore,5.67,27,476,-0.148
72,5,25364,Paul Casey,5.65,35,620,+0.086
72,5,23108,Matt Kuchar,5.65,39,690,-0.077
72,5,49960,Sepp Straka,5.65,49,868,+0.143
75,6,23623,Bo Van Pelt,5.53,24,434,+0.458
76,6,33413,Ben Martin,5.52,17,308,+0.235
77,6,39997,Corey Conners,5.50,48,872,+0.063
78,6,30944,Jason Kokrak,5.46,39,714,-0.077
78,6,27556,Ted Potter Jr.,5.46,26,476,+0.308
80,6,51766,Wyndham Clark,5.43,35,644,+0.229
81,6,34098,Russell Henley,5.42,44,812,-0.023
82,6,22405,Justin Rose,5.41,25,462,-0.040
82,6,27064,Jhonattan Vegas,5.41,28,518,-0.179
84,6,29535,Brice Garnett,5.40,34,630,+0.206
85,6,33419,Cameron Tringale,5.39,40,742,E
86,-6,45526,Abraham Ancer,5.36,42,784,E
86,7,35230,Nelson Ledesma,5.36,18,336,+0.333
86,7,39953,Chase Seiffert,5.36,27,504,+0.074
86,7,51894,Vince Whaley,5.36,21,392,-0.095
86,7,32139,Danny Willett,5.36,24,448,+0.125
91,6,34076,Joel Dahmen,5.33,47,882,+0.191
92,6,29908,C.T. Pan,5.32,32,602,+0.250
93,6,32333,Kevin Tway,5.31,26,490,+0.308
94,6,27554,Scott Harrington,5.29,40,756,+0.300
95,6,45157,Cam Davis,5.28,34,644,E
95,6,33597,Harry Higgs,5.28,51,966,+0.078
97,6,29268,Bronson Burgoon,5.24,33,630,+0.182
98,8,32102,Rickie Fowler,5.19,30,578,+0.033
99,8,34466,Peter Malnati,5.17,34,658,+0.235
100,-9,33448,Justin Thomas,5.15,42,816,+0.095
101,7,33141,Keegan Bradley,5.14,41,798,+0.171
101,7,37189,Harold Varner III,5.14,41,798,-0.024
103,7,28679,Fabián Gómez,5.13,28,546,+0.179
103,7,25349,Tim Wilkinson,5.13,23,448,+0.130
105,8,36689,Brooks Koepka,5.08,27,532,+0.111
106,8,47993,Denny McCarthy,5.05,46,910,+0.043
107,9,33399,Adam Hadwin,5.03,38,756,+0.132
108,9,34046,Jordan Spieth,5.02,33,658,E
109,9,35449,Adam Long,5.01,50,998,+0.140
110,9,25818,Scott Piercy,5.00,35,700,+0.200
111,9,33404,Chris Baker,4.98,23,462,+0.130
112,9,47504,Sam Burns,4.94,38,770,+0.132
113,9,46442,Maverick McNealy,4.93,40,812,+0.300
113,-1,48822,Sebastián Muñoz,4.93,54,1096,+0.019
115,-12,45486,Joaquin Niemann,4.92,45,914,+0.044
116,7,46435,Austin Cook,4.91,33,672,+0.061
117,7,33486,Roger Sloan,4.89,26,532,+0.231
118,7,40058,Zac Blair,4.86,34,700,+0.118
119,8,22371,Aaron Baddeley,4.83,25,518,-0.080
120,11,40009,Dominic Bozzelli,4.76,16,336,+0.125
120,11,35532,Tom Hoge,4.76,44,924,+0.159
120,11,28252,Seamus Power,4.76,14,294,+0.500
120,11,46441,Robby Shelton,4.76,38,798,+0.237
124,1,39971,Sungjae Im,4.70,52,1106,+0.173
124,-9,23320,Ryan Palmer,4.70,39,830,+0.128
126,10,31420,Anirban Lahiri,4.66,15,322,+0.333
127,10,48887,Matt Wallace,4.64,26,560,-0.038
128,10,56278,Matthew Wolff,4.63,41,886,+0.122
129,10,35658,Kris Ventura,4.59,18,392,+0.389
130,10,25900,Lucas Glover,4.57,32,700,+0.094
131,11,33122,Russell Knox,4.52,31,686,+0.290
131,11,47128,Richy Werenski,4.52,31,686,+0.129
133,-3,50525,Collin Morikawa,4.51,45,998,-0.111
133,11,27214,Kevin Streelman,4.51,36,798,-0.028
135,10,27330,Josh Teater,4.50,17,378,+0.059
136,-8,35506,Mackenzie Hughes,4.49,39,868,+0.256
136,10,30110,Kyle Stanley,4.49,27,602,+0.037
138,9,28089,Jason Day,4.46,25,560,+0.120
138,9,31646,Emiliano Grillo,4.46,30,672,+0.133
138,9,34431,Robert Streb,4.46,20,448,+0.250
141,10,19846,Brian Gay,4.43,31,700,+0.226
142,11,39546,Keith Mitchell,4.40,31,704,+0.290
143,-14,30925,Dustin Johnson,4.38,29,662,-0.034
144,8,29420,Billy Horschel,4.36,36,826,-0.083
145,9,26300,Matt Jones,4.35,39,896,+0.154
146,9,12716,Charley Hoffman,4.32,29,672,+0.138
147,9,56762,Will Gordon,4.22,13,308,+0.077
148,9,24924,Bill Haas,4.20,20,476,+0.200
148,-7,28237,Rory McIlroy,4.20,30,714,-0.033
150,8,36699,Patrick Rodgers,4.19,44,1050,+0.182
151,8,27963,Chris Stroud,4.17,21,504,+0.143
152,8,23621,Rory Sabbatini,4.14,29,700,-0.069
152,8,25493,Nick Taylor,4.14,29,700,+0.138
154,8,27644,Brian Harman,4.12,41,994,-0.024
155,9,32757,Patton Kizzire,4.10,27,658,+0.259
156,9,25804,Bubba Watson,4.01,32,798,+0.063
157,9,32662,Michael Gligic,3.99,19,476,+0.105
158,9,46046,Scottie Scheffler,3.98,39,980,+0.205
159,8,22056,Cameron Percy,3.90,18,462,+0.056
160,9,34314,Sebastian Cappelen,3.88,19,490,+0.316
161,2,48081,Xander Schauffele,3.85,33,858,E
162,9,33410,Andrew Landry,3.83,30,784,+0.367
163,9,01810,Phil Mickelson,3.76,20,532,+0.250
164,6,52372,Cameron Champ,3.73,32,858,+0.031
165,8,39324,J.J. Spaun,3.72,25,672,+0.120
166,8,35450,Patrick Cantlay,3.71,23,620,+0.087
167,8,32448,James Hahn,3.70,14,378,+0.214
168,8,29974,Branden Grace,3.68,17,462,+0.176
168,8,23788,D.J. Trahan,3.68,17,462,E
170,8,35461,Beau Hossler,3.64,25,686,+0.280
171,10,37275,Sam Ryder,3.57,28,784,+0.071
171,10,27649,Brandt Snedeker,3.57,25,700,+0.320
173,10,29725,Tony Finau,3.51,29,826,+0.034
173,5,35891,Cameron Smith,3.51,27,770,+0.222
175,9,39977,Max Homa,3.49,28,802,+0.107
176,4,34360,Patrick Reed,3.39,31,914,+0.290
177,8,32366,Kevin Chappell,3.35,15,448,+0.267
178,8,35617,Martin Trainer,3.27,18,550,+0.611
179,8,33948,Byeong Hun An,3.21,27,840,E
180,8,28420,Ryan Brehm,3.13,14,448,+1.357
180,8,21209,Sergio Garcia,3.13,14,448,E
182,9,27974,Sung Kang,3.10,27,872,+0.185
183,9,47959,Bryson DeChambeau,3.00,26,868,+0.231
184,10,29926,Danny Lee,2.99,23,770,+0.217
185,3,32839,Hideki Matsuyama,2.93,25,854,+0.240
186,10,37455,Si Woo Kim,2.86,24,840,+0.125
187,6,46717,Viktor Hovland,2.83,23,812,-0.043
188,9,33449,Zack Sucher,2.68,9,336,+0.111
189,6,29221,Webb Simpson,2.66,19,714,-0.158
190,8,46550,Brandon Hagy,2.58,13,504,+0.154
191,9,27936,Martin Laird,2.46,10,406,+0.100
192,7,46970,Jon Rahm,2.37,19,802,+0.053
193,8,27129,Luke List,1.94,16,826,+0.375
