RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,1,31557,Jim Herman,10.52,77,732,+0.195
2,3,34256,Andrew Putnam,9.60,43,448,+0.140
3,3,36871,Matthew NeSmith,9.13,69,756,E
4,3,29484,Peter Uihlein,9.09,42,462,+0.310
5,3,10809,Jim Furyk,8.73,44,504,-0.068
5,3,27095,Nick Watney,8.73,44,504,-0.091
7,4,27349,Alex Noren,8.57,54,630,+0.037
8,2,34099,Harris English,8.30,79,952,-0.051
9,4,24138,Ian Poulter,8.08,43,532,-0.186
10,5,40098,Matt Fitzpatrick,7.79,48,616,-0.146
11,3,40026,Daniel Berger,7.65,60,784,-0.017
12,4,27942,Rob Oppenheim,7.62,48,630,+0.250
13,4,26758,David Hearn,7.54,38,504,+0.289
14,4,26499,Rafa Cabrera Bello,7.51,41,546,+0.146
15,5,24361,Pat Perez,7.50,42,560,-0.048
16,5,25572,Graeme McDowell,7.47,39,522,+0.179
17,5,33667,Carlos Ortiz,7.36,67,910,+0.179
18,5,49298,Kramer Hickok,7.34,37,504,+0.027
18,5,33204,Shane Lowry,7.34,37,504,+0.216
20,-2,29478,Kevin Kisner,7.23,57,788,+0.018
21,5,29479,Scott Brown,7.14,50,700,+0.100
21,5,46402,Talor Gooch,7.14,75,1050,+0.200
21,5,30163,Henrik Norlander,7.14,56,784,+0.196
24,1,35310,Lanto Griffin,7.03,79,1124,+0.291
25,7,36801,Mark Hubbard,6.95,71,1022,+0.113
26,8,25686,Jason Dufner,6.89,54,784,+0.093
27,8,32640,Troy Merritt,6.88,53,770,+0.094
28,8,35732,Wes Roach,6.82,21,308,+0.476
29,8,21407,Arjun Atwal,6.79,19,280,E
30,8,34213,Grayson Murray,6.68,29,434,+0.103
31,0,25396,Kevin Na,6.63,55,830,+0.200
32,-6,26851,Marc Leishman,6.59,48,728,+0.083
33,7,32150,Michael Thompson,6.51,51,784,+0.098
