RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,47959,Bryson DeChambeau,71.21,2125548,298506
2,0,52372,Cameron Champ,70.93,2011857,283649
3,0,28420,Ryan Brehm,70.77,1038424,146725
4,0,21209,Sergio Garcia,69.75,1089774,156249
5,0,35450,Patrick Cantlay,69.70,1453001,208468
6,0,46550,Brandon Hagy,69.52,1171721,168553
7,0,40042,Tyler McCumber,69.48,1216166,175036
7,0,25804,Bubba Watson,69.48,1910789,275018
9,0,35617,Martin Trainer,69.45,1261389,181638
10,0,56278,Matthew Wolff,69.39,2080345,299822
11,0,30925,Dustin Johnson,69.32,1597431,230444
12,0,28237,Rory McIlroy,69.26,1721983,248621
13,0,46970,Jon Rahm,69.22,1915579,276740
14,0,36699,Patrick Rodgers,69.12,2412567,349021
15,2,47504,Sam Burns,68.95,1765987,256141
16,-1,33448,Justin Thomas,68.93,1932452,280369
17,1,39546,Keith Mitchell,68.92,1641112,238114
18,1,34314,Sebastian Cappelen,68.90,1102683,160042
19,-3,29725,Tony Finau,68.83,1954426,283932
19,1,01810,Phil Mickelson,68.83,1227694,178364
21,0,56762,Will Gordon,68.79,727176,105704
22,0,33449,Zack Sucher,68.78,748053,108759
23,0,34213,Grayson Murray,68.74,999148,145359
24,1,27129,Luke List,68.65,1897497,276419
25,-1,48081,Xander Schauffele,68.62,2024375,295021
26,1,37455,Si Woo Kim,68.61,1915091,279137
27,1,33948,Byeong Hun An,68.58,1975649,288078
28,-2,46046,Scottie Scheffler,68.56,2289845,333998
29,0,32366,Kevin Chappell,68.54,995798,145296
30,0,35461,Beau Hossler,68.45,1562416,228254
31,0,27974,Sung Kang,68.43,2026127,296101
32,0,27064,Jhonattan Vegas,68.34,1182353,173008
33,1,30944,Jason Kokrak,68.33,1686392,246816
34,-2,45486,Joaquin Niemann,68.30,2165320,317014
35,0,51766,Wyndham Clark,68.26,1472349,215689
36,0,29926,Danny Lee,68.24,1805762,264617
37,0,27554,Scott Harrington,68.15,1703512,249950
38,0,24502,Adam Scott,68.09,972383,142810
39,0,30911,Tommy Fleetwood,68.03,947103,139228
40,0,51894,Vince Whaley,68.02,885314,130150
41,0,35658,Kris Ventura,67.98,876070,128870
42,0,36689,Brooks Koepka,67.95,1243281,182961
43,0,21961,Charles Howell III,67.93,1607743,236674
44,1,33419,Cameron Tringale,67.88,1653620,243622
44,1,31323,Gary Woodland,67.88,1742401,256677
46,1,45157,Cam Davis,67.87,1462543,215477
47,1,29974,Branden Grace,67.86,1065673,157039
48,-4,46717,Viktor Hovland,67.81,1898112,279935
49,0,48887,Matt Wallace,67.78,1282736,189240
50,0,33597,Harry Higgs,67.77,2201588,324872
50,0,32333,Kevin Tway,67.77,1113643,164323
52,0,49964,Aaron Wise,67.68,1080769,159695
53,2,33667,Carlos Ortiz,67.63,2051952,303397
54,3,25364,Paul Casey,67.60,1446627,213993
55,4,29518,Brendan Steele,67.57,1805731,267257
56,4,34046,Jordan Spieth,67.56,1529288,226361
56,4,49960,Sepp Straka,67.56,1959414,290014
58,-1,39971,Sungjae Im,67.54,2558745,378869
58,-4,48822,Sebastián Muñoz,67.54,2488200,368383
60,2,25900,Lucas Glover,67.50,1562188,231450
61,2,39977,Max Homa,67.46,1803412,267320
61,2,47347,Adam Schenk,67.46,1732951,256880
63,-7,32839,Hideki Matsuyama,67.45,1972842,292484
64,2,33486,Roger Sloan,67.43,1200577,178044
65,2,31420,Anirban Lahiri,67.42,711013,105456
66,2,46442,Maverick McNealy,67.38,1805045,267900
67,2,37275,Sam Ryder,67.34,1771650,263101
67,2,37189,Harold Varner III,67.34,1816672,269768
69,2,39997,Corey Conners,67.33,1996111,296478
70,2,28252,Seamus Power,67.29,643899,95687
71,2,28089,Jason Day,67.28,1285980,191130
71,2,12716,Charley Hoffman,67.28,1491143,221628
71,2,27936,Martin Laird,67.28,901282,133952
74,3,35230,Nelson Ledesma,67.22,734981,109336
74,2,23320,Ryan Palmer,67.22,1946144,289520
76,2,32662,Michael Gligic,67.21,1044220,155373
77,3,29484,Peter Uihlein,67.13,1045919,155804
78,1,34360,Patrick Reed,67.10,2113004,314898
