RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
1,0,06567,Vijay Singh,5,2,3
1,0,22295,Darron Stiles,5,4,1
3,0,29718,Anthony Kim,11,1,10
4,0,29221,Webb Simpson,12,2,10
5,0,02206,David Toms,24,17,7
6,0,23320,Ryan Palmer,27,9,18
7,0,21878,Mark Wilson,29,7,22
8,0,21949,Joe Ogilvie,31,13,18
9,0,27060,John Mallinger,32,18,14
10,0,22046,Geoff Ogilvy,33,24,9
11,0,01945,Kenny Perry,38,25,13
12,0,28158,Steve Marino,40,6,34
13,0,01724,Jeff Maggert,48,44,4
13,0,24449,Parker McLachlin,48,41,7
15,0,24357,K.J. Choi,51,45,6
15,0,06595,Kevin Sutherland,51,11,40
17,0,22892,Jason Gore,55,33,22
18,0,22293,Heath Slocum,56,40,16
19,0,23325,Vaughn Taylor,57,14,43
20,0,08931,Glen Day,58,25,33
21,0,26476,Chez Reavie,60,58,2
22,0,21753,Brian Davis,63,31,32
22,0,28118,Peter Tomasulo,63,34,29
24,0,24358,Robert Garrigus,64,9,55
24,0,12705,Cliff Kresge,64,48,16
26,0,27141,J.B. Holmes,65,5,60
27,0,06522,Ernie Els,66,48,18
28,0,28620,Aron Price,68,29,39
29,0,27649,Brandt Snedeker,72,38,34
30,0,24781,Hunter Mahan,76,58,18
31,0,25240,D.A. Points,77,48,29
32,0,27770,Camilo Villegas,78,54,24
33,0,22348,Nick O'Hern,79,75,4
34,0,27933,John Merrick,81,21,60
35,0,25345,Carl Pettersson,82,70,12
36,0,20574,Mathew Goggin,83,34,49
36,0,24138,Ian Poulter,83,58,25
38,0,25562,Andres Romero,89,16,73
39,0,01226,Fred Couples,90,30,60
40,0,30925,Dustin Johnson,93,12,81
41,0,20070,Matt Bettencourt,95,45,50
42,0,23623,Bo Van Pelt,98,32,66
42,0,26498,Matt Weibring,98,27,71
44,0,20229,Stewart Cink,100,54,46
45,0,24507,Jason Bohn,101,48,53
45,0,01706,Davis Love III,101,15,86
47,0,10117,Bob Heintz,104,38,66
47,0,02214,Kirk Triplett,104,70,34
49,0,01313,Steve Elkington,107,57,50
50,0,21805,Harrison Frazar,108,7,101
50,0,27936,Martin Laird,108,19,89
52,0,20472,Alex Cejka,110,70,40
53,0,23548,Bill Lunde,116,58,58
54,0,01766,Billy Mayfair,119,48,71
55,0,24024,Zach Johnson,120,94,26
56,0,28780,Nicholas Thompson,122,34,88
57,0,01941,Tom Pernice Jr.,123,89,34
57,0,10425,Jay Williamson,123,89,34
59,0,20850,Daniel Chopra,126,79,47
59,0,06012,Greg Kraft,126,111,15
61,0,23614,Rich Beem,128,54,74
62,0,28089,Jason Day,131,21,110
63,0,26679,Kevin Stadler,136,41,95
63,0,27963,Chris Stroud,136,45,91
65,0,26851,Marc Leishman,137,19,118
66,0,02239,Scott Verplank,140,85,55
67,0,30711,Colt Knost,141,98,43
68,0,01810,Phil Mickelson,142,37,105
68,0,23800,Bryce Molder,142,64,78
70,0,26300,Matt Jones,143,21,122
71,0,07223,Brian Bateman,144,63,81
72,0,21959,Ted Purdy,146,48,98
73,0,25818,Scott Piercy,148,27,121
74,0,01707,Steve Lowery,149,89,60
75,0,20634,Peter Lonard,150,80,70
76,0,23541,Ben Crane,151,82,69
77,0,12652,Cameron Beckman,153,93,60
78,0,23135,Tim Clark,154,114,40
78,0,23621,Rory Sabbatini,154,80,74
80,0,24361,Pat Perez,159,58,101
81,0,22621,Ben Curtis,160,84,76
82,0,22913,John Rollins,161,85,76
82,0,23349,Charles Warren,161,66,95
84,0,01797,Rocco Mediate,164,85,79
85,0,01132,Mark Brooks,165,105,60
86,0,06643,Paul Goydos,167,109,58
87,0,22961,David Mathis,169,140,29
88,0,22405,Justin Rose,173,123,50
89,0,25900,Lucas Glover,175,121,54
89,0,26289,Boo Weekley,175,132,43
91,0,12716,Charley Hoffman,176,41,135
92,0,23108,Matt Kuchar,177,130,47
93,0,01035,Tommy Armour III,178,123,55
94,0,06539,Rick Price,180,66,114
94,0,06527,Steve Stricker,180,66,114
96,0,26695,Michael Letzig,183,75,108
97,0,23497,Tag Ridings,188,66,122
98,0,10860,Justin Leonard,189,163,26
99,0,19846,Brian Gay,190,162,28
100,0,26668,Marc Turnesa,192,111,81
101,0,25190,Jeff Quinney,193,127,66
102,0,12782,Tim Herron,195,82,113
103,0,10733,Kent Jones,200,99,101
103,0,08075,Jerry Kelly,200,109,91
103,0,25919,Brian Vranesh,200,105,95
106,0,27120,Troy Matteson,203,75,128
106,0,24140,Sean O'Hair,203,117,86
108,0,07749,Brett Quigley,206,64,142
109,0,01473,Todd Hamilton,209,129,80
109,0,20766,Padraig Harrington,209,95,114
111,0,23788,D.J. Trahan,210,126,84
111,0,26497,Casey Wittenberg,210,85,125
113,0,27683,Leif Olson,217,78,139
114,0,26951,Johnson Wagner,218,134,84
115,0,23638,Brendon de Jonge,222,102,120
116,0,10885,Robert Allenby,224,95,129
117,0,24490,George McNeill,225,74,151
118,0,24912,Will MacKenzie,227,122,105
119,0,20848,Ángel Cabrera,228,99,129
119,0,12510,Chad Campbell,228,102,126
