RANK,MOVEMENT,PLAYER_ID,PLAYER,COMBINED RANK,CARRY EFFICIENCY RANK,TOTAL DIST. EFFIC. RANK
121,0,27214,Kevin Streelman,230,95,135
122,0,22548,Patrick Sheehan,232,141,91
123,0,24503,Jeff Klauk,233,89,144
124,0,25804,Bubba Watson,234,73,161
125,0,01948,Tim Petrovic,239,148,91
125,0,10423,Mike Weir,239,130,109
127,0,26420,Richard Johnson,244,146,98
128,0,24502,Adam Scott,245,135,110
129,0,26596,Ryan Moore,246,145,101
130,0,30927,Brendon Todd,248,119,129
131,0,01161,Mark Calcavecchia,251,111,140
132,0,20572,Rod Pampling,254,156,98
133,0,23983,Luke Donald,255,107,148
133,0,21731,Freddie Jacobson,255,166,89
135,0,20098,Stuart Appleby,261,119,142
135,0,07867,Woody Austin,261,123,138
137,0,06251,Chris DiMarco,262,116,146
138,0,27466,Spencer Levin,264,159,105
139,0,24925,Jonathan Byrd,265,102,163
139,0,09011,David Duval,265,99,166
141,0,23778,Brad Adamonis,270,152,118
141,0,20498,Briny Baird,270,114,156
143,0,07457,Steve Flesch,280,158,122
144,0,31323,Gary Woodland,284,118,166
145,0,10809,Jim Furyk,285,138,147
146,0,23718,Nathan Green,288,148,140
147,0,21350,Ryuji Imada,289,154,135
148,0,01329,Brad Faxon,290,180,110
148,0,25632,Jimmy Walker,290,107,183
150,0,08845,Scott Sterling,292,178,114
151,0,23048,Eric Axley,296,163,133
151,0,20691,Greg Owen,296,138,158
151,0,20127,Chris Riley,296,170,126
154,0,01577,Lee Janzen,297,142,155
155,0,26881,Jarrod Lyle,298,128,170
156,0,24663,Y.E. Yang,299,151,148
157,0,20593,Greg Chalmers,301,144,157
158,0,25686,Jason Dufner,306,172,134
159,0,08793,Tiger Woods,307,136,171
160,0,31416,Derek Fathauer,308,132,176
160,0,01928,Corey Pavin,308,179,129
162,0,28475,Jeff Overton,309,161,148
163,0,27095,Nick Watney,310,146,164
164,0,20157,Retief Goosen,316,136,180
165,0,26301,James Nitties,318,166,152
166,0,12602,Dean Wilson,319,159,160
167,0,01677,Tom Lehman,320,168,152
168,0,23353,J.J. Henry,321,148,173
169,0,22371,Aaron Baddeley,323,142,181
169,0,20645,John Senden,323,152,171
171,0,20104,Ken Duke,326,181,145
172,0,10585,Scott McCarron,328,154,174
173,0,21961,Charles Howell III,329,177,152
174,0,20160,Charlie Wi,330,171,159
175,0,24924,Bill Haas,332,156,176
176,0,25396,Kevin Na,338,173,165
177,0,24846,Ricky Barnes,343,175,168
177,0,21209,Sergio Garcia,343,169,174
179,0,06004,Stephen Ames,344,165,179
180,0,06197,Michael Allen,346,184,162
181,0,28087,Kris Blanks,350,174,176
182,0,01142,Bart Bryant,352,183,169
183,0,06621,Joe Durant,357,175,182
184,0,01320,Bob Estes,366,182,184
