RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
1,0,01132,Mark Brooks,14.93,537.33,36
2,0,22295,Darron Stiles,14.92,462.46,31
3,0,21878,Mark Wilson,14.09,1126.97,80
4,0,29221,Webb Simpson,13.77,1032.95,75
5,0,23325,Vaughn Taylor,13.68,929.92,68
6,0,02214,Kirk Triplett,13.33,706.67,53
7,0,02206,David Toms,13.28,1101.90,83
8,0,20472,Alex Cejka,13.14,919.86,70
9,0,25632,Jimmy Walker,13.09,654.43,50
10,0,12705,Cliff Kresge,13.05,874.33,67
11,0,23320,Ryan Palmer,13.01,884.48,68
12,0,01945,Kenny Perry,12.99,1052.18,81
13,0,28620,Aron Price,12.98,921.31,71
14,0,01724,Jeff Maggert,12.97,921.18,71
15,0,06539,Rick Price,12.94,517.72,40
16,0,08931,Glen Day,12.92,813.86,63
17,0,06595,Kevin Sutherland,12.89,837.71,65
18,0,21753,Brian Davis,12.88,1236.61,96
19,0,20634,Peter Lonard,12.85,976.93,76
19,0,27649,Brandt Snedeker,12.85,784.12,61
21,0,21949,Joe Ogilvie,12.82,910.43,71
22,0,06522,Ernie Els,12.79,664.90,52
23,0,28780,Nicholas Thompson,12.74,1019.04,80
24,0,27060,John Mallinger,12.72,941.06,74
25,0,22348,Nick O'Hern,12.71,1105.41,87
26,0,07223,Brian Bateman,12.69,634.55,50
26,0,21805,Harrison Frazar,12.69,990.00,78
26,0,06567,Vijay Singh,12.69,761.59,60
29,0,01766,Billy Mayfair,12.61,844.77,67
30,0,06012,Greg Kraft,12.52,513.41,41
31,0,26476,Chez Reavie,12.50,937.51,75
32,0,01810,Phil Mickelson,12.45,560.35,45
33,0,26498,Matt Weibring,12.44,609.54,49
34,0,20766,Padraig Harrington,12.41,571.07,46
35,0,25818,Scott Piercy,12.40,756.36,61
36,0,22293,Heath Slocum,12.39,1015.72,82
37,0,26679,Kevin Stadler,12.38,581.86,47
38,0,01035,Tommy Armour III,12.36,617.88,50
38,0,30927,Brendon Todd,12.36,593.09,48
40,0,01941,Tom Pernice Jr.,12.32,936.13,76
41,0,23135,Tim Clark,12.27,834.67,68
41,0,02239,Scott Verplank,12.27,1055.37,86
43,0,30711,Colt Knost,12.19,658.21,54
43,0,28158,Steve Marino,12.19,1048.41,86
43,0,25345,Carl Pettersson,12.19,950.85,78
46,0,24024,Zach Johnson,12.18,1120.47,92
47,0,10117,Bob Heintz,12.13,533.51,44
48,0,25562,Andres Romero,12.09,616.78,51
48,0,22548,Patrick Sheehan,12.09,435.23,36
50,0,10733,Kent Jones,12.05,686.96,57
51,0,19846,Brian Gay,12.03,1095.11,91
52,0,27963,Chris Stroud,11.97,706.09,59
53,0,06643,Paul Goydos,11.96,825.44,69
53,0,26851,Marc Leishman,11.96,908.99,76
55,0,27141,J.B. Holmes,11.94,632.66,53
56,0,23614,Rich Beem,11.93,644.10,54
57,0,29718,Anthony Kim,11.92,739.10,62
57,0,21959,Ted Purdy,11.92,977.51,82
59,0,24357,K.J. Choi,11.88,689.03,58
60,0,22046,Geoff Ogilvy,11.86,818.45,69
61,0,27933,John Merrick,11.85,829.35,70
62,0,08075,Jerry Kelly,11.81,933.18,79
63,0,24358,Robert Garrigus,11.79,707.18,60
64,0,24507,Jason Bohn,11.78,977.61,83
64,0,25240,D.A. Points,11.78,1001.20,85
66,0,23048,Eric Axley,11.75,658.14,56
67,0,12782,Tim Herron,11.73,985.46,84
68,0,22892,Jason Gore,11.70,667.16,57
69,0,12652,Cameron Beckman,11.67,921.72,79
70,0,06251,Chris DiMarco,11.66,991.10,85
71,0,28089,Jason Day,11.63,558.35,48
71,0,28475,Jeff Overton,11.63,895.19,77
73,0,23800,Bryce Molder,11.59,590.99,51
74,0,23541,Ben Crane,11.58,937.63,81
75,0,24781,Hunter Mahan,11.56,785.94,68
76,0,01161,Mark Calcavecchia,11.52,679.56,59
76,0,28118,Peter Tomasulo,11.52,495.17,43
78,0,01797,Rocco Mediate,11.51,690.46,60
79,0,22621,Ben Curtis,11.50,506.14,44
80,0,01329,Brad Faxon,11.48,643.02,56
81,0,01313,Steve Elkington,11.45,629.50,55
82,0,10885,Robert Allenby,11.44,629.37,55
83,0,26420,Richard Johnson,11.43,879.99,77
84,0,23548,Bill Lunde,11.41,867.08,76
85,0,20498,Briny Baird,11.40,889.11,78
85,0,23108,Matt Kuchar,11.40,763.47,67
87,0,23983,Luke Donald,11.38,751.01,66
87,0,26695,Michael Letzig,11.38,1035.50,91
87,0,26668,Marc Turnesa,11.38,887.70,78
90,0,01226,Fred Couples,11.37,489.02,43
90,0,26497,Casey Wittenberg,11.37,614.13,54
92,0,22913,John Rollins,11.35,896.62,79
93,0,23349,Charles Warren,11.34,521.59,46
94,0,23621,Rory Sabbatini,11.31,769.20,68
94,0,06527,Steve Stricker,11.31,780.42,69
96,0,20574,Mathew Goggin,11.30,655.39,58
97,0,01706,Davis Love III,11.28,778.43,69
98,0,12602,Dean Wilson,11.25,708.58,63
99,0,20070,Matt Bettencourt,11.23,920.51,82
100,0,24361,Pat Perez,11.20,728.05,65
100,0,27770,Camilo Villegas,11.20,660.78,59
102,0,23623,Bo Van Pelt,11.18,827.33,74
102,0,10425,Jay Williamson,11.18,625.95,56
104,0,24449,Parker McLachlin,11.15,702.62,63
105,0,20229,Stewart Cink,11.13,723.57,65
