RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
106,0,24925,Jonathan Byrd,11.12,689.16,62
106,0,24503,Jeff Klauk,11.12,990.01,89
108,0,22405,Justin Rose,11.09,620.97,56
109,0,27120,Troy Matteson,11.08,931.00,84
110,0,25190,Jeff Quinney,11.06,763.07,69
111,0,09011,David Duval,11.04,397.40,36
112,0,25919,Brian Vranesh,11.03,397.05,36
113,0,27683,Leif Olson,11.02,418.58,38
114,0,27466,Spencer Levin,10.98,746.45,68
114,0,07749,Brett Quigley,10.98,812.56,74
116,0,23638,Brendon de Jonge,10.92,764.22,70
116,0,31323,Gary Woodland,10.92,349.41,32
118,0,26300,Matt Jones,10.88,424.28,39
119,0,23497,Tag Ridings,10.85,444.87,41
120,0,30925,Dustin Johnson,10.82,703.08,65
120,0,27214,Kevin Streelman,10.82,908.58,84
122,0,12716,Charley Hoffman,10.81,875.84,81
123,0,23788,D.J. Trahan,10.80,831.85,77
124,0,01577,Lee Janzen,10.79,647.37,60
125,0,24140,Sean O'Hair,10.77,624.76,58
126,0,08845,Scott Sterling,10.76,441.19,41
127,0,20157,Retief Goosen,10.71,599.86,56
128,0,01677,Tom Lehman,10.70,385.20,36
129,0,01473,Todd Hamilton,10.69,673.40,63
130,0,12510,Chad Campbell,10.62,754.26,71
131,0,01928,Corey Pavin,10.59,550.67,52
132,0,21350,Ryuji Imada,10.58,814.71,77
132,0,24490,George McNeill,10.58,804.10,76
134,0,27936,Martin Laird,10.54,537.44,51
134,0,01707,Steve Lowery,10.54,821.81,78
136,0,22961,David Mathis,10.53,726.43,69
137,0,26301,James Nitties,10.51,620.10,59
138,0,24138,Ian Poulter,10.49,513.88,49
139,0,20850,Daniel Chopra,10.46,930.65,89
140,0,20098,Stuart Appleby,10.45,700.45,67
140,0,10585,Scott McCarron,10.45,815.18,78
142,0,24912,Will MacKenzie,10.32,629.59,61
143,0,10809,Jim Furyk,10.27,718.92,70
144,0,25804,Bubba Watson,10.25,492.06,48
145,0,20160,Charlie Wi,10.21,816.85,80
146,0,10860,Justin Leonard,10.20,887.34,87
147,0,07867,Woody Austin,10.19,815.46,80
148,0,26951,Johnson Wagner,10.12,748.89,74
149,0,20848,Ángel Cabrera,10.10,383.78,38
150,0,26881,Jarrod Lyle,10.06,502.80,50
151,0,22371,Aaron Baddeley,10.05,502.34,50
152,0,31416,Derek Fathauer,10.00,470.04,47
152,0,10423,Mike Weir,10.00,680.07,68
154,0,07457,Steve Flesch,9.97,558.19,56
155,0,20127,Chris Riley,9.96,587.45,59
156,0,01948,Tim Petrovic,9.94,864.73,87
157,0,28087,Kris Blanks,9.92,446.30,45
158,0,20593,Greg Chalmers,9.90,673.20,68
158,0,23718,Nathan Green,9.90,891.33,90
160,0,23778,Brad Adamonis,9.85,580.96,59
160,0,08793,Tiger Woods,9.85,393.99,40
162,0,26596,Ryan Moore,9.84,698.86,71
163,0,23353,J.J. Henry,9.83,815.78,83
164,0,01142,Bart Bryant,9.80,558.37,57
165,0,20572,Rod Pampling,9.76,604.88,62
166,0,25900,Lucas Glover,9.73,671.61,69
167,0,24663,Y.E. Yang,9.66,676.12,70
168,0,06004,Stephen Ames,9.60,595.24,62
169,0,20645,John Senden,9.57,774.88,81
170,0,24924,Bill Haas,9.49,758.88,80
171,0,06621,Joe Durant,9.45,434.83,46
171,0,21731,Freddie Jacobson,9.45,652.23,69
173,0,25396,Kevin Na,9.35,701.47,75
174,0,20691,Greg Owen,9.34,794.03,85
175,0,26289,Boo Weekley,9.30,697.58,75
176,0,25686,Jason Dufner,9.29,733.91,79
176,0,24502,Adam Scott,9.29,389.98,42
178,0,01320,Bob Estes,9.21,663.25,72
179,0,24846,Ricky Barnes,9.11,464.41,51
180,0,21209,Sergio Garcia,8.67,372.66,43
181,0,27095,Nick Watney,8.49,611.23,72
182,0,20104,Ken Duke,8.12,479.28,59
183,0,21961,Charles Howell III,7.91,664.73,84
184,0,06197,Michael Allen,5.96,303.75,51
