RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
39,0,28620,Aron Price,2.621,282.010,107.582,71,0194303035
40,0,20472,Alex Cejka,2.619,279.341,106.651,70,0228003123
40,0,23135,Tim Clark,2.619,277.937,106.137,68,0228303068
40,0,06595,Kevin Sutherland,2.619,293.079,111.898,65,0224103140
43,0,30711,Colt Knost,2.618,280.074,106.980,54,0223103105
43,0,23325,Vaughn Taylor,2.618,282.956,108.064,68,0197803077
43,0,26289,Boo Weekley,2.618,300.149,114.633,75,0216103351
46,0,20229,Stewart Cink,2.616,301.036,115.076,66,0212303483
47,0,20850,Daniel Chopra,2.615,304.302,116.367,90,0214803223
47,0,23108,Matt Kuchar,2.615,283.967,108.595,67,0220803221
49,0,20574,Mathew Goggin,2.613,296.962,113.633,58,0229103108
50,0,20070,Matt Bettencourt,2.612,295.995,113.318,83,0210203072
50,0,01313,Steve Elkington,2.612,285.165,109.172,55,0227803066
50,0,22405,Justin Rose,2.612,293.151,112.223,56,0224003161
53,0,24507,Jason Bohn,2.611,285.498,109.334,83,0221103035
54,0,25900,Lucas Glover,2.610,304.367,116.635,72,0217503166
55,0,01035,Tommy Armour III,2.608,283.886,108.866,50,0216102922
55,0,24358,Robert Garrigus,2.608,313.818,120.349,60,0216203085
55,0,02239,Scott Verplank,2.608,280.225,107.431,86,0215603163
58,0,06643,Paul Goydos,2.607,276.676,106.108,69,0217902922
58,0,23548,Bill Lunde,2.607,290.944,111.620,76,0219003119
60,0,12652,Cameron Beckman,2.605,286.692,110.067,79,0201203452
60,0,01132,Mark Brooks,2.605,265.077,101.762,37,0209802987
60,0,01226,Fred Couples,2.605,301.003,115.543,43,0230603164
60,0,27141,J.B. Holmes,2.605,319.802,122.758,54,0221103284
60,0,01707,Steve Lowery,2.605,292.218,112.178,78,0217203471
60,0,27933,John Merrick,2.605,297.447,114.169,71,0226303017
66,0,10117,Bob Heintz,2.604,285.682,109.699,44,0227803029
66,0,25190,Jeff Quinney,2.604,275.549,105.822,69,0218503185
66,0,23623,Bo Van Pelt,2.604,296.919,114.046,75,0229702979
69,0,23541,Ben Crane,2.603,283.151,108.791,81,0200403010
70,0,20634,Peter Lonard,2.602,276.154,106.113,76,0210603037
71,0,01766,Billy Mayfair,2.601,281.477,108.201,67,0214003132
71,0,26498,Matt Weibring,2.601,284.865,109.522,49,0220302936
73,0,25562,Andres Romero,2.600,306.623,117.910,52,0214203446
74,0,23614,Rich Beem,2.599,286.986,110.439,54,0224302982
74,0,23621,Rory Sabbatini,2.599,295.403,113.640,69,0212002929
76,0,22621,Ben Curtis,2.598,282.105,108.598,44,0225803188
76,0,22913,John Rollins,2.598,294.239,113.251,79,0221902956
78,0,23800,Bryce Molder,2.597,283.989,109.365,53,0220203181
79,0,01797,Rocco Mediate,2.596,281.380,108.370,60,0220502939
80,0,01473,Todd Hamilton,2.593,289.521,111.643,63,0229503041
81,0,07223,Brian Bateman,2.591,288.468,111.321,50,0215602970
81,0,30925,Dustin Johnson,2.591,313.833,121.115,65,0193903344
81,0,26668,Marc Turnesa,2.591,282.242,108.926,78,0205903559
84,0,23788,D.J. Trahan,2.590,296.884,114.624,77,0186503493
84,0,26951,Johnson Wagner,2.590,291.087,112.409,74,0203903359
86,0,01706,Davis Love III,2.589,303.071,117.081,69,0208403384
86,0,24140,Sean O'Hair,2.589,298.379,115.264,59,0227503424
88,0,28780,Nicholas Thompson,2.587,292.066,112.918,80,0208202996
89,0,21731,Freddie Jacobson,2.586,286.777,110.890,70,0172303082
89,0,27936,Martin Laird,2.586,303.485,117.345,54,0165903079
91,0,08075,Jerry Kelly,2.585,280.166,108.399,80,0218503181
91,0,01948,Tim Petrovic,2.585,285.214,110.318,88,0225102905
91,0,22548,Patrick Sheehan,2.585,278.204,107.620,36,0228502931
91,0,27963,Chris Stroud,2.585,291.503,112.778,60,0219802975
95,0,26679,Kevin Stadler,2.583,290.699,112.562,47,0216302879
95,0,25919,Brian Vranesh,2.583,290.290,112.391,36,0223302977
95,0,23349,Charles Warren,2.583,297.445,115.148,47,0216302895
98,0,26420,Richard Johnson,2.581,279.631,108.331,77,0199203281
98,0,20572,Rod Pampling,2.581,289.015,111.993,62,0210203085
98,0,21959,Ted Purdy,2.581,291.776,113.034,82,0203202972
101,0,21805,Harrison Frazar,2.580,297.150,115.166,78,0205502970
101,0,10733,Kent Jones,2.580,280.000,108.509,58,0226303010
101,0,26596,Ryan Moore,2.580,295.536,114.559,71,0207803040
101,0,24361,Pat Perez,2.580,291.783,113.103,65,0213302994
105,0,27466,Spencer Levin,2.579,278.830,108.108,68,0220502985
105,0,24912,Will MacKenzie,2.579,292.306,113.360,61,0208203399
105,0,01810,Phil Mickelson,2.579,309.663,120.078,45,0231003075
108,0,26695,Michael Letzig,2.578,290.845,112.807,91,0188503076
109,0,10423,Mike Weir,2.577,283.728,110.090,68,0200303069
110,0,28089,Jason Day,2.576,297.584,115.518,48,0224302922
110,0,01329,Brad Faxon,2.576,271.663,105.470,56,0205502964
110,0,24502,Adam Scott,2.576,306.247,118.872,44,0224903392
113,0,12782,Tim Herron,2.575,289.159,112.299,84,0193102963
114,0,20766,Padraig Harrington,2.574,290.992,113.070,47,0210303174
114,0,06539,Rick Price,2.574,277.923,107.973,40,0227202830
114,0,08845,Scott Sterling,2.574,283.457,110.136,41,0203103100
114,0,06527,Steve Stricker,2.574,285.998,111.130,69,0166303172
118,0,23778,Brad Adamonis,2.573,290.911,113.058,59,0210202994
118,0,26851,Marc Leishman,2.573,298.782,116.142,76,0166003017
120,0,23638,Brendon de Jonge,2.572,289.479,112.530,70,0220402949
121,0,25818,Scott Piercy,2.571,295.494,114.944,62,0220202811
122,0,07457,Steve Flesch,2.570,283.312,110.225,56,0231002858
122,0,26300,Matt Jones,2.570,296.246,115.253,39,0202502963
122,0,23497,Tag Ridings,2.570,308.300,119.959,41,0228303081
125,0,26497,Casey Wittenberg,2.569,280.467,109.182,55,0161802965
126,0,12510,Chad Campbell,2.568,289.596,112.765,72,0204103100
126,0,20127,Chris Riley,2.568,277.487,108.066,59,0186102925
128,0,27120,Troy Matteson,2.566,300.679,117.184,85,0220402926
129,0,10885,Robert Allenby,2.563,290.981,113.519,55,0224102944
129,0,20848,Ángel Cabrera,2.563,306.753,119.680,38,0215603171
129,0,01928,Corey Pavin,2.563,261.867,102.153,53,0200602893
129,0,30927,Brendon Todd,2.563,274.249,106.983,48,0196403211
133,0,23048,Eric Axley,2.561,279.350,109.076,56,0196203062
134,0,25686,Jason Dufner,2.560,287.333,112.235,79,0217603082
135,0,12716,Charley Hoffman,2.558,304.278,118.949,82,0213703144
135,0,21350,Ryuji Imada,2.558,282.370,110.402,77,0204703564
135,0,27214,Kevin Streelman,2.558,295.130,115.391,86,0203003016
138,0,07867,Woody Austin,2.557,285.907,111.815,80,0223302973
139,0,27683,Leif Olson,2.556,298.254,116.681,38,0219103049
140,0,01161,Mark Calcavecchia,2.554,286.155,112.036,59,0199403235
140,0,23718,Nathan Green,2.554,285.189,111.643,91,0116703045
142,0,20098,Stuart Appleby,2.547,288.814,113.386,67,0211903061
142,0,07749,Brett Quigley,2.547,287.437,112.871,74,0196603168
144,0,24503,Jeff Klauk,2.545,276.092,108.485,89,0201902904
145,0,20104,Ken Duke,2.543,284.025,111.679,60,0220502992
146,0,06251,Chris DiMarco,2.542,276.504,108.771,86,0197903029
147,0,10809,Jim Furyk,2.541,278.036,109.407,70,0201302924
148,0,23983,Luke Donald,2.539,276.668,108.976,66,0222502960
148,0,28475,Jeff Overton,2.539,290.531,114.449,78,0189603022
148,0,24663,Y.E. Yang,2.539,291.238,114.694,70,0220502995
151,0,24490,George McNeill,2.538,295.532,116.421,76,0196303163
152,0,21961,Charles Howell III,2.537,296.040,116.711,86,0206502978
152,0,01677,Tom Lehman,2.537,275.487,108.594,36,0214302924
152,0,26301,James Nitties,2.537,291.971,115.089,59,0208902954
155,0,01577,Lee Janzen,2.536,283.284,111.704,60,0213902978
156,0,20498,Briny Baird,2.533,276.968,109.339,78,0189903004
157,0,20593,Greg Chalmers,2.532,278.558,110.016,68,0202702935
158,0,20691,Greg Owen,2.531,291.683,115.261,85,0198302959
159,0,20160,Charlie Wi,2.528,281.138,111.211,80,0208202782
160,0,12602,Dean Wilson,2.526,270.098,106.920,63,0158102934
161,0,25804,Bubba Watson,2.525,313.209,124.025,50,0199902891
162,0,06197,Michael Allen,2.521,289.156,114.715,52,0213302993
163,0,24925,Jonathan Byrd,2.520,291.732,115.774,62,0215902901
164,0,27095,Nick Watney,2.519,301.405,119.636,73,0206302989
165,0,25396,Kevin Na,2.518,279.545,111.000,75,0198502934
166,0,09011,David Duval,2.517,288.893,114.790,36,0207302988
166,0,31323,Gary Woodland,2.517,308.499,122.568,32,0224202920
168,0,24846,Ricky Barnes,2.514,292.429,116.334,51,0220502922
169,0,01142,Bart Bryant,2.513,269.089,107.081,58,0210702948
170,0,26881,Jarrod Lyle,2.508,285.821,113.956,49,0094202949
171,0,20645,John Senden,2.507,294.348,117.422,81,0188002989
171,0,08793,Tiger Woods,2.507,302.100,120.522,40,0213803083
173,0,23353,J.J. Henry,2.506,294.614,117.575,82,0189602911
174,0,21209,Sergio Garcia,2.505,296.668,118.424,45,0223402915
174,0,10585,Scott McCarron,2.505,283.033,113.009,78,0217502815
176,0,28087,Kris Blanks,2.502,281.884,112.675,46,0158003184
176,0,31416,Derek Fathauer,2.502,281.496,112.492,47,0128502886
176,0,24924,Bill Haas,2.502,295.571,118.115,81,0213303185
179,0,06004,Stephen Ames,2.501,283.014,113.146,62,0201702824
180,0,20157,Retief Goosen,2.494,290.076,116.322,56,0224903107
181,0,22371,Aaron Baddeley,2.491,286.694,115.097,51,0190302809
182,0,06621,Joe Durant,2.484,278.482,112.128,47,0215202940
183,0,25632,Jimmy Walker,2.467,286.979,116.342,50,0174102898
184,0,01320,Bob Estes,2.466,278.726,113.034,74,0215802841
