RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
105,0,01132,Mark Brooks,2.406,244.3,101.548,32,0203602695
105,0,25919,Brian Vranesh,2.406,270.4,112.359,32,0221602684
107,0,23983,Luke Donald,2.405,262.2,109.007,60,0217102632
107,0,25632,Jimmy Walker,2.405,279.8,116.339,41,0203402720
109,0,06643,Paul Goydos,2.404,255.0,106.057,67,0211102640
109,0,08075,Jerry Kelly,2.404,260.9,108.538,70,0209602664
111,0,01161,Mark Calcavecchia,2.403,268.9,111.890,49,0217202745
111,0,06012,Greg Kraft,2.403,251.7,104.760,37,0209902819
111,0,26668,Marc Turnesa,2.403,261.8,108.963,74,0207702691
114,0,20498,Briny Baird,2.402,262.7,109.380,69,0211402684
114,0,23135,Tim Clark,2.402,255.1,106.187,64,0211102705
116,0,06251,Chris DiMarco,2.401,261.1,108.746,76,0205902731
117,0,24140,Sean O'Hair,2.400,276.5,115.210,55,0197602791
118,0,31323,Gary Woodland,2.399,293.9,122.489,27,0212002567
119,0,20098,Stuart Appleby,2.398,271.9,113.400,59,0205802687
119,0,30927,Brendon Todd,2.398,256.1,106.805,45,0181902747
121,0,25900,Lucas Glover,2.397,279.7,116.671,65,0200702650
122,0,24912,Will MacKenzie,2.395,271.5,113.379,59,0204702808
123,0,01035,Tommy Armour III,2.394,260.7,108.922,48,0202602669
123,0,07867,Woody Austin,2.394,267.5,111.736,75,0208302696
123,0,22405,Justin Rose,2.394,268.7,112.247,52,0208902624
126,0,23788,D.J. Trahan,2.393,274.4,114.640,68,0186002815
127,0,25190,Jeff Quinney,2.392,253.0,105.771,66,0208402687
128,0,26881,Jarrod Lyle,2.390,267.0,111.717,46,0220802678
129,0,01473,Todd Hamilton,2.389,266.5,111.565,58,0207902637
130,0,23108,Matt Kuchar,2.385,258.7,108.482,61,0208502638
130,0,10423,Mike Weir,2.385,262.5,110.067,64,0208402721
132,0,31416,Derek Fathauer,2.384,267.8,112.342,39,0212502639
132,0,26289,Boo Weekley,2.384,273.0,114.545,71,0206902912
134,0,26951,Johnson Wagner,2.383,267.9,112.399,68,0206902919
135,0,24502,Adam Scott,2.382,283.2,118.875,38,0208502799
136,0,20157,Retief Goosen,2.381,276.8,116.235,51,0215902671
136,0,08793,Tiger Woods,2.381,287.0,120.506,31,0210002650
138,0,10809,Jim Furyk,2.379,260.0,109.294,60,0208002660
138,0,20691,Greg Owen,2.379,274.1,115.210,77,0213502817
140,0,22961,David Mathis,2.378,258.6,108.741,64,0200502658
141,0,22548,Patrick Sheehan,2.377,255.7,107.576,30,0209702610
142,0,22371,Aaron Baddeley,2.374,273.1,115.031,42,0200802628
142,0,01577,Lee Janzen,2.374,265.1,111.649,57,0206702663
144,0,20593,Greg Chalmers,2.373,261.3,110.093,60,0201302685
145,0,26596,Ryan Moore,2.372,272.0,114.681,64,0205902747
146,0,26420,Richard Johnson,2.370,256.8,108.346,72,0195602831
146,0,27095,Nick Watney,2.370,282.9,119.356,60,0202502606
148,0,23718,Nathan Green,2.369,264.2,111.534,79,0198102606
148,0,23353,J.J. Henry,2.369,275.2,116.138,71,0202402749
148,0,01948,Tim Petrovic,2.369,261.1,110.226,82,0212402618
151,0,24663,Y.E. Yang,2.367,271.2,114.548,60,0212502690
152,0,23778,Brad Adamonis,2.366,267.3,112.964,46,0208502607
152,0,20645,John Senden,2.366,277.9,117.420,71,0213302627
154,0,21350,Ryuji Imada,2.364,260.9,110.363,65,0197102794
154,0,10585,Scott McCarron,2.364,266.9,112.871,71,0219402577
156,0,24924,Bill Haas,2.362,279.2,118.173,72,0204602583
156,0,20572,Rod Pampling,2.362,264.5,111.990,61,0209902596
158,0,07457,Steve Flesch,2.359,259.8,110.148,52,0213902626
159,0,27466,Spencer Levin,2.358,254.7,108.007,64,0205102686
159,0,12602,Dean Wilson,2.358,252.1,106.925,56,0160402664
161,0,28475,Jeff Overton,2.357,269.6,114.384,65,0193602753
162,0,19846,Brian Gay,2.354,242.7,103.125,83,0203102751
163,0,23048,Eric Axley,2.353,256.9,109.157,47,0191102618
163,0,10860,Justin Leonard,2.353,254.6,108.233,78,0199902870
165,0,06004,Stephen Ames,2.351,265.6,112.980,56,0210502705
166,0,21731,Freddie Jacobson,2.349,260.0,110.688,61,0201202690
166,0,26301,James Nitties,2.349,270.4,115.093,55,0199502579
168,0,01677,Tom Lehman,2.348,255.2,108.669,33,0213602676
169,0,21209,Sergio Garcia,2.346,277.7,118.372,39,0200902613
170,0,20127,Chris Riley,2.340,252.6,107.974,56,0213902653
171,0,20160,Charlie Wi,2.337,260.0,111.220,68,0195902602
172,0,25686,Jason Dufner,2.334,261.6,112.095,73,0208802581
173,0,25396,Kevin Na,2.332,258.4,110.849,68,0203302612
174,0,28087,Kris Blanks,2.329,262.2,112.586,37,0205902606
175,0,24846,Ricky Barnes,2.326,270.5,116.308,45,0192502560
175,0,06621,Joe Durant,2.326,260.8,112.099,43,0214402519
177,0,21961,Charles Howell III,2.317,270.3,116.670,80,0208302660
178,0,08845,Scott Sterling,2.307,254.5,110.346,39,0196202683
179,0,01928,Corey Pavin,2.303,235.2,102.131,49,0198702554
180,0,01329,Brad Faxon,2.299,242.4,105.401,54,0190502706
181,0,20104,Ken Duke,2.291,255.9,111.686,49,0194902543
182,0,01320,Bob Estes,2.287,258.8,113.120,69,0201502583
183,0,01142,Bart Bryant,2.266,242.8,107.128,57,0196502521
184,0,06197,Michael Allen,2.248,257.8,114.658,47,0197602534
