RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
1,0,29718,Anthony Kim,2.499,289.3,115.792,49,0208702896
2,0,29221,Webb Simpson,2.495,275.4,110.384,69,0211702884
2,0,06567,Vijay Singh,2.495,281.9,112.985,59,0209802919
4,0,22295,Darron Stiles,2.492,264.9,106.290,32,0230402673
5,0,27141,J.B. Holmes,2.480,304.4,122.765,47,0190102883
6,0,28158,Steve Marino,2.479,278.6,112.397,79,0223402722
7,0,21805,Harrison Frazar,2.474,285.1,115.263,65,0212302780
7,0,21878,Mark Wilson,2.474,264.5,106.933,74,0176202736
9,0,24358,Robert Garrigus,2.473,297.8,120.413,56,0198202822
9,0,23320,Ryan Palmer,2.473,279.6,113.073,62,0209902750
11,0,06595,Kevin Sutherland,2.472,276.4,111.776,59,0224602742
12,0,30925,Dustin Johnson,2.469,298.9,121.046,56,0216002787
13,0,21949,Joe Ogilvie,2.468,271.0,109.805,64,0207002766
14,0,23325,Vaughn Taylor,2.467,266.6,108.058,59,0214502824
15,0,01706,Davis Love III,2.466,288.7,117.070,64,0207902901
16,0,25562,Andres Romero,2.465,290.7,117.934,39,0199302843
17,0,02206,David Toms,2.463,265.2,107.674,76,0221802767
18,0,27060,John Mallinger,2.462,261.7,106.303,71,0211202732
19,0,27936,Martin Laird,2.461,288.8,117.334,45,0222502774
19,0,26851,Marc Leishman,2.461,285.7,116.069,67,0217602787
21,0,28089,Jason Day,2.459,284.4,115.634,40,0221302719
21,0,26300,Matt Jones,2.459,283.4,115.228,35,0218302699
21,0,27933,John Merrick,2.459,280.7,114.150,64,0211002712
24,0,22046,Geoff Ogilvy,2.457,278.6,113.386,63,0212902752
25,0,08931,Glen Day,2.454,253.9,103.486,50,0223302825
25,0,01945,Kenny Perry,2.454,274.2,111.732,72,0217702891
27,0,25818,Scott Piercy,2.453,281.9,114.917,56,0207702713
27,0,26498,Matt Weibring,2.453,268.7,109.507,44,0215602728
29,0,28620,Aron Price,2.452,263.9,107.624,67,0187002754
30,0,01226,Fred Couples,2.451,283.3,115.615,38,0227802704
31,0,21753,Brian Davis,2.449,262.4,107.162,88,0213902743
32,0,23623,Bo Van Pelt,2.448,278.9,113.951,67,0219602734
33,0,22892,Jason Gore,2.447,272.2,111.221,52,0204802718
34,0,20574,Mathew Goggin,2.446,277.6,113.495,55,0215802759
34,0,28780,Nicholas Thompson,2.446,275.9,112.781,73,0207402818
34,0,28118,Peter Tomasulo,2.446,277.5,113.476,38,0216002646
37,0,01810,Phil Mickelson,2.445,293.0,119.822,39,0207402731
38,0,10117,Bob Heintz,2.444,268.2,109.723,39,0221902635
38,0,27649,Brandt Snedeker,2.444,261.4,106.964,61,0220002694
40,0,22293,Heath Slocum,2.440,264.8,108.513,75,0215602810
41,0,12716,Charley Hoffman,2.439,290.2,118.985,71,0211302667
41,0,24449,Parker McLachlin,2.439,267.2,109.563,57,0200402853
41,0,26679,Kevin Stadler,2.439,274.4,112.534,44,0219802670
44,0,01724,Jeff Maggert,2.438,263.8,108.219,70,0196502715
45,0,20070,Matt Bettencourt,2.436,275.9,113.265,74,0178302690
45,0,24357,K.J. Choi,2.436,264.0,108.374,53,0214302730
45,0,27963,Chris Stroud,2.436,274.5,112.678,55,0220002889
48,0,24507,Jason Bohn,2.435,266.4,109.393,77,0219302649
48,0,06522,Ernie Els,2.435,276.1,113.419,47,0206802872
48,0,12705,Cliff Kresge,2.435,261.4,107.325,62,0220002652
48,0,01766,Billy Mayfair,2.435,263.4,108.180,64,0209302608
48,0,25240,D.A. Points,2.435,263.7,108.306,83,0214302695
48,0,21959,Ted Purdy,2.435,275.0,112.951,76,0209102644
54,0,23614,Rich Beem,2.434,268.8,110.448,46,0222302702
54,0,20229,Stewart Cink,2.434,280.0,115.011,59,0205202789
54,0,27770,Camilo Villegas,2.434,276.8,113.710,47,0194202805
57,0,01313,Steve Elkington,2.433,265.5,109.108,52,0215002731
58,0,23548,Bill Lunde,2.432,271.6,111.675,71,0214802822
58,0,24781,Hunter Mahan,2.432,275.1,113.109,64,0216602776
58,0,24361,Pat Perez,2.432,275.1,113.116,63,0218102803
58,0,24138,Ian Poulter,2.432,267.1,109.819,45,0212402742
58,0,26476,Chez Reavie,2.432,256.9,105.658,66,0199402767
63,0,07223,Brian Bateman,2.431,270.6,111.304,43,0222602674
64,0,23800,Bryce Molder,2.429,265.7,109.397,47,0213702750
64,0,07749,Brett Quigley,2.429,274.4,112.996,60,0203202729
66,0,06539,Rick Price,2.428,262.3,108.022,38,0223302627
66,0,23497,Tag Ridings,2.428,291.2,119.948,38,0212102721
66,0,06527,Steve Stricker,2.428,269.9,111.150,62,0223302691
66,0,23349,Charles Warren,2.428,279.6,115.154,43,0208102618
70,0,20472,Alex Cejka,2.425,258.7,106.655,66,0215302682
70,0,25345,Carl Pettersson,2.425,267.3,110.230,71,0208802703
70,0,02214,Kirk Triplett,2.425,260.0,107.207,47,0224202680
73,0,25804,Bubba Watson,2.424,300.3,123.910,40,0198802708
74,0,24490,George McNeill,2.423,281.9,116.354,60,0214302690
75,0,26695,Michael Letzig,2.422,273.6,112.961,79,0204702689
75,0,27120,Troy Matteson,2.422,283.8,117.155,80,0209502736
75,0,22348,Nick O'Hern,2.422,253.3,104.590,82,0206002849
78,0,27683,Leif Olson,2.420,281.6,116.401,32,0214802707
79,0,20850,Daniel Chopra,2.419,282.2,116.664,79,0203702850
80,0,20634,Peter Lonard,2.418,256.8,106.232,70,0185202740
80,0,23621,Rory Sabbatini,2.418,274.5,113.499,62,0208102665
82,0,23541,Ben Crane,2.417,263.0,108.808,78,0216302774
82,0,12782,Tim Herron,2.417,271.6,112.342,74,0214602721
84,0,22621,Ben Curtis,2.416,262.4,108.616,42,0217902644
85,0,01797,Rocco Mediate,2.415,261.7,108.361,54,0215502760
85,0,22913,John Rollins,2.415,273.5,113.242,75,0218702678
85,0,02239,Scott Verplank,2.415,259.3,107.384,76,0211902661
85,0,26497,Casey Wittenberg,2.415,263.4,109.059,45,0219902629
89,0,24503,Jeff Klauk,2.414,262.0,108.528,80,0212902808
89,0,01707,Steve Lowery,2.414,270.5,112.073,67,0209802902
89,0,01941,Tom Pernice Jr.,2.414,260.6,107.927,68,0203902676
89,0,10425,Jay Williamson,2.414,261.6,108.399,53,0215402673
93,0,12652,Cameron Beckman,2.413,265.7,110.094,72,0207202728
94,0,24024,Zach Johnson,2.412,259.5,107.566,90,0211102819
95,0,10885,Robert Allenby,2.410,273.5,113.487,54,0207102704
95,0,20766,Padraig Harrington,2.410,272.1,112.888,44,0209702762
95,0,27214,Kevin Streelman,2.410,278.2,115.423,81,0198802731
98,0,30711,Colt Knost,2.409,257.8,107.044,52,0211702674
99,0,20848,Ángel Cabrera,2.408,288.4,119.749,34,0205602688
99,0,09011,David Duval,2.408,277.0,115.042,33,0213102616
99,0,10733,Kent Jones,2.408,261.1,108.438,51,0207902682
102,0,24925,Jonathan Byrd,2.407,278.7,115.758,56,0214302666
102,0,12510,Chad Campbell,2.407,271.2,112.693,66,0212502682
102,0,23638,Brendon de Jonge,2.407,270.7,112.452,64,0213302632
