RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,23983,Luke Donald,12.77,154,1206
2,0,29221,Webb Simpson,13.27,234,1764
3,0,21961,Charles Howell III,13.32,259,1944
4,0,06527,Steve Stricker,13.61,169,1242
5,0,23108,Matt Kuchar,13.70,217,1584
6,0,02206,David Toms,13.96,196,1404
7,0,27095,Nick Watney,14.07,195,1386
8,0,24024,Zach Johnson,14.10,198,1404
9,0,20498,Briny Baird,14.44,156,1080
10,0,27466,Spencer Levin,14.45,294,2034
11,0,23800,Bryce Molder,14.50,214,1476
12,0,08075,Jerry Kelly,14.58,223,1530
13,0,28089,Jason Day,14.76,194,1314
14,0,24924,Bill Haas,14.79,245,1656
15,0,26758,David Hearn,14.84,235,1584
16,0,31202,William McGirt,14.94,277,1854
17,0,20593,Greg Chalmers,15.03,238,1584
17,0,21209,Sergio Garcia,15.03,165,1098
19,0,22378,Trevor Immelman,15.15,229,1512
20,0,24604,Hunter Haas,15.16,262,1728
21,0,23353,J.J. Henry,15.22,263,1728
21,0,06573,Brandt Jobe,15.22,274,1800
21,0,01810,Phil Mickelson,15.22,211,1386
24,0,19846,Brian Gay,15.25,247,1620
25,0,20572,Rod Pampling,15.28,198,1296
26,0,32150,Michael Thompson,15.33,218,1422
26,0,21878,Mark Wilson,15.33,240,1566
28,0,07867,Woody Austin,15.35,163,1062
29,0,23638,Brendon de Jonge,15.40,291,1890
30,0,11123,Chris Couch,15.45,203,1314
31,0,01313,Steve Elkington,15.56,140,900
32,0,10809,Jim Furyk,15.63,242,1548
33,0,27933,John Merrick,15.65,200,1278
34,0,20645,John Senden,15.66,265,1692
34,0,22293,Heath Slocum,15.66,248,1584
36,0,27649,Brandt Snedeker,15.69,240,1530
37,0,06004,Stephen Ames,15.70,195,1242
38,0,27936,Martin Laird,15.72,215,1368
39,0,21731,Freddie Jacobson,15.76,261,1656
40,0,21753,Brian Davis,15.77,298,1890
41,0,12510,Chad Campbell,15.82,282,1782
42,0,23541,Ben Crane,15.83,208,1314
43,0,01766,Billy Mayfair,15.84,268,1692
44,0,10860,Justin Leonard,15.85,234,1476
45,0,27214,Kevin Streelman,15.86,257,1620
45,0,23325,Vaughn Taylor,15.86,254,1602
47,0,06251,Chris DiMarco,15.89,266,1674
47,0,31323,Gary Woodland,15.89,266,1674
49,0,26951,Johnson Wagner,15.91,232,1458
50,0,12602,Dean Wilson,15.95,178,1116
51,0,24507,Jason Bohn,15.99,213,1332
52,0,22405,Justin Rose,16.02,222,1386
53,0,24357,K.J. Choi,16.07,217,1350
54,0,22621,Ben Curtis,16.08,191,1188
55,0,29910,Blake Adams,16.09,336,2088
56,0,24781,Hunter Mahan,16.10,258,1602
56,0,24502,Adam Scott,16.10,171,1062
58,0,28087,Kris Blanks,16.12,267,1656
58,0,06621,Joe Durant,16.12,206,1278
60,0,22348,Nick O'Hern,16.17,259,1602
61,0,25396,Kevin Na,16.20,245,1512
62,0,33419,Cameron Tringale,16.21,321,1980
63,0,23548,Bill Lunde,16.24,269,1656
64,0,25345,Carl Pettersson,16.26,278,1710
65,0,23788,D.J. Trahan,16.30,267,1638
66,0,30926,Chris Kirk,16.35,256,1566
67,0,23623,Bo Van Pelt,16.36,265,1620
68,0,22371,Aaron Baddeley,16.38,227,1386
69,0,22913,John Rollins,16.41,251,1530
70,0,28486,Michael Putnam,16.42,198,1206
71,0,26596,Ryan Moore,16.44,222,1350
72,0,20127,Chris Riley,16.45,225,1368
73,0,24925,Jonathan Byrd,16.46,243,1476
74,0,12782,Tim Herron,16.47,252,1530
75,0,27963,Chris Stroud,16.54,262,1584
76,0,26331,Charl Schwartzel,16.57,167,1008
77,0,22961,David Mathis,16.60,248,1494
