RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,23983,Luke Donald,2.01,135,67
2,0,29221,Webb Simpson,2.08,204,98
3,0,20498,Briny Baird,2.22,133,60
4,0,27095,Nick Watney,2.23,172,77
5,0,23108,Matt Kuchar,2.25,198,88
6,0,28089,Jason Day,2.26,165,73
7,0,21961,Charles Howell III,2.28,246,108
8,0,06527,Steve Stricker,2.29,158,69
9,0,24604,Hunter Haas,2.31,222,96
9,0,24024,Zach Johnson,2.31,180,78
9,0,08075,Jerry Kelly,2.31,196,85
9,0,02206,David Toms,2.31,180,78
13,0,20593,Greg Chalmers,2.32,204,88
14,0,32150,Michael Thompson,2.33,184,79
15,0,23800,Bryce Molder,2.35,193,82
16,0,31202,William McGirt,2.36,243,103
17,0,27466,Spencer Levin,2.40,271,113
17,0,23325,Vaughn Taylor,2.40,214,89
19,0,21209,Sergio Garcia,2.41,147,61
19,0,26758,David Hearn,2.41,212,88
21,0,11123,Chris Couch,2.42,177,73
21,0,24924,Bill Haas,2.42,223,92
23,0,01810,Phil Mickelson,2.43,187,77
24,0,06573,Brandt Jobe,2.44,244,100
25,0,22378,Trevor Immelman,2.45,206,84
26,0,07867,Woody Austin,2.46,145,59
27,0,21878,Mark Wilson,2.47,215,87
28,0,06004,Stephen Ames,2.48,171,69
28,0,19846,Brian Gay,2.48,223,90
28,0,23353,J.J. Henry,2.48,238,96
31,0,23638,Brendon de Jonge,2.49,261,105
31,0,20572,Rod Pampling,2.49,179,72
31,0,31323,Gary Woodland,2.49,232,93
34,0,06621,Joe Durant,2.52,179,71
34,0,22293,Heath Slocum,2.52,222,88
34,0,27214,Kevin Streelman,2.52,227,90
37,0,24507,Jason Bohn,2.53,187,74
37,0,10809,Jim Furyk,2.53,218,86
37,0,24502,Adam Scott,2.53,149,59
37,0,12602,Dean Wilson,2.53,157,62
41,0,06251,Chris DiMarco,2.54,236,93
42,0,28486,Michael Putnam,2.55,171,67
42,0,20436,Garrett Willis,2.55,181,71
44,0,23621,Rory Sabbatini,2.56,218,85
45,0,33419,Cameron Tringale,2.57,283,110
45,0,26951,Johnson Wagner,2.57,208,81
47,0,21731,Freddie Jacobson,2.58,237,92
47,0,23788,D.J. Trahan,2.58,235,91
49,0,21753,Brian Davis,2.59,272,105
49,0,12782,Tim Herron,2.59,220,85
49,0,26851,Marc Leishman,2.59,225,87
49,0,27933,John Merrick,2.59,184,71
49,0,20645,John Senden,2.59,243,94
54,0,23541,Ben Crane,2.60,190,73
54,0,01313,Steve Elkington,2.60,130,50
54,0,10860,Justin Leonard,2.60,213,82
57,0,27936,Martin Laird,2.61,198,76
57,0,26596,Ryan Moore,2.61,196,75
57,0,25396,Kevin Na,2.61,219,84
60,0,22371,Aaron Baddeley,2.62,202,77
60,0,23673,Michael Connell,2.62,199,76
60,0,01766,Billy Mayfair,2.62,246,94
60,0,25345,Carl Pettersson,2.62,249,95
60,0,22405,Justin Rose,2.62,202,77
60,0,27649,Brandt Snedeker,2.62,223,85
66,0,24925,Jonathan Byrd,2.63,216,82
66,0,20472,Alex Cejka,2.63,155,59
66,0,30750,Tommy Gainey,2.63,273,104
