RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,01313,Steve Elkington,10.27,15,146
2,0,08075,Jerry Kelly,10.74,29,270
3,0,23800,Bryce Molder,11.11,33,297
3,0,02206,David Toms,11.11,33,297
5,0,25457,Alexandre Rocha,11.28,22,195
6,0,23983,Luke Donald,11.36,31,273
6,0,21961,Charles Howell III,11.36,41,361
8,0,06527,Steve Stricker,11.70,33,282
9,0,06573,Brandt Jobe,11.86,42,354
10,0,31202,William McGirt,12.00,39,325
11,0,23353,J.J. Henry,12.05,37,307
12,0,24924,Bill Haas,12.08,40,331
13,0,23621,Rory Sabbatini,12.38,38,307
13,0,29221,Webb Simpson,12.38,51,412
15,0,23325,Vaughn Taylor,12.42,38,306
16,0,24604,Hunter Haas,12.46,42,337
17,0,10505,Shane Bertsch,12.50,27,216
18,0,24138,Ian Poulter,12.64,22,174
19,0,22293,Heath Slocum,12.71,37,291
20,0,27466,Spencer Levin,12.85,50,389
21,0,19846,Brian Gay,12.93,41,317
22,0,32366,Kevin Chappell,12.94,33,255
23,0,25686,Jason Dufner,12.95,36,278
23,0,10809,Jim Furyk,12.95,36,278
25,0,21753,Brian Davis,13.03,49,376
26,0,25345,Carl Pettersson,13.29,46,346
27,0,26951,Johnson Wagner,13.33,34,255
28,0,21209,Sergio Garcia,13.37,27,202
29,0,29910,Blake Adams,13.38,55,411
30,0,22913,John Rollins,13.42,40,298
31,0,26476,Chez Reavie,13.47,45,334
32,0,21350,Ryuji Imada,13.55,37,273
33,0,22405,Justin Rose,13.60,37,272
34,0,32150,Michael Thompson,13.64,36,264
34,0,24663,Y.E. Yang,13.64,27,198
36,0,24024,Zach Johnson,13.65,37,271
37,0,26758,David Hearn,13.75,40,291
38,0,27095,Nick Watney,13.77,42,305
39,0,10885,Robert Allenby,13.78,39,283
40,0,27936,Martin Laird,13.88,39,281
41,0,21731,Freddie Jacobson,13.89,45,324
42,0,28089,Jason Day,13.92,38,273
43,0,24846,Ricky Barnes,13.94,35,251
44,0,06621,Joe Durant,14.01,29,207
45,0,01766,Billy Mayfair,14.15,46,325
46,0,11123,Chris Couch,14.18,39,275
47,0,06251,Chris DiMarco,14.29,43,301
48,0,29718,Anthony Kim,14.34,35,244
49,0,23623,Bo Van Pelt,14.38,45,313
50,0,32640,Troy Merritt,14.44,26,180
