RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
51,0,20229,Stewart Cink,14.52,35,241
52,0,25240,D.A. Points,14.60,46,315
53,0,30750,Tommy Gainey,14.63,55,376
54,0,21878,Mark Wilson,14.64,41,280
55,0,27214,Kevin Streelman,14.77,44,298
56,0,20127,Chris Riley,14.78,34,230
56,0,33911,Nate Smith,14.78,30,203
58,0,24507,Jason Bohn,14.79,38,257
59,0,27649,Brandt Snedeker,14.84,46,310
60,0,28486,Michael Putnam,14.85,30,202
61,0,23108,Matt Kuchar,14.97,50,334
62,0,12510,Chad Campbell,15.02,50,333
63,0,12602,Dean Wilson,15.03,29,193
64,0,08725,Tom Gillis,15.20,26,171
65,0,20160,Charlie Wi,15.22,44,289
66,0,20472,Alex Cejka,15.23,30,197
67,0,23788,D.J. Trahan,15.38,46,299
68,0,31323,Gary Woodland,15.47,56,362
69,0,27330,Josh Teater,15.49,57,368
70,0,20572,Rod Pampling,15.55,37,238
71,0,28158,Steve Marino,15.58,43,276
72,0,20070,Matt Bettencourt,15.60,44,282
73,0,33413,Ben Martin,15.65,41,262
74,0,20645,John Senden,15.68,53,338
75,0,21407,Arjun Atwal,15.69,48,306
75,0,29420,Billy Horschel,15.69,40,255
77,0,28087,Kris Blanks,15.71,49,312
78,0,33419,Cameron Tringale,15.72,58,369
79,0,32102,Rickie Fowler,15.76,52,330
80,0,22961,David Mathis,15.81,43,272
81,0,01116,Michael Bradley,15.94,40,251
82,0,24502,Adam Scott,15.96,34,213
83,0,08537,J.P. Hayes,15.98,27,169
83,0,27933,John Merrick,15.98,39,244
85,0,08375,Paul Stankowski,16.09,42,261
86,0,22621,Ben Curtis,16.10,33,205
86,0,24781,Hunter Mahan,16.10,57,354
88,0,22378,Trevor Immelman,16.15,42,260
89,0,22348,Nick O'Hern,16.16,48,297
90,0,23638,Brendon de Jonge,16.19,62,383
91,0,20498,Briny Baird,16.26,33,203
92,0,19970,Robert Karlsson,16.27,34,209
93,0,34255,Joseph Bramlett,16.31,38,233
94,0,20766,Padraig Harrington,16.33,32,196
95,0,01706,Davis Love III,16.37,37,226
96,0,25804,Bubba Watson,16.45,50,304
97,0,27120,Troy Matteson,16.46,53,322
98,0,23541,Ben Crane,16.47,41,249
99,0,12782,Tim Herron,16.55,48,290
99,0,25818,Scott Piercy,16.55,47,284
101,0,25834,Daniel Summerhays,16.58,33,199
102,0,24361,Pat Perez,16.61,46,277
103,0,27963,Chris Stroud,16.67,50,300
104,0,24925,Jonathan Byrd,16.73,47,281
105,0,29720,Andres Gonzales,16.75,33,197
106,0,20593,Greg Chalmers,16.84,49,291
107,0,23409,James Driscoll,16.94,42,248
108,0,12716,Charley Hoffman,16.95,60,354
109,0,29518,Brendan Steele,17.05,52,305
110,0,01810,Phil Mickelson,17.06,50,293
111,0,06004,Stephen Ames,17.19,38,221
112,0,32698,Bobby Gates,17.22,47,273
113,0,26596,Ryan Moore,17.24,45,261
114,0,24357,K.J. Choi,17.27,43,249
115,0,33141,Keegan Bradley,17.28,56,324
116,0,26851,Marc Leishman,17.30,50,289
117,0,06515,Shaun Micheel,17.35,38,219
117,0,26331,Charl Schwartzel,17.35,34,196
119,0,30692,Scott Stallings,17.36,50,288
120,0,25572,Graeme McDowell,17.37,29,167
120,0,20436,Garrett Willis,17.37,41,236
122,0,24490,George McNeill,17.41,43,247
123,0,06522,Ernie Els,17.43,38,218
124,0,27974,Sung Kang,17.48,36,206
125,0,31557,Jim Herman,17.51,38,217
126,0,07457,Steve Flesch,17.57,52,296
126,0,24358,Robert Garrigus,17.57,55,313
128,0,26287,Roland Thatcher,17.62,37,210
129,0,23673,Michael Connell,17.65,39,221
130,0,20098,Stuart Appleby,17.73,36,203
131,0,12652,Cameron Beckman,17.81,44,247
132,0,31401,Zack Miller,17.83,51,286
132,0,25396,Kevin Na,17.83,56,314
134,0,28620,Aron Price,17.91,36,201
135,0,10585,Scott McCarron,17.92,38,212
136,0,07867,Woody Austin,18.00,36,200
137,0,01577,Lee Janzen,18.02,40,222
137,0,01948,Tim Petrovic,18.02,51,283
139,0,23718,Nathan Green,18.11,46,254
140,0,24290,D.J. Brigman,18.14,37,204
141,0,06567,Vijay Singh,18.21,51,280
142,0,28679,Fabián Gómez,18.25,52,285
143,0,30711,Colt Knost,18.30,43,235
144,0,30925,Dustin Johnson,18.31,54,295
145,0,25632,Jimmy Walker,18.35,49,267
146,0,27770,Camilo Villegas,18.39,41,223
147,0,26300,Matt Jones,18.42,42,228
148,0,23548,Bill Lunde,18.44,59,320
149,0,26679,Kevin Stadler,18.50,59,319
150,0,31193,Jim Renner,18.60,40,215
151,0,22371,Aaron Baddeley,18.73,56,299
152,0,10860,Justin Leonard,18.80,44,234
153,0,22046,Geoff Ogilvy,18.85,46,244
154,0,06643,Paul Goydos,18.99,49,258
154,0,30926,Chris Kirk,18.99,60,316
156,0,25900,Lucas Glover,19.03,51,268
157,0,35087,Bio Kim,19.26,47,244
158,0,27939,Matt McQuillan,19.27,37,192
158,0,23497,Tag Ridings,19.27,53,275
160,0,28475,Jeff Overton,19.30,61,316
161,0,25562,Andres Romero,19.41,59,304
162,0,32876,Martin Piller,19.67,36,183
162,0,26289,Boo Weekley,19.67,47,239
164,0,27141,J.B. Holmes,19.72,42,213
165,0,26668,Marc Turnesa,19.75,32,162
166,0,24980,Scott Gutschewski,20.10,42,209
167,0,27064,Jhonattan Vegas,20.13,62,308
168,0,29478,Kevin Kisner,20.27,45,222
169,0,20157,Retief Goosen,20.57,36,175
170,0,26881,Jarrod Lyle,20.68,55,266
171,0,26420,Richard Johnson,20.90,37,177
172,0,23614,Rich Beem,21.01,29,138
173,0,10733,Kent Jones,21.03,49,233
174,0,01797,Rocco Mediate,21.05,32,152
174,0,21949,Joe Ogilvie,21.05,56,266
176,0,30946,Alex Prugh,21.54,56,260
177,0,24140,Sean O'Hair,21.86,47,215
178,0,34072,Will Strickler,22.01,35,159
179,0,25274,Steven Bowditch,22.12,71,321
180,0,20848,Ángel Cabrera,22.34,42,188
181,0,23320,Ryan Palmer,22.38,62,277
182,0,21805,Harrison Frazar,22.46,42,187
183,0,25444,Justin Hicks,22.99,40,174
184,0,09011,David Duval,23.72,51,215
185,0,30110,Kyle Stanley,24.02,92,383
186,0,27797,Derek Lamely,24.77,53,214
