RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
144,0,01766,Billy Mayfair,18.97,321,1692
145,0,19881,Robert Damron,18.93,310,1638
146,0,01388,Robert Gamez,18.85,319,1692
147,0,24024,Zach Johnson,18.81,298,1584
148,0,01381,Fred Funk,18.78,355,1890
149,0,01042,Paul Azinger,18.77,294,1566
150,0,28780,Nicholas Thompson,18.76,314,1674
151,0,06643,Paul Goydos,18.75,243,1296
152,0,02223,Bob Tway,18.73,263,1404
153,0,20094,Jonathan Kaye,18.72,310,1656
154,0,25632,Jimmy Walker,18.68,195,1044
155,0,01226,Fred Couples,18.67,168,900
156,0,10565,Ian Leggatt,18.64,255,1368
156,0,08385,Omar Uresti,18.64,198,1062
158,0,23409,James Driscoll,18.61,268,1440
159,0,01219,John Cook,18.49,223,1206
159,0,08375,Paul Stankowski,18.49,233,1260
161,0,21660,Jason Schultz,18.44,249,1350
161,0,22548,Patrick Sheehan,18.44,332,1800
163,0,01313,Steve Elkington,18.41,169,918
164,0,21961,Charles Howell III,18.40,308,1674
165,0,20593,Greg Chalmers,18.33,221,1206
166,0,22946,Henrik Bjornstad,18.25,312,1710
167,0,20099,Doug Barron,18.19,239,1314
168,0,06012,Greg Kraft,18.15,245,1350
169,0,25936,Alex Aragon,18.12,199,1098
170,0,23307,Roger Tambellini,18.03,198,1098
171,0,12782,Tim Herron,17.97,262,1458
172,0,11011,Mike Sposa,17.95,210,1170
173,0,10860,Justin Leonard,17.93,255,1422
174,0,01142,Bart Bryant,17.89,277,1548
174,0,01761,Len Mattiace,17.89,190,1062
176,0,19913,Ron Whittaker,17.86,254,1422
177,0,22621,Ben Curtis,17.83,276,1548
178,0,01948,Tim Petrovic,17.77,291,1638
179,0,01599,Steve Jones,17.62,260,1476
180,0,07223,Brian Bateman,17.61,206,1170
181,0,23673,Michael Connell,17.48,151,864
182,0,01329,Brad Faxon,17.38,244,1404
183,0,01685,J.L. Lewis,17.35,178,1026
184,0,01887,Mark O'Meara,17.11,154,900
185,0,20812,Tjaart van der Walt,17.06,175,1026
186,0,23616,Ryan Hietala,17.04,181,1062
187,0,20634,Peter Lonard,16.96,232,1368
188,0,01677,Tom Lehman,16.85,182,1080
189,0,01473,Todd Hamilton,16.59,215,1296
190,0,12662,Thomas Levet,16.45,151,918
191,0,01928,Corey Pavin,16.35,206,1260
192,0,25842,Jon Mills,16.33,194,1188
193,0,01132,Mark Brooks,16.17,259,1602
194,0,25935,John Engler Jr.,15.92,192,1206
195,0,01823,Larry Mize,15.58,143,918
196,0,20548,Hidemichi Tanaka,14.84,195,1314
