RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,27141,J.B. Holmes,72.9,1386,19
2,0,08793,Tiger Woods,78.0,936,12
3,0,10885,Robert Allenby,99.0,1386,14
4,0,23349,Charles Warren,101.3,1620,16
5,0,24502,Adam Scott,102.0,1224,12
6,0,22913,John Rollins,102.4,1638,16
7,0,19824,Craig Barlow,109.5,1314,12
8,0,08835,Kris Cox,112.2,1458,13
9,0,24980,Scott Gutschewski,114.8,918,8
10,0,22892,Jason Gore,116.3,1512,13
11,0,06004,Stephen Ames,124.0,1116,9
12,0,01810,Phil Mickelson,124.2,1242,10
13,0,01226,Fred Couples,128.6,900,7
14,0,25804,Bubba Watson,129.3,1422,11
15,0,01553,John Huston,129.6,1296,10
16,0,21959,Ted Purdy,129.9,1818,14
17,0,06373,José María Olazábal,130.5,1044,8
18,0,21407,Arjun Atwal,131.5,1710,13
19,0,24912,Will MacKenzie,132.0,1584,12
20,0,06595,Kevin Sutherland,132.9,1728,13
21,0,12716,Charley Hoffman,135.7,1764,13
22,0,12660,Jesper Parnevik,137.5,1512,11
23,0,06567,Vijay Singh,138.5,1800,13
24,0,20645,John Senden,139.5,1674,12
25,0,21470,Daisuke Maruyama,142.2,1422,10
26,0,12782,Tim Herron,145.8,1458,10
27,0,21646,David Branshaw,147.0,1764,12
28,0,23788,D.J. Trahan,147.3,1620,11
29,0,20850,Daniel Chopra,148.2,1926,13
30,0,21805,Harrison Frazar,148.9,1638,11
31,0,25900,Lucas Glover,151.5,1818,12
31,0,10733,Kent Jones,151.5,1818,12
31,0,27120,Troy Matteson,151.5,1818,12
34,0,12755,Vance Veazey,151.7,1062,7
35,0,01706,Davis Love III,152.0,1368,9
36,0,27770,Camilo Villegas,152.2,1674,11
37,0,01766,Billy Mayfair,153.8,1692,11
38,0,20157,Retief Goosen,154.3,1080,7
39,0,09011,David Duval,155.3,1242,8
40,0,02223,Bob Tway,156.0,1404,9
41,0,23307,Roger Tambellini,156.9,1098,7
42,0,22046,Geoff Ogilvy,157.5,1260,8
43,0,10860,Justin Leonard,158.0,1422,9
44,0,06573,Brandt Jobe,158.4,1584,10
45,0,07457,Steve Flesch,159.2,2070,13
46,0,23048,Eric Axley,160.2,1602,10
47,0,24140,Sean O'Hair,160.4,1764,11
48,0,23322,Brett Wetterich,164.0,1476,9
49,0,06522,Ernie Els,164.6,1152,7
50,0,21209,Sergio Garcia,165.0,990,6
51,0,24358,Robert Garrigus,166.0,1494,9
52,0,25345,Carl Pettersson,167.4,1674,10
53,0,25842,Jon Mills,169.7,1188,7
54,0,01941,Tom Pernice Jr.,170.2,1872,11
55,0,22371,Aaron Baddeley,171.0,1368,8
56,0,12823,Carlos Franco,172.0,1548,9
57,0,02106,Chris Smith,172.3,1206,7
58,0,24924,Bill Haas,172.8,1728,10
59,0,12510,Chad Campbell,174.0,1566,9
60,0,01707,Steve Lowery,174.6,1746,10
61,0,20098,Stuart Appleby,175.5,1404,8
62,0,24024,Zach Johnson,176.0,1584,9
62,0,23325,Vaughn Taylor,176.0,1584,9
64,0,20628,Arron Oberholser,177.8,1422,8
65,0,08075,Jerry Kelly,180.0,1800,10
65,0,24361,Pat Perez,180.0,900,5
65,0,22548,Patrick Sheehan,180.0,1800,10
65,0,08375,Paul Stankowski,180.0,1260,7
69,0,25936,Alex Aragon,183.0,1098,6
70,0,01313,Steve Elkington,183.6,918,5
70,0,21350,Ryuji Imada,183.6,1836,10
70,0,23623,Bo Van Pelt,183.6,1836,10
73,0,01473,Todd Hamilton,185.1,1296,7
73,0,01666,Bernhard Langer,185.1,1296,7
