RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,06522,Ernie Els,4,850,3
2,0,27895,Jonas Blixt,3,658,1
2,0,20229,Stewart Cink,3,975,3
2,0,25720,Chad Collins,3,800,3
2,0,21209,Sergio Garcia,3,636,2
2,0,24358,Robert Garrigus,3,859,3
2,0,27644,Brian Harman,3,1219,2
2,0,21961,Charles Howell III,3,1152,2
2,0,26300,Matt Jones,3,888,3
2,0,24912,Will MacKenzie,3,879,3
2,0,23320,Ryan Palmer,3,930,2
2,0,34360,Patrick Reed,3,989,2
2,0,25834,Daniel Summerhays,3,1051,3
2,0,20396,Lee Westwood,3,598,1
15,0,32334,Charlie Beljan,2,783,2
15,0,25274,Steven Bowditch,2,1014,1
15,0,33141,Keegan Bradley,2,946,1
15,0,23135,Tim Clark,2,841,2
15,0,24494,Erik Compton,2,950,2
15,0,23541,Ben Crane,2,887,1
15,0,34099,Harris English,2,1010,2
15,0,25191,Gonzalo Fernandez-Castaño,2,900,1
15,0,19846,Brian Gay,2,858,1
15,0,34098,Russell Henley,2,1007,1
15,0,12716,Charley Hoffman,2,989,1
15,0,33461,Morgan Hoffmann,2,1084,2
15,0,30926,Chris Kirk,2,1139,0
15,0,29478,Kevin Kisner,2,923,1
15,0,30944,Jason Kokrak,2,693,2
15,0,34409,David Lingmerth,2,820,1
15,0,33413,Ben Martin,2,855,2
15,0,25572,Graeme McDowell,2,679,1
15,0,32640,Troy Merritt,2,689,1
15,0,24140,Sean O'Hair,2,837,0
15,0,28475,Jeff Overton,2,832,2
15,0,24361,Pat Perez,2,894,1
15,0,22405,Justin Rose,2,724,0
15,0,20645,John Senden,2,1081,2
15,0,06567,Vijay Singh,2,911,0
15,0,26679,Kevin Stadler,2,963,1
15,0,30110,Kyle Stanley,2,903,2
15,0,29518,Brendan Steele,2,907,1
15,0,27214,Kevin Streelman,2,836,1
15,0,31560,Brian Stuard,2,949,1
15,0,29425,Andrew Svoboda,2,841,2
15,0,33419,Cameron Tringale,2,1194,2
15,0,26951,Johnson Wagner,2,714,2
15,0,20160,Charlie Wi,2,765,2
49,0,10885,Robert Allenby,1,890,1
49,0,20098,Stuart Appleby,1,980,1
49,0,24507,Jason Bohn,1,877,1
49,0,24925,Jonathan Byrd,1,780,1
49,0,20848,Ángel Cabrera,1,761,1
49,0,12510,Chad Campbell,1,587,1
49,0,25364,Paul Casey,1,612,1
49,0,32200,Roberto Castro,1,791,1
49,0,34021,Bud Cauley,1,613,0
49,0,20593,Greg Chalmers,1,879,0
49,0,32366,Kevin Chappell,1,1029,1
49,0,22621,Ben Curtis,1,792,1
49,0,23638,Brendon de Jonge,1,1189,1
49,0,23409,James Driscoll,1,765,0
49,0,25686,Jason Dufner,1,582,0
49,0,28500,Martin Flores,1,908,1
49,0,32102,Rickie Fowler,1,914,0
49,0,29740,Brad Fritsch,1,525,1
49,0,10809,Jim Furyk,1,863,1
49,0,29535,Brice Garnett,1,967,1
49,0,35539,Luke Guthrie,1,928,1
49,0,24924,Bill Haas,1,1127,0
49,0,26758,David Hearn,1,1044,1
49,0,31557,Jim Herman,1,626,1
49,0,25444,Justin Hicks,1,1069,1
49,0,27141,J.B. Holmes,1,921,0
49,0,30852,Ryo Ishikawa,1,796,1
49,0,21731,Freddie Jacobson,1,982,1
49,0,30925,Dustin Johnson,1,621,0
49,0,24024,Zach Johnson,1,1060,1
49,0,27408,Martin Kaymer,1,700,1
49,0,33122,Russell Knox,1,999,0
49,0,23108,Matt Kuchar,1,970,0
49,0,34261,Scott Langley,1,1011,1
49,0,28092,D.H. Lee,1,539,1
49,0,29926,Danny Lee,1,875,1
49,0,26851,Marc Leishman,1,872,1
49,0,10860,Justin Leonard,1,815,1
49,0,24781,Hunter Mahan,1,919,1
49,0,32839,Hideki Matsuyama,1,872,1
49,0,31202,William McGirt,1,1057,1
49,0,28237,Rory McIlroy,1,692,1
49,0,26596,Ryan Moore,1,908,1
49,0,25396,Kevin Na,1,1017,1
49,0,22046,Geoff Ogilvy,1,868,1
49,0,22913,John Rollins,1,874,1
49,0,25562,Andres Romero,1,844,0
49,0,23621,Rory Sabbatini,1,833,1
49,0,27649,Brandt Snedeker,1,937,0
49,0,34046,Jordan Spieth,1,1057,1
49,0,30692,Scott Stallings,1,814,0
49,0,33418,Shawn Stefani,1,660,1
49,0,21528,Henrik Stenson,1,580,1
49,0,32333,Kevin Tway,1,659,0
49,0,25632,Jimmy Walker,1,1045,0
49,0,10423,Mike Weir,1,703,1
49,0,31323,Gary Woodland,1,984,1
