RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,01331,Rick Fehr,1.44,22,1530
2,0,01355,Raymond Floyd,1.57,17,1080
3,0,01968,Nick Price,1.68,30,1782
4,0,01559,Hale Irwin,1.71,20,1170
5,0,01313,Steve Elkington,1.81,28,1548
6,0,01219,John Cook,1.83,26,1422
7,0,01235,Ben Crenshaw,1.90,28,1476
8,0,01823,Larry Mize,1.92,28,1458
8,0,01943,Chris Perry,1.92,27,1404
10,0,01042,Paul Azinger,1.94,30,1548
10,0,02279,Mark Wiebe,1.94,29,1494
12,0,01553,John Huston,1.96,37,1890
13,0,01261,Jay Delsing,1.97,33,1674
14,0,01960,Don Pooley,2.05,21,1026
15,0,01837,Gil Morgan,2.07,32,1548
16,0,01457,Jay Haas,2.08,39,1872
17,0,01049,Ian Baker-Finch,2.13,23,1080
17,0,02099,Scott Simpson,2.13,28,1314
19,0,02246,Duffy Waldorf,2.16,33,1530
20,0,01706,Davis Love III,2.17,36,1656
20,0,02242,Lanny Wadkins,2.17,34,1566
22,0,01353,Bruce Fleisher,2.18,40,1836
23,0,01846,Jodie Mudd,2.19,26,1188
24,0,02111,Mike Smith,2.20,42,1908
25,0,01435,Wayne Grady,2.22,28,1260
25,0,01495,Morris Hatalsky,2.22,30,1350
25,0,01926,Steve Pate,2.22,42,1890
28,0,01577,Lee Janzen,2.24,42,1872
29,0,02104,Jeff Sluman,2.25,45,1998
30,0,01736,Roger Maltbie,2.26,26,1152
31,0,01928,Corey Pavin,2.31,37,1602
31,0,02225,Howard Twitty,2.31,35,1512
33,0,01214,Frank Conner,2.36,37,1566
34,0,01346,Ed Fiori,2.37,41,1728
34,0,01549,Mike Hulbert,2.37,47,1980
36,0,01132,Mark Brooks,2.39,46,1926
36,0,01569,Peter Jacobsen,2.39,40,1674
36,0,01876,Greg Norman,2.39,25,1044
39,0,01378,David Frost,2.40,35,1458
39,0,02322,Richard Zokol,2.40,29,1206
41,0,02321,Fuzzy Zoeller,2.42,27,1116
42,0,01329,Brad Faxon,2.43,39,1602
42,0,01723,Andrew Magee,2.43,42,1728
44,0,01677,Tom Lehman,2.45,45,1836
45,0,02067,Ted Schulz,2.46,47,1908
46,0,01098,Jay Don Blake,2.49,35,1404
46,0,01288,Ed Dougherty,2.49,48,1926
46,0,01385,Jim Gallagher Jr.,2.49,47,1890
49,0,06034,Marco Dawson,2.50,36,1440
50,0,02090,Tom Sieckmann,2.51,42,1674
50,0,02292,Bob Wolcott,2.51,46,1836
52,0,01361,Dan Forsman,2.52,49,1944
53,0,02230,Stan Utley,2.55,33,1296
54,0,01320,Bob Estes,2.56,41,1602
55,0,02007,Larry Rinker,2.57,38,1476
56,0,01024,Billy Andrade,2.58,40,1548
56,0,02131,Mike Springer,2.58,39,1512
58,0,01072,Chip Beck,2.59,41,1584
59,0,01306,David Edwards,2.60,44,1692
59,0,02185,Lance Ten Broeck,2.60,50,1926
61,0,02010,Loren Roberts,2.61,48,1836
61,0,02041,Bill Sander,2.61,24,918
61,0,02267,D.A. Weibring,2.61,38,1458
64,0,01023,Jerry Anderson,2.62,41,1566
65,0,01203,Russ Cochran,2.66,46,1728
65,0,02033,Dave Rummells,2.66,46,1728
67,0,01887,Mark O'Meara,2.67,39,1458
68,0,01682,Wayne Levi,2.68,40,1494
69,0,01690,Bruce Lietzke,2.69,32,1188
70,0,02146,Payne Stewart,2.71,40,1476
71,0,06124,Patrick Burke,2.72,44,1620
72,0,01139,Olin Browne,2.78,45,1620
72,0,01142,Bart Bryant,2.78,30,1080
72,0,08277,Greg Lesher,2.78,39,1404
72,0,01946,Peter Persons,2.78,49,1764
72,0,02159,Curtis Strange,2.78,30,1080
72,0,02224,Greg Twiggs,2.78,26,936
78,0,01035,Tommy Armour III,2.81,41,1458
78,0,01133,Billy Ray Brown,2.81,38,1350
78,0,01639,Kenny Knox,2.81,41,1458
81,0,01755,Dick Mast,2.82,37,1314
82,0,01414,Bob Gilder,2.84,48,1692
83,0,02190,Doug Tewell,2.85,39,1368
84,0,01284,Mike Donald,2.86,52,1818
84,0,06122,Greg Hickman,2.86,33,1152
86,0,01390,Buddy Gardner,2.87,46,1602
87,0,02298,Jim Woodward,2.90,36,1242
88,0,01444,Ken Green,2.91,45,1548
88,0,01510,Nolan Henke,2.91,45,1548
90,0,01093,Ronnie Black,2.93,47,1602
91,0,02206,David Toms,2.94,46,1566
92,0,06044,Scott Gump,2.95,59,1998
92,0,01797,Rocco Mediate,2.95,43,1458
94,0,02135,Mike Standly,2.97,53,1782
95,0,02133,Craig Stadler,2.98,44,1476
95,0,02303,Robert Wrenn,2.98,44,1476
97,0,02223,Bob Tway,2.99,35,1170
98,0,01143,Brad Bryant,3.00,61,2034
98,0,01557,John Inman,3.00,53,1764
98,0,01701,Bob Lohr,3.00,48,1602
98,0,01938,David Peoples,3.00,53,1764
102,0,01323,Brad Fabel,3.01,51,1692
103,0,01766,Billy Mayfair,3.02,62,2052
103,0,01975,Tom Purtzer,3.02,44,1458
105,0,01196,Brian Claar,3.03,54,1782
105,0,06090,Jim McGovern,3.03,55,1818
107,0,06012,Greg Kraft,3.09,45,1458
108,0,06048,Dicky Thompson,3.10,39,1260
109,0,06142,Mitch Adcock,3.11,42,1350
109,0,01226,Fred Couples,3.11,47,1512
111,0,01771,Blaine McCallister,3.13,54,1728
111,0,02167,Mike Sullivan,3.13,45,1440
113,0,01376,Bob Friend,3.15,55,1746
113,0,01489,Steve Hart,3.15,51,1620
115,0,01522,Lon Hinkle,3.16,33,1044
115,0,02313,Bruce Zabriski,3.16,45,1422
117,0,01014,Fulton Allem,3.17,56,1764
117,0,01996,Mike Reid,3.17,44,1386
117,0,06040,John Ross,3.17,49,1548
117,0,02101,Joey Sindelar,3.17,61,1926
121,0,06575,Dudley Hart,3.19,54,1692
121,0,01783,Mark McCumber,3.19,46,1440
121,0,01978,Fran Quinn,3.19,35,1098
124,0,01060,Dave Barr,3.20,53,1656
124,0,01181,Jon Chaffee,3.20,38,1188
126,0,01550,Ed Humenik,3.25,58,1782
127,0,06332,Neal Lancaster,3.27,67,2052
128,0,01475,Donnie Hammond,3.28,39,1188
129,0,01458,Jerry Haas,3.30,35,1062
130,0,01129,Bill Britton,3.35,50,1494
130,0,01945,Kenny Perry,3.35,50,1494
132,0,01418,Bill Glasson,3.42,32,936
132,0,01971,Dillard Pruitt,3.42,56,1638
134,0,01725,John Mahaffey,3.44,47,1368
135,0,01200,Keith Clearwater,3.46,66,1908
136,0,01249,John Daly,3.49,49,1404
137,0,01307,Joel Edwards,3.50,34,972
138,0,06128,Steve Lamontagne,3.54,56,1584
139,0,01443,Hubert Green,3.56,32,900
139,0,02049,Gene Sauers,3.56,50,1404
141,0,02311,Kim Young,3.57,43,1206
142,0,01468,Gary Hallberg,3.58,56,1566
142,0,01633,Tom Kite,3.58,58,1620
144,0,02095,Larry Silveira,3.60,35,972
145,0,01096,Phil Blackmar,3.61,52,1440
146,0,01724,Jeff Maggert,3.62,58,1602
146,0,02214,Kirk Triplett,3.62,45,1242
146,0,02226,Tray Tyner,3.62,43,1188
149,0,06383,E.J. Pfister,3.64,38,1044
150,0,08537,J.P. Hayes,3.65,48,1314
151,0,07569,Mark Carnevale,3.68,55,1494
152,0,01040,Emlyn Aubrey,3.70,48,1296
152,0,01958,Dan Pohl,3.70,40,1080
154,0,01185,Brandel Chamblee,3.79,58,1530
155,0,01161,Mark Calcavecchia,3.80,65,1710
156,0,01527,Scott Hoch,3.86,41,1062
