RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,01876,Greg Norman,19,1986370
2,0,01783,Mark McCumber,16,1987220
2,0,01958,Dan Pohl,16,1987180
4,0,02255,Denis Watson,15,1987220
5,0,02100,Tim Simpson,14,1987250
6,0,01633,Tom Kite,13,1987190
7,0,02242,Lanny Wadkins,12,1987190
8,0,02133,Craig Stadler,11,1987180
9,0,01378,David Frost,10,1987270
10,0,02159,Curtis Strange,9,1987250
11,0,01051,Seve Ballesteros,8,1987060
12,0,01042,Paul Azinger,7,1987360
12,0,01060,Dave Barr,7,1987310
12,0,01093,Ronnie Black,7,1987390
12,0,01361,Dan Forsman,7,1987400
12,0,01639,Kenny Knox,7,1987360
12,0,01864,Larry Nelson,7,1987320
12,0,01887,Mark O'Meara,7,1987340
12,0,01926,Steve Pate,7,1987390
12,0,01996,Mike Reid,7,1987350
12,0,02104,Jeff Sluman,7,1987380
12,0,02160,Ron Streck,7,1987400
12,0,02170,Hal Sutton,7,1987280
24,0,01457,Jay Haas,6,1987360
24,0,01968,Nick Price,6,1987390
24,0,02294,Willie Wood,6,1987350
27,0,01096,Phil Blackmar,5,1987430
27,0,01161,Mark Calcavecchia,5,1987340
27,0,01214,Frank Conner,5,1987390
27,0,01226,Fred Couples,5,1987360
27,0,01329,Brad Faxon,5,1987340
27,0,01846,Jodie Mudd,5,1987390
27,0,02041,Bill Sander,5,1987410
27,0,02321,Fuzzy Zoeller,5,1987320
35,0,01303,Bob Eastwood,4,1987410
35,0,01313,Steve Elkington,4,1987440
35,0,01326,Nick Faldo,4,1987110
35,0,01475,Donnie Hammond,4,1987430
35,0,01666,Bernhard Langer,4,1987250
35,0,01717,Sandy Lyle,4,1987220
35,0,01736,Roger Maltbie,4,1987380
35,0,01744,Graham Marsh,4,1980120
35,0,01755,Dick Mast,4,1987440
35,0,01823,Larry Mize,4,1987360
35,0,01869,Jack Nicklaus,4,1987250
35,0,01892,Aki Ohmachi,4,1987440
35,0,01960,Don Pooley,4,1987430
35,0,02190,Doug Tewell,4,1987380
35,0,02322,Richard Zokol,4,1987340
50,0,01024,Billy Andrade,3,1987340
50,0,01353,Bruce Fleisher,3,1986150
50,0,01390,Buddy Gardner,3,1987450
50,0,01418,Bill Glasson,3,1987400
50,0,01452,Jeff Grygiel,3,1987370
50,0,01559,Hale Irwin,3,1987410
50,0,01858,Tommy Nakajima,3,1987390
50,0,01964,Greg Powers,3,1987440
50,0,02084,Bob Shearer,3,1984320
50,0,02087,Don Shirey Jr.,3,1987450
50,0,02118,J.C. Snead,3,1987430
50,0,02213,Lee Trevino,3,1987260
62,0,01032,Kikuo Arai,2,1987040
62,0,01072,Chip Beck,2,1987460
62,0,01098,Jay Don Blake,2,1987450
62,0,01113,Steve Bowman,2,1987370
62,0,01132,Mark Brooks,2,1987460
62,0,01150,George Burns,2,1987460
62,0,01198,Howard Clark,2,1987150
62,0,01200,Keith Clearwater,2,1987460
62,0,01235,Ben Crenshaw,2,1987360
62,0,01346,Ed Fiori,2,1987460
62,0,01360,Anders Forsbrand,2,1986150
62,0,01435,Wayne Grady,2,1987460
62,0,01510,Nolan Henke,2,1987440
62,0,01594,Brian Jones,2,1981360
62,0,01597,Grier Jones,2,1984400
62,0,11663,Michael King,2,1981070
62,0,01659,Massy Kuramoto,2,1986370
62,0,01707,Steve Lowery,2,1987210
62,0,01715,Mark Lye,2,1987460
62,0,01771,Blaine McCallister,2,1987460
62,0,01793,Mac McLendon,2,1980430
62,0,01796,Mark McNulty,2,1987250
62,0,01861,Jim Nelford,2,1987460
62,0,01866,Jack Newton,2,1982420
62,0,01906,Masashi Jumbo Ozaki,2,1987250
62,0,01928,Corey Pavin,2,1987460
62,0,01935,Calvin Peete,2,1987430
62,0,01954,Gary Pinns,2,1987350
62,0,01998,Jack Renner,2,1987430
62,0,02002,John Riegger,2,1987440
62,0,02016,Bill Rogers,2,1987440
62,0,02091,Charles Sifford,2,1983020
62,0,02105,Bob Smith,2,1985280
62,0,02146,Payne Stewart,2,1987460
62,0,02148,Ray Stewart,2,1987460
62,0,02176,Danny Talbot,2,1986280
62,0,02196,Robert Thompson,2,1987460
62,0,02226,Tray Tyner,2,1987200
62,0,02241,Bobby Wadkins,2,1987450
62,0,02256,Tom Watson,2,1987460
62,0,02267,D.A. Weibring,2,1987410
62,0,02298,Jim Woodward,2,1987250
