RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,23541,Ben Crane,80.94,320,259
2,0,20623,Gavin Coles,76.63,291,223
3,0,19846,Brian Gay,76.09,368,280
4,0,22371,Aaron Baddeley,75.94,345,262
5,0,02206,David Toms,75.84,269,204
6,0,23621,Rory Sabbatini,75.59,299,226
7,0,12782,Tim Herron,75.55,319,241
8,0,01139,Olin Browne,75.53,331,250
9,0,20229,Stewart Cink,75.50,302,228
9,0,24138,Ian Poulter,75.50,200,151
11,0,06575,Dudley Hart,75.25,299,225
12,0,01941,Tom Pernice Jr.,75.07,373,280
13,0,06373,José María Olazábal,75.00,184,138
14,0,22295,Darron Stiles,74.70,328,245
15,0,23497,Tag Ridings,74.56,397,296
16,0,08537,J.P. Hayes,74.46,231,172
17,0,01724,Jeff Maggert,74.40,293,218
18,0,20663,Brenden Pappas,74.37,199,148
19,0,12680,Shigeki Maruyama,74.35,382,284
20,0,01887,Mark O'Meara,74.34,226,168
21,0,12645,Brent Geiberger,74.32,222,165
22,0,23983,Luke Donald,74.30,179,133
23,0,01761,Len Mattiace,74.22,384,285
24,0,12823,Carlos Franco,74.10,305,226
25,0,22548,Patrick Sheehan,74.00,427,316
26,0,27095,Nick Watney,73.87,333,246
27,0,06004,Stephen Ames,73.83,256,189
28,0,20812,Tjaart van der Walt,73.76,221,163
29,0,21407,Arjun Atwal,73.74,278,205
30,0,02223,Bob Tway,73.67,281,207
31,0,20160,Charlie Wi,73.65,296,218
32,0,12660,Jesper Parnevik,73.63,292,215
33,0,01381,Fred Funk,73.61,379,279
34,0,21949,Joe Ogilvie,73.43,399,293
35,0,23320,Ryan Palmer,73.40,376,276
36,0,08075,Jerry Kelly,73.33,300,220
37,0,01024,Billy Andrade,73.31,341,250
38,0,23623,Bo Van Pelt,73.29,423,310
39,0,01161,Mark Calcavecchia,73.21,336,246
40,0,24140,Sean O'Hair,73.17,410,300
41,0,06573,Brandt Jobe,73.09,379,277
41,0,08793,Tiger Woods,73.09,249,182
43,0,24781,Hunter Mahan,73.08,390,285
44,0,06527,Steve Stricker,73.05,256,187
45,0,24024,Zach Johnson,72.88,354,258
46,0,06197,Michael Allen,72.64,318,231
47,0,21731,Freddie Jacobson,72.63,274,199
48,0,07749,Brett Quigley,72.52,393,285
49,0,02104,Jeff Sluman,72.50,360,261
50,0,20121,Todd Fischer,72.49,389,282
51,0,20382,Stephen Leaney,72.46,345,250
52,0,01157,Tom Byrum,72.41,348,252
53,0,01388,Robert Gamez,72.28,368,266
