RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,01677,Tom Lehman,4.55,1780158,39124120
2,0,01810,Phil Mickelson,4.45,1697798,38124120
3,0,08793,Tiger Woods,4.17,790594,18974120
4,0,01226,Fred Couples,3.80,1248693,32874120
5,0,06527,Steve Stricker,3.51,1383737,39374120
6,0,01887,Mark O'Meara,3.34,1255747,37624120
7,0,01326,Nick Faldo,3.07,942620,30724120
8,0,01329,Brad Faxon,2.99,1055048,35324120
9,0,01706,Davis Love III,2.97,1211138,40724120
10,0,01132,Mark Brooks,2.87,1429392,49774120
11,0,01876,Greg Norman,2.72,891236,32824120
12,0,08635,Colin Montgomerie,2.69,421011,15624120
13,0,06522,Ernie Els,2.68,906941,33824120
14,0,06575,Dudley Hart,2.60,422197,16250000
15,0,02256,Tom Watson,2.59,761236,29400000
16,0,19991,Peter Hedblom,2.55,54250,2124120
16,0,07269,Greg Turner,2.55,54250,2124120
18,0,09011,David Duval,2.42,977077,40324120
19,0,01527,Scott Hoch,2.34,1039561,44400000
20,0,01945,Kenny Perry,2.28,925077,40650000
21,0,01928,Corey Pavin,2.16,851317,39324120
22,0,06613,Tommy Tolles,2.11,871585,41374120
23,0,06567,Vijay Singh,2.03,855138,42174120
24,0,01116,Michael Bradley,1.94,820824,42400000
25,0,01219,John Cook,1.91,831257,43550000
25,0,10860,Justin Leonard,1.91,943138,49274120
27,0,01599,Steve Jones,1.88,810640,43124120
28,0,01724,Jeff Maggert,1.85,804952,43474120
29,0,02010,Loren Roberts,1.75,725229,41324120
29,0,02294,Willie Wood,1.75,255157,14550000
31,0,01783,Mark McCumber,1.74,487225,27974120
32,0,02246,Duffy Waldorf,1.69,604381,35750000
33,0,01381,Fred Funk,1.65,814333,49350000
34,0,01355,Raymond Floyd,1.58,67800,4300000
35,0,10809,Jim Furyk,1.56,738947,47324120
35,0,02267,D.A. Weibring,1.56,436274,27974120
37,0,10457,Frank Nobilo,1.54,262290,17024120
38,0,01968,Nick Price,1.52,402467,26424120
39,0,12461,Paul McGinley,1.48,31387,2124120
40,0,01313,Steve Elkington,1.42,459637,32424120
41,0,01797,Rocco Mediate,1.39,475253,34174120
42,0,20229,Stewart Cink,1.38,108710,7850000
43,0,02104,Jeff Sluman,1.33,650125,48824120
43,0,02146,Payne Stewart,1.33,537291,40374120
45,0,01161,Mark Calcavecchia,1.30,628849,48524120
45,0,06791,Mark Wurtz,1.30,13040,1000000
47,0,02223,Bob Tway,1.29,529455,40924120
48,0,02321,Fuzzy Zoeller,1.27,347628,27424120
49,0,01457,Jay Haas,1.26,523017,41524120
49,0,12660,Jesper Parnevik,1.26,389264,30874120
51,0,01553,John Huston,1.25,506173,40650000
51,0,02023,Clarence Rose,1.25,461896,36900000
53,0,01577,Lee Janzen,1.24,540914,43624120
54,0,01040,Emlyn Aubrey,1.23,296004,24150000
55,0,01891,David Ogrin,1.21,537224,44550000
56,0,12680,Shigeki Maruyama,1.20,50587,4224120
57,0,01920,Craig Parry,1.17,454200,38824120
58,0,20766,Padraig Harrington,1.13,24025,2124120
58,0,20858,Michael Welch,1.13,24025,2124120
60,0,01975,Tom Purtzer,1.09,396441,36300000
61,0,02133,Craig Stadler,1.07,336819,31374120
62,0,08375,Paul Stankowski,1.04,390574,37700000
63,0,01378,David Frost,1.01,382945,37874120
64,0,07867,Woody Austin,1.00,539395,54074120
64,0,10962,Bradley Hughes,1.00,74420,7424120
64,0,08633,Per-Ulrik Johansson,1.00,79100,7924120
67,0,01024,Billy Andrade,.99,433155,43700000
68,0,01346,Ed Fiori,.98,261292,26750000
69,0,12782,Tim Herron,.97,475670,49274120
69,0,01560,David Ishii,.97,11605,1200000
71,0,20154,Guy Hill,.96,24000,2500000
72,0,06643,Paul Goydos,.95,438108,46100000
73,0,10585,Scott McCarron,.94,404326,43000000
74,0,19825,Darren Clarke,.93,41850,4524120
75,0,01837,Gil Morgan,.92,259775,28200000
76,0,01864,Larry Nelson,.91,305081,33350000
76,0,02214,Kirk Triplett,.91,321711,35350000
78,0,01201,Lennie Clements,.90,325164,36250000
78,0,01633,Tom Kite,.90,319325,35324120
80,0,20104,Ken Duke,.89,8900,1000000
80,0,06012,Greg Kraft,.89,331707,37250000
82,0,01723,Andrew Magee,.88,332503,37900000
83,0,01203,Russ Cochran,.87,330182,37900000
83,0,19919,Carl Mason,.87,18406,2124120
83,0,01823,Larry Mize,.87,317467,36700000
86,0,01098,Jay Don Blake,.86,347325,40400000
86,0,02099,Scott Simpson,.86,309646,35824120
88,0,01331,Rick Fehr,.84,273185,32700000
88,0,01510,Nolan Henke,.84,302724,36000000
90,0,01353,Bruce Fleisher,.83,143380,17300000
91,0,01766,Billy Mayfair,.78,357650,45674120
91,0,07235,John Morse,.78,322087,41150000
93,0,08075,Jerry Kelly,.76,336745,44550000
93,0,02245,Grant Waite,.76,302286,39650000
95,0,20472,Alex Cejka,.75,134960,18024120
96,0,06124,Patrick Burke,.74,265081,35750000
96,0,08931,Glen Day,.74,298130,40500000
96,0,01736,Roger Maltbie,.74,48800,6600000
99,0,01682,Wayne Levi,.73,194997,26700000
100,0,01385,Jim Gallagher Jr.,.72,277738,38700000
101,0,01093,Ronnie Black,.71,247318,34600000
101,0,01943,Chris Perry,.71,184170,26000000
101,0,02077,Nobuo Serizawa,.71,8520,1200000
104,0,08191,Paul Broadhurst,.70,14763,2124120
104,0,19965,Peter Mitchell,.70,14763,2124120
106,0,01388,Robert Gamez,.69,249226,36300000
106,0,01796,Mark McNulty,.69,31387,4524120
108,0,01006,John Adams,.68,257836,38000000
109,0,01185,Brandel Chamblee,.67,233264,35050000
110,0,01905,Joe Ozaki,.66,227761,34550000
110,0,02101,Joey Sindelar,.66,275528,41600000
112,0,10569,Mike Brisky,.65,260357,39950000
113,0,06034,Marco Dawson,.64,261658,41150000
