RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
212,0,07101,Dave Stockton Jr.,$5178,176055
213,0,12702,Costantino Rocca,$5164,41316
214,0,02216,Gary Trivisonno,$5075,5075
215,0,20629,Rich Yokota,$5035,5035
216,0,01196,Brian Claar,$5015,165511
217,0,08419,Shawn Kelly,$5000,5000
218,0,01517,Satoshi Higashi,$4982,24910
219,0,01358,Bob Ford,$4959,9918
219,0,08973,Wayne Riley,$4959,9918
221,0,02049,Gene Sauers,$4956,123903
222,0,07267,Allen Doyle,$4885,136788
223,0,01666,Bernhard Langer,$4883,34182
224,0,06617,Brian Henninger,$4845,135679
225,0,06425,Rick Todd,$4823,14471
226,0,11032,Frank Lickliter II,$4787,138846
227,0,01320,Bob Estes,$4734,123100
228,0,01435,Wayne Grady,$4716,94338
229,0,01475,Donnie Hammond,$4688,98455
230,0,10215,Charlie Rymer,$4554,132076
231,0,02218,Ted Tryba,$4526,162944
232,0,02167,Mike Sullivan,$4502,126068
233,0,12753,David Morland IV,$4500,4500
234,0,01960,Don Pooley,$4492,94351
235,0,02241,Bobby Wadkins,$4437,142002
236,0,01659,Massy Kuramoto,$4404,13213
237,0,06595,Kevin Sutherland,$4388,144828
238,0,02186,Brian Tennyson,$4378,96329
239,0,02322,Richard Zokol,$4322,30260
240,0,01890,Brett Ogle,$4312,77622
241,0,01414,Bob Gilder,$4253,114844
242,0,08681,Manny Zerman,$4160,8320
243,0,01701,Bob Lohr,$4082,122462
244,0,10649,Tom Scherrer,$4009,136322
245,0,20095,Carl Paulson,$3869,116071
246,0,01114,Bob Boyd,$3849,7698
247,0,01374,Robin Freeman,$3817,133604
248,0,01604,Steve Jurgensen,$3808,118048
249,0,20433,Mark Hensby,$3798,3798
250,0,01035,Tommy Armour III,$3791,79615
251,0,01261,Jay Delsing,$3782,117245
252,0,12389,Barry Lane,$3770,18850
253,0,06090,Jim McGovern,$3765,116726
254,0,12663,Phil Tataurangi,$3742,3742
255,0,06251,Chris DiMarco,$3735,18678
256,0,06064,Jeff Gallagher,$3677,114001
257,0,01555,Stu Ingraham,$3612,3612
258,0,01858,Tommy Nakajima,$3582,7164
259,0,19883,Joe Daley,$3566,96286
260,0,06771,John Reeves,$3562,3562
261,0,02313,Bruce Zabriski,$3506,3506
262,0,01998,Jack Renner,$3500,17500
263,0,01926,Steve Pate,$3467,10403
264,0,07529,Tim Dunlavey,$3415,6831
265,0,01142,Bart Bryant,$3414,88787
266,0,01949,Mark Pfeil,$3358,23510
267,0,12626,Joey Gullion,$3328,99849
268,0,06140,Sean Murphy,$3322,86393
269,0,01282,Trevor Dodds,$3318,6637
270,0,02303,Robert Wrenn,$3267,81689
271,0,08337,Mike Heinen,$3205,102588
272,0,02135,Mike Standly,$3194,99033
272,0,02271,Wayne Westner,$3194,31941
274,0,01984,Sam Randolph,$3166,22166
275,0,01051,Seve Ballesteros,$3100,9300
276,0,02242,Lanny Wadkins,$3094,64994
277,0,08215,Steve Schneiter,$3078,21548
278,0,06557,Stephen Keppler,$3071,3071
279,0,10425,Jay Williamson,$3065,82773
280,0,02033,Dave Rummells,$3045,3045
281,0,02257,Brian Watts,$3000,6000
282,0,19953,Adam Spring,$2955,2955
283,0,01487,Jeff Hart,$2889,66450
284,0,01068,Andy Bean,$2887,80849
285,0,20286,Rusty Brown,$2872,2872
286,0,06066,Gary Rusnak,$2854,74208
287,0,06052,Andy Morse,$2838,11355
288,0,01162,Rex Caldwell,$2807,25271
289,0,02226,Tray Tyner,$2801,50426
290,0,10723,Mike Riedel,$2798,2798
291,0,08725,Tom Gillis,$2775,2775
292,0,01367,Brent Franklin,$2772,2772
293,0,02195,Leonard Thompson,$2708,29790
294,0,01619,Skip Kendall,$2707,5415
295,0,20999,Russell Jenkines,$2700,2700
296,0,02171,Mike Swartz,$2676,77615
297,0,20158,Anthony Rodriguez,$2655,7965
298,0,21645,Scott Trethewey,$2616,2616
299,0,06048,Dicky Thompson,$2600,5200
300,0,01133,Billy Ray Brown,$2584,67203
301,0,08993,Franklin Langham,$2534,83631
302,0,01149,Michael Burke Jr.,$2507,5015
303,0,06197,Michael Allen,$2425,2425
304,0,10565,Ian Leggatt,$2390,4780
305,0,10505,Shane Bertsch,$2339,65516
306,0,01489,Steve Hart,$2325,2325
307,0,01578,Tom Jenkins,$2312,2312
308,0,08697,Kevin Riley,$2280,2280
309,0,10885,Robert Allenby,$2275,15931
310,0,01550,Ed Humenik,$2251,13507
311,0,01557,John Inman,$2243,62806
312,0,19905,Andrew Coltart,$2180,4361
313,0,01603,Jeff Julian,$2138,55602
314,0,01607,Brian Kamm,$2096,64987
315,0,01971,Dillard Pruitt,$2072,55953
316,0,07941,Mike Grob,$2050,4100
316,0,20388,Gordon Sherry,$2050,4100
318,0,07763,Doug Dunakey,$2030,2030
319,0,10203,Bryan Gorman,$1988,47713
320,0,20435,Davidson Matyczuk,$1935,3870
321,0,02111,Mike Smith,$1866,11200
322,0,02249,Don Walsworth,$1860,1860
323,0,21407,Arjun Atwal,$1753,3506
324,0,02100,Tim Simpson,$1744,13953
325,0,02225,Howard Twitty,$1717,13738
326,0,20094,Jonathan Kaye,$1690,5070
327,0,01060,Dave Barr,$1674,31810
328,0,07065,Arden Knoll,$1650,3300
329,0,01938,David Peoples,$1472,32384
330,0,02106,Chris Smith,$1468,41111
331,0,01571,Barry Jaeckel,$1347,10779
332,0,07569,Mark Carnevale,$1345,17485
333,0,01824,Yoshinori Mizumaki,$1308,5232
334,0,20393,Philip Walton,$1291,5165
335,0,19913,Ron Whittaker,$1289,29656
336,0,21542,Simon Cooke,$1281,2562
337,0,02007,Larry Rinker,$1277,12770
338,0,06657,Steve Rintoul,$1257,33965
339,0,20051,Joe Acosta Jr.,$1254,37631
340,0,12751,Todd Gleaton,$1242,2484
341,0,01127,Danny Briggs,$1240,3720
342,0,06599,John Elliott,$1223,26926
343,0,06014,Eric Booker,$1146,2292
344,0,02201,Jim Thorpe,$1142,25130
345,0,02255,Denis Watson,$1101,12118
346,0,01755,Dick Mast,$1093,6560
347,0,01725,John Mahaffey,$1071,30015
348,0,01948,Tim Petrovic,$1044,2088
349,0,01330,David Feherty,$1020,3060
350,0,01288,Ed Dougherty,$1016,15250
351,0,12781,Scott Medlin,$1012,23276
352,0,02224,Greg Twiggs,$896,2688
353,0,20505,Lucas Parsons,$884,21232
354,0,01978,Fran Quinn,$872,2616
355,0,02094,Tony Sills,$838,11733
356,0,01350,Pat Fitzsimons,$746,2240
357,0,02067,Ted Schulz,$732,10258
358,0,01266,Clark Dennis,$693,2775
359,0,01946,Peter Persons,$687,4815
360,0,01469,Dan Halldorson,$683,4100
361,0,01779,Gary McCord,$637,2548
362,0,10875,Todd Demsey,$628,2512
363,0,01861,Jim Nelford,$620,1860
364,0,01964,Greg Powers,$573,1720
365,0,01129,Bill Britton,$549,4398
366,0,02230,Stan Utley,$493,4437
367,0,01284,Mike Donald,$460,7829
368,0,01390,Buddy Gardner,$436,2616
369,0,01648,Billy Kratzert,$432,3030
370,0,01150,George Burns,$384,3456
371,0,02244,Fred Wadsworth,$338,2368
372,0,01443,Hubert Green,$185,2220
373,0,20387,Jarmo Sandelin,$179,2509
374,0,01468,Gary Hallberg,$133,2544
